year,age_gr,regtyp,pli0083,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,Daily,0.62071,1544,2120,0.60005,0.64137
1990,17-29 y.,Urban regions,At least once per week,0.20834,450,2120,0.19105,0.22564
1990,17-29 y.,Urban regions,At least once per month,0.01942,41,2120,0.01354,0.02529
1990,17-29 y.,Urban regions,Seldom,0.03564,85,2120,0.02775,0.04353
1990,17-29 y.,Rural regions,Daily,0.42807,421,538,0.38622,0.46992
1990,17-29 y.,Rural regions,At least once per week,0.11668,117,538,0.08953,0.14384
1990,30-45 y.,Urban regions,Daily,0.66700,1692,2201,0.64731,0.68669
1990,30-45 y.,Urban regions,At least once per week,0.15762,377,2201,0.14239,0.17285
1990,30-45 y.,Urban regions,At least once per month,0.01798,35,2201,0.01242,0.02353
1990,30-45 y.,Urban regions,Seldom,0.04594,97,2201,0.03719,0.05469
1990,30-45 y.,Rural regions,Daily,0.42882,419,500,0.38540,0.47224
1990,30-45 y.,Rural regions,At least once per week,0.09224,81,500,0.06685,0.11763
1990,46-65 y.,Urban regions,Daily,0.75268,1921,2254,0.73487,0.77050
1990,46-65 y.,Urban regions,At least once per week,0.09311,257,2254,0.08111,0.10510
1990,46-65 y.,Urban regions,Seldom,0.03028,76,2254,0.02320,0.03736
1990,46-65 y.,Rural regions,Daily,0.48236,481,561,0.44098,0.52375
1990,46-65 y.,Rural regions,At least once per week,0.07829,80,561,0.05604,0.10053
1990,66 and older,Urban regions,Daily,0.82166,703,746,0.79417,0.84915
1990,66 and older,Urban regions,At least once per week,0.04743,43,746,0.03217,0.06269
1990,66 and older,Rural regions,Daily,0.55663,225,225,0.49157,0.62169
1995,17-29 y.,Urban regions,Daily,0.78088,1793,2196,0.76357,0.79818
1995,17-29 y.,Urban regions,At least once per week,0.14984,308,2196,0.13491,0.16477
1995,17-29 y.,Urban regions,At least once per month,0.02014,33,2196,0.01426,0.02602
1995,17-29 y.,Urban regions,Seldom,0.03382,62,2196,0.02626,0.04138
1995,17-29 y.,Rural regions,Daily,0.78105,890,1074,0.75631,0.80579
1995,17-29 y.,Rural regions,At least once per week,0.17673,184,1074,0.15391,0.19956
1995,30-45 y.,Urban regions,Daily,0.77616,2295,2866,0.76090,0.79142
1995,30-45 y.,Urban regions,At least once per week,0.15751,423,2866,0.14417,0.17085
1995,30-45 y.,Urban regions,At least once per month,0.02025,42,2866,0.01509,0.02540
1995,30-45 y.,Urban regions,Seldom,0.03028,74,2866,0.02401,0.03656
1995,30-45 y.,Urban regions,Never,0.01019,32,2866,0.00651,0.01386
1995,30-45 y.,Rural regions,Daily,0.78720,1262,1521,0.76663,0.80778
1995,30-45 y.,Rural regions,At least once per week,0.12669,184,1521,0.10997,0.14341
1995,30-45 y.,Rural regions,Seldom,0.05828,75,1521,0.04650,0.07006
1995,46-65 y.,Urban regions,Daily,0.86523,2271,2533,0.85193,0.87853
1995,46-65 y.,Urban regions,At least once per week,0.09430,214,2533,0.08292,0.10569
1995,46-65 y.,Urban regions,Seldom,0.01744,48,2533,0.01234,0.02254
1995,46-65 y.,Rural regions,Daily,0.86560,1229,1328,0.84725,0.88395
1995,46-65 y.,Rural regions,At least once per week,0.08960,99,1328,0.07423,0.10496
1995,66 and older,Urban regions,Daily,0.93132,935,973,0.91542,0.94722
1995,66 and older,Urban regions,At least once per week,0.03565,38,973,0.02399,0.04730
1995,66 and older,Rural regions,Daily,0.92541,482,482,0.90193,0.94889
1998,17-29 y.,Urban regions,Daily,0.78717,1673,2009,0.76927,0.80507
1998,17-29 y.,Urban regions,At least once per week,0.16198,285,2009,0.14587,0.17810
1998,17-29 y.,Urban regions,Seldom,0.02464,51,2009,0.01786,0.03142
1998,17-29 y.,Rural regions,Daily,0.80764,932,1060,0.78390,0.83138
1998,17-29 y.,Rural regions,At least once per week,0.13924,128,1060,0.11839,0.16009
1998,30-45 y.,Urban regions,Daily,0.77484,2517,3156,0.76026,0.78941
1998,30-45 y.,Urban regions,At least once per week,0.16024,464,3156,0.14744,0.17304
1998,30-45 y.,Urban regions,At least once per month,0.01427,35,3156,0.01013,0.01841
1998,30-45 y.,Urban regions,Seldom,0.03489,104,3156,0.02848,0.04129
1998,30-45 y.,Urban regions,Never,0.01161,36,3156,0.00787,0.01535
1998,30-45 y.,Rural regions,Daily,0.79187,1348,1616,0.77207,0.81167
1998,30-45 y.,Rural regions,At least once per week,0.12367,199,1616,0.10761,0.13973
1998,30-45 y.,Rural regions,Seldom,0.04863,69,1616,0.03814,0.05912
1998,46-65 y.,Urban regions,Daily,0.86650,2476,2740,0.85376,0.87923
1998,46-65 y.,Urban regions,At least once per week,0.08860,220,2740,0.07796,0.09925
1998,46-65 y.,Urban regions,Seldom,0.02109,44,2740,0.01570,0.02647
1998,46-65 y.,Rural regions,Daily,0.88198,1410,1547,0.86589,0.89806
1998,46-65 y.,Rural regions,At least once per week,0.06409,104,1547,0.05188,0.07629
1998,46-65 y.,Rural regions,Seldom,0.02421,33,1547,0.01655,0.03187
1998,66 and older,Urban regions,Daily,0.92161,1141,1182,0.90628,0.93694
1998,66 and older,Urban regions,At least once per week,0.03432,41,1182,0.02394,0.04470
1998,66 and older,Rural regions,Daily,0.96017,598,598,0.94448,0.97586
2003,17-29 y.,Urban regions,Daily,0.80845,2106,2589,0.79328,0.82361
2003,17-29 y.,Urban regions,At least once per week,0.13700,371,2589,0.12375,0.15024
2003,17-29 y.,Urban regions,At least once per month,0.02065,47,2589,0.01517,0.02613
2003,17-29 y.,Urban regions,Seldom,0.02355,65,2589,0.01771,0.02939
2003,17-29 y.,Rural regions,Daily,0.82117,1150,1333,0.80059,0.84175
2003,17-29 y.,Rural regions,At least once per week,0.13313,183,1333,0.11489,0.15138
2003,30-45 y.,Urban regions,Daily,0.81931,3820,4656,0.80825,0.83036
2003,30-45 y.,Urban regions,At least once per week,0.13426,657,4656,0.12446,0.14405
2003,30-45 y.,Urban regions,At least once per month,0.01387,50,4656,0.01051,0.01723
2003,30-45 y.,Urban regions,Seldom,0.01906,79,4656,0.01513,0.02299
2003,30-45 y.,Urban regions,Never,0.00988,50,4656,0.00704,0.01272
2003,30-45 y.,Rural regions,Daily,0.83189,1877,2205,0.81628,0.84750
2003,30-45 y.,Rural regions,At least once per week,0.11524,268,2205,0.10190,0.12857
2003,30-45 y.,Rural regions,Seldom,0.02577,60,2205,0.01915,0.03238
2003,46-65 y.,Urban regions,Daily,0.87692,4409,5032,0.86784,0.88600
2003,46-65 y.,Urban regions,At least once per week,0.08144,431,5032,0.07388,0.08900
2003,46-65 y.,Urban regions,At least once per month,0.00596,33,5032,0.00383,0.00809
2003,46-65 y.,Urban regions,Seldom,0.01674,97,5032,0.01319,0.02028
2003,46-65 y.,Urban regions,Never,0.01503,62,5032,0.01166,0.01839
2003,46-65 y.,Rural regions,Daily,0.89128,2238,2463,0.87899,0.90358
2003,46-65 y.,Rural regions,At least once per week,0.05911,179,2463,0.04979,0.06842
2003,46-65 y.,Rural regions,Seldom,0.01893,46,2463,0.01354,0.02431
2003,66 and older,Urban regions,Daily,0.94017,2258,2369,0.93062,0.94972
2003,66 and older,Urban regions,At least once per week,0.02513,67,2369,0.01882,0.03143
2003,66 and older,Urban regions,Never,0.02288,44,2369,0.01686,0.02891
2003,66 and older,Rural regions,Daily,0.94653,1184,1184,0.93371,0.95935
2008,17-29 y.,Urban regions,Daily,0.69404,1537,2054,0.67411,0.71397
2008,17-29 y.,Urban regions,At least once per week,0.17891,407,2054,0.16234,0.19549
2008,17-29 y.,Urban regions,At least once per month,0.02687,64,2054,0.01988,0.03387
2008,17-29 y.,Urban regions,Seldom,0.01570,46,2054,0.01032,0.02108
2008,17-29 y.,Rural regions,Daily,0.75368,847,1014,0.72715,0.78022
2008,17-29 y.,Rural regions,At least once per week,0.13707,167,1014,0.11589,0.15825
2008,30-45 y.,Urban regions,Daily,0.76939,2658,3440,0.75531,0.78347
2008,30-45 y.,Urban regions,At least once per week,0.17445,599,3440,0.16177,0.18714
2008,30-45 y.,Urban regions,At least once per month,0.01668,57,3440,0.01240,0.02096
2008,30-45 y.,Urban regions,Seldom,0.02719,91,3440,0.02176,0.03263
2008,30-45 y.,Urban regions,Never,0.01036,35,3440,0.00697,0.01374
2008,30-45 y.,Rural regions,Daily,0.78244,1378,1676,0.76268,0.80220
2008,30-45 y.,Rural regions,At least once per week,0.14354,245,1676,0.12675,0.16033
2008,30-45 y.,Rural regions,Seldom,0.03371,53,1676,0.02506,0.04235
2008,46-65 y.,Urban regions,Daily,0.85135,3631,4319,0.84074,0.86197
2008,46-65 y.,Urban regions,At least once per week,0.09578,464,4319,0.08701,0.10456
2008,46-65 y.,Urban regions,At least once per month,0.01330,54,4319,0.00988,0.01671
2008,46-65 y.,Urban regions,Seldom,0.02237,118,4319,0.01796,0.02679
2008,46-65 y.,Urban regions,Never,0.01481,52,4319,0.01121,0.01842
2008,46-65 y.,Rural regions,Daily,0.84696,2020,2342,0.83238,0.86155
2008,46-65 y.,Rural regions,At least once per week,0.09715,227,2342,0.08515,0.10914
2008,46-65 y.,Rural regions,At least once per month,0.01303,37,2342,0.00844,0.01763
2008,46-65 y.,Rural regions,Seldom,0.03145,58,2342,0.02438,0.03852
2008,66 and older,Urban regions,Daily,0.92904,2606,2747,0.91943,0.93864
2008,66 and older,Urban regions,At least once per week,0.03184,101,2747,0.02527,0.03841
2008,66 and older,Urban regions,Never,0.01614,40,2747,0.01143,0.02086
2008,66 and older,Rural regions,Daily,0.92848,1409,1444,0.91519,0.94178
2008,66 and older,Rural regions,At least once per week,0.02314,35,1444,0.01538,0.03090
2013,17-29 y.,Urban regions,Daily,0.50464,1563,2295,0.48418,0.52510
2013,17-29 y.,Urban regions,At least once per week,0.18249,581,2295,0.16668,0.19829
2013,17-29 y.,Urban regions,At least once per month,0.02302,74,2295,0.01689,0.02916
2013,17-29 y.,Urban regions,Seldom,0.01629,77,2295,0.01111,0.02146
2013,17-29 y.,Rural regions,Daily,0.56019,900,1204,0.53214,0.58824
