year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,n
1984,6.47422,6.42755,6.52089,5.00000,7.00000,8.00000,0.50000,10.00000,11962.00000
1985,6.49337,6.44688,6.53987,5.00000,7.00000,8.00000,0.50000,10.00000,10808.00000
1986,6.56164,6.51681,6.60646,5.00000,7.00000,8.00000,0.50000,10.00000,10446.00000
1987,6.56874,6.52458,6.61291,5.00000,7.00000,8.00000,0.50000,10.00000,10338.00000
1988,6.56636,6.52125,6.61147,5.00000,7.00000,8.00000,0.50000,10.00000,9854.00000
1989,6.61116,6.56637,6.65595,5.00000,7.00000,8.00000,0.50000,10.00000,9553.00000
1990,6.46249,6.42420,6.50078,5.00000,7.00000,8.00000,0.50000,10.00000,13727.00000
1991,6.46004,6.42054,6.49954,5.00000,7.00000,8.00000,0.50000,10.00000,13449.00000
1992,6.35726,6.31902,6.39550,5.00000,7.00000,8.00000,0.50000,10.00000,13177.00000
1993,6.34116,6.30115,6.38116,5.00000,7.00000,8.00000,0.50000,10.00000,12756.00000
1994,6.22606,6.18512,6.26700,5.00000,7.00000,8.00000,0.50000,10.00000,12563.00000
1995,6.29631,6.25667,6.33595,5.00000,7.00000,8.00000,0.50000,10.00000,12975.00000
1996,6.34250,6.30272,6.38229,5.00000,7.00000,8.00000,0.50000,10.00000,12782.00000
1997,6.13147,6.09163,6.17131,5.00000,6.00000,8.00000,0.50000,10.00000,12534.00000
1998,6.23910,6.20054,6.27766,5.00000,7.00000,8.00000,0.50000,10.00000,13879.00000
1999,6.31224,6.27346,6.35103,5.00000,7.00000,8.00000,0.50000,10.00000,13362.00000
2000,6.48274,6.45318,6.51231,5.00000,7.00000,8.00000,0.50000,10.00000,23609.00000
2001,6.56074,6.53043,6.59106,5.00000,7.00000,8.00000,0.50000,10.00000,21550.00000
2002,6.30019,6.27072,6.32967,5.00000,7.00000,8.00000,0.50000,10.00000,22596.00000
2003,6.19871,6.16800,6.22941,5.00000,7.00000,8.00000,0.50000,10.00000,21799.00000
2004,6.03445,6.00279,6.06610,5.00000,6.00000,8.00000,0.50000,10.00000,21127.00000
2005,6.05380,6.02103,6.08656,5.00000,6.00000,8.00000,0.50000,10.00000,20310.00000
2006,6.02302,5.99133,6.05472,5.00000,6.00000,8.00000,0.50000,10.00000,21592.00000
2007,6.06212,6.02977,6.09448,5.00000,6.00000,8.00000,0.50000,10.00000,20193.00000
2008,6.09788,6.06479,6.13098,5.00000,6.00000,8.00000,0.50000,10.00000,19006.00000
2009,6.15227,6.11785,6.18669,5.00000,7.00000,8.00000,0.50000,10.00000,17719.00000
2010,6.25603,6.22618,6.28588,5.00000,7.00000,8.00000,0.50000,10.00000,23651.00000
2011,6.41468,6.38626,6.44311,5.00000,7.00000,8.00000,0.50000,10.00000,25480.00000
2012,6.51523,6.48757,6.54290,5.00000,7.00000,8.00000,0.50000,10.00000,26099.00000
2013,6.61507,6.58924,6.64089,5.00000,7.00000,8.00000,0.50000,10.00000,30292.00000
2014,6.63002,6.60272,6.65733,5.00000,7.00000,8.00000,0.50000,10.00000,26688.00000
2015,6.76665,6.73883,6.79446,5.00000,7.00000,8.00000,0.50000,10.00000,24668.00000
2016,6.83670,6.80878,6.86462,5.00000,7.00000,8.00000,0.50000,10.00000,23808.00000
2017,6.85892,6.83239,6.88545,6.00000,7.00000,8.00000,3.00000,10.00000,26071.00000
2018,6.85777,6.83120,6.88433,6.00000,7.00000,8.00000,3.00000,10.00000,25280.00000
2019,7.05731,7.03140,7.08323,6.00000,8.00000,8.00000,3.00000,10.00000,25431.00000
2020,7.03319,7.00757,7.05882,6.00000,7.00000,8.00000,3.00000,10.00000,25278.00000
2021,7.27861,7.24763,7.30958,6.00000,8.00000,9.00000,1.50000,10.00000,17057.00000
2022,6.84137,6.81360,6.86914,5.00000,7.00000,8.00000,0.50000,10.00000,25878.00000
