syear,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1985,Urban regions,6.522356489917271,6.497071661224597,6.547641318609944,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8500.0
1985,Rural regions,6.401737748413499,6.352252945888138,6.45122255093886,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2308.0
1986,Urban regions,6.581333362726164,6.556931849124435,6.605734876327892,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8224.0
1986,Rural regions,6.500361600849878,6.4527912939210905,6.547931907778666,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2222.0
1987,Urban regions,6.586586613434981,6.562436861495466,6.610736365374495,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8147.0
1987,Rural regions,6.51163213266487,6.46540436370543,6.55785990162431,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2191.0
1988,Urban regions,6.575867210725289,6.55142170926121,6.6003127121893685,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7802.0
1988,Rural regions,6.536551946443269,6.487871791596977,6.585232101289561,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2052.0
1989,Urban regions,6.642228953320925,6.618223773908829,6.66623413273302,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7599.0
1989,Rural regions,6.5077015302639705,6.457636965411788,6.557766095116153,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1954.0
1990,Urban regions,6.546526997556477,6.523845046314701,6.569208948798252,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8864.0
1990,Rural regions,6.284972330598997,6.252496844077237,6.317447817120756,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0249999999999995,4776.0
1991,Urban regions,6.689400313221278,6.666582152367558,6.712218474074999,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8683.0
1991,Rural regions,5.986902517815878,5.952685495004059,6.021119540627697,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,4677.0
1992,Urban regions,6.540295758867399,6.517845888808582,6.562745628926216,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8565.0
1992,Rural regions,5.97163018048545,5.939020923995912,6.004239436974988,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,4494.0
1993,Urban regions,6.450953535572809,6.427446450840953,6.474460620304666,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8381.0
1993,Rural regions,6.1018050107214625,6.0677395202549675,6.1358705011879575,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,4375.0
1994,Urban regions,6.2861164221450245,6.261958979719753,6.310273864570296,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8278.0
1994,Rural regions,6.092293689651303,6.057527301566292,6.127060077736314,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,4285.0
1995,Urban regions,6.330027997493428,6.3064802250529715,6.353575769933884,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8526.0
1995,Rural regions,6.2231119311306236,6.189876913284082,6.256346948977165,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,4449.0
1996,Urban regions,6.371770664327141,6.347975814523157,6.395565514131124,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8363.0
1996,Rural regions,6.277634984092803,6.24472652390017,6.310543444285435,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4419.0
1997,Urban regions,6.210942041080716,6.187253646356753,6.234630435804679,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,8201.0
1997,Rural regions,5.9534959780271,5.920246338882128,5.9867456171720725,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,4332.0
1998,Urban regions,6.269807690899477,6.246781539584074,6.292833842214881,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,9065.0
1998,Rural regions,6.171762575940483,6.139756246426084,6.203768905454882,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,4814.0
1999,Urban regions,6.35058233637434,6.3273955757285565,6.373769097020124,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8705.0
1999,Rural regions,6.226661775982211,6.1945445693917005,6.258778982572721,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,4657.0
2000,Urban regions,6.549544916350586,6.531900741464954,6.567189091236218,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,15395.0
2000,Rural regions,6.339605391205069,6.315085401861571,6.3641253805485665,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8214.0
2001,Urban regions,6.629482895367384,6.611507602407911,6.6474581883268575,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,14102.0
2001,Rural regions,6.412364284389522,6.3868923851631445,6.437836183615899,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7448.0
2002,Urban regions,6.3635009308450625,6.346140947250731,6.380860914439394,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,15018.0
2002,Rural regions,6.164898916899312,6.1398087762429086,6.1899890575557155,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,7578.0
2003,Urban regions,6.2732762265644215,6.255186822806055,6.291365630322788,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,14531.0
2003,Rural regions,6.037876919767036,6.011789144530554,6.063964695003517,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,7268.0
2004,Urban regions,6.086827830016518,6.0682248548415805,6.105430805191456,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,14052.0
2004,Rural regions,5.921467849176783,5.894372656474702,5.948563041878864,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,7075.0
2005,Urban regions,6.121629806911084,6.102475736571768,6.1407838772504,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,13501.0
2005,Rural regions,5.908203432325637,5.879898540262316,5.936508324388958,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,6809.0
2006,Urban regions,6.094243573208379,6.075439482133076,6.113047664283682,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,14213.0
2006,Rural regions,5.872705667790705,5.846137970812087,5.899273364769323,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,7379.0
2007,Urban regions,6.134202638120191,6.114939150012657,6.153466126227724,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,13248.0
2007,Rural regions,5.911742685963075,5.884802396674934,5.938682975251216,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,6945.0
