"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"1984","(Fach-)Abitur","maennlich","6.19","5.5","508","2","5","8","10","10","5.95","6.43","0","10","6","7"
"1984","(Fach-)Abitur","weiblich","6.19","6.5","341","2","5","8","10","10","5.89","6.49","0","10","6","7"
"1984","(noch) kein Abschluss","maennlich","5.97","5.5","554","1","4","8","10","10","5.73","6.21","0","10","6","7"
"1984","(noch) kein Abschluss","weiblich","5.98","5.5","681","2","5","8","10","10","5.78","6.18","0","10","6","7"
"1984","AkademikerIn","maennlich","7.28","7.5","532","4","6","9","10","10","7.09","7.47","0","10","7","8"
"1984","AkademikerIn","weiblich","7.37","7.5","255","4","5","10","10","10","7.07","7.67","0","10","8","8"
"1984","Hauptschule","maennlich","6.17","5.5","3455","3","5","8","10","10","6.08","6.26","0","10","6","7"
"1984","Hauptschule","weiblich","6.44","6.5","3719","3","5","8","10","10","6.36","6.52","0","10","7","7"
"1984","Realschule","maennlich","6.89","6.5","760","4","5","8","10","10","6.72","7.06","0","10","7","8"
"1984","Realschule","weiblich","6.89","6.5","1071","3","5","9","10","10","6.74","7.04","0","10","7","8"
"1985","(Fach-)Abitur","maennlich","6.3","6.5","457","3","5","8","10","10","6.07","6.53","0","10","6","7"
"1985","(Fach-)Abitur","weiblich","6.24","6.5","316","2","5","8","10","10","5.94","6.54","0","10","6","7"
"1985","(noch) kein Abschluss","maennlich","6.33","6.5","473","3","5","8","10","10","6.1","6.56","0","10","6","7"
"1985","(noch) kein Abschluss","weiblich","6.2","5.5","560","2","5","8","10","10","5.98","6.42","0","10","6","7"
"1985","AkademikerIn","maennlich","7.3","7.5","506","4","6","9","10","10","7.11","7.49","0","10","8","8"
"1985","AkademikerIn","weiblich","7.25","7.5","243","4","6","9","10","10","6.97","7.53","0","10","7","8"
"1985","Hauptschule","maennlich","6.25","6.5","3076","3","5","8","10","10","6.16","6.34","0","10","6","7"
"1985","Hauptschule","weiblich","6.41","6.5","3269","3","5","8","10","10","6.33","6.49","0","10","7","7"
"1985","Realschule","maennlich","6.7","6.5","738","4","5","8","10","10","6.54","6.86","0","10","7","7"
"1985","Realschule","weiblich","6.89","6.5","1035","4","5","9","10","10","6.74","7.04","0","10","7","7"
"1986","(Fach-)Abitur","maennlich","6.4","6.5","464","3","5","8","10","10","6.17","6.63","0","10","6","7"
"1986","(Fach-)Abitur","weiblich","6.38","6.5","335","3","5","8","10","10","6.11","6.65","0","10","6","7"
"1986","(noch) kein Abschluss","maennlich","6.29","6.5","464","2","5","8","9","10","6.05","6.53","0","10","6","7"
"1986","(noch) kein Abschluss","weiblich","6.19","5.5","530","3","4","8","10","10","5.98","6.4","0","10","6","7"
"1986","AkademikerIn","maennlich","7.28","7.5","503","5","6","9","10","10","7.1","7.46","0","10","7","8"
"1986","AkademikerIn","weiblich","7.29","7.5","243","5","6","9","10","10","7.02","7.56","0","10","7","8"
"1986","Hauptschule","maennlich","6.38","6.5","2954","3","5","8","9","10","6.3","6.46","0","10","7","7"
"1986","Hauptschule","weiblich","6.44","6.5","3077","3","5","8","10","10","6.36","6.52","0","10","7","7"
"1986","Realschule","maennlich","6.79","6.5","724","4","5","8","9","10","6.64","6.94","0","10","7","7"
"1986","Realschule","weiblich","6.91","6.5","1018","4","5","9","10","10","6.77","7.05","0","10","7","7"
"1987","(Fach-)Abitur","maennlich","6.61","6.5","448","3","5","8","9","10","6.39","6.83","0","10","7","7"
"1987","(Fach-)Abitur","weiblich","6.38","6.5","324","3","5","8","10","10","6.13","6.63","0","10","6","7"
"1987","(noch) kein Abschluss","maennlich","6.31","6.5","438","3","5","8","9","10","6.08","6.54","0","10","6","7"
"1987","(noch) kein Abschluss","weiblich","6.14","5.5","533","3","5","8","9","10","5.95","6.33","0","10","6","7"
"1987","AkademikerIn","maennlich","7.08","7.5","492","4","6","8","10","10","6.89","7.27","0","10","7","8"
"1987","AkademikerIn","weiblich","7.25","7.5","248","4","6","9","10","10","6.97","7.53","0","10","7","8"
"1987","Hauptschule","maennlich","6.4","6.5","2922","3","5","8","9","10","6.32","6.48","0","10","7","7"
"1987","Hauptschule","weiblich","6.49","6.5","3042","3","5","8","10","10","6.41","6.57","0","10","7","7"
"1987","Realschule","maennlich","6.77","6.5","738","4","6","8","9","10","6.62","6.92","0","10","7","7"
"1987","Realschule","weiblich","6.88","6.5","1002","4","5","8","10","10","6.74","7.02","0","10","7","7"
"1988","(Fach-)Abitur","maennlich","6.45","6.5","429","3","5","8","9","10","6.24","6.66","0","10","7","7"
"1988","(Fach-)Abitur","weiblich","6.51","6.5","298","3","5","8","10","10","6.25","6.77","0","10","6","7"
"1988","(noch) kein Abschluss","maennlich","6.3","5.5","385","3","5","8","10","10","6.06","6.54","0","10","6","7"
"1988","(noch) kein Abschluss","weiblich","6.04","5.5","495","2","4","8","10","10","5.82","6.26","0","10","6","7"
"1988","AkademikerIn","maennlich","7.24","7.5","471","4","6","9","10","10","7.05","7.43","0","10","8","8"
"1988","AkademikerIn","weiblich","7.09","7.5","228","4","6","9","10","10","6.79","7.39","0","10","7","8"
"1988","Hauptschule","maennlich","6.41","6.5","2821","3","5","8","9","10","6.32","6.5","0","10","7","7"
"1988","Hauptschule","weiblich","6.5","6.5","2877","3","5","8","10","10","6.42","6.58","0","10","7","7"
"1988","Realschule","maennlich","6.62","6.5","686","4","5","8","9","10","6.47","6.77","0","10","7","7"
"1988","Realschule","weiblich","6.89","6.5","989","4","5","8","10","10","6.76","7.02","0","10","7","7"
"1989","(Fach-)Abitur","maennlich","6.59","6.5","436","3","5","8","9","10","6.38","6.8","0","10","7","7"
"1989","(Fach-)Abitur","weiblich","6.62","6.5","306","3","5","8","10","10","6.37","6.87","0","10","7","7"
"1989","(noch) kein Abschluss","maennlich","6.03","5.5","373","3","5","8","9","10","5.78","6.28","0","10","6","7"
"1989","(noch) kein Abschluss","weiblich","6.12","5.5","480","2","5","8","10","10","5.9","6.34","0","10","6","6"
"1989","AkademikerIn","maennlich","7.34","7.5","471","5","7","9","10","10","7.16","7.52","0","10","8","8"
"1989","AkademikerIn","weiblich","7.22","7.5","226","4","6","9","10","10","6.94","7.5","0","10","7","8"
"1989","Hauptschule","maennlich","6.47","6.5","2684","3","5","8","9","10","6.39","6.55","0","10","7","7"
"1989","Hauptschule","weiblich","6.45","6.5","2770","3","5","8","10","10","6.37","6.53","0","10","7","7"
"1989","Realschule","maennlich","6.82","6.5","665","4","6","8","9","10","6.67","6.97","0","10","7","7"
"1989","Realschule","weiblich","6.96","6.5","967","4","5","8","10","10","6.83","7.09","0","10","7","7"
"1990","(Fach-)Abitur","maennlich","6.44","6.5","501","3","5","8","9","10","6.25","6.63","0","10","7","7"
"1990","(Fach-)Abitur","weiblich","6.46","6.5","364","3","5","8","9","10","6.24","6.68","0","10","6","7"
"1990","(noch) kein Abschluss","maennlich","6.32","5.5","391","4","5","8","9","10","6.11","6.53","0","10","6","6"
"1990","(noch) kein Abschluss","weiblich","6.29","6.5","468","2","5","8","10","10","6.08","6.5","0","10","6","7"
"1990","AkademikerIn","maennlich","6.97","6.5","923","4","6","8","9","10","6.83","7.11","0","10","7","7"
"1990","AkademikerIn","weiblich","6.62","6.5","765","4","5","8","9","10","6.46","6.78","0","10","6","7"
"1990","Hauptschule","maennlich","6.44","6.5","3332","3","5","8","9","10","6.36","6.52","0","10","7","7"
"1990","Hauptschule","weiblich","6.38","6.5","3627","3","5","8","9","10","6.3","6.46","0","10","6","7"
"1990","Realschule","maennlich","6.26","6.5","1459","3","5","8","9","10","6.14","6.38","0","10","6","6"
"1990","Realschule","weiblich","6.61","6.5","1692","3","5","8","9","10","6.49","6.73","0","10","6","7"
"1991","(Fach-)Abitur","maennlich","6.52","6.5","507","3","5","8","9","10","6.32","6.72","0","10","7","7"
"1991","(Fach-)Abitur","weiblich","6.7","6.5","371","3","5","8","9","10","6.47","6.93","0","10","6","7"
"1991","(noch) kein Abschluss","maennlich","6.42","6.5","369","3","5","8","9","10","6.18","6.66","0","10","6","7"
"1991","(noch) kein Abschluss","weiblich","6.58","6.5","474","3","5","8","10","10","6.38","6.78","0","10","6","7"
"1991","AkademikerIn","maennlich","6.68","6.5","923","4","5","8","9","10","6.53","6.83","0","10","6","7"
"1991","AkademikerIn","weiblich","6.24","6.5","753","3","5","8","9","10","6.07","6.41","0","10","6","6"
"1991","Hauptschule","maennlich","6.49","6.5","3235","3","5","8","9","10","6.41","6.57","0","10","7","7"
"1991","Hauptschule","weiblich","6.52","6.5","3478","3","5","8","9","10","6.44","6.6","0","10","7","7"
"1991","Realschule","maennlich","6.09","6.5","1419","3","5","8","9","10","5.96","6.22","0","10","6","6"
"1991","Realschule","weiblich","6.49","6.5","1690","3","5","8","9","10","6.37","6.61","0","10","6","7"
"1992","(Fach-)Abitur","maennlich","6.54","6.5","499","3","5","8","9","10","6.34","6.74","0","10","7","7"
"1992","(Fach-)Abitur","weiblich","6.64","6.5","389","4","5","8","9","10","6.43","6.85","0","10","7","7"
"1992","(noch) kein Abschluss","maennlich","6.31","5.5","358","3","5","8","9","10","6.07","6.55","0","10","6","7"
"1992","(noch) kein Abschluss","weiblich","6.25","5.5","471","3","5","8","9","10","6.04","6.46","0","10","6","7"
"1992","AkademikerIn","maennlich","6.78","6.5","909","4","5","8","9","10","6.64","6.92","0","10","7","7"
"1992","AkademikerIn","weiblich","6.35","6.5","742","4","5","8","9","10","6.2","6.5","0","10","6","6"
"1992","Hauptschule","maennlich","6.33","6.5","3144","3","5","8","9","10","6.25","6.41","0","10","6","7"
"1992","Hauptschule","weiblich","6.27","6.5","3353","3","5","8","9","10","6.19","6.35","0","10","6","7"
"1992","Realschule","maennlich","6.09","5.5","1374","3","5","8","9","10","5.97","6.21","0","10","6","6"
"1992","Realschule","weiblich","6.48","6.5","1695","3","5","8","9","10","6.37","6.59","0","10","6","7"
"1993","(Fach-)Abitur","maennlich","6.32","6.5","476","3","5","8","9","10","6.11","6.53","0","10","6","7"
"1993","(Fach-)Abitur","weiblich","6.69","6.5","398","4","5","8","9","10","6.47","6.91","0","10","7","7"
"1993","(noch) kein Abschluss","maennlich","6.01","5.5","339","3","5","8","9","10","5.76","6.26","0","10","6","7"
"1993","(noch) kein Abschluss","weiblich","5.98","5.5","439","3","5","8","9","10","5.76","6.2","0","10","5","6"
"1993","AkademikerIn","maennlich","6.73","6.5","901","4","5","8","9","10","6.59","6.87","0","10","7","7"
"1993","AkademikerIn","weiblich","6.42","6.5","717","3","5","8","9","10","6.25","6.59","0","10","7","7"
"1993","Hauptschule","maennlich","6.29","6.5","3006","3","5","8","9","10","6.21","6.37","0","10","6","7"
"1993","Hauptschule","weiblich","6.3","6.5","3218","3","5","8","9","10","6.22","6.38","0","10","6","7"
"1993","Realschule","maennlich","6.12","5.5","1352","3","5","8","9","10","6","6.24","0","10","6","6"
"1993","Realschule","weiblich","6.46","6.5","1658","3","5","8","9","10","6.35","6.57","0","10","6","7"
"1994","(Fach-)Abitur","maennlich","6.01","5.5","485","2","5","8","9","10","5.79","6.23","0","10","6","7"
"1994","(Fach-)Abitur","weiblich","6.37","5.5","412","3","5","8","10","10","6.15","6.59","0","10","6","7"
"1994","(noch) kein Abschluss","maennlich","5.96","5.5","327","3","5","8","9","10","5.7","6.22","0","10","5","6"
"1994","(noch) kein Abschluss","weiblich","5.86","5.5","439","2","4","8","9","10","5.64","6.08","0","10","5","6"
