syear,age_gr,migback,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,17-29 J.,No migration background,6.048192753013007,5.993711430616897,6.102674075409117,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,2217.0
1984,17-29 J.,Direct migration background,5.947703208032426,5.864119634384767,6.031286781680085,4.0,6.0,8.0,0.0,10.0,6.0,6.0,7.0,970.0
1984,17-29 J.,Indirect migration background,5.689902723620853,5.429042037794454,5.950763409447252,5.0,5.0,8.0,0.5,10.0,5.0,2.0,5.0,85.0
1984,30-45 J.,No migration background,6.587594763626297,6.540243774938036,6.634945752314557,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2492.0
1984,30-45 J.,Direct migration background,6.052935456690548,5.985819212000917,6.12005170138018,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1386.0
1984,30-45 J.,Indirect migration background,,,,,,,,,,,,
1984,46-65 J.,No migration background,6.58107063995057,6.5324775609395624,6.629663718961578,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2580.0
1984,46-65 J.,Direct migration background,6.363330337606136,6.282611475888425,6.444049199323848,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,942.0
1984,46-65 J.,Indirect migration background,,,,,,,,,,,,
1984,66 und älter,No migration background,6.872032295669114,6.803416083041915,6.940648508296313,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,1222.0
1984,66 und älter,Direct migration background,6.350741569837963,5.897793902269139,6.803689237406787,4.454484910723564,7.0,8.993754072619113,1.0,10.0,7.0,6.0,9.0,34.0
1984,66 und älter,Indirect migration background,,,,,,,,,,,,
1985,17-29 J.,No migration background,6.165252572990371,6.112103253029833,6.21840189295091,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2077.0
1985,17-29 J.,Direct migration background,6.192287669575568,6.103067602096558,6.281507737054578,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,795.0
1985,17-29 J.,Indirect migration background,6.518102882736239,6.311520225602285,6.724685539870192,5.0,7.0,8.0,0.5,10.0,7.0,6.0,9.0,104.0
1985,30-45 J.,No migration background,6.645864059166483,6.5985555870224495,6.693172531310516,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2268.0
1985,30-45 J.,Direct migration background,6.11037401130199,6.042852849128854,6.177895173475125,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1174.0
1985,30-45 J.,Indirect migration background,,,,,,,,,,,,
1985,46-65 J.,No migration background,6.45608325595868,6.408746525257181,6.5034199866601785,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2416.0
1985,46-65 J.,Direct migration background,6.155146161051894,6.069417226646673,6.240875095457115,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,851.0
1985,46-65 J.,Indirect migration background,,,,,,,,,,,,
1985,66 und älter,No migration background,6.955594593643575,6.886543265929706,7.024645921357443,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,1056.0
1985,66 und älter,Direct migration background,6.3431432404370875,5.911584611333942,6.774701869540233,4.227663775834968,6.4298152298843005,9.0,0.0,10.0,6.0,4.0,7.0,37.0
1985,66 und älter,Indirect migration background,,,,,,,,,,,,
1986,17-29 J.,No migration background,6.183080294599166,6.132336864678564,6.233823724519768,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2062.0
