year,migback,pgisced97,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,kein Migrationshintergrund,-5,,,,,,,,,,,,
1984,kein Migrationshintergrund,-1,,,,,,,,,,,,
1984,kein Migrationshintergrund,in school,6.77099678920692,6.4493912678718175,7.092602310542022,5.0,7.0,9.0,0.0,10.0,7.0,6.0,8.0,63.0
1984,kein Migrationshintergrund,inadequately,4.9335243178613535,4.608620138922409,5.258428496800298,3.0,5.0,7.0,0.0,10.0,5.0,4.0,7.0,67.0
1984,kein Migrationshintergrund,general elemantary,6.206940086088013,6.152705658231885,6.26117451394414,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,2200.0
1984,kein Migrationshintergrund,middle vocational,6.518271641267919,6.482226155295609,6.554317127240229,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4574.0
1984,kein Migrationshintergrund,vocational + Abi,6.816366745514196,6.639212384288655,6.9935211067397365,5.0,7.0,8.693063125398174,0.0,10.0,7.0,6.0,7.0,185.0
1984,kein Migrationshintergrund,higher vocational,6.781038872591686,6.684701468438552,6.877376276744819,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,600.0
1984,kein Migrationshintergrund,higher education,7.413906693310473,7.33073980585766,7.497073580763286,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,665.0
1984,direkter Migrationshintergrund,-5,,,,,,,,,,,,
1984,direkter Migrationshintergrund,-1,5.482917053095845,5.036009603852418,5.9298245023392715,4.0,5.137540122826877,8.0,0.0,10.0,5.0,3.0,5.0,50.0
1984,direkter Migrationshintergrund,in school,,,,,,,,,,,,
1984,direkter Migrationshintergrund,inadequately,5.895666043821351,5.808266857499251,5.983065230143452,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,897.0
1984,direkter Migrationshintergrund,general elemantary,6.009245165731339,5.931318233254613,6.087172098208065,4.0,6.0,8.0,0.0,10.0,6.0,6.0,7.0,1010.0
1984,direkter Migrationshintergrund,middle vocational,6.3965579476558885,6.317683230518895,6.475432664792882,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1007.0
1984,direkter Migrationshintergrund,vocational + Abi,5.316408371520932,5.091748879417296,5.541067863624568,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,122.0
1984,direkter Migrationshintergrund,higher vocational,5.937729311833722,5.594044117461143,6.281414506206302,5.0,5.8700003741534825,8.0,0.5,10.0,6.0,4.0,7.0,52.0
1984,direkter Migrationshintergrund,higher education,6.4203699838023915,6.19513853927426,6.645601428330523,5.0,7.0,8.0,0.5,10.0,7.0,6.0,8.0,119.0
1984,indirekter Migrationshintergrund,-5,,,,,,,,,,,,
1984,indirekter Migrationshintergrund,-1,,,,,,,,,,,,
1984,indirekter Migrationshintergrund,in school,,,,,,,,,,,,
1984,indirekter Migrationshintergrund,inadequately,,,,,,,,,,,,
1984,indirekter Migrationshintergrund,general elemantary,6.258634067628154,5.920655392509762,6.596612742746547,4.670728488779928,5.0,8.0,3.0,10.0,5.0,1.9749999999999943,5.0,39.0
1984,indirekter Migrationshintergrund,middle vocational,5.135339439059142,4.8306741116400715,5.4400047664782125,5.0,5.0,6.0,3.5,7.5,5.0,4.0,5.0,47.0
1984,indirekter Migrationshintergrund,vocational + Abi,,,,,,,,,,,,
1984,indirekter Migrationshintergrund,higher vocational,,,,,,,,,,,,
1984,indirekter Migrationshintergrund,higher education,,,,,,,,,,,,
1985,kein Migrationshintergrund,-5,,,,,,,,,,,,
1985,kein Migrationshintergrund,-1,6.233002416045279,5.878547596738113,6.587457235352445,5.0,7.0,8.0,1.0,10.0,7.0,7.0,9.0,42.0
1985,kein Migrationshintergrund,in school,6.9338948122943815,6.682095003773501,7.185694620815262,5.146782846806922,7.0,8.0,0.8669571170173063,10.0,7.0,6.0,8.0,61.0
1985,kein Migrationshintergrund,inadequately,5.026322205691107,4.660092432960079,5.392551978422135,2.0,5.0,8.0,0.0,10.0,5.0,4.0,7.0,68.0
1985,kein Migrationshintergrund,general elemantary,6.272168806544247,6.2179873234196315,6.326350289668863,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,1955.0
1985,kein Migrationshintergrund,middle vocational,6.495553764361332,6.460005376479786,6.531102152242878,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4174.0
1985,kein Migrationshintergrund,vocational + Abi,6.501650649813051,6.326123476723616,6.677177822902486,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,171.0
1985,kein Migrationshintergrund,higher vocational,6.889309115260253,6.795109417837374,6.983508812683132,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,565.0
1985,kein Migrationshintergrund,higher education,7.370061703052229,7.289279342107751,7.450844063996707,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,637.0
1985,direkter Migrationshintergrund,-5,,,,,,,,,,,,
1985,direkter Migrationshintergrund,-1,6.73465702353502,6.408973449183176,7.060340597886864,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,61.0
1985,direkter Migrationshintergrund,in school,,,,,,,,,,,,
1985,direkter Migrationshintergrund,inadequately,5.955973828541505,5.86508603691707,6.04686162016594,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,734.0
1985,direkter Migrationshintergrund,general elemantary,5.882460959743156,5.795786650372219,5.969135269114093,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,863.0
1985,direkter Migrationshintergrund,middle vocational,6.36423656991925,6.286217320867098,6.442255818971401,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,888.0
