"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","direkter Migrationshintergrund","5.91","6","1374","5.77","6.05"
"1984","16-34 Jahre alt","indirekter Migrationshintergrund","5.7","5","96","5.23","6.17"
"1984","16-34 Jahre alt","kein Migrationshintergrund ","6.15","7","2984","6.05","6.25"
"1984","35-65 Jahre alt","direkter Migrationshintergrund","6.26","7","1978","6.14","6.38"
"1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","kein Migrationshintergrund ","6.61","7","4317","6.53","6.69"
"1984","66 und älter","direkter Migrationshintergrund","6.35","7","34","5.35","7.35"
"1984","66 und älter","indirekter Migrationshintergrund","","","","",""
"1984","66 und älter","kein Migrationshintergrund ","6.86","7","1233","6.72","7"
"1985","16-34 Jahre alt","direkter Migrationshintergrund","6.09","6","1123","5.94","6.24"
"1985","16-34 Jahre alt","indirekter Migrationshintergrund","6.64","7","115","6.19","7.09"
"1985","16-34 Jahre alt","kein Migrationshintergrund ","6.27","7","2778","6.18","6.36"
"1985","35-65 Jahre alt","direkter Migrationshintergrund","6.17","7","1738","6.05","6.29"
"1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","kein Migrationshintergrund ","6.54","7","3992","6.47","6.61"
"1985","66 und älter","direkter Migrationshintergrund","6.35","6","37","5.36","7.34"
"1985","66 und älter","indirekter Migrationshintergrund","","","","",""
"1985","66 und älter","kein Migrationshintergrund ","6.95","7","1065","6.81","7.09"
"1986","16-34 Jahre alt","direkter Migrationshintergrund","6.27","7","1085","6.12","6.42"
"1986","16-34 Jahre alt","indirekter Migrationshintergrund","5.87","6","125","5.45","6.29"
"1986","16-34 Jahre alt","kein Migrationshintergrund ","6.3","7","2787","6.21","6.39"
"1986","35-65 Jahre alt","direkter Migrationshintergrund","6.28","7","1688","6.17","6.39"
"1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","kein Migrationshintergrund ","6.61","7","3763","6.54","6.68"
"1986","66 und älter","direkter Migrationshintergrund","7.18","7","50","6.57","7.79"
"1986","66 und älter","indirekter Migrationshintergrund","","","","",""
"1986","66 und älter","kein Migrationshintergrund ","7.03","7","984","6.89","7.17"
"1987","16-34 Jahre alt","direkter Migrationshintergrund","6.27","7","1058","6.13","6.41"
"1987","16-34 Jahre alt","indirekter Migrationshintergrund","6.12","6","144","5.72","6.52"
"1987","16-34 Jahre alt","kein Migrationshintergrund ","6.3","7","2750","6.21","6.39"
"1987","35-65 Jahre alt","direkter Migrationshintergrund","6.28","7","1695","6.17","6.39"
"1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1987","35-65 Jahre alt","kein Migrationshintergrund ","6.57","7","3645","6.5","6.64"
"1987","66 und älter","direkter Migrationshintergrund","7.5","8","55","6.8","8.2"
"1987","66 und älter","indirekter Migrationshintergrund","","","","",""
"1987","66 und älter","kein Migrationshintergrund ","7.1","7","1022","6.97","7.23"
"1988","16-34 Jahre alt","direkter Migrationshintergrund","6.18","7","1008","6.03","6.33"
"1988","16-34 Jahre alt","indirekter Migrationshintergrund","5.99","6","187","5.65","6.33"
"1988","16-34 Jahre alt","kein Migrationshintergrund ","6.36","7","2562","6.27","6.45"
"1988","35-65 Jahre alt","direkter Migrationshintergrund","6.19","6","1596","6.08","6.3"
"1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1988","35-65 Jahre alt","kein Migrationshintergrund ","6.59","7","3476","6.52","6.66"
"1988","66 und älter","direkter Migrationshintergrund","6.96","7","63","6.36","7.56"
"1988","66 und älter","indirekter Migrationshintergrund","","","","",""
"1988","66 und älter","kein Migrationshintergrund ","6.99","7","984","6.85","7.13"
"1989","16-34 Jahre alt","direkter Migrationshintergrund","6.09","6","950","5.94","6.24"
"1989","16-34 Jahre alt","indirekter Migrationshintergrund","6.67","7","224","6.37","6.97"
"1989","16-34 Jahre alt","kein Migrationshintergrund ","6.42","7","2520","6.33","6.51"
"1989","35-65 Jahre alt","direkter Migrationshintergrund","6.21","6","1564","6.1","6.32"
"1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1989","35-65 Jahre alt","kein Migrationshintergrund ","6.63","7","3291","6.56","6.7"
"1989","66 und älter","direkter Migrationshintergrund","7.02","7.52","69","6.5","7.54"
"1989","66 und älter","indirekter Migrationshintergrund","","","","",""
"1989","66 und älter","kein Migrationshintergrund ","7.06","7","951","6.92","7.2"
"1990","16-34 Jahre alt","direkter Migrationshintergrund","6.06","6","917","5.91","6.21"
"1990","16-34 Jahre alt","indirekter Migrationshintergrund","6.38","7","258","6.12","6.64"
"1990","16-34 Jahre alt","kein Migrationshintergrund ","6.18","7","4071","6.11","6.25"
"1990","35-65 Jahre alt","direkter Migrationshintergrund","6.23","6","1646","6.12","6.34"
"1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1990","35-65 Jahre alt","kein Migrationshintergrund ","6.53","7","5408","6.47","6.59"
"1990","66 und älter","direkter Migrationshintergrund","7.01","7","105","6.51","7.51"
"1990","66 und älter","indirekter Migrationshintergrund","","","","",""
"1990","66 und älter","kein Migrationshintergrund ","6.8","7","1377","6.67","6.93"
"1991","16-34 Jahre alt","direkter Migrationshintergrund","6.21","7","878","6.06","6.36"
"1991","16-34 Jahre alt","indirekter Migrationshintergrund","6.69","7","306","6.45","6.93"
"1991","16-34 Jahre alt","kein Migrationshintergrund ","6.19","7","3880","6.11","6.27"
"1991","35-65 Jahre alt","direkter Migrationshintergrund","6.41","7","1622","6.3","6.52"
"1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1991","35-65 Jahre alt","kein Migrationshintergrund ","6.41","7","5340","6.35","6.47"
"1991","66 und älter","direkter Migrationshintergrund","6.93","7","123","6.47","7.39"
"1991","66 und älter","indirekter Migrationshintergrund","","","","",""
"1991","66 und älter","kein Migrationshintergrund ","6.99","7","1350","6.87","7.11"
"1992","16-34 Jahre alt","direkter Migrationshintergrund","6.1","6","830","5.95","6.25"
"1992","16-34 Jahre alt","indirekter Migrationshintergrund","6.29","7","366","6.06","6.52"
"1992","16-34 Jahre alt","kein Migrationshintergrund ","6.19","7","3703","6.12","6.26"
"1992","35-65 Jahre alt","direkter Migrationshintergrund","6.25","7","1582","6.14","6.36"
"1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1992","35-65 Jahre alt","kein Migrationshintergrund ","6.35","7","5280","6.29","6.41"
"1992","66 und älter","direkter Migrationshintergrund","6.42","7","138","6","6.84"
"1992","66 und älter","indirekter Migrationshintergrund","","","","",""
"1992","66 und älter","kein Migrationshintergrund ","6.67","7","1328","6.55","6.79"
"1993","16-34 Jahre alt","direkter Migrationshintergrund","5.88","6","788","5.72","6.04"
"1993","16-34 Jahre alt","indirekter Migrationshintergrund","5.94","6","402","5.72","6.16"
"1993","16-34 Jahre alt","kein Migrationshintergrund ","6.06","6","3481","5.98","6.14"
"1993","35-65 Jahre alt","direkter Migrationshintergrund","6.24","7","1510","6.12","6.36"
"1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1993","35-65 Jahre alt","kein Migrationshintergrund ","6.35","7","5156","6.29","6.41"
"1993","66 und älter","direkter Migrationshintergrund","6.42","7","154","6.04","6.8"
"1993","66 und älter","indirekter Migrationshintergrund","","","","",""
"1993","66 und älter","kein Migrationshintergrund ","6.74","7","1309","6.62","6.86"
"1994","16-34 Jahre alt","direkter Migrationshintergrund","5.62","6","735","5.45","5.79"
"1994","16-34 Jahre alt","indirekter Migrationshintergrund","5.95","6","437","5.73","6.17"
"1994","16-34 Jahre alt","kein Migrationshintergrund ","5.9","6","3426","5.82","5.98"
"1994","35-65 Jahre alt","direkter Migrationshintergrund","5.83","6","1424","5.71","5.95"
"1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1994","35-65 Jahre alt","kein Migrationshintergrund ","6.22","7","5087","6.16","6.28"
"1994","66 und älter","direkter Migrationshintergrund","6.34","7","172","5.94","6.74"
"1994","66 und älter","indirekter Migrationshintergrund","","","","",""
"1994","66 und älter","kein Migrationshintergrund ","6.93","7","1319","6.81","7.05"
"1995","16-34 Jahre alt","direkter Migrationshintergrund","5.72","6","918","5.57","5.87"
"1995","16-34 Jahre alt","indirekter Migrationshintergrund","5.88","6","458","5.68","6.08"
"1995","16-34 Jahre alt","kein Migrationshintergrund ","5.93","6","3363","5.85","6.01"
"1995","35-65 Jahre alt","direkter Migrationshintergrund","5.91","6","1629","5.8","6.02"
"1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1995","35-65 Jahre alt","kein Migrationshintergrund ","6.28","7","5132","6.22","6.34"
"1995","66 und älter","direkter Migrationshintergrund","6.86","7","210","6.54","7.18"
"1995","66 und älter","indirekter Migrationshintergrund","","","","",""
"1995","66 und älter","kein Migrationshintergrund ","7.05","7","1315","6.94","7.16"
"1996","16-34 Jahre alt","direkter Migrationshintergrund","5.78","6","828","5.62","5.94"
"1996","16-34 Jahre alt","indirekter Migrationshintergrund","6.14","6","491","5.94","6.34"
"1996","16-34 Jahre alt","kein Migrationshintergrund ","5.98","6","3269","5.9","6.06"
"1996","35-65 Jahre alt","direkter Migrationshintergrund","5.92","6","1531","5.81","6.03"
"1996","35-65 Jahre alt","indirekter Migrationshintergrund","5.71","5","31","4.68","6.74"
"1996","35-65 Jahre alt","kein Migrationshintergrund ","6.34","7","5148","6.28","6.4"
"1996","66 und älter","direkter Migrationshintergrund","6.71","7","229","6.39","7.03"
"1996","66 und älter","indirekter Migrationshintergrund","","","","",""
"1996","66 und älter","kein Migrationshintergrund ","6.98","7","1324","6.87","7.09"
"1997","16-34 Jahre alt","direkter Migrationshintergrund","5.73","6","766","5.57","5.89"
"1997","16-34 Jahre alt","indirekter Migrationshintergrund","5.87","6","505","5.68","6.06"
"1997","16-34 Jahre alt","kein Migrationshintergrund ","5.87","6","3155","5.79","5.95"
"1997","35-65 Jahre alt","direkter Migrationshintergrund","5.68","6","1457","5.57","5.79"
"1997","35-65 Jahre alt","indirekter Migrationshintergrund","5.52","6","32","4.6","6.44"
"1997","35-65 Jahre alt","kein Migrationshintergrund ","6.07","6","5116","6.01","6.13"
"1997","66 und älter","direkter Migrationshintergrund","6.52","7","235","6.2","6.84"
"1997","66 und älter","indirekter Migrationshintergrund","","","","",""
"1997","66 und älter","kein Migrationshintergrund ","6.79","7","1345","6.68","6.9"
"1998","16-34 Jahre alt","direkter Migrationshintergrund","5.54","6","707","5.37","5.71"
"1998","16-34 Jahre alt","indirekter Migrationshintergrund","6.01","6","529","5.81","6.21"
"1998","16-34 Jahre alt","kein Migrationshintergrund ","5.94","6","3408","5.86","6.02"
"1998","35-65 Jahre alt","direkter Migrationshintergrund","5.92","6","1425","5.8","6.04"
"1998","35-65 Jahre alt","indirekter Migrationshintergrund","5.15","5","44","4.26","6.04"
"1998","35-65 Jahre alt","kein Migrationshintergrund ","6.19","7","5999","6.13","6.25"
"1998","66 und älter","direkter Migrationshintergrund","6.66","7","251","6.37","6.95"
"1998","66 und älter","indirekter Migrationshintergrund","","","","",""
"1998","66 und älter","kein Migrationshintergrund ","6.93","7","1596","6.83","7.03"
"1999","16-34 Jahre alt","direkter Migrationshintergrund","5.69","6","628","5.52","5.86"
"1999","16-34 Jahre alt","indirekter Migrationshintergrund","5.95","6","528","5.75","6.15"
"1999","16-34 Jahre alt","kein Migrationshintergrund ","6.02","6","3239","5.94","6.1"
"1999","35-65 Jahre alt","direkter Migrationshintergrund","5.96","6","1316","5.84","6.08"
"1999","35-65 Jahre alt","indirekter Migrationshintergrund","5.98","6","51","5.25","6.71"
