year,pgisced97,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No answer / don't know,No,0.91797,289,289,0.88627,0.94966
2011,Pre-primary Level,No,0.96560,305,305,0.94512,0.98609
2011,Primary Level,Yes,0.25598,57,229,0.19934,0.31263
2011,Primary Level,No,0.74402,172,229,0.68737,0.80066
2011,Lower Secondary Level,Yes,0.22581,465,2166,0.20820,0.24343
2011,Lower Secondary Level,No,0.77419,1701,2166,0.75657,0.79180
2011,Upper Secondary Level,Yes,0.19717,2005,10490,0.18956,0.20479
2011,Upper Secondary Level,No,0.80283,8485,10490,0.79521,0.81044
2011,Post-secondary Non-tertiary Level,Yes,0.16180,179,1200,0.14095,0.18264
2011,Post-secondary Non-tertiary Level,No,0.83820,1021,1200,0.81736,0.85905
2011,First Stage of Tertiary Education,Yes,0.20677,287,1445,0.18589,0.22766
2011,First Stage of Tertiary Education,No,0.79323,1158,1445,0.77234,0.81411
2011,Second Stage of Tertiary Education,Yes,0.13476,615,4588,0.12488,0.14465
2011,Second Stage of Tertiary Education,No,0.86524,3973,4588,0.85535,0.87512
2013,No answer / don't know,No,0.91688,252,252,0.88272,0.95103
2013,Pre-primary Level,No,0.98700,255,255,0.97307,1.00093
2013,Primary Level,Yes,0.30315,50,192,0.23797,0.36834
2013,Primary Level,No,0.69685,142,192,0.63166,0.76203
2013,Lower Secondary Level,Yes,0.23814,422,1851,0.21873,0.25755
2013,Lower Secondary Level,No,0.76186,1429,1851,0.74245,0.78127
2013,Upper Secondary Level,Yes,0.20755,1861,9407,0.19935,0.21574
2013,Upper Secondary Level,No,0.79245,7546,9407,0.78426,0.80065
2013,Post-secondary Non-tertiary Level,Yes,0.16142,153,1096,0.13963,0.18321
2013,Post-secondary Non-tertiary Level,No,0.83858,943,1096,0.81679,0.86037
2013,First Stage of Tertiary Education,Yes,0.20678,264,1323,0.18494,0.22861
2013,First Stage of Tertiary Education,No,0.79322,1059,1323,0.77139,0.81506
