year,quintil_oecd,regtyp,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,1st Quintile,Urban regions,Yes,0.23722,310,1512,0.21577,0.25867
2011,1st Quintile,Urban regions,No,0.76278,1202,1512,0.74133,0.78423
2011,1st Quintile,Rural regions,Yes,0.22907,207,981,0.20276,0.25538
2011,1st Quintile,Rural regions,No,0.77093,774,981,0.74462,0.79724
2011,2nd Quintile,Urban regions,Yes,0.21172,313,1629,0.19187,0.23156
2011,2nd Quintile,Urban regions,No,0.78828,1316,1629,0.76844,0.80813
2011,2nd Quintile,Rural regions,Yes,0.20093,201,1098,0.17721,0.22464
2011,2nd Quintile,Rural regions,No,0.79907,897,1098,0.77536,0.82279
2011,3rd Quintile,Urban regions,Yes,0.20551,347,1865,0.18717,0.22385
2011,3rd Quintile,Urban regions,No,0.79449,1518,1865,0.77615,0.81283
2011,3rd Quintile,Rural regions,Yes,0.18800,234,1199,0.16587,0.21012
2011,3rd Quintile,Rural regions,No,0.81200,965,1199,0.78988,0.83413
2011,4th Quintile,Urban regions,Yes,0.16699,347,2226,0.15149,0.18249
2011,4th Quintile,Urban regions,No,0.83301,1879,2226,0.81751,0.84851
2011,4th Quintile,Rural regions,Yes,0.18370,181,1063,0.16041,0.20699
2011,4th Quintile,Rural regions,No,0.81630,882,1063,0.79301,0.83959
2011,5th Quintile,Urban regions,Yes,0.15315,445,3037,0.14034,0.16597
2011,5th Quintile,Urban regions,No,0.84685,2592,3037,0.83403,0.85966
2011,5th Quintile,Rural regions,Yes,0.15363,144,1052,0.13183,0.17543
2011,5th Quintile,Rural regions,No,0.84637,908,1052,0.82457,0.86817
2013,1st Quintile,Urban regions,Yes,0.24303,390,1829,0.22337,0.26269
2013,1st Quintile,Urban regions,No,0.75697,1439,1829,0.73731,0.77663
2013,1st Quintile,Rural regions,Yes,0.24286,266,1271,0.21927,0.26644
2013,1st Quintile,Rural regions,No,0.75714,1005,1271,0.73356,0.78073
2013,2nd Quintile,Urban regions,Yes,0.20325,407,2041,0.18578,0.22071
2013,2nd Quintile,Urban regions,No,0.79675,1634,2041,0.77929,0.81422
2013,2nd Quintile,Rural regions,Yes,0.19531,267,1400,0.17453,0.21608
2013,2nd Quintile,Rural regions,No,0.80469,1133,1400,0.78392,0.82547
2013,3rd Quintile,Urban regions,Yes,0.20302,414,2133,0.18594,0.22009
2013,3rd Quintile,Urban regions,No,0.79698,1719,2133,0.77991,0.81406
2013,3rd Quintile,Rural regions,Yes,0.18500,285,1471,0.16515,0.20485
2013,3rd Quintile,Rural regions,No,0.81500,1186,1471,0.79515,0.83485
2013,4th Quintile,Urban regions,Yes,0.18441,426,2478,0.16914,0.19968
2013,4th Quintile,Urban regions,No,0.81559,2052,2478,0.80032,0.83086
2013,4th Quintile,Rural regions,Yes,0.18026,256,1439,0.16040,0.20013
2013,4th Quintile,Rural regions,No,0.81974,1183,1439,0.79987,0.83960
2013,5th Quintile,Urban regions,Yes,0.14546,501,3589,0.13392,0.15699
2013,5th Quintile,Urban regions,No,0.85454,3088,3589,0.84301,0.86608
2013,5th Quintile,Rural regions,Yes,0.15958,174,1211,0.13894,0.18021
2013,5th Quintile,Rural regions,No,0.84042,1037,1211,0.81979,0.86106
2015,1st Quintile,Urban regions,Yes,0.22984,636,3200,0.21526,0.24442
2015,1st Quintile,Urban regions,No,0.77016,2564,3200,0.75558,0.78474
2015,1st Quintile,Rural regions,Yes,0.22440,358,1882,0.20554,0.24325
2015,1st Quintile,Rural regions,No,0.77560,1524,1882,0.75675,0.79446
2015,2nd Quintile,Urban regions,Yes,0.19333,549,3147,0.17953,0.20713
2015,2nd Quintile,Urban regions,No,0.80667,2598,3147,0.79287,0.82047
2015,2nd Quintile,Rural regions,Yes,0.21136,390,2102,0.19391,0.22882
2015,2nd Quintile,Rural regions,No,0.78864,1712,2102,0.77118,0.80609
2015,3rd Quintile,Urban regions,Yes,0.17712,488,2995,0.16345,0.19080
2015,3rd Quintile,Urban regions,No,0.82288,2507,2995,0.80920,0.83655
