year,age_gr,pgisced97,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,No answer / don't know,No,0.93552,249,249,0.90495,0.96609
2011,17-29 y.,Pre-primary Level,No,0.96560,305,305,0.94512,0.98609
2011,17-29 y.,Primary Level,No,0.98822,36,36,0.95248,1.02397
2011,17-29 y.,Lower Secondary Level,No,0.95245,454,454,0.93285,0.97204
2011,17-29 y.,Upper Secondary Level,Yes,0.03692,51,1352,0.02686,0.04697
2011,17-29 y.,Upper Secondary Level,No,0.96308,1301,1352,0.95303,0.97314
2011,17-29 y.,Post-secondary Non-tertiary Level,No,0.95548,206,206,0.92725,0.98372
2011,17-29 y.,First Stage of Tertiary Education,No,0.94802,48,48,0.88456,1.01149
2011,17-29 y.,Second Stage of Tertiary Education,No,0.98906,283,283,0.97693,1.00120
2011,30-45 y.,Primary Level,No,0.85620,49,49,0.75693,0.95546
2011,30-45 y.,Lower Secondary Level,Yes,0.15558,48,335,0.11671,0.19445
2011,30-45 y.,Lower Secondary Level,No,0.84442,287,335,0.80555,0.88329
2011,30-45 y.,Upper Secondary Level,Yes,0.11954,298,2376,0.10649,0.13258
2011,30-45 y.,Upper Secondary Level,No,0.88046,2078,2376,0.86742,0.89351
2011,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.11257,47,472,0.08403,0.14112
2011,30-45 y.,Post-secondary Non-tertiary Level,No,0.88743,425,472,0.85888,0.91597
2011,30-45 y.,First Stage of Tertiary Education,Yes,0.09733,38,367,0.06696,0.12770
2011,30-45 y.,First Stage of Tertiary Education,No,0.90267,329,367,0.87230,0.93304
2011,30-45 y.,Second Stage of Tertiary Education,Yes,0.07879,83,1226,0.06370,0.09388
2011,30-45 y.,Second Stage of Tertiary Education,No,0.92121,1143,1226,0.90612,0.93630
2011,46-65 y.,Primary Level,No,0.64638,50,50,0.51252,0.78025
2011,46-65 y.,Lower Secondary Level,Yes,0.28323,154,536,0.24505,0.32141
2011,46-65 y.,Lower Secondary Level,No,0.71677,382,536,0.67859,0.75495
2011,46-65 y.,Upper Secondary Level,Yes,0.23247,927,4121,0.21957,0.24537
2011,46-65 y.,Upper Secondary Level,No,0.76753,3194,4121,0.75463,0.78043
2011,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.23773,82,390,0.19543,0.28003
2011,46-65 y.,Post-secondary Non-tertiary Level,No,0.76227,308,390,0.71997,0.80457
2011,46-65 y.,First Stage of Tertiary Education,Yes,0.22213,139,651,0.19017,0.25408
2011,46-65 y.,First Stage of Tertiary Education,No,0.77787,512,651,0.74592,0.80983
2011,46-65 y.,Second Stage of Tertiary Education,Yes,0.15857,311,1988,0.14251,0.17464
2011,46-65 y.,Second Stage of Tertiary Education,No,0.84143,1677,1988,0.82536,0.85749
2011,66 and older,Primary Level,No,0.63260,37,37,0.47512,0.79009
2011,66 and older,Lower Secondary Level,Yes,0.30531,241,819,0.27375,0.33687
2011,66 and older,Lower Secondary Level,No,0.69469,578,819,0.66313,0.72625
2011,66 and older,Upper Secondary Level,Yes,0.29050,729,2641,0.27318,0.30782
2011,66 and older,Upper Secondary Level,No,0.70950,1912,2641,0.69218,0.72682
2011,66 and older,Post-secondary Non-tertiary Level,Yes,0.32230,41,123,0.23936,0.40523
2011,66 and older,Post-secondary Non-tertiary Level,No,0.67770,82,123,0.59477,0.76064
2011,66 and older,First Stage of Tertiary Education,Yes,0.30893,108,377,0.26223,0.35564
2011,66 and older,First Stage of Tertiary Education,No,0.69107,269,377,0.64436,0.73777
2011,66 and older,Second Stage of Tertiary Education,Yes,0.21422,217,1087,0.18982,0.23862
2011,66 and older,Second Stage of Tertiary Education,No,0.78578,870,1087,0.76138,0.81018
2013,17-29 y.,No answer / don't know,No,0.94708,219,219,0.91736,0.97680
2013,17-29 y.,Pre-primary Level,No,0.98700,255,255,0.97307,1.00093
2013,17-29 y.,Primary Level,No,0.98178,32,32,0.93471,1.02886
2013,17-29 y.,Lower Secondary Level,No,0.94664,360,360,0.92339,0.96989
2013,17-29 y.,Upper Secondary Level,Yes,0.03215,46,1121,0.02182,0.04248
2013,17-29 y.,Upper Secondary Level,No,0.96785,1075,1121,0.95752,0.97818
2013,17-29 y.,Post-secondary Non-tertiary Level,No,0.90979,154,154,0.86439,0.95518
2013,17-29 y.,First Stage of Tertiary Education,No,0.96245,43,43,0.90496,1.01994
2013,17-29 y.,Second Stage of Tertiary Education,No,0.98614,299,299,0.97286,0.99941
2013,30-45 y.,Primary Level,No,0.87528,44,44,0.77652,0.97403
2013,30-45 y.,Lower Secondary Level,Yes,0.14366,42,280,0.10250,0.18481
2013,30-45 y.,Lower Secondary Level,No,0.85634,238,280,0.81519,0.89750
2013,30-45 y.,Upper Secondary Level,Yes,0.13832,246,1894,0.12277,0.15387
2013,30-45 y.,Upper Secondary Level,No,0.86168,1648,1894,0.84613,0.87723
2013,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.11003,42,411,0.07974,0.14032
2013,30-45 y.,Post-secondary Non-tertiary Level,No,0.88997,369,411,0.85968,0.92026
2013,30-45 y.,First Stage of Tertiary Education,Yes,0.12449,40,299,0.08700,0.16197
2013,30-45 y.,First Stage of Tertiary Education,No,0.87551,259,299,0.83803,0.91300
2013,30-45 y.,Second Stage of Tertiary Education,Yes,0.06265,70,1118,0.04844,0.07687
2013,30-45 y.,Second Stage of Tertiary Education,No,0.93735,1048,1118,0.92313,0.95156
2013,46-65 y.,Primary Level,No,0.59595,35,35,0.43100,0.76089
2013,46-65 y.,Lower Secondary Level,Yes,0.30480,141,464,0.26287,0.34673
2013,46-65 y.,Lower Secondary Level,No,0.69520,323,464,0.65327,0.73713
2013,46-65 y.,Upper Secondary Level,Yes,0.23953,882,3856,0.22606,0.25300
2013,46-65 y.,Upper Secondary Level,No,0.76047,2974,3856,0.74700,0.77394
2013,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.17141,65,405,0.13466,0.20816
2013,46-65 y.,Post-secondary Non-tertiary Level,No,0.82859,340,405,0.79184,0.86534
2013,46-65 y.,First Stage of Tertiary Education,Yes,0.20850,129,634,0.17685,0.24015
2013,46-65 y.,First Stage of Tertiary Education,No,0.79150,505,634,0.75985,0.82315
2013,46-65 y.,Second Stage of Tertiary Education,Yes,0.16420,297,1894,0.14751,0.18089
2013,46-65 y.,Second Stage of Tertiary Education,No,0.83580,1597,1894,0.81911,0.85249
2013,66 and older,Primary Level,No,0.53048,31,31,0.35189,0.70907
2013,66 and older,Lower Secondary Level,Yes,0.30308,218,726,0.26963,0.33654
2013,66 and older,Lower Secondary Level,No,0.69692,508,726,0.66346,0.73037
2013,66 and older,Upper Secondary Level,Yes,0.27789,687,2536,0.26046,0.29533
2013,66 and older,Upper Secondary Level,No,0.72211,1849,2536,0.70467,0.73954
2013,66 and older,Post-secondary Non-tertiary Level,Yes,0.37145,36,116,0.28313,0.45976
2013,66 and older,Post-secondary Non-tertiary Level,No,0.62855,80,116,0.54024,0.71687
2013,66 and older,First Stage of Tertiary Education,Yes,0.29011,93,345,0.24215,0.33806
