year,regtyp,sex,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Urban regions,male,Yes,0.15532,967,6271,0.14635,0.16428
2011,Urban regions,male,No,0.84468,5304,6271,0.83572,0.85365
2011,Urban regions,female,Yes,0.20726,1320,7121,0.19785,0.21668
2011,Urban regions,female,No,0.79274,5801,7121,0.78332,0.80215
2011,Rural regions,male,Yes,0.16890,588,3518,0.15652,0.18129
2011,Rural regions,male,No,0.83110,2930,3518,0.81871,0.84348
2011,Rural regions,female,Yes,0.20729,766,3835,0.19446,0.22012
2011,Rural regions,female,No,0.79271,3069,3835,0.77988,0.80554
2013,Urban regions,male,Yes,0.16674,899,5620,0.15699,0.17648
2013,Urban regions,male,No,0.83326,4721,5620,0.82352,0.84301
2013,Urban regions,female,Yes,0.21062,1240,6454,0.20067,0.22057
2013,Urban regions,female,No,0.78938,5214,6454,0.77943,0.79933
2013,Rural regions,male,Yes,0.18234,555,3214,0.16899,0.19569
2013,Rural regions,male,No,0.81766,2659,3214,0.80431,0.83101
2013,Rural regions,female,Yes,0.20369,693,3578,0.19049,0.21688
2013,Rural regions,female,No,0.79631,2885,3578,0.78312,0.80951
2015,Urban regions,male,Yes,0.15145,1067,7385,0.14327,0.15963
2015,Urban regions,male,No,0.84855,6318,7385,0.84037,0.85673
2015,Urban regions,female,Yes,0.19897,1531,8815,0.19064,0.20731
2015,Urban regions,female,No,0.80103,7284,8815,0.79269,0.80936
2015,Rural regions,male,Yes,0.17050,659,4074,0.15895,0.18205
2015,Rural regions,male,No,0.82950,3415,4074,0.81795,0.84105
2015,Rural regions,female,Yes,0.20157,848,4766,0.19018,0.21296
2015,Rural regions,female,No,0.79843,3918,4766,0.78704,0.80982
2017,Urban regions,male,Yes,0.14464,1077,7885,0.13688,0.15241
2017,Urban regions,male,No,0.85536,6808,7885,0.84759,0.86312
2017,Urban regions,female,Yes,0.17715,1479,9295,0.16939,0.18492
2017,Urban regions,female,No,0.82285,7816,9295,0.81508,0.83061
2017,Rural regions,male,Yes,0.16256,669,4376,0.15163,0.17350
2017,Rural regions,male,No,0.83744,3707,4376,0.82650,0.84837
2017,Rural regions,female,Yes,0.19516,851,4993,0.18417,0.20616
2017,Rural regions,female,No,0.80484,4142,4993,0.79384,0.81583
2019,No answer / don't know,male,Yes,0.18504,60,297,0.14080,0.22928
2019,No answer / don't know,male,No,0.81496,237,297,0.77072,0.85920
2019,No answer / don't know,female,Yes,0.17147,48,251,0.12474,0.21819
2019,No answer / don't know,female,No,0.82853,203,251,0.78181,0.87526
2019,Urban regions,male,Yes,0.14579,1092,7774,0.13795,0.15364
2019,Urban regions,male,No,0.85421,6682,7774,0.84636,0.86205
2019,Urban regions,female,Yes,0.18020,1371,8617,0.17208,0.18831
2019,Urban regions,female,No,0.81980,7246,8617,0.81169,0.82792
2019,Rural regions,male,Yes,0.15689,606,4208,0.14590,0.16788
2019,Rural regions,male,No,0.84311,3602,4208,0.83212,0.85410
2019,Rural regions,female,Yes,0.19930,787,4573,0.18773,0.21088
2019,Rural regions,female,No,0.80070,3786,4573,0.78912,0.81227
2021,Urban regions,male,Yes,0.16517,905,6327,0.15602,0.17432
2021,Urban regions,male,No,0.83483,5422,6327,0.82568,0.84398
2021,Urban regions,female,Yes,0.20914,1211,6678,0.19938,0.21889
2021,Urban regions,female,No,0.79086,5467,6678,0.78111,0.80062
2021,Rural regions,male,Yes,0.16587,479,2963,0.15247,0.17926
2021,Rural regions,male,No,0.83413,2484,2963,0.82074,0.84753
2021,Rural regions,female,Yes,0.23458,665,3188,0.21987,0.24930
2021,Rural regions,female,No,0.76542,2523,3188,0.75070,0.78013
