year,migback,pgisced97,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No migration background,No answer / don't know,No,0.90871,196,196,0.86828,0.94913
2011,No migration background,Pre-primary Level,No,0.95695,237,237,0.93105,0.98284
2011,No migration background,Primary Level,No,0.81362,91,91,0.73317,0.89408
2011,No migration background,Lower Secondary Level,Yes,0.24382,369,1614,0.22287,0.26478
2011,No migration background,Lower Secondary Level,No,0.75618,1245,1614,0.73522,0.77713
2011,No migration background,Upper Secondary Level,Yes,0.20524,1836,9378,0.19706,0.21341
2011,No migration background,Upper Secondary Level,No,0.79476,7542,9378,0.78659,0.80294
2011,No migration background,Post-secondary Non-tertiary Level,Yes,0.15184,130,945,0.12895,0.17474
2011,No migration background,Post-secondary Non-tertiary Level,No,0.84816,815,945,0.82526,0.87105
2011,No migration background,First Stage of Tertiary Education,Yes,0.20271,260,1316,0.18098,0.22444
2011,No migration background,First Stage of Tertiary Education,No,0.79729,1056,1316,0.77556,0.81902
2011,No migration background,Second Stage of Tertiary Education,Yes,0.13893,557,4110,0.12835,0.14951
2011,No migration background,Second Stage of Tertiary Education,No,0.86107,3553,4110,0.85049,0.87165
2011,Direct migration background,No answer / don't know,No,0.90141,36,36,0.80265,1.00017
2011,Direct migration background,Primary Level,No,0.63687,68,68,0.52172,0.75203
2011,Direct migration background,Lower Secondary Level,Yes,0.19588,84,419,0.15783,0.23392
2011,Direct migration background,Lower Secondary Level,No,0.80412,335,419,0.76608,0.84217
2011,Direct migration background,Upper Secondary Level,Yes,0.17740,142,772,0.15044,0.20437
2011,Direct migration background,Upper Secondary Level,No,0.82260,630,772,0.79563,0.84956
2011,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.21863,44,209,0.16246,0.27480
2011,Direct migration background,Post-secondary Non-tertiary Level,No,0.78137,165,209,0.72520,0.83754
2011,Direct migration background,First Stage of Tertiary Education,No,0.72460,72,72,0.62070,0.82851
2011,Direct migration background,Second Stage of Tertiary Education,Yes,0.11743,49,370,0.08458,0.15028
2011,Direct migration background,Second Stage of Tertiary Education,No,0.88257,321,370,0.84972,0.91542
2011,Indirect migration background,No answer / don't know,No,0.96794,57,57,0.92180,1.01408
2011,Indirect migration background,Pre-primary Level,No,0.98751,55,55,0.95788,1.01713
2011,Indirect migration background,Lower Secondary Level,No,0.90650,121,121,0.85441,0.95859
2011,Indirect migration background,Upper Secondary Level,No,0.94380,313,313,0.91825,0.96936
2011,Indirect migration background,Post-secondary Non-tertiary Level,No,0.93929,41,41,0.86529,1.01329
2011,Indirect migration background,Second Stage of Tertiary Education,No,0.92276,99,99,0.86990,0.97562
2013,No migration background,No answer / don't know,No,0.93967,190,190,0.90573,0.97362
2013,No migration background,Pre-primary Level,No,0.98457,192,192,0.96710,1.00205
2013,No migration background,Primary Level,No,0.77615,87,87,0.68806,0.86425
2013,No migration background,Lower Secondary Level,Yes,0.25301,347,1387,0.23012,0.27589
2013,No migration background,Lower Secondary Level,No,0.74699,1040,1387,0.72411,0.76988
2013,No migration background,Upper Secondary Level,Yes,0.20757,1695,8447,0.19892,0.21622
2013,No migration background,Upper Secondary Level,No,0.79243,6752,8447,0.78378,0.80108
2013,No migration background,Post-secondary Non-tertiary Level,Yes,0.15686,118,870,0.13268,0.18104
2013,No migration background,Post-secondary Non-tertiary Level,No,0.84314,752,870,0.81896,0.86732
2013,No migration background,First Stage of Tertiary Education,Yes,0.20779,247,1221,0.18503,0.23056
2013,No migration background,First Stage of Tertiary Education,No,0.79221,974,1221,0.76944,0.81497
2013,No migration background,Second Stage of Tertiary Education,Yes,0.13773,545,3989,0.12703,0.14842
2013,No migration background,Second Stage of Tertiary Education,No,0.86227,3444,3989,0.85158,0.87297
2013,Direct migration background,Primary Level,No,0.53571,44,44,0.38664,0.68478
2013,Direct migration background,Lower Secondary Level,Yes,0.21444,68,348,0.17125,0.25762
2013,Direct migration background,Lower Secondary Level,No,0.78556,280,348,0.74238,0.82875
2013,Direct migration background,Upper Secondary Level,Yes,0.22783,132,660,0.19580,0.25985
2013,Direct migration background,Upper Secondary Level,No,0.77217,528,660,0.74015,0.80420
2013,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.21255,32,189,0.15407,0.27103
2013,Direct migration background,Post-secondary Non-tertiary Level,No,0.78745,157,189,0.72897,0.84593
2013,Direct migration background,First Stage of Tertiary Education,No,0.76749,57,57,0.65685,0.87813
2013,Direct migration background,Second Stage of Tertiary Education,Yes,0.14827,61,368,0.11191,0.18462
2013,Direct migration background,Second Stage of Tertiary Education,No,0.85173,307,368,0.81538,0.88809
2013,Indirect migration background,No answer / don't know,No,0.90625,41,41,0.81592,0.99658
2013,Indirect migration background,Pre-primary Level,No,0.99798,52,52,0.98566,1.01030
2013,Indirect migration background,Lower Secondary Level,No,0.96523,109,109,0.93068,0.99978
2013,Indirect migration background,Upper Secondary Level,Yes,0.15100,34,300,0.11042,0.19159
2013,Indirect migration background,Upper Secondary Level,No,0.84900,266,300,0.80841,0.88958
2013,Indirect migration background,Post-secondary Non-tertiary Level,No,0.99154,34,34,0.96029,1.02279
2013,Indirect migration background,Second Stage of Tertiary Education,No,0.94425,102,102,0.89950,0.98900
2015,No migration background,No answer / don't know,No,0.93994,380,380,0.91601,0.96386
2015,No migration background,Pre-primary Level,No,0.96627,211,211,0.94185,0.99068
2015,No migration background,Primary Level,Yes,0.21495,33,156,0.15028,0.27963
2015,No migration background,Primary Level,No,0.78505,123,156,0.72037,0.84972
2015,No migration background,Lower Secondary Level,Yes,0.22798,338,1586,0.20733,0.24864
2015,No migration background,Lower Secondary Level,No,0.77202,1248,1586,0.75136,0.79267
2015,No migration background,Upper Secondary Level,Yes,0.21452,1875,9456,0.20625,0.22280
2015,No migration background,Upper Secondary Level,No,0.78548,7581,9456,0.77720,0.79375
2015,No migration background,Post-secondary Non-tertiary Level,Yes,0.13186,154,1222,0.11288,0.15084
2015,No migration background,Post-secondary Non-tertiary Level,No,0.86814,1068,1222,0.84916,0.88712
2015,No migration background,First Stage of Tertiary Education,Yes,0.18278,247,1360,0.16223,0.20332
2015,No migration background,First Stage of Tertiary Education,No,0.81722,1113,1360,0.79668,0.83777
