year,age_gr,migback,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,No migration background,Yes,0.04534,93,2390,0.03699,0.05368
2011,17-29 y.,No migration background,No,0.95466,2297,2390,0.94632,0.96301
2011,17-29 y.,Direct migration background,No,0.98614,211,211,0.97033,1.00195
2011,17-29 y.,Indirect migration background,No,0.98323,374,374,0.97020,0.99626
2011,30-45 y.,No migration background,Yes,0.11641,444,3955,0.10641,0.12641
2011,30-45 y.,No migration background,No,0.88359,3511,3955,0.87359,0.89359
2011,30-45 y.,Direct migration background,Yes,0.08235,58,588,0.06011,0.10459
2011,30-45 y.,Direct migration background,No,0.91765,530,588,0.89541,0.93989
2011,30-45 y.,Indirect migration background,No,0.92425,286,286,0.89353,0.95497
2011,46-65 y.,No migration background,Yes,0.21363,1403,6892,0.20396,0.22331
2011,46-65 y.,No migration background,No,0.78637,5489,6892,0.77669,0.79604
2011,46-65 y.,Direct migration background,Yes,0.27420,213,793,0.24313,0.30527
2011,46-65 y.,Direct migration background,No,0.72580,580,793,0.69473,0.75687
2011,46-65 y.,Indirect migration background,No,0.75627,65,65,0.65109,0.86146
2011,66 and older,No migration background,Yes,0.28822,1258,4696,0.27526,0.30118
2011,66 and older,No migration background,No,0.71178,3438,4696,0.69882,0.72474
2011,66 and older,Direct migration background,Yes,0.23992,101,420,0.19903,0.28081
2011,66 and older,Direct migration background,No,0.76008,319,420,0.71919,0.80097
2013,17-29 y.,No migration background,Yes,0.04112,86,2046,0.03252,0.04973
2013,17-29 y.,No migration background,No,0.95888,1960,2046,0.95027,0.96748
2013,17-29 y.,Direct migration background,No,0.97871,169,169,0.95689,1.00054
2013,17-29 y.,Indirect migration background,No,0.98439,308,308,0.97053,0.99826
2013,30-45 y.,No migration background,Yes,0.11818,376,3303,0.10717,0.12919
2013,30-45 y.,No migration background,No,0.88182,2927,3303,0.87081,0.89283
2013,30-45 y.,Direct migration background,Yes,0.07022,52,492,0.04762,0.09282
2013,30-45 y.,Direct migration background,No,0.92978,440,492,0.90718,0.95238
2013,30-45 y.,Indirect migration background,No,0.90114,253,253,0.86429,0.93799
2013,46-65 y.,No migration background,Yes,0.21373,1324,6522,0.20378,0.22368
2013,46-65 y.,No migration background,No,0.78627,5198,6522,0.77632,0.79622
2013,46-65 y.,Direct migration background,Yes,0.31281,191,694,0.27829,0.34733
2013,46-65 y.,Direct migration background,No,0.68719,503,694,0.65267,0.72171
2013,46-65 y.,Indirect migration background,No,0.72563,78,78,0.62597,0.82529
2013,66 and older,No migration background,Yes,0.27670,1204,4550,0.26370,0.28970
2013,66 and older,No migration background,No,0.72330,3346,4550,0.71030,0.73630
2013,66 and older,Direct migration background,Yes,0.27355,91,384,0.22890,0.31819
2013,66 and older,Direct migration background,No,0.72645,293,384,0.68181,0.77110
2015,17-29 y.,No migration background,Yes,0.03790,108,2550,0.03049,0.04531
2015,17-29 y.,No migration background,No,0.96210,2442,2550,0.95469,0.96951
2015,17-29 y.,Direct migration background,No,0.96866,570,570,0.95435,0.98298
2015,17-29 y.,Indirect migration background,No,0.96932,750,750,0.95697,0.98167
2015,30-45 y.,No migration background,Yes,0.10356,513,4770,0.09491,0.11220
2015,30-45 y.,No migration background,No,0.89644,4257,4770,0.88780,0.90509
2015,30-45 y.,Direct migration background,Yes,0.11790,224,1996,0.10375,0.13205
2015,30-45 y.,Direct migration background,No,0.88210,1772,1996,0.86795,0.89625
2015,30-45 y.,Indirect migration background,Yes,0.08905,66,590,0.06605,0.11206
2015,30-45 y.,Indirect migration background,No,0.91095,524,590,0.88794,0.93395
2015,46-65 y.,No migration background,Yes,0.21126,1426,7257,0.20186,0.22065
2015,46-65 y.,No migration background,No,0.78874,5831,7257,0.77935,0.79814
2015,46-65 y.,Direct migration background,Yes,0.25069,351,1449,0.22836,0.27301
2015,46-65 y.,Direct migration background,No,0.74931,1098,1449,0.72699,0.77164
2015,46-65 y.,Indirect migration background,Yes,0.26124,37,171,0.19520,0.32728
2015,46-65 y.,Indirect migration background,No,0.73876,134,171,0.67272,0.80480
2015,66 and older,No migration background,Yes,0.28257,1212,4446,0.26934,0.29581
2015,66 and older,No migration background,No,0.71743,3234,4446,0.70419,0.73066
2015,66 and older,Direct migration background,Yes,0.25783,115,434,0.21662,0.29903
2015,66 and older,Direct migration background,No,0.74217,319,434,0.70097,0.78338
2017,17-29 y.,No migration background,Yes,0.03021,110,2924,0.02400,0.03641
2017,17-29 y.,No migration background,No,0.96979,2814,2924,0.96359,0.97600
2017,17-29 y.,Direct migration background,No,0.96542,597,597,0.95075,0.98009
2017,17-29 y.,Indirect migration background,Yes,0.03734,31,812,0.02429,0.05039
2017,17-29 y.,Indirect migration background,No,0.96266,781,812,0.94961,0.97571
2017,30-45 y.,No migration background,Yes,0.09070,452,4558,0.08236,0.09904
2017,30-45 y.,No migration background,No,0.90930,4106,4558,0.90096,0.91764
2017,30-45 y.,Direct migration background,Yes,0.09043,200,2122,0.07822,0.10263
2017,30-45 y.,Direct migration background,No,0.90957,1922,2122,0.89737,0.92178
2017,30-45 y.,Indirect migration background,Yes,0.09056,66,577,0.06712,0.11399
2017,30-45 y.,Indirect migration background,No,0.90944,511,577,0.88601,0.93288
2017,46-65 y.,No migration background,Yes,0.20290,1521,8130,0.19416,0.21165
2017,46-65 y.,No migration background,No,0.79710,6609,8130,0.78835,0.80584
2017,46-65 y.,Direct migration background,Yes,0.24750,369,1626,0.22651,0.26848
2017,46-65 y.,Direct migration background,No,0.75250,1257,1626,0.73152,0.77349
2017,46-65 y.,Indirect migration background,Yes,0.26180,48,217,0.20317,0.32042
2017,46-65 y.,Indirect migration background,No,0.73820,169,217,0.67958,0.79683
2017,66 and older,No migration background,Yes,0.26805,1142,4499,0.25511,0.28100
2017,66 and older,No migration background,No,0.73195,3357,4499,0.71900,0.74489
2017,66 and older,Direct migration background,Yes,0.22914,109,445,0.19005,0.26824
2017,66 and older,Direct migration background,No,0.77086,336,445,0.73176,0.80995
2019,17-29 y.,No migration background,Yes,0.04250,100,2693,0.03488,0.05012
2019,17-29 y.,No migration background,No,0.95750,2593,2693,0.94988,0.96512
2019,17-29 y.,Direct migration background,No,0.96134,411,411,0.94268,0.98000
2019,17-29 y.,Indirect migration background,No,0.94891,698,698,0.93257,0.96526
2019,30-45 y.,No migration background,Yes,0.09091,407,4133,0.08214,0.09967
2019,30-45 y.,No migration background,No,0.90909,3726,4133,0.90033,0.91786
2019,30-45 y.,Direct migration background,Yes,0.08588,145,1617,0.07222,0.09954
2019,30-45 y.,Direct migration background,No,0.91412,1472,1617,0.90046,0.92778
2019,30-45 y.,Indirect migration background,Yes,0.07038,54,538,0.04874,0.09201
2019,30-45 y.,Indirect migration background,No,0.92962,484,538,0.90799,0.95126
2019,46-65 y.,No migration background,Yes,0.19901,1548,8597,0.19057,0.20745
2019,46-65 y.,No migration background,No,0.80099,7049,8597,0.79255,0.80943
2019,46-65 y.,Direct migration background,Yes,0.21353,322,1543,0.19307,0.23398
2019,46-65 y.,Direct migration background,No,0.78647,1221,1543,0.76602,0.80693
2019,46-65 y.,Indirect migration background,Yes,0.25136,57,280,0.20045,0.30226
2019,46-65 y.,Indirect migration background,No,0.74864,223,280,0.69774,0.79955
2019,66 and older,No migration background,Yes,0.27870,1181,4700,0.26588,0.29152
2019,66 and older,No migration background,No,0.72130,3519,4700,0.70848,0.73412
2019,66 and older,Direct migration background,Yes,0.24302,105,447,0.20322,0.28283
2019,66 and older,Direct migration background,No,0.75698,342,447,0.71717,0.79678
2021,17-29 y.,No migration background,Yes,0.04202,77,1742,0.03259,0.05144
2021,17-29 y.,No migration background,No,0.95798,1665,1742,0.94856,0.96741
2021,17-29 y.,Direct migration background,Yes,0.05133,36,1019,0.03778,0.06489
2021,17-29 y.,Direct migration background,No,0.94867,983,1019,0.93511,0.96222
2021,17-29 y.,Indirect migration background,No,0.97779,400,400,0.96333,0.99225
2021,30-45 y.,No migration background,Yes,0.10799,301,2587,0.09602,0.11995
2021,30-45 y.,No migration background,No,0.89201,2286,2587,0.88005,0.90398
2021,30-45 y.,Direct migration background,Yes,0.10886,252,2318,0.09618,0.12154
2021,30-45 y.,Direct migration background,No,0.89114,2066,2318,0.87846,0.90382
