year,bula_h,sex,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Schleswig-Holstein,male,Yes,0.16089,53,306,0.11965,0.20212
2011,Schleswig-Holstein,male,No,0.83911,253,306,0.79788,0.88035
2011,Schleswig-Holstein,female,Yes,0.16132,57,345,0.12245,0.20019
2011,Schleswig-Holstein,female,No,0.83868,288,345,0.79981,0.87755
2011,Hamburg,male,No,0.88112,135,135,0.82632,0.93592
2011,Hamburg,female,No,0.86442,133,133,0.80602,0.92282
2011,Lower Saxony,male,Yes,0.15826,146,899,0.13438,0.18213
2011,Lower Saxony,male,No,0.84174,753,899,0.81787,0.86562
2011,Lower Saxony,female,Yes,0.23033,210,1009,0.20434,0.25633
2011,Lower Saxony,female,No,0.76967,799,1009,0.74367,0.79566
2011,Bremen,male,No,0.87794,56,56,0.79142,0.96445
2011,Bremen,female,No,0.76590,53,53,0.65081,0.88099
2011,North Rhine-Westphalia,male,Yes,0.17437,343,1967,0.15759,0.19114
2011,North Rhine-Westphalia,male,No,0.82563,1624,1967,0.80886,0.84241
2011,North Rhine-Westphalia,female,Yes,0.22376,425,2164,0.20620,0.24133
2011,North Rhine-Westphalia,female,No,0.77624,1739,2164,0.75867,0.79380
2011,Hesse,male,Yes,0.18006,112,656,0.15063,0.20948
2011,Hesse,male,No,0.81994,544,656,0.79052,0.84937
2011,Hesse,female,Yes,0.21425,144,753,0.18492,0.24358
2011,Hesse,female,No,0.78575,609,753,0.75642,0.81508
2011,"Rhineland-Palatinate, Saarland",male,Yes,0.15621,88,547,0.12575,0.18666
2011,"Rhineland-Palatinate, Saarland",male,No,0.84379,459,547,0.81334,0.87425
2011,"Rhineland-Palatinate, Saarland",female,Yes,0.16253,118,659,0.13434,0.19072
2011,"Rhineland-Palatinate, Saarland",female,No,0.83747,541,659,0.80928,0.86566
2011,Baden-Wuerttemberg,male,Yes,0.12758,152,1167,0.10843,0.14673
2011,Baden-Wuerttemberg,male,No,0.87242,1015,1167,0.85327,0.89157
2011,Baden-Wuerttemberg,female,Yes,0.20216,216,1319,0.18048,0.22384
2011,Baden-Wuerttemberg,female,No,0.79784,1103,1319,0.77616,0.81952
2011,Bavaria,male,Yes,0.16197,239,1505,0.14335,0.18059
2011,Bavaria,male,No,0.83803,1266,1505,0.81941,0.85665
2011,Bavaria,female,Yes,0.18913,328,1679,0.17039,0.20787
2011,Bavaria,female,No,0.81087,1351,1679,0.79213,0.82961
2011,Berlin,male,Yes,0.16728,56,358,0.12856,0.20599
2011,Berlin,male,No,0.83272,302,358,0.79401,0.87144
2011,Berlin,female,Yes,0.21551,81,423,0.17628,0.25474
2011,Berlin,female,No,0.78449,342,423,0.74526,0.82372
2011,Brandenburg,male,Yes,0.15505,57,420,0.12039,0.18971
2011,Brandenburg,male,No,0.84495,363,420,0.81029,0.87961
2011,Brandenburg,female,Yes,0.19959,90,462,0.16310,0.23607
2011,Brandenburg,female,No,0.80041,372,462,0.76393,0.83690
2011,Mecklenburg-Western Pomerania,male,Yes,0.19157,40,243,0.14198,0.24115
2011,Mecklenburg-Western Pomerania,male,No,0.80843,203,243,0.75885,0.85802
2011,Mecklenburg-Western Pomerania,female,Yes,0.28877,60,272,0.23482,0.34273
2011,Mecklenburg-Western Pomerania,female,No,0.71123,212,272,0.65727,0.76518
2011,Saxony,male,Yes,0.14586,110,683,0.11937,0.17235
