year,pgisced97,regtyp,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No answer / don't know,Urban regions,No,0.94268,204,204,0.91070,0.97466
2011,No answer / don't know,Rural regions,No,0.86878,85,85,0.79658,0.94099
2011,Pre-primary Level,Urban regions,No,0.95640,223,223,0.92954,0.98326
2011,Primary Level,Urban regions,Yes,0.25736,39,163,0.19004,0.32469
2011,Primary Level,Urban regions,No,0.74264,124,163,0.67531,0.80996
2011,Primary Level,Rural regions,No,0.74795,48,48,0.62382,0.87208
2011,Lower Secondary Level,Urban regions,Yes,0.23225,295,1409,0.21019,0.25430
2011,Lower Secondary Level,Urban regions,No,0.76775,1114,1409,0.74570,0.78981
2011,Lower Secondary Level,Rural regions,Yes,0.21274,170,757,0.18357,0.24191
2011,Lower Secondary Level,Rural regions,No,0.78726,587,757,0.75809,0.81643
2011,Upper Secondary Level,Urban regions,Yes,0.19554,1208,6401,0.18582,0.20526
2011,Upper Secondary Level,Urban regions,No,0.80446,5193,6401,0.79474,0.81418
2011,Upper Secondary Level,Rural regions,Yes,0.20012,797,4089,0.18786,0.21239
2011,Upper Secondary Level,Rural regions,No,0.79988,3292,4089,0.78761,0.81214
2011,Post-secondary Non-tertiary Level,Urban regions,Yes,0.16975,136,874,0.14484,0.19465
2011,Post-secondary Non-tertiary Level,Urban regions,No,0.83025,738,874,0.80535,0.85516
2011,Post-secondary Non-tertiary Level,Rural regions,Yes,0.13794,43,326,0.10045,0.17543
2011,Post-secondary Non-tertiary Level,Rural regions,No,0.86206,283,326,0.82457,0.89955
2011,First Stage of Tertiary Education,Urban regions,Yes,0.21133,176,864,0.18409,0.23857
2011,First Stage of Tertiary Education,Urban regions,No,0.78867,688,864,0.76143,0.81591
2011,First Stage of Tertiary Education,Rural regions,Yes,0.19840,111,581,0.16594,0.23085
2011,First Stage of Tertiary Education,Rural regions,No,0.80160,470,581,0.76915,0.83406
2011,Second Stage of Tertiary Education,Urban regions,Yes,0.12977,411,3232,0.11819,0.14136
2011,Second Stage of Tertiary Education,Urban regions,No,0.87023,2821,3232,0.85864,0.88181
2011,Second Stage of Tertiary Education,Rural regions,Yes,0.14875,204,1356,0.12980,0.16769
2011,Second Stage of Tertiary Education,Rural regions,No,0.85125,1152,1356,0.83231,0.87020
2013,No answer / don't know,Urban regions,No,0.94652,171,171,0.91270,0.98034
2013,No answer / don't know,Rural regions,No,0.85674,81,81,0.77996,0.93351
