year,pgisced97,sex,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No answer / don't know,male,No,0.93057,147,147,0.88934,0.97180
2011,No answer / don't know,female,No,0.90204,142,142,0.85298,0.95111
2011,Pre-primary Level,male,No,0.95672,157,157,0.92479,0.98865
2011,Pre-primary Level,female,No,0.97452,148,148,0.94905,1.00000
2011,Primary Level,male,No,0.79542,68,68,0.69882,0.89201
2011,Primary Level,female,Yes,0.29303,38,142,0.21790,0.36816
2011,Primary Level,female,No,0.70697,104,142,0.63184,0.78210
2011,Lower Secondary Level,male,Yes,0.15061,99,666,0.12343,0.17780
2011,Lower Secondary Level,male,No,0.84939,567,666,0.82220,0.87657
2011,Lower Secondary Level,female,Yes,0.26413,366,1500,0.24181,0.28644
2011,Lower Secondary Level,female,No,0.73587,1134,1500,0.71356,0.75819
2011,Upper Secondary Level,male,Yes,0.17560,864,4901,0.16495,0.18625
2011,Upper Secondary Level,male,No,0.82440,4037,4901,0.81375,0.83505
2011,Upper Secondary Level,female,Yes,0.21768,1141,5589,0.20686,0.22850
2011,Upper Secondary Level,female,No,0.78232,4448,5589,0.77150,0.79314
2011,Post-secondary Non-tertiary Level,male,Yes,0.14297,66,449,0.11056,0.17539
2011,Post-secondary Non-tertiary Level,male,No,0.85703,383,449,0.82461,0.88944
2011,Post-secondary Non-tertiary Level,female,Yes,0.17625,113,751,0.14898,0.20352
2011,Post-secondary Non-tertiary Level,female,No,0.82375,638,751,0.79648,0.85102
2011,First Stage of Tertiary Education,male,Yes,0.19865,180,897,0.17252,0.22477
2011,First Stage of Tertiary Education,male,No,0.80135,717,897,0.77523,0.82748
2011,First Stage of Tertiary Education,female,Yes,0.22050,107,548,0.18576,0.25525
2011,First Stage of Tertiary Education,female,No,0.77950,441,548,0.74475,0.81424
2011,Second Stage of Tertiary Education,male,Yes,0.12507,310,2468,0.11202,0.13812
2011,Second Stage of Tertiary Education,male,No,0.87493,2158,2468,0.86188,0.88798
2011,Second Stage of Tertiary Education,female,Yes,0.14665,305,2120,0.13159,0.16171
2011,Second Stage of Tertiary Education,female,No,0.85335,1815,2120,0.83829,0.86841
2013,No answer / don't know,male,No,0.93404,136,136,0.89217,0.97591
2013,No answer / don't know,female,No,0.89571,116,116,0.83985,0.95157
2013,Pre-primary Level,male,No,0.97555,119,119,0.94768,1.00342
2013,Pre-primary Level,female,No,0.99791,136,136,0.99020,1.00562
2013,Primary Level,male,No,0.77954,66,66,0.67876,0.88032
2013,Primary Level,female,Yes,0.36419,33,109,0.27344,0.45495
2013,Primary Level,female,No,0.63581,76,109,0.54505,0.72656
2013,Lower Secondary Level,male,Yes,0.15723,94,582,0.12763,0.18683
2013,Lower Secondary Level,male,No,0.84277,488,582,0.81317,0.87237
2013,Lower Secondary Level,female,Yes,0.27811,328,1269,0.25345,0.30277
2013,Lower Secondary Level,female,No,0.72189,941,1269,0.69723,0.74655
2013,Upper Secondary Level,male,Yes,0.19535,816,4318,0.18352,0.20718
2013,Upper Secondary Level,male,No,0.80465,3502,4318,0.79282,0.81648
2013,Upper Secondary Level,female,Yes,0.21878,1045,5089,0.20742,0.23014
2013,Upper Secondary Level,female,No,0.78122,4044,5089,0.76986,0.79258
2013,Post-secondary Non-tertiary Level,male,Yes,0.16369,57,415,0.12805,0.19933
2013,Post-secondary Non-tertiary Level,male,No,0.83631,358,415,0.80067,0.87195
2013,Post-secondary Non-tertiary Level,female,Yes,0.15963,96,681,0.13210,0.18716
2013,Post-secondary Non-tertiary Level,female,No,0.84037,585,681,0.81284,0.86790
2013,First Stage of Tertiary Education,male,Yes,0.19515,157,820,0.16801,0.22229
2013,First Stage of Tertiary Education,male,No,0.80485,663,820,0.77771,0.83199
2013,First Stage of Tertiary Education,female,Yes,0.22754,107,503,0.19086,0.26421
2013,First Stage of Tertiary Education,female,No,0.77246,396,503,0.73579,0.80914
2013,Second Stage of Tertiary Education,male,Yes,0.13005,305,2353,0.11646,0.14365
2013,Second Stage of Tertiary Education,male,No,0.86995,2048,2353,0.85635,0.88354
2013,Second Stage of Tertiary Education,female,Yes,0.14427,308,2113,0.12928,0.15925
2013,Second Stage of Tertiary Education,female,No,0.85573,1805,2113,0.84075,0.87072
2015,No answer / don't know,male,No,0.90644,294,294,0.87310,0.93979
2015,No answer / don't know,female,No,0.92523,279,279,0.89431,0.95615
2015,Pre-primary Level,male,No,0.98395,152,152,0.96391,1.00399
2015,Pre-primary Level,female,No,0.91942,187,187,0.88031,0.95854
2015,Primary Level,male,No,0.79546,133,133,0.72665,0.86427
2015,Primary Level,female,Yes,0.24276,51,248,0.18929,0.29623
2015,Primary Level,female,No,0.75724,197,248,0.70377,0.81071
2015,Lower Secondary Level,male,Yes,0.12677,141,1018,0.10632,0.14722
2015,Lower Secondary Level,male,No,0.87323,877,1018,0.85278,0.89368
2015,Lower Secondary Level,female,Yes,0.24928,362,1655,0.22844,0.27013
2015,Lower Secondary Level,female,No,0.75072,1293,1655,0.72987,0.77156
2015,Upper Secondary Level,male,Yes,0.19018,939,5211,0.17952,0.20084
2015,Upper Secondary Level,male,No,0.80982,4272,5211,0.79916,0.82048
2015,Upper Secondary Level,female,Yes,0.22155,1257,6438,0.21141,0.23170
2015,Upper Secondary Level,female,No,0.77845,5181,6438,0.76830,0.78859
2015,Post-secondary Non-tertiary Level,male,Yes,0.12269,82,711,0.09856,0.14682
2015,Post-secondary Non-tertiary Level,male,No,0.87731,629,711,0.85318,0.90144
2015,Post-secondary Non-tertiary Level,female,Yes,0.15691,181,1241,0.13667,0.17716
2015,Post-secondary Non-tertiary Level,female,No,0.84309,1060,1241,0.82284,0.86333
2015,First Stage of Tertiary Education,male,Yes,0.17199,171,941,0.14787,0.19612
2015,First Stage of Tertiary Education,male,No,0.82801,770,941,0.80388,0.85213
2015,First Stage of Tertiary Education,female,Yes,0.20841,107,579,0.17530,0.24153
2015,First Stage of Tertiary Education,female,No,0.79159,472,579,0.75847,0.82470
2015,Second Stage of Tertiary Education,male,Yes,0.11798,343,2949,0.10633,0.12962
2015,Second Stage of Tertiary Education,male,No,0.88202,2606,2949,0.87038,0.89367
2015,Second Stage of Tertiary Education,female,Yes,0.14098,391,2924,0.12836,0.15360
2015,Second Stage of Tertiary Education,female,No,0.85902,2533,2924,0.84640,0.87164
2017,No answer / don't know,male,No,0.92069,310,310,0.89057,0.95082
2017,No answer / don't know,female,No,0.95637,263,263,0.93164,0.98111
2017,Pre-primary Level,male,No,0.97894,189,189,0.95841,0.99946
2017,Pre-primary Level,female,No,0.94538,211,211,0.91465,0.97612
2017,Primary Level,male,No,0.82453,158,158,0.76503,0.88403
2017,Primary Level,female,Yes,0.23543,58,265,0.18425,0.28660
2017,Primary Level,female,No,0.76457,207,265,0.71340,0.81575
2017,Lower Secondary Level,male,Yes,0.14575,149,1059,0.12449,0.16701
2017,Lower Secondary Level,male,No,0.85425,910,1059,0.83299,0.87551
2017,Lower Secondary Level,female,Yes,0.24999,348,1686,0.22931,0.27066
2017,Lower Secondary Level,female,No,0.75001,1338,1686,0.72934,0.77069
2017,Upper Secondary Level,male,Yes,0.18544,944,5482,0.17515,0.19572
2017,Upper Secondary Level,male,No,0.81456,4538,5482,0.80428,0.82485
2017,Upper Secondary Level,female,Yes,0.20428,1200,6591,0.19455,0.21402
2017,Upper Secondary Level,female,No,0.79572,5391,6591,0.78598,0.80545
2017,Post-secondary Non-tertiary Level,male,Yes,0.11710,99,818,0.09505,0.13915
2017,Post-secondary Non-tertiary Level,male,No,0.88290,719,818,0.86085,0.90495
2017,Post-secondary Non-tertiary Level,female,Yes,0.11695,189,1393,0.10007,0.13383
2017,Post-secondary Non-tertiary Level,female,No,0.88305,1204,1393,0.86617,0.89993
2017,First Stage of Tertiary Education,male,Yes,0.16492,173,940,0.14118,0.18866
2017,First Stage of Tertiary Education,male,No,0.83508,767,940,0.81134,0.85882
2017,First Stage of Tertiary Education,female,Yes,0.19697,115,587,0.16477,0.22917
2017,First Stage of Tertiary Education,female,No,0.80303,472,587,0.77083,0.83523
2017,Second Stage of Tertiary Education,male,Yes,0.10024,330,3254,0.08992,0.11056
2017,Second Stage of Tertiary Education,male,No,0.89976,2924,3254,0.88944,0.91008
2017,Second Stage of Tertiary Education,female,Yes,0.12876,389,3261,0.11727,0.14026
2017,Second Stage of Tertiary Education,female,No,0.87124,2872,3261,0.85974,0.88273
2019,No answer / don't know,male,No,0.96179,283,283,0.93941,0.98416
2019,No answer / don't know,female,No,0.91427,259,259,0.88011,0.94843
2019,Pre-primary Level,female,No,0.96092,158,158,0.93061,0.99123
2019,Primary Level,male,No,0.86278,141,141,0.80578,0.91977
2019,Primary Level,female,Yes,0.21193,42,219,0.15768,0.26618
2019,Primary Level,female,No,0.78807,177,219,0.73382,0.84232
2019,Lower Secondary Level,male,Yes,0.15693,147,995,0.13432,0.17954
2019,Lower Secondary Level,male,No,0.84307,848,995,0.82046,0.86568
2019,Lower Secondary Level,female,Yes,0.26469,292,1428,0.24180,0.28758
2019,Lower Secondary Level,female,No,0.73531,1136,1428,0.71242,0.75820
2019,Upper Secondary Level,male,Yes,0.18642,878,5072,0.17570,0.19714
2019,Upper Secondary Level,male,No,0.81358,4194,5072,0.80286,0.82430
2019,Upper Secondary Level,female,Yes,0.20270,1119,6075,0.19259,0.21281
2019,Upper Secondary Level,female,No,0.79730,4956,6075,0.78719,0.80741
2019,Post-secondary Non-tertiary Level,male,Yes,0.08099,94,831,0.06243,0.09955
2019,Post-secondary Non-tertiary Level,male,No,0.91901,737,831,0.90045,0.93757
2019,Post-secondary Non-tertiary Level,female,Yes,0.15921,201,1343,0.13963,0.17878
2019,Post-secondary Non-tertiary Level,female,No,0.84079,1142,1343,0.82122,0.86037
2019,First Stage of Tertiary Education,male,Yes,0.18436,187,1077,0.16119,0.20753
2019,First Stage of Tertiary Education,male,No,0.81564,890,1077,0.79247,0.83881
2019,First Stage of Tertiary Education,female,Yes,0.20925,115,580,0.17612,0.24238
2019,First Stage of Tertiary Education,female,No,0.79075,465,580,0.75762,0.82388
2019,Second Stage of Tertiary Education,male,Yes,0.10761,410,3670,0.09758,0.11763
2019,Second Stage of Tertiary Education,male,No,0.89239,3260,3670,0.88237,0.90242
2019,Second Stage of Tertiary Education,female,Yes,0.12569,410,3352,0.11447,0.13691
2019,Second Stage of Tertiary Education,female,No,0.87431,2942,3352,0.86309,0.88553
2021,No answer / don't know,male,Yes,0.13728,55,423,0.10445,0.17012
2021,No answer / don't know,male,No,0.86272,368,423,0.82988,0.89555
2021,No answer / don't know,female,Yes,0.10861,43,364,0.07660,0.14062
2021,No answer / don't know,female,No,0.89139,321,364,0.85938,0.92340
2021,Pre-primary Level,male,No,0.99603,97,97,0.98346,1.00861
2021,Pre-primary Level,female,No,0.96809,90,90,0.93157,1.00460
2021,Primary Level,male,Yes,0.25636,77,500,0.21805,0.29467
2021,Primary Level,male,No,0.74364,423,500,0.70533,0.78195
2021,Primary Level,female,Yes,0.34543,85,427,0.30027,0.39058
2021,Primary Level,female,No,0.65457,342,427,0.60942,0.69973
2021,Lower Secondary Level,male,Yes,0.20642,120,787,0.17813,0.23472
2021,Lower Secondary Level,male,No,0.79358,667,787,0.76528,0.82187
2021,Lower Secondary Level,female,Yes,0.29979,223,956,0.27073,0.32885
2021,Lower Secondary Level,female,No,0.70021,733,956,0.67115,0.72927
2021,Upper Secondary Level,male,Yes,0.20358,598,3337,0.18992,0.21725
2021,Upper Secondary Level,male,No,0.79642,2739,3337,0.78275,0.81008
2021,Upper Secondary Level,female,Yes,0.23853,888,3959,0.22526,0.25181
2021,Upper Secondary Level,female,No,0.76147,3071,3959,0.74819,0.77474
2021,Post-secondary Non-tertiary Level,male,Yes,0.08686,71,614,0.06457,0.10916
2021,Post-secondary Non-tertiary Level,male,No,0.91314,543,614,0.89084,0.93543
2021,Post-secondary Non-tertiary Level,female,Yes,0.19748,171,974,0.17246,0.22249
2021,Post-secondary Non-tertiary Level,female,No,0.80252,803,974,0.77751,0.82754
2021,First Stage of Tertiary Education,male,Yes,0.20738,118,603,0.17500,0.23977
2021,First Stage of Tertiary Education,male,No,0.79262,485,603,0.76023,0.82500
2021,First Stage of Tertiary Education,female,Yes,0.22614,79,389,0.18452,0.26777
2021,First Stage of Tertiary Education,female,No,0.77386,310,389,0.73223,0.81548
2021,Second Stage of Tertiary Education,male,Yes,0.10589,344,2928,0.09475,0.11704
