year,bula_h,migback,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Schleswig-Holstein,No migration background,Yes,0.15729,95,573,0.12745,0.18713
2011,Schleswig-Holstein,No migration background,No,0.84271,478,573,0.81287,0.87255
2011,Schleswig-Holstein,Direct migration background,No,0.79399,51,51,0.68188,0.90609
2011,Hamburg,No migration background,Yes,0.13626,38,274,0.09556,0.17696
2011,Hamburg,No migration background,No,0.86374,236,274,0.82304,0.90444
2011,Lower Saxony,No migration background,Yes,0.19677,317,1682,0.17776,0.21577
2011,Lower Saxony,No migration background,No,0.80323,1365,1682,0.78423,0.82224
2011,Lower Saxony,Direct migration background,Yes,0.22137,36,172,0.15914,0.28360
2011,Lower Saxony,Direct migration background,No,0.77863,136,172,0.71640,0.84086
2011,Lower Saxony,Indirect migration background,No,0.96250,51,51,0.90984,1.01516
2011,Bremen,No migration background,No,0.78317,88,88,0.69657,0.86976
2011,North Rhine-Westphalia,No migration background,Yes,0.21065,653,3349,0.19684,0.22446
2011,North Rhine-Westphalia,No migration background,No,0.78935,2696,3349,0.77554,0.80316
2011,North Rhine-Westphalia,Direct migration background,Yes,0.17537,93,563,0.14393,0.20681
2011,North Rhine-Westphalia,Direct migration background,No,0.82463,470,563,0.79319,0.85607
2011,North Rhine-Westphalia,Indirect migration background,No,0.90324,197,197,0.86185,0.94463
2011,Hesse,No migration background,Yes,0.19442,198,1145,0.17149,0.21736
2011,Hesse,No migration background,No,0.80558,947,1145,0.78264,0.82851
2011,Hesse,Direct migration background,Yes,0.26005,53,190,0.19751,0.32259
2011,Hesse,Direct migration background,No,0.73995,137,190,0.67741,0.80249
2011,Hesse,Indirect migration background,No,0.96514,69,69,0.92154,1.00874
2011,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.17752,181,986,0.15366,0.20138
2011,"Rhineland-Palatinate, Saarland",No migration background,No,0.82248,805,986,0.79862,0.84634
2011,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.89873,134,134,0.84745,0.95000
2011,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.94258,61,61,0.88372,1.00145
2011,Baden-Wuerttemberg,No migration background,Yes,0.17476,293,1952,0.15791,0.19161
2011,Baden-Wuerttemberg,No migration background,No,0.82524,1659,1952,0.80839,0.84209
2011,Baden-Wuerttemberg,Direct migration background,Yes,0.17210,64,375,0.13384,0.21036
2011,Baden-Wuerttemberg,Direct migration background,No,0.82790,311,375,0.78964,0.86616
2011,Baden-Wuerttemberg,Indirect migration background,No,0.94852,148,148,0.91279,0.98424
2011,Bavaria,No migration background,Yes,0.17739,483,2733,0.16307,0.19172
2011,Bavaria,No migration background,No,0.82261,2250,2733,0.80828,0.83693
2011,Bavaria,Direct migration background,Yes,0.20672,70,322,0.16242,0.25102
2011,Bavaria,Direct migration background,No,0.79328,252,322,0.74898,0.83758
2011,Bavaria,Indirect migration background,No,0.93834,115,115,0.89418,0.98249
2011,Berlin,No migration background,Yes,0.20685,130,704,0.17691,0.23679
2011,Berlin,No migration background,No,0.79315,574,704,0.76321,0.82309
2011,Berlin,Direct migration background,No,0.89382,46,46,0.80380,0.98383
2011,Brandenburg,No migration background,Yes,0.17776,143,852,0.15207,0.20344
2011,Brandenburg,No migration background,No,0.82224,709,852,0.79656,0.84793
2011,Mecklenburg-Western Pomerania,No migration background,Yes,0.24060,97,507,0.20335,0.27784
2011,Mecklenburg-Western Pomerania,No migration background,No,0.75940,410,507,0.72216,0.79665
2011,Saxony,No migration background,Yes,0.17943,242,1365,0.15907,0.19980
2011,Saxony,No migration background,No,0.82057,1123,1365,0.80020,0.84093
2011,Saxony-Anhalt,No migration background,Yes,0.18539,153,843,0.15914,0.21164
2011,Saxony-Anhalt,No migration background,No,0.81461,690,843,0.78836,0.84086
2011,Thuringa,No migration background,Yes,0.19697,158,863,0.17042,0.22352
2011,Thuringa,No migration background,No,0.80303,705,863,0.77648,0.82958
2013,Schleswig-Holstein,No migration background,Yes,0.15920,81,532,0.12808,0.19032
2013,Schleswig-Holstein,No migration background,No,0.84080,451,532,0.80968,0.87192
2013,Schleswig-Holstein,Direct migration background,No,0.66257,40,40,0.51418,0.81097
2013,Hamburg,No migration background,Yes,0.12705,35,266,0.08695,0.16714
2013,Hamburg,No migration background,No,0.87295,231,266,0.83286,0.91305
2013,Lower Saxony,No migration background,Yes,0.19869,308,1580,0.17900,0.21837
2013,Lower Saxony,No migration background,No,0.80131,1272,1580,0.78163,0.82100
2013,Lower Saxony,Direct migration background,No,0.73886,119,119,0.65960,0.81811
2013,Lower Saxony,Indirect migration background,No,0.91218,45,45,0.82855,0.99581
2013,Bremen,No migration background,No,0.81351,78,78,0.72651,0.90051
2013,North Rhine-Westphalia,No migration background,Yes,0.21634,606,3080,0.20180,0.23088
2013,North Rhine-Westphalia,No migration background,No,0.78366,2474,3080,0.76912,0.79820
2013,North Rhine-Westphalia,Direct migration background,Yes,0.21726,86,460,0.17953,0.25498
2013,North Rhine-Westphalia,Direct migration background,No,0.78274,374,460,0.74502,0.82047
2013,North Rhine-Westphalia,Indirect migration background,No,0.90520,163,163,0.86009,0.95031
2013,Hesse,No migration background,Yes,0.18858,200,1056,0.16498,0.21219
2013,Hesse,No migration background,No,0.81142,856,1056,0.78781,0.83502
2013,Hesse,Direct migration background,Yes,0.24745,44,171,0.18258,0.31232
2013,Hesse,Direct migration background,No,0.75255,127,171,0.68768,0.81742
2013,Hesse,Indirect migration background,No,0.84847,55,55,0.75283,0.94410
2013,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.19240,173,903,0.16667,0.21812
2013,"Rhineland-Palatinate, Saarland",No migration background,No,0.80760,730,903,0.78188,0.83333
2013,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.83957,109,109,0.77035,0.90879
2013,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.95439,60,60,0.90116,1.00763
2013,Baden-Wuerttemberg,No migration background,Yes,0.17459,268,1701,0.15654,0.19263
2013,Baden-Wuerttemberg,No migration background,No,0.82541,1433,1701,0.80737,0.84346
2013,Baden-Wuerttemberg,Direct migration background,Yes,0.20871,55,295,0.16225,0.25516
2013,Baden-Wuerttemberg,Direct migration background,No,0.79129,240,295,0.74484,0.83775
2013,Baden-Wuerttemberg,Indirect migration background,No,0.92697,117,117,0.87962,0.97432
2013,Bavaria,No migration background,Yes,0.17982,445,2504,0.16477,0.19486
2013,Bavaria,No migration background,No,0.82018,2059,2504,0.80514,0.83523
2013,Bavaria,Direct migration background,Yes,0.21499,66,310,0.16918,0.26080
2013,Bavaria,Direct migration background,No,0.78501,244,310,0.73920,0.83082
2013,Bavaria,Indirect migration background,No,0.94464,123,123,0.90406,0.98522
2013,Berlin,No migration background,Yes,0.21862,139,692,0.18780,0.24944
2013,Berlin,No migration background,No,0.78138,553,692,0.75056,0.81220
2013,Berlin,Direct migration background,No,0.75267,40,40,0.61726,0.88809
2013,Brandenburg,No migration background,Yes,0.16298,120,756,0.13664,0.18933
2013,Brandenburg,No migration background,No,0.83702,636,756,0.81067,0.86336
2013,Mecklenburg-Western Pomerania,No migration background,Yes,0.20348,80,442,0.16590,0.24105
2013,Mecklenburg-Western Pomerania,No migration background,No,0.79652,362,442,0.75895,0.83410
2013,Saxony,No migration background,Yes,0.19031,241,1292,0.16889,0.21172
2013,Saxony,No migration background,No,0.80969,1051,1292,0.78828,0.83111
2013,Saxony-Anhalt,No migration background,Yes,0.18501,134,743,0.15707,0.21295
2013,Saxony-Anhalt,No migration background,No,0.81499,609,743,0.78705,0.84293
2013,Thuringa,No migration background,Yes,0.18650,143,779,0.15913,0.21387
2013,Thuringa,No migration background,No,0.81350,636,779,0.78613,0.84087
2015,Schleswig-Holstein,No migration background,Yes,0.17859,118,678,0.14974,0.20744
2015,Schleswig-Holstein,No migration background,No,0.82141,560,678,0.79256,0.85026
2015,Schleswig-Holstein,Direct migration background,Yes,0.16668,35,153,0.10743,0.22593
2015,Schleswig-Holstein,Direct migration background,No,0.83332,118,153,0.77407,0.89257
2015,Schleswig-Holstein,Indirect migration background,No,0.92409,39,39,0.83987,1.00830
2015,Hamburg,No migration background,Yes,0.14670,42,295,0.10625,0.18714
2015,Hamburg,No migration background,No,0.85330,253,295,0.81286,0.89375
2015,Hamburg,Direct migration background,No,0.80886,88,88,0.72623,0.89148
2015,Lower Saxony,No migration background,Yes,0.19303,347,1879,0.17518,0.21088
2015,Lower Saxony,No migration background,No,0.80697,1532,1879,0.78912,0.82482
2015,Lower Saxony,Direct migration background,Yes,0.18559,62,446,0.14947,0.22172
2015,Lower Saxony,Direct migration background,No,0.81441,384,446,0.77828,0.85053
2015,Lower Saxony,Indirect migration background,No,0.83361,85,85,0.75396,0.91326
2015,Bremen,No migration background,No,0.86612,92,92,0.79615,0.93608
2015,Bremen,Direct migration background,No,0.82168,46,46,0.70984,0.93352
2015,North Rhine-Westphalia,No migration background,Yes,0.20021,658,3522,0.18699,0.21343
2015,North Rhine-Westphalia,No migration background,No,0.79979,2864,3522,0.78657,0.81301
2015,North Rhine-Westphalia,Direct migration background,Yes,0.18965,188,1197,0.16743,0.21187
2015,North Rhine-Westphalia,Direct migration background,No,0.81035,1009,1197,0.78813,0.83257
2015,North Rhine-Westphalia,Indirect migration background,Yes,0.07002,36,446,0.04631,0.09373
2015,North Rhine-Westphalia,Indirect migration background,No,0.92998,410,446,0.90627,0.95369
2015,Hesse,No migration background,Yes,0.17781,194,1188,0.15606,0.19957
2015,Hesse,No migration background,No,0.82219,994,1188,0.80043,0.84394
2015,Hesse,Direct migration background,Yes,0.19679,69,379,0.15671,0.23687
2015,Hesse,Direct migration background,No,0.80321,310,379,0.76313,0.84329
2015,Hesse,Indirect migration background,No,0.96522,129,129,0.93348,0.99696
2015,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.16548,173,1048,0.14297,0.18800
2015,"Rhineland-Palatinate, Saarland",No migration background,No,0.83452,875,1048,0.81200,0.85703
2015,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.10031,38,338,0.06824,0.13239
2015,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.89969,300,338,0.86761,0.93176
2015,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.95259,103,103,0.91135,0.99383
2015,Baden-Wuerttemberg,No migration background,Yes,0.17951,303,2041,0.16286,0.19617
2015,Baden-Wuerttemberg,No migration background,No,0.82049,1738,2041,0.80383,0.83714
2015,Baden-Wuerttemberg,Direct migration background,Yes,0.18581,127,658,0.15607,0.21555
2015,Baden-Wuerttemberg,Direct migration background,No,0.81419,531,658,0.78445,0.84393
2015,Baden-Wuerttemberg,Indirect migration background,No,0.92081,260,260,0.88792,0.95370
2015,Bavaria,No migration background,Yes,0.17972,472,3024,0.16603,0.19341
2015,Bavaria,No migration background,No,0.82028,2552,3024,0.80659,0.83397
2015,Bavaria,Direct migration background,Yes,0.17245,103,744,0.14528,0.19961
2015,Bavaria,Direct migration background,No,0.82755,641,744,0.80039,0.85472
2015,Bavaria,Indirect migration background,No,0.93750,234,234,0.90642,0.96858
2015,Berlin,No migration background,Yes,0.20431,128,742,0.17528,0.23334
2015,Berlin,No migration background,No,0.79569,614,742,0.76666,0.82472
2015,Berlin,Direct migration background,No,0.77608,99,99,0.69354,0.85861
2015,Berlin,Indirect migration background,No,0.90827,41,41,0.81882,0.99772
2015,Brandenburg,No migration background,Yes,0.15335,138,875,0.12946,0.17724
2015,Brandenburg,No migration background,No,0.84665,737,875,0.82276,0.87054
2015,Brandenburg,Direct migration background,No,0.82314,82,82,0.74005,0.90624
