"ple0022","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2011","(noch) kein Abschluss","maennlich","31","0.148148154379083","0.105695768021126","0.19060054073704"
"Ja","2011","(noch) kein Abschluss","weiblich","50","0.209834503999443","0.163130496500069","0.256538511498817"
"Ja","2011","Hauptschule","maennlich","774","0.229625457462545","0.215535631779143","0.243715283145946"
"Ja","2011","Hauptschule","weiblich","971","0.271509875523109","0.257231689220698","0.285788061825521"
"Ja","2011","Realschule","maennlich","304","0.126442310356407","0.112871716266879","0.140012904445936"
"Ja","2011","Realschule","weiblich","561","0.196362645511667","0.1826226233514","0.210102667671933"
"Ja","2011","(Fach-)Abitur","maennlich","123","0.109287128170114","0.090584070649507","0.127990185690721"
"Ja","2011","(Fach-)Abitur","weiblich","178","0.140572461452371","0.122180595502699","0.158964327402043"
"Ja","2011","AkademikerIn","maennlich","310","0.124617134989444","0.111586564941023","0.137647705037865"
"Ja","2011","AkademikerIn","weiblich","305","0.146980023672253","0.131907397850026","0.16205264949448"
"Nein","2011","(noch) kein Abschluss","maennlich","238","0.851851845620917","0.80939945926296","0.894304231978874"
"Nein","2011","(noch) kein Abschluss","weiblich","242","0.790165496000557","0.743461488501183","0.836869503499931"
"Nein","2011","Hauptschule","maennlich","2649","0.770374542537456","0.756284716854054","0.784464368220857"
"Nein","2011","Hauptschule","weiblich","2756","0.728490124476891","0.714211938174479","0.742768310779302"
"Nein","2011","Realschule","maennlich","2000","0.873557689643593","0.859987095554064","0.887128283733121"
"Nein","2011","Realschule","weiblich","2650","0.803637354488333","0.789897332328067","0.8173773766486"
"Nein","2011","(Fach-)Abitur","maennlich","946","0.890712871829886","0.872009814309279","0.909415929350493"
"Nein","2011","(Fach-)Abitur","weiblich","1194","0.859427538547629","0.841035672597957","0.877819404497301"
"Nein","2011","AkademikerIn","maennlich","2158","0.875382865010556","0.862352294962135","0.888413435058977"
"Nein","2011","AkademikerIn","weiblich","1815","0.853019976327747","0.83794735050552","0.868092602149974"
"Ja","2012","(noch) kein Abschluss","maennlich","","","",""
"Ja","2012","(noch) kein Abschluss","weiblich","","","",""
"Ja","2012","Hauptschule","maennlich","","","",""
"Ja","2012","Hauptschule","weiblich","","","",""
"Ja","2012","Realschule","maennlich","","","",""
"Ja","2012","Realschule","weiblich","","","",""
"Ja","2012","(Fach-)Abitur","maennlich","","","",""
"Ja","2012","(Fach-)Abitur","weiblich","","","",""
"Ja","2012","AkademikerIn","maennlich","","","",""
"Ja","2012","AkademikerIn","weiblich","","","",""
"Nein","2012","(noch) kein Abschluss","maennlich","","","",""
"Nein","2012","(noch) kein Abschluss","weiblich","","","",""
"Nein","2012","Hauptschule","maennlich","","","",""
"Nein","2012","Hauptschule","weiblich","","","",""
"Nein","2012","Realschule","maennlich","","","",""
"Nein","2012","Realschule","weiblich","","","",""
"Nein","2012","(Fach-)Abitur","maennlich","","","",""
"Nein","2012","(Fach-)Abitur","weiblich","","","",""
"Nein","2012","AkademikerIn","maennlich","","","",""
"Nein","2012","AkademikerIn","weiblich","","","",""
"Ja","2013","(noch) kein Abschluss","maennlich","23","","",""
"Ja","2013","(noch) kein Abschluss","weiblich","43","0.236044343035829","0.183923806862624","0.288164879209034"
"Ja","2013","Hauptschule","maennlich","702","0.242368457093846","0.226957239965884","0.257779674221808"
"Ja","2013","Hauptschule","weiblich","859","0.27416717669644","0.258823374947847","0.289510978445033"
"Ja","2013","Realschule","maennlich","298","0.142929893869677","0.127888567563714","0.157971220175641"
"Ja","2013","Realschule","weiblich","541","0.199222559495483","0.184833665668495","0.21361145332247"
"Ja","2013","(Fach-)Abitur","maennlich","120","0.138391263352811","0.116738656366091","0.16004387033953"
"Ja","2013","(Fach-)Abitur","weiblich","160","0.138202836384526","0.11897861420765","0.157427058561402"
"Ja","2013","AkademikerIn","maennlich","305","0.129870415062438","0.116287774462969","0.143453055661908"
"Ja","2013","AkademikerIn","weiblich","308","0.146540641355906","0.131461770940582","0.161619511771229"
