year,migback,sex,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No migration background,male,Yes,0.16411,1372,8519,0.15624,0.17197
2011,No migration background,male,No,0.83589,7147,8519,0.82803,0.84376
2011,No migration background,female,Yes,0.21441,1826,9414,0.20612,0.22270
2011,No migration background,female,No,0.78559,7588,9414,0.77730,0.79388
2011,Direct migration background,male,Yes,0.17216,158,892,0.14737,0.19694
2011,Direct migration background,male,No,0.82784,734,892,0.80306,0.85263
2011,Direct migration background,female,Yes,0.19574,218,1124,0.17253,0.21894
2011,Direct migration background,female,No,0.80426,906,1124,0.78106,0.82747
2011,Indirect migration background,male,No,0.95874,353,353,0.93796,0.97952
2011,Indirect migration background,female,Yes,0.08444,42,418,0.05776,0.11113
2011,Indirect migration background,female,No,0.91556,376,418,0.88887,0.94224
2013,No migration background,male,Yes,0.17204,1294,7745,0.16363,0.18044
2013,No migration background,male,No,0.82796,6451,7745,0.81956,0.83637
2013,No migration background,female,Yes,0.20912,1696,8676,0.20056,0.21768
2013,No migration background,female,No,0.79088,6980,8676,0.78232,0.79944
2013,Direct migration background,male,Yes,0.20313,139,752,0.17436,0.23191
2013,Direct migration background,male,No,0.79687,613,752,0.76809,0.82564
2013,Direct migration background,female,Yes,0.23291,202,994,0.20662,0.25920
2013,Direct migration background,female,No,0.76709,792,994,0.74080,0.79338
2013,Indirect migration background,male,No,0.91436,316,316,0.88346,0.94526
2013,Indirect migration background,female,Yes,0.09450,35,362,0.06432,0.12467
2013,Indirect migration background,female,No,0.90550,327,362,0.87533,0.93568
2015,No migration background,male,Yes,0.16141,1362,8737,0.15370,0.16913
2015,No migration background,male,No,0.83859,7375,8737,0.83087,0.84630
2015,No migration background,female,Yes,0.20791,1897,10286,0.20007,0.21576
2015,No migration background,female,No,0.79209,8389,10286,0.78424,0.79993
2015,Direct migration background,male,Yes,0.17438,318,2001,0.15775,0.19101
2015,Direct migration background,male,No,0.82562,1683,2001,0.80899,0.84225
2015,Direct migration background,female,Yes,0.18677,396,2472,0.17140,0.20214
2015,Direct migration background,female,No,0.81323,2076,2472,0.79786,0.82860
2015,Indirect migration background,male,Yes,0.05967,46,721,0.04236,0.07697
2015,Indirect migration background,male,No,0.94033,675,721,0.92303,0.95764
2015,Indirect migration background,female,Yes,0.09106,86,823,0.07139,0.11073
2015,Indirect migration background,female,No,0.90894,737,823,0.88927,0.92861
2017,No migration background,male,Yes,0.15473,1389,9364,0.14741,0.16206
2017,No migration background,male,No,0.84527,7975,9364,0.83794,0.85259
2017,No migration background,female,Yes,0.19051,1836,10747,0.18308,0.19793
2017,No migration background,female,No,0.80949,8911,10747,0.80207,0.81692
2017,Direct migration background,male,Yes,0.15380,298,2133,0.13849,0.16911
2017,Direct migration background,male,No,0.84620,1835,2133,0.83089,0.86151
2017,Direct migration background,female,Yes,0.17542,406,2683,0.16103,0.18981
2017,Direct migration background,female,No,0.82458,2277,2683,0.81019,0.83897
2017,Indirect migration background,male,Yes,0.08302,59,764,0.06344,0.10260
2017,Indirect migration background,male,No,0.91698,705,764,0.89740,0.93656
2017,Indirect migration background,female,Yes,0.08421,88,858,0.06562,0.10281
2017,Indirect migration background,female,No,0.91579,770,858,0.89719,0.93438
2019,No migration background,male,Yes,0.15828,1460,9729,0.15102,0.16553
2019,No migration background,male,No,0.84172,8269,9729,0.83447,0.84898
2019,No migration background,female,Yes,0.19477,1776,10388,0.18716,0.20239
2019,No migration background,female,No,0.80523,8612,10388,0.79761,0.81284
2019,Direct migration background,male,Yes,0.13999,240,1805,0.12398,0.15601
2019,Direct migration background,male,No,0.86001,1565,1805,0.84399,0.87602
2019,Direct migration background,female,Yes,0.17094,344,2225,0.15530,0.18659
2019,Direct migration background,female,No,0.82906,1881,2225,0.81341,0.84470
2019,Indirect migration background,male,Yes,0.06792,58,745,0.04984,0.08600
2019,Indirect migration background,male,No,0.93208,687,745,0.91400,0.95016
2019,Indirect migration background,female,Yes,0.10380,86,828,0.08301,0.12459
2019,Indirect migration background,female,No,0.89620,742,828,0.87541,0.91699
2021,No migration background,male,Yes,0.16531,987,6165,0.15604,0.17458
2021,No migration background,male,No,0.83469,5178,6165,0.82542,0.84396
2021,No migration background,female,Yes,0.22278,1397,6882,0.21295,0.23261
2021,No migration background,female,No,0.77722,5485,6882,0.76739,0.78705
2021,Direct migration background,male,Yes,0.18901,353,2685,0.17420,0.20383
2021,Direct migration background,male,No,0.81099,2332,2685,0.79617,0.82580
2021,Direct migration background,female,Yes,0.22389,412,2499,0.20755,0.24024
2021,Direct migration background,female,No,0.77611,2087,2499,0.75976,0.79245
2021,Indirect migration background,male,Yes,0.10158,44,440,0.07332,0.12983
2021,Indirect migration background,male,No,0.89842,396,440,0.87017,0.92668
2021,Indirect migration background,female,Yes,0.11723,68,486,0.08860,0.14586
2021,Indirect migration background,female,No,0.88277,418,486,0.85414,0.91140
