"ple0022","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2011","(noch) kein Abschluss","kein Migrationshintergrund","40","0.137607112986848","0.102120313683126","0.17309391229057"
"Ja","2011","(noch) kein Abschluss","direkter Migrationshintergrund","38","0.317140561406621","0.237752960259278","0.396528162553963"
"Ja","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Ja","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Hauptschule","kein Migrationshintergrund","1527","","",""
"Ja","2011","Hauptschule","direkter Migrationshintergrund","194","","",""
"Ja","2011","Hauptschule","indirekter Migrationshintergrund","24","","",""
"Ja","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Realschule","kein Migrationshintergrund","831","0.169860386722993","0.15960964291226","0.180111130533727"
"Ja","2011","Realschule","direkter Migrationshintergrund","20","","",""
"Ja","2011","Realschule","indirekter Migrationshintergrund","14","","",""
"Ja","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(Fach-)Abitur","kein Migrationshintergrund","222","","",""
"Ja","2011","(Fach-)Abitur","direkter Migrationshintergrund","68","0.170082643148751","0.132937739364038","0.207227546933464"
"Ja","2011","(Fach-)Abitur","indirekter Migrationshintergrund","11","","",""
"Ja","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","AkademikerIn","kein Migrationshintergrund","557","0.138576382103952","0.128013554861827","0.149139209346077"
"Ja","2011","AkademikerIn","direkter Migrationshintergrund","49","0.118225964938498","0.0853269938372864","0.15112493603971"
"Ja","2011","AkademikerIn","indirekter Migrationshintergrund","9","0.08004558186954","0.0288670231758097","0.13122414056327"
"Ja","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(noch) kein Abschluss","kein Migrationshintergrund","322","0.862392887013152","0.82690608770943","0.897879686316874"
"Nein","2011","(noch) kein Abschluss","direkter Migrationshintergrund","94","0.682859438593379","0.603471837446037","0.762247039740722"
"Nein","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","64","0.98112968837055","0.948548761542232","1.01371061519887"
"Nein","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Hauptschule","kein Migrationshintergrund","4525","0.737071313324643","0.725980270764232","0.748162355885054"
"Nein","2011","Hauptschule","direkter Migrationshintergrund","696","0.783380608687046","0.756316846921826","0.810444370452267"
"Nein","2011","Hauptschule","indirekter Migrationshintergrund","184","","",""
"Nein","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Realschule","kein Migrationshintergrund","4324","0.830139613277007","0.819888869466274","0.84039035708774"
"Nein","2011","Realschule","direkter Migrationshintergrund","151","","",""
"Nein","2011","Realschule","indirekter Migrationshintergrund","175","","",""
"Nein","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(Fach-)Abitur","kein Migrationshintergrund","1683","","",""
"Nein","2011","(Fach-)Abitur","direkter Migrationshintergrund","325","0.829917356851249","0.792772453066536","0.867062260635962"
"Nein","2011","(Fach-)Abitur","indirekter Migrationshintergrund","132","","",""
"Nein","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","AkademikerIn","kein Migrationshintergrund","3553","0.861423617896048","0.850860790653923","0.871986445138173"
"Nein","2011","AkademikerIn","direkter Migrationshintergrund","321","0.881774035061502","0.84887506396029","0.914673006162714"
"Nein","2011","AkademikerIn","indirekter Migrationshintergrund","99","0.91995441813046","0.86877585943673","0.97113297682419"
"Nein","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Realschule","kein Migrationshintergrund","","","",""
"Ja","2012","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Realschule","kein Migrationshintergrund","","","",""
"Nein","2012","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(noch) kein Abschluss","kein Migrationshintergrund","37","0.136082655410686","0.098805402967455","0.173359907853917"
"Ja","2013","(noch) kein Abschluss","direkter Migrationshintergrund","28","","",""
"Ja","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Ja","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Hauptschule","kein Migrationshintergrund","1378","","",""
"Ja","2013","Hauptschule","direkter Migrationshintergrund","159","","",""
"Ja","2013","Hauptschule","indirekter Migrationshintergrund","24","","",""
"Ja","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Realschule","kein Migrationshintergrund","804","0.175959525600993","0.165108962424677","0.186810088777309"
"Ja","2013","Realschule","direkter Migrationshintergrund","21","","",""
"Ja","2013","Realschule","indirekter Migrationshintergrund","14","","",""
"Ja","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
