year,migback,regtyp,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No migration background,Urban regions,Yes,0.18797,1956,11186,0.18073,0.19521
2011,No migration background,Urban regions,No,0.81203,9230,11186,0.80479,0.81927
2011,No migration background,Rural regions,Yes,0.19297,1242,6747,0.18356,0.20239
2011,No migration background,Rural regions,No,0.80703,5505,6747,0.79761,0.81644
2011,Direct migration background,Urban regions,Yes,0.18958,279,1549,0.17005,0.20910
2011,Direct migration background,Urban regions,No,0.81042,1270,1549,0.79090,0.82995
2011,Direct migration background,Rural regions,Yes,0.16946,97,467,0.13540,0.20353
2011,Direct migration background,Rural regions,No,0.83054,370,467,0.79647,0.86460
2011,Indirect migration background,Urban regions,Yes,0.05704,52,657,0.03929,0.07479
2011,Indirect migration background,Urban regions,No,0.94296,605,657,0.92521,0.96071
2011,Indirect migration background,Rural regions,No,0.91879,124,124,0.87051,0.96706
2013,No migration background,Urban regions,Yes,0.19058,1844,10189,0.18295,0.19821
2013,No migration background,Urban regions,No,0.80942,8345,10189,0.80179,0.81705
2013,No migration background,Rural regions,Yes,0.19178,1146,6232,0.18201,0.20156
2013,No migration background,Rural regions,No,0.80822,5086,6232,0.79844,0.81799
2013,Direct migration background,Urban regions,Yes,0.21679,254,1322,0.19457,0.23901
2013,Direct migration background,Urban regions,No,0.78321,1068,1322,0.76099,0.80543
2013,Direct migration background,Rural regions,Yes,0.22682,87,424,0.18691,0.26673
2013,Direct migration background,Rural regions,No,0.77318,337,424,0.73327,0.81309
2013,Indirect migration background,Urban regions,Yes,0.07210,41,563,0.05072,0.09349
2013,Indirect migration background,Urban regions,No,0.92790,522,563,0.90651,0.94928
2013,Indirect migration background,Rural regions,No,0.84614,121,121,0.78158,0.91070
2015,No migration background,Urban regions,Yes,0.18232,1947,11612,0.17529,0.18934
2015,No migration background,Urban regions,No,0.81768,9665,11612,0.81066,0.82471
2015,No migration background,Rural regions,Yes,0.19086,1312,7411,0.18191,0.19981
2015,No migration background,Rural regions,No,0.80914,6099,7411,0.80019,0.81809
2015,Direct migration background,Urban regions,Yes,0.18537,545,3335,0.17218,0.19856
2015,Direct migration background,Urban regions,No,0.81463,2790,3335,0.80144,0.82782
2015,Direct migration background,Rural regions,Yes,0.16410,169,1138,0.14257,0.18562
2015,Direct migration background,Rural regions,No,0.83590,969,1138,0.81438,0.85743
2015,Indirect migration background,Urban regions,Yes,0.06810,106,1253,0.05415,0.08206
2015,Indirect migration background,Urban regions,No,0.93190,1147,1253,0.91794,0.94585
2015,Indirect migration background,Rural regions,No,0.89465,265,265,0.85762,0.93169
2017,No migration background,Urban regions,Yes,0.16729,1911,12289,0.16069,0.17389
2017,No migration background,Urban regions,No,0.83271,10378,12289,0.82611,0.83931
2017,No migration background,Rural regions,Yes,0.18361,1314,7822,0.17503,0.19219
2017,No migration background,Rural regions,No,0.81639,6508,7822,0.80781,0.82497
2017,Direct migration background,Urban regions,Yes,0.16909,527,3553,0.15676,0.18142
2017,Direct migration background,Urban regions,No,0.83091,3026,3553,0.81858,0.84324
2017,Direct migration background,Rural regions,Yes,0.15104,177,1263,0.13128,0.17079
2017,Direct migration background,Rural regions,No,0.84896,1086,1263,0.82921,0.86872
2017,Indirect migration background,Urban regions,Yes,0.07582,118,1338,0.06163,0.09001
2017,Indirect migration background,Urban regions,No,0.92418,1220,1338,0.90999,0.93837
2017,Indirect migration background,Rural regions,No,0.86999,255,255,0.82863,0.91135
2019,No migration background,No answer / don't know,Yes,0.17893,94,484,0.14475,0.21311
2019,No migration background,No answer / don't know,No,0.82107,390,484,0.78689,0.85525
2019,No migration background,Urban regions,Yes,0.17168,1916,12180,0.16499,0.17838
2019,No migration background,Urban regions,No,0.82832,10264,12180,0.82162,0.83501
2019,No migration background,Rural regions,Yes,0.18644,1226,7459,0.17760,0.19528
2019,No migration background,Rural regions,No,0.81356,6233,7459,0.80472,0.82240
2019,Direct migration background,Urban regions,Yes,0.16518,436,2967,0.15182,0.17855
2019,Direct migration background,Urban regions,No,0.83482,2531,2967,0.82145,0.84818
2019,Direct migration background,Rural regions,Yes,0.12302,143,1031,0.10296,0.14308
2019,Direct migration background,Rural regions,No,0.87698,888,1031,0.85692,0.89704
2019,Indirect migration background,Urban regions,Yes,0.07587,111,1244,0.06115,0.09059
2019,Indirect migration background,Urban regions,No,0.92413,1133,1244,0.90941,0.93885
2019,Indirect migration background,Rural regions,No,0.87804,267,267,0.83871,0.91736
2021,No migration background,Urban regions,Yes,0.18981,1442,8244,0.18134,0.19827
2021,No migration background,Urban regions,No,0.81019,6802,8244,0.80173,0.81866
2021,No migration background,Rural regions,Yes,0.20242,942,4809,0.19106,0.21378
2021,No migration background,Rural regions,No,0.79758,3867,4809,0.78622,0.80894
2021,Direct migration background,Urban regions,Yes,0.21238,596,4034,0.19976,0.22500
2021,Direct migration background,Urban regions,No,0.78762,3438,4034,0.77500,0.80024
2021,Direct migration background,Rural regions,Yes,0.18666,169,1150,0.16413,0.20919
2021,Direct migration background,Rural regions,No,0.81334,981,1150,0.79081,0.83587
2021,Indirect migration background,Urban regions,Yes,0.09761,79,734,0.07613,0.11910
2021,Indirect migration background,Urban regions,No,0.90239,655,734,0.88090,0.92387
2021,Indirect migration background,Rural regions,Yes,0.17150,33,192,0.11804,0.22496
2021,Indirect migration background,Rural regions,No,0.82850,159,192,0.77504,0.88196
