year,age_gr,sampreg,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,West,Yes,0.03489,78,2322,0.02742,0.04235
2011,17-29 y.,West,No,0.96511,2244,2322,0.95765,0.97258
2011,17-29 y.,East,Yes,0.05531,34,672,0.03802,0.07261
2011,17-29 y.,East,No,0.94469,638,672,0.92739,0.96198
2011,30-45 y.,West,Yes,0.10591,420,3773,0.09609,0.11574
2011,30-45 y.,West,No,0.89409,3353,3773,0.88426,0.90391
2011,30-45 y.,East,Yes,0.12404,109,1083,0.10440,0.14368
2011,30-45 y.,East,No,0.87596,974,1083,0.85632,0.89560
2011,46-65 y.,West,Yes,0.22567,1259,5891,0.21500,0.23635
2011,46-65 y.,West,No,0.77433,4632,5891,0.76365,0.78500
2011,46-65 y.,East,Yes,0.20934,381,1883,0.19096,0.22772
2011,46-65 y.,East,No,0.79066,1502,1883,0.77228,0.80904
2011,66 and older,West,Yes,0.28205,1013,3854,0.26784,0.29626
2011,66 and older,West,No,0.71795,2841,3854,0.70374,0.73216
2011,66 and older,East,Yes,0.28888,347,1267,0.26391,0.31384
2011,66 and older,East,No,0.71112,920,1267,0.68616,0.73609
2013,17-29 y.,West,Yes,0.03788,77,2034,0.02958,0.04618
2013,17-29 y.,West,No,0.96212,1957,2034,0.95382,0.97042
2013,17-29 y.,East,No,0.96312,480,480,0.94625,0.98000
2013,30-45 y.,West,Yes,0.10669,360,3160,0.09592,0.11745
2013,30-45 y.,West,No,0.89331,2800,3160,0.88255,0.90408
2013,30-45 y.,East,Yes,0.13764,93,913,0.11528,0.16000
2013,30-45 y.,East,No,0.86236,820,913,0.84000,0.88472
2013,46-65 y.,West,Yes,0.22752,1176,5500,0.21644,0.23860
2013,46-65 y.,West,No,0.77248,4324,5500,0.76140,0.78356
2013,46-65 y.,East,Yes,0.21007,364,1819,0.19134,0.22879
2013,46-65 y.,East,No,0.78993,1455,1819,0.77121,0.80866
2013,66 and older,West,Yes,0.27725,982,3720,0.26286,0.29164
2013,66 and older,West,No,0.72275,2738,3720,0.70836,0.73714
2013,66 and older,East,Yes,0.27160,313,1218,0.24661,0.29659
2013,66 and older,East,No,0.72840,905,1218,0.70341,0.75339
2015,17-29 y.,West,Yes,0.03540,136,3270,0.02907,0.04173
2015,17-29 y.,West,No,0.96460,3134,3270,0.95827,0.97093
2015,17-29 y.,East,No,0.96088,628,628,0.94570,0.97606
2015,30-45 y.,West,Yes,0.10421,644,5893,0.09641,0.11201
2015,30-45 y.,West,No,0.89579,5249,5893,0.88799,0.90359
2015,30-45 y.,East,Yes,0.11033,159,1463,0.09427,0.12639
2015,30-45 y.,East,No,0.88967,1304,1463,0.87361,0.90573
2015,46-65 y.,West,Yes,0.21676,1407,6959,0.20708,0.22644
2015,46-65 y.,West,No,0.78324,5552,6959,0.77356,0.79292
2015,46-65 y.,East,Yes,0.22015,407,1918,0.20160,0.23870
2015,46-65 y.,East,No,0.77985,1511,1918,0.76130,0.79840
2015,66 and older,West,Yes,0.28102,1001,3665,0.26647,0.29558
2015,66 and older,West,No,0.71898,2664,3665,0.70442,0.73353
2015,66 and older,East,Yes,0.27647,326,1219,0.25135,0.30158
