"ple0022","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2011","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Ja","2011","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2011","(noch) kein Abschluss","Niedersachsen","10","","",""
"Ja","2011","(noch) kein Abschluss","Bremen","","","",""
"Ja","2011","(noch) kein Abschluss","Nordrhein-Westfalen","20","","",""
"Ja","2011","(noch) kein Abschluss","Hessen","11","","",""
"Ja","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","4","0.0913170739635927","-0.0173375933565587","0.199971741283744"
"Ja","2011","(noch) kein Abschluss","Baden-Wuerttemberg","11","","",""
"Ja","2011","(noch) kein Abschluss","Bayern","17","","",""
"Ja","2011","(noch) kein Abschluss","Saarland","","","",""
"Ja","2011","(noch) kein Abschluss","Berlin","","","",""
"Ja","2011","(noch) kein Abschluss","Brandenburg","1","","",""
"Ja","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2011","(noch) kein Abschluss","Sachsen","2","","",""
"Ja","2011","(noch) kein Abschluss","Sachsen-Anhalt","1","","",""
"Ja","2011","(noch) kein Abschluss","Thueringen","1","","",""
"Ja","2011","Hauptschule","Schleswig-Holstein","51","0.224732411162725","0.17136540627661","0.278099416048841"
"Ja","2011","Hauptschule","Hamburg","18","","",""
"Ja","2011","Hauptschule","Niedersachsen","184","","",""
"Ja","2011","Hauptschule","Bremen","7","0.246031819490907","0.0990839583491679","0.392979680632645"
"Ja","2011","Hauptschule","Nordrhein-Westfalen","396","0.27555024910456","0.253314757801855","0.297785740407264"
"Ja","2011","Hauptschule","Hessen","120","","",""
"Ja","2011","Hauptschule","Rheinland-Pfalz,Saarland","126","","",""
"Ja","2011","Hauptschule","Baden-Wuerttemberg","195","","",""
"Ja","2011","Hauptschule","Bayern","315","0.225202252395267","0.202820165680173","0.247584339110361"
"Ja","2011","Hauptschule","Saarland","","","",""
"Ja","2011","Hauptschule","Berlin","31","0.261023322609132","0.185526019592306","0.336520625625958"
"Ja","2011","Hauptschule","Brandenburg","58","0.302854051547077","0.242947762267889","0.362760340826264"
"Ja","2011","Hauptschule","Mecklenburg-Vorpommern","32","0.345163510204523","0.25334962761128","0.436977392797765"
"Ja","2011","Hauptschule","Sachsen","89","0.271723759383832","0.223059798658973","0.32038772010869"
"Ja","2011","Hauptschule","Sachsen-Anhalt","55","0.220818693829404","0.167785065521983","0.273852322136824"
"Ja","2011","Hauptschule","Thueringen","68","0.235665040463017","0.184852590281756","0.286477490644278"
"Ja","2011","Realschule","Schleswig-Holstein","28","","",""
"Ja","2011","Realschule","Hamburg","6","0.0786027837233782","0.0160046582877152","0.141200909159041"
"Ja","2011","Realschule","Niedersachsen","87","0.164572190108644","0.133779106454512","0.195365273762777"
"Ja","2011","Realschule","Bremen","4","0.0897674306126967","-0.00927212539620903","0.188806986621602"
"Ja","2011","Realschule","Nordrhein-Westfalen","145","","",""
"Ja","2011","Realschule","Hessen","59","0.188036313939241","0.146068616518232","0.23000401136025"
"Ja","2011","Realschule","Rheinland-Pfalz,Saarland","34","0.162823704377825","0.116210726720149","0.209436682035501"
"Ja","2011","Realschule","Baden-Wuerttemberg","70","0.133443961324384","0.105864266468025","0.161023656180744"
"Ja","2011","Realschule","Bayern","116","","",""
"Ja","2011","Realschule","Saarland","","","",""
"Ja","2011","Realschule","Berlin","50","0.206966250862348","0.153431923303052","0.260500578421644"
"Ja","2011","Realschule","Brandenburg","36","0.0986200119360108","0.0652685109145446","0.131971512957477"
"Ja","2011","Realschule","Mecklenburg-Vorpommern","40","0.247911191476968","0.188802167273546","0.307020215680391"
"Ja","2011","Realschule","Sachsen","80","0.143810583178326","0.1153025700539","0.172318596302752"
"Ja","2011","Realschule","Sachsen-Anhalt","49","0.185614249890715","0.142403815051662","0.228824684729769"
"Ja","2011","Realschule","Thueringen","61","0.207600926627632","0.164233357876131","0.250968495379133"
"Ja","2011","(Fach-)Abitur","Schleswig-Holstein","11","","",""
"Ja","2011","(Fach-)Abitur","Hamburg","4","0.0577636283565745","-0.0028008286726548","0.118328085385804"
"Ja","2011","(Fach-)Abitur","Niedersachsen","22","","",""
"Ja","2011","(Fach-)Abitur","Bremen","5","0.379303678789894","0.166653277643751","0.591954079936037"
"Ja","2011","(Fach-)Abitur","Nordrhein-Westfalen","88","0.149826646095529","0.122023463651935","0.177629828539123"
"Ja","2011","(Fach-)Abitur","Hessen","31","0.135853925122606","0.0886038957904137","0.183103954454798"
"Ja","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","12","","",""
"Ja","2011","(Fach-)Abitur","Baden-Wuerttemberg","35","0.135611819660546","0.0973132914290645","0.173910347892027"
"Ja","2011","(Fach-)Abitur","Bayern","43","0.121853489187066","0.0870317292892838","0.156675249084849"
"Ja","2011","(Fach-)Abitur","Saarland","","","",""
"Ja","2011","(Fach-)Abitur","Berlin","13","","",""
"Ja","2011","(Fach-)Abitur","Brandenburg","9","0.136916083521753","0.0580590552574825","0.215773111786023"
"Ja","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","5","0.164381886348262","0.0415969833229696","0.287166789373555"
"Ja","2011","(Fach-)Abitur","Sachsen","13","","",""
"Ja","2011","(Fach-)Abitur","Sachsen-Anhalt","3","","",""
"Ja","2011","(Fach-)Abitur","Thueringen","7","0.0969596847225408","0.0244648154514611","0.169454553993621"
"Ja","2011","AkademikerIn","Schleswig-Holstein","15","","",""
"Ja","2011","AkademikerIn","Hamburg","14","","",""
"Ja","2011","AkademikerIn","Niedersachsen","50","0.142938058510417","0.106058128665385","0.179817988355449"
