year,bula_h,regtyp,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Schleswig-Holstein,Urban regions,Yes,0.13904,31,205,0.09156,0.18652
2011,Schleswig-Holstein,Urban regions,No,0.86096,174,205,0.81348,0.90844
2011,Schleswig-Holstein,Rural regions,Yes,0.17064,79,446,0.13569,0.20559
2011,Schleswig-Holstein,Rural regions,No,0.82936,367,446,0.79441,0.86431
2011,Hamburg,Urban regions,Yes,0.12744,43,311,0.09032,0.16456
2011,Hamburg,Urban regions,No,0.87256,268,311,0.83544,0.90968
2011,Lower Saxony,Urban regions,Yes,0.19015,152,861,0.16392,0.21638
2011,Lower Saxony,Urban regions,No,0.80985,709,861,0.78362,0.83608
2011,Lower Saxony,Rural regions,Yes,0.20034,204,1047,0.17608,0.22459
2011,Lower Saxony,Rural regions,No,0.79966,843,1047,0.77541,0.82392
2011,Bremen,Urban regions,No,0.82677,109,109,0.75540,0.89815
2011,North Rhine-Westphalia,Urban regions,Yes,0.20070,749,3996,0.18828,0.21312
2011,North Rhine-Westphalia,Urban regions,No,0.79930,3247,3996,0.78688,0.81172
2011,North Rhine-Westphalia,Rural regions,No,0.84444,116,116,0.77820,0.91068
2011,Hesse,Urban regions,Yes,0.19274,204,1157,0.17000,0.21548
2011,Hesse,Urban regions,No,0.80726,953,1157,0.78452,0.83000
2011,Hesse,Rural regions,Yes,0.21445,52,252,0.16368,0.26523
2011,Hesse,Rural regions,No,0.78555,200,252,0.73477,0.83632
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.14949,142,878,0.12589,0.17309
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85051,736,878,0.82691,0.87411
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.18384,64,328,0.14186,0.22583
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.81616,264,328,0.77417,0.85814
2011,Baden-Wuerttemberg,Urban regions,Yes,0.16666,327,2240,0.15123,0.18210
2011,Baden-Wuerttemberg,Urban regions,No,0.83334,1913,2240,0.81790,0.84877
2011,Baden-Wuerttemberg,Rural regions,Yes,0.16588,41,246,0.11930,0.21246
2011,Baden-Wuerttemberg,Rural regions,No,0.83412,205,246,0.78754,0.88070
2011,Bavaria,Urban regions,Yes,0.18121,266,1528,0.16189,0.20053
2011,Bavaria,Urban regions,No,0.81879,1262,1528,0.79947,0.83811
2011,Bavaria,Rural regions,Yes,0.17110,301,1656,0.15296,0.18925
2011,Bavaria,Rural regions,No,0.82890,1355,1656,0.81075,0.84704
2011,Berlin,Urban regions,Yes,0.19255,137,781,0.16488,0.22023
2011,Berlin,Urban regions,No,0.80745,644,781,0.77977,0.83512
2011,Brandenburg,Urban regions,No,0.79773,56,56,0.69157,0.90389
2011,Brandenburg,Rural regions,Yes,0.17515,134,813,0.14900,0.20129
2011,Brandenburg,Rural regions,No,0.82485,679,813,0.79871,0.85100
2011,Mecklenburg-Western Pomerania,Urban regions,No,0.82089,40,40,0.70055,0.94124
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.24698,95,470,0.20795,0.28601
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.75302,375,470,0.71399,0.79205
2011,Saxony,Urban regions,Yes,0.17800,131,724,0.15012,0.20588
2011,Saxony,Urban regions,No,0.82200,593,724,0.79412,0.84988
2011,Saxony,Rural regions,Yes,0.18651,119,680,0.15721,0.21581
2011,Saxony,Rural regions,No,0.81349,561,680,0.78419,0.84279
2011,Saxony-Anhalt,Urban regions,Yes,0.17735,32,205,0.12493,0.22977
2011,Saxony-Anhalt,Urban regions,No,0.82265,173,205,0.77023,0.87507
2011,Saxony-Anhalt,Rural regions,Yes,0.18560,124,662,0.15596,0.21524
2011,Saxony-Anhalt,Rural regions,No,0.81440,538,662,0.78476,0.84404
2011,Thuringa,Urban regions,Yes,0.11536,38,266,0.07690,0.15383
2011,Thuringa,Urban regions,No,0.88464,228,266,0.84617,0.92310
2011,Thuringa,Rural regions,Yes,0.22980,122,618,0.19660,0.26300
