year,migback,regtyp,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Urban regions,Very important,0.02798,143,5006,0.02341,0.03254
1990,No migration background,Urban regions,Important,0.23399,1150,5006,0.22226,0.24572
1990,No migration background,Urban regions,Less important,0.47779,2445,5006,0.46395,0.49163
1990,No migration background,Urban regions,Unimportant,0.26024,1268,5006,0.24808,0.27239
1990,No migration background,Rural regions,Important,0.19817,326,1560,0.17838,0.21796
1990,No migration background,Rural regions,Less important,0.51061,822,1560,0.48580,0.53542
1990,No migration background,Rural regions,Unimportant,0.27276,412,1560,0.25065,0.29487
1990,Direct migration background,Urban regions,Important,0.16381,58,354,0.12520,0.20242
1990,Direct migration background,Urban regions,Less important,0.45897,170,354,0.40699,0.51096
1990,Direct migration background,Urban regions,Unimportant,0.34330,126,354,0.29377,0.39283
1990,Direct migration background,Rural regions,Less important,0.47772,40,40,0.32095,0.63449
1992,No migration background,No answer / don't know,Less important,0.52025,67,104,0.42376,0.61673
1992,No migration background,No answer / don't know,Unimportant,0.37949,37,104,0.28577,0.47320
1992,No migration background,Urban regions,Very important,0.02189,125,6108,0.01822,0.02556
1992,No migration background,Urban regions,Important,0.15713,936,6108,0.14800,0.16626
1992,No migration background,Urban regions,Less important,0.48146,3010,6108,0.46893,0.49400
1992,No migration background,Urban regions,Unimportant,0.33952,2037,6108,0.32764,0.35140
1992,No migration background,Rural regions,Very important,0.01664,68,4025,0.01268,0.02059
1992,No migration background,Rural regions,Important,0.12536,516,4025,0.11513,0.13559
1992,No migration background,Rural regions,Less important,0.48310,2081,4025,0.46766,0.49854
1992,No migration background,Rural regions,Unimportant,0.37491,1360,4025,0.35995,0.38986
1992,Direct migration background,Urban regions,Important,0.13807,53,386,0.10361,0.17253
1992,Direct migration background,Urban regions,Less important,0.46467,183,386,0.41485,0.51449
1992,Direct migration background,Urban regions,Unimportant,0.36980,150,386,0.32158,0.41802
1992,Direct migration background,Rural regions,Less important,0.34997,62,142,0.27125,0.42870
1992,Direct migration background,Rural regions,Unimportant,0.48091,80,142,0.39844,0.56338
1992,Indirect migration background,Urban regions,Less important,0.57829,32,32,0.40445,0.75213
