year,migback,pgisced97,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,No answer / don't know,Less important,0.47723,35,35,0.30934,0.64513
1990,No migration background,Pre-primary Level,Less important,0.59538,57,57,0.46683,0.72394
1990,No migration background,Lower Secondary Level,Important,0.14559,217,1465,0.12752,0.16366
1990,No migration background,Lower Secondary Level,Less important,0.42786,651,1465,0.40251,0.45320
1990,No migration background,Lower Secondary Level,Unimportant,0.41161,597,1465,0.38640,0.43681
1990,No migration background,Upper Secondary Level,Very important,0.02434,87,3616,0.01932,0.02936
1990,No migration background,Upper Secondary Level,Important,0.22519,798,3616,0.21157,0.23881
1990,No migration background,Upper Secondary Level,Less important,0.50646,1874,3616,0.49016,0.52276
1990,No migration background,Upper Secondary Level,Unimportant,0.24401,857,3616,0.23001,0.25801
1990,No migration background,Post-secondary Non-tertiary Level,Important,0.28192,54,160,0.21199,0.35186
1990,No migration background,Post-secondary Non-tertiary Level,Less important,0.54068,106,160,0.46322,0.61814
1990,No migration background,First Stage of Tertiary Education,Important,0.25294,113,447,0.21260,0.29329
1990,No migration background,First Stage of Tertiary Education,Less important,0.52645,249,447,0.48011,0.57278
1990,No migration background,First Stage of Tertiary Education,Unimportant,0.19988,85,447,0.16277,0.23700
1990,No migration background,Second Stage of Tertiary Education,Very important,0.04830,32,602,0.03116,0.06544
1990,No migration background,Second Stage of Tertiary Education,Important,0.40158,243,602,0.36239,0.44077
1990,No migration background,Second Stage of Tertiary Education,Less important,0.45393,268,602,0.41413,0.49374
1990,No migration background,Second Stage of Tertiary Education,Unimportant,0.09619,59,602,0.07261,0.11976
1990,Direct migration background,Lower Secondary Level,Less important,0.33913,44,91,0.24132,0.43694
1990,Direct migration background,Lower Secondary Level,Unimportant,0.44726,47,91,0.34454,0.54999
1990,Direct migration background,Upper Secondary Level,Less important,0.54264,112,182,0.47006,0.61522
1990,Direct migration background,Upper Secondary Level,Unimportant,0.30762,70,182,0.24038,0.37485
1992,No migration background,No answer / don't know,Less important,0.52177,55,55,0.38853,0.65500
