year,pgisced97,quintil_oecd,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,1st Quintile,Important,0.10632,45,410,0.07645,0.13620
1990,Lower Secondary Level,1st Quintile,Less important,0.40017,172,410,0.35269,0.44765
1990,Lower Secondary Level,1st Quintile,Unimportant,0.47900,193,410,0.43058,0.52741
1990,Lower Secondary Level,2nd Quintile,Important,0.17107,65,389,0.13360,0.20854
1990,Lower Secondary Level,2nd Quintile,Less important,0.39856,163,389,0.34984,0.44728
1990,Lower Secondary Level,2nd Quintile,Unimportant,0.42568,161,389,0.37648,0.47488
1990,Lower Secondary Level,3rd Quintile,Important,0.15360,46,308,0.11327,0.19394
1990,Lower Secondary Level,3rd Quintile,Less important,0.42091,136,308,0.36568,0.47614
1990,Lower Secondary Level,3rd Quintile,Unimportant,0.39037,126,308,0.33580,0.44494
1990,Lower Secondary Level,4th Quintile,Important,0.16662,52,303,0.12459,0.20864
1990,Lower Secondary Level,4th Quintile,Less important,0.48366,150,303,0.42730,0.54003
1990,Lower Secondary Level,4th Quintile,Unimportant,0.34508,101,303,0.29146,0.39870
1990,Lower Secondary Level,5th Quintile,Important,0.18096,31,176,0.12392,0.23800
1990,Lower Secondary Level,5th Quintile,Less important,0.44075,78,176,0.36719,0.51431
1990,Lower Secondary Level,5th Quintile,Unimportant,0.35437,67,176,0.28350,0.42523
1990,Upper Secondary Level,1st Quintile,Important,0.18841,103,517,0.15467,0.22215
1990,Upper Secondary Level,1st Quintile,Less important,0.43685,242,517,0.39405,0.47964
1990,Upper Secondary Level,1st Quintile,Unimportant,0.35236,172,517,0.31114,0.39358
1990,Upper Secondary Level,2nd Quintile,Important,0.20758,155,725,0.17804,0.23713
1990,Upper Secondary Level,2nd Quintile,Less important,0.49892,383,725,0.46250,0.53534
1990,Upper Secondary Level,2nd Quintile,Unimportant,0.26640,187,725,0.23420,0.29860
1990,Upper Secondary Level,3rd Quintile,Important,0.21417,169,776,0.18528,0.24305
1990,Upper Secondary Level,3rd Quintile,Less important,0.50144,415,776,0.46624,0.53664
1990,Upper Secondary Level,3rd Quintile,Unimportant,0.25072,192,776,0.22021,0.28124
1990,Upper Secondary Level,4th Quintile,Important,0.21005,185,909,0.18356,0.23655
1990,Upper Secondary Level,4th Quintile,Less important,0.56820,520,909,0.53598,0.60042
1990,Upper Secondary Level,4th Quintile,Unimportant,0.20189,204,909,0.17578,0.22800
1990,Upper Secondary Level,5th Quintile,Important,0.26234,218,835,0.23248,0.29220
1990,Upper Secondary Level,5th Quintile,Less important,0.50949,438,835,0.47556,0.54341
1990,Upper Secondary Level,5th Quintile,Unimportant,0.20654,179,835,0.17907,0.23402
1990,Post-secondary Non-tertiary Level,4th Quintile,Less important,0.62536,31,31,0.45216,0.79857
1990,Post-secondary Non-tertiary Level,5th Quintile,Less important,0.55504,39,39,0.39703,0.71305
1990,First Stage of Tertiary Education,2nd Quintile,Less important,0.44154,36,36,0.27702,0.60605
1990,First Stage of Tertiary Education,3rd Quintile,Less important,0.54434,56,56,0.41272,0.67596
1990,First Stage of Tertiary Education,4th Quintile,Important,0.33766,35,85,0.23653,0.43880
1990,First Stage of Tertiary Education,4th Quintile,Less important,0.42858,50,85,0.32275,0.53441
1990,First Stage of Tertiary Education,5th Quintile,Important,0.21757,37,134,0.14745,0.28769
1990,First Stage of Tertiary Education,5th Quintile,Less important,0.57621,97,134,0.49223,0.66019
1990,Second Stage of Tertiary Education,3rd Quintile,Less important,0.45310,40,40,0.29686,0.60933
1990,Second Stage of Tertiary Education,4th Quintile,Important,0.31602,48,120,0.23248,0.39955
1990,Second Stage of Tertiary Education,4th Quintile,Less important,0.52046,72,120,0.43070,0.61022
1990,Second Stage of Tertiary Education,5th Quintile,Important,0.43994,148,299,0.38358,0.49630
1990,Second Stage of Tertiary Education,5th Quintile,Less important,0.44400,151,299,0.38758,0.50041
1992,Lower Secondary Level,1st Quintile,Important,0.07510,46,523,0.05249,0.09771
1992,Lower Secondary Level,1st Quintile,Less important,0.27083,164,523,0.23271,0.30895
1992,Lower Secondary Level,1st Quintile,Unimportant,0.63875,313,523,0.59754,0.67996
1992,Lower Secondary Level,2nd Quintile,Important,0.07577,38,425,0.05058,0.10095
1992,Lower Secondary Level,2nd Quintile,Less important,0.40707,183,425,0.36031,0.45383
1992,Lower Secondary Level,2nd Quintile,Unimportant,0.50895,204,425,0.46137,0.55654
1992,Lower Secondary Level,3rd Quintile,Important,0.08231,31,356,0.05372,0.11091
1992,Lower Secondary Level,3rd Quintile,Less important,0.41936,165,356,0.36803,0.47069
1992,Lower Secondary Level,3rd Quintile,Unimportant,0.46929,160,356,0.41738,0.52121
1992,Lower Secondary Level,4th Quintile,Important,0.10308,39,366,0.07188,0.13427
1992,Lower Secondary Level,4th Quintile,Less important,0.45305,171,366,0.40198,0.50412
1992,Lower Secondary Level,4th Quintile,Unimportant,0.43959,156,366,0.38867,0.49051
1992,Lower Secondary Level,5th Quintile,Important,0.12419,31,229,0.08138,0.16700
1992,Lower Secondary Level,5th Quintile,Less important,0.47748,110,229,0.41265,0.54232
1992,Lower Secondary Level,5th Quintile,Unimportant,0.37102,88,229,0.30831,0.43372
1992,Upper Secondary Level,1st Quintile,Important,0.09384,120,1252,0.07768,0.11000
1992,Upper Secondary Level,1st Quintile,Less important,0.43206,592,1252,0.40461,0.45951
1992,Upper Secondary Level,1st Quintile,Unimportant,0.45749,540,1252,0.42989,0.48510
1992,Upper Secondary Level,2nd Quintile,Important,0.11191,132,1266,0.09453,0.12928
1992,Upper Secondary Level,2nd Quintile,Less important,0.48739,659,1266,0.45985,0.51494
1992,Upper Secondary Level,2nd Quintile,Unimportant,0.38902,475,1266,0.36215,0.41589
1992,Upper Secondary Level,3rd Quintile,Important,0.12245,142,1108,0.10314,0.14176
1992,Upper Secondary Level,3rd Quintile,Less important,0.51849,608,1108,0.48905,0.54792
1992,Upper Secondary Level,3rd Quintile,Unimportant,0.34197,358,1108,0.31403,0.36992
1992,Upper Secondary Level,4th Quintile,Important,0.15291,176,1176,0.13233,0.17349
1992,Upper Secondary Level,4th Quintile,Less important,0.48514,601,1176,0.45656,0.51372
1992,Upper Secondary Level,4th Quintile,Unimportant,0.34365,399,1176,0.31650,0.37081
1992,Upper Secondary Level,5th Quintile,Important,0.15930,164,1086,0.13752,0.18108
1992,Upper Secondary Level,5th Quintile,Less important,0.54793,604,1086,0.51831,0.57754
1992,Upper Secondary Level,5th Quintile,Unimportant,0.27063,318,1086,0.24420,0.29707
1992,Post-secondary Non-tertiary Level,4th Quintile,Less important,0.61934,43,43,0.47250,0.76619
1992,Post-secondary Non-tertiary Level,5th Quintile,Less important,0.58762,51,51,0.45117,0.72407
1992,First Stage of Tertiary Education,1st Quintile,Less important,0.43173,45,77,0.32037,0.54309
1992,First Stage of Tertiary Education,1st Quintile,Unimportant,0.41393,32,77,0.30319,0.52466
1992,First Stage of Tertiary Education,2nd Quintile,Less important,0.45982,69,120,0.37027,0.54937
1992,First Stage of Tertiary Education,2nd Quintile,Unimportant,0.36192,51,120,0.27557,0.44826
1992,First Stage of Tertiary Education,3rd Quintile,Less important,0.47168,84,121,0.38236,0.56099
1992,First Stage of Tertiary Education,3rd Quintile,Unimportant,0.28353,37,121,0.20289,0.36418
1992,First Stage of Tertiary Education,4th Quintile,Less important,0.56991,81,81,0.46142,0.67840
1992,First Stage of Tertiary Education,5th Quintile,Important,0.17378,41,212,0.12266,0.22491
1992,First Stage of Tertiary Education,5th Quintile,Less important,0.54488,112,212,0.47769,0.61208
1992,First Stage of Tertiary Education,5th Quintile,Unimportant,0.26423,59,212,0.20474,0.32372
