year,pgisced97,sampreg,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,West,Less important,0.48135,39,39,0.32249,0.64022
1990,Pre-primary Level,West,Less important,0.60197,63,63,0.48012,0.72381
1990,Primary Level,West,Unimportant,0.46423,34,34,0.29407,0.63439
1990,Lower Secondary Level,West,Important,0.14875,239,1588,0.13125,0.16626
1990,Lower Secondary Level,West,Less important,0.42222,699,1588,0.39792,0.44652
1990,Lower Secondary Level,West,Unimportant,0.41373,650,1588,0.38950,0.43797
1990,Upper Secondary Level,West,Very important,0.02486,93,3855,0.01994,0.02978
1990,Upper Secondary Level,West,Important,0.21864,830,3855,0.20559,0.23169
1990,Upper Secondary Level,West,Less important,0.50913,1998,3855,0.49334,0.52491
1990,Upper Secondary Level,West,Unimportant,0.24737,934,3855,0.23375,0.26099
1990,Post-secondary Non-tertiary Level,West,Important,0.26892,56,169,0.20187,0.33597
1990,Post-secondary Non-tertiary Level,West,Less important,0.54136,113,169,0.46601,0.61671
1990,First Stage of Tertiary Education,West,Important,0.24902,121,486,0.21053,0.28750
1990,First Stage of Tertiary Education,West,Less important,0.51961,268,486,0.47514,0.56407
1990,First Stage of Tertiary Education,West,Unimportant,0.21214,97,486,0.17576,0.24853
1990,Second Stage of Tertiary Education,West,Very important,0.04728,34,654,0.03101,0.06356
1990,Second Stage of Tertiary Education,West,Important,0.39310,257,654,0.35564,0.43057
1990,Second Stage of Tertiary Education,West,Less important,0.45174,292,654,0.41357,0.48991
1990,Second Stage of Tertiary Education,West,Unimportant,0.10787,71,654,0.08408,0.13167
1992,No answer / don't know,West,Less important,0.51807,47,47,0.37368,0.66247
1992,Pre-primary Level,West,Less important,0.53727,50,50,0.39766,0.67688
1992,Pre-primary Level,East,Less important,0.66805,31,31,0.49953,0.83656
1992,Primary Level,West,Unimportant,0.72312,50,50,0.59783,0.84841
1992,Lower Secondary Level,West,Important,0.08989,141,1455,0.07519,0.10460
1992,Lower Secondary Level,West,Less important,0.40058,623,1455,0.37539,0.42577
1992,Lower Secondary Level,West,Unimportant,0.49333,691,1455,0.46763,0.51903
1992,Lower Secondary Level,East,Important,0.07485,44,444,0.05034,0.09935
1992,Lower Secondary Level,East,Less important,0.31712,170,444,0.27379,0.36046
1992,Lower Secondary Level,East,Unimportant,0.59437,230,444,0.54865,0.64010
1992,Upper Secondary Level,West,Very important,0.01847,73,3786,0.01418,0.02276
1992,Upper Secondary Level,West,Important,0.14062,517,3786,0.12955,0.15170
1992,Upper Secondary Level,West,Less important,0.49374,1907,3786,0.47781,0.50967
1992,Upper Secondary Level,West,Unimportant,0.34717,1289,3786,0.33200,0.36234
1992,Upper Secondary Level,East,Important,0.09387,217,2176,0.08161,0.10612
1992,Upper Secondary Level,East,Less important,0.50330,1157,2176,0.48229,0.52431
1992,Upper Secondary Level,East,Unimportant,0.38938,802,2176,0.36889,0.40988
1992,Post-secondary Non-tertiary Level,West,Important,0.21838,51,217,0.16328,0.27348
1992,Post-secondary Non-tertiary Level,West,Less important,0.58412,128,217,0.51839,0.64985
1992,Post-secondary Non-tertiary Level,West,Unimportant,0.16063,38,217,0.11166,0.20960
1992,Post-secondary Non-tertiary Level,East,Less important,0.46987,39,39,0.31119,0.62856
1992,First Stage of Tertiary Education,West,Important,0.19211,101,499,0.15751,0.22671
1992,First Stage of Tertiary Education,West,Less important,0.49607,256,499,0.45216,0.53998
1992,First Stage of Tertiary Education,West,Unimportant,0.28452,142,499,0.24490,0.32415
1992,First Stage of Tertiary Education,East,Less important,0.55926,135,200,0.49027,0.62824
1992,First Stage of Tertiary Education,East,Unimportant,0.31565,65,200,0.25107,0.38022
1992,Second Stage of Tertiary Education,West,Important,0.29751,206,662,0.26266,0.33236
1992,Second Stage of Tertiary Education,West,Less important,0.51224,353,662,0.47414,0.55035
1992,Second Stage of Tertiary Education,West,Unimportant,0.15027,103,662,0.12303,0.17751
1992,Second Stage of Tertiary Education,East,Important,0.21562,184,887,0.18854,0.24270
1992,Second Stage of Tertiary Education,East,Less important,0.53657,510,887,0.50374,0.56941
1992,Second Stage of Tertiary Education,East,Unimportant,0.21955,193,887,0.19229,0.24681
1995,No answer / don't know,West,Less important,0.49770,53,88,0.39263,0.60276
1995,No answer / don't know,West,Unimportant,0.29409,35,88,0.19834,0.38983
1995,Pre-primary Level,West,Less important,0.59734,84,84,0.49183,0.70285
1995,Pre-primary Level,East,Less important,0.61475,58,58,0.48841,0.74109
1995,Primary Level,West,Unimportant,0.54677,51,51,0.40879,0.68476
1995,Lower Secondary Level,West,Important,0.10123,148,1427,0.08557,0.11688
1995,Lower Secondary Level,West,Less important,0.40734,605,1427,0.38184,0.43284
1995,Lower Secondary Level,West,Unimportant,0.48395,674,1427,0.45802,0.50989
1995,Lower Secondary Level,East,Less important,0.38840,165,349,0.33719,0.43961
1995,Lower Secondary Level,East,Unimportant,0.54099,184,349,0.48864,0.59335
1995,Upper Secondary Level,West,Very important,0.01587,61,4011,0.01200,0.01973
1995,Upper Secondary Level,West,Important,0.14525,557,4011,0.13434,0.15615
1995,Upper Secondary Level,West,Less important,0.50960,2064,4011,0.49413,0.52508
1995,Upper Secondary Level,West,Unimportant,0.32928,1329,4011,0.31474,0.34383
1995,Upper Secondary Level,East,Important,0.08831,174,2007,0.07589,0.10073
1995,Upper Secondary Level,East,Less important,0.52326,1120,2007,0.50140,0.54512
1995,Upper Secondary Level,East,Unimportant,0.37710,713,2007,0.35589,0.39831
1995,Post-secondary Non-tertiary Level,West,Important,0.21096,63,322,0.16632,0.25559
1995,Post-secondary Non-tertiary Level,West,Less important,0.53317,177,322,0.47859,0.58775
1995,Post-secondary Non-tertiary Level,West,Unimportant,0.23981,82,322,0.19310,0.28652
1995,Post-secondary Non-tertiary Level,East,Less important,0.69620,46,46,0.56182,0.83057
1995,First Stage of Tertiary Education,West,Important,0.17732,97,496,0.14368,0.21097
1995,First Stage of Tertiary Education,West,Less important,0.55263,283,496,0.50882,0.59643
1995,First Stage of Tertiary Education,West,Unimportant,0.25640,116,496,0.21793,0.29486
1995,First Stage of Tertiary Education,East,Important,0.15492,34,227,0.10775,0.20210
1995,First Stage of Tertiary Education,East,Less important,0.54204,134,227,0.47708,0.60700
1995,First Stage of Tertiary Education,East,Unimportant,0.29688,59,227,0.23732,0.35645
1995,Second Stage of Tertiary Education,West,Important,0.24540,215,842,0.21632,0.27449
1995,Second Stage of Tertiary Education,West,Less important,0.52804,456,842,0.49430,0.56178
1995,Second Stage of Tertiary Education,West,Unimportant,0.19481,171,842,0.16805,0.22158
1995,Second Stage of Tertiary Education,East,Important,0.19753,157,806,0.17003,0.22503
1995,Second Stage of Tertiary Education,East,Less important,0.49178,440,806,0.45724,0.52632
1995,Second Stage of Tertiary Education,East,Unimportant,0.27786,209,806,0.24692,0.30880
2004,No answer / don't know,West,Important,0.16065,35,197,0.10924,0.21206
2004,No answer / don't know,West,Less important,0.48438,101,197,0.41441,0.55434
2004,No answer / don't know,West,Unimportant,0.35038,61,197,0.28359,0.41718
2004,No answer / don't know,East,Less important,0.56424,31,31,0.38680,0.74168
2004,Pre-primary Level,West,Important,0.26075,129,434,0.21939,0.30210
2004,Pre-primary Level,West,Less important,0.48969,230,434,0.44260,0.53677
2004,Pre-primary Level,West,Unimportant,0.18199,75,434,0.14565,0.21833
2004,Pre-primary Level,East,Important,0.21655,33,160,0.15253,0.28057
2004,Pre-primary Level,East,Less important,0.52777,94,160,0.45017,0.60537
2004,Pre-primary Level,East,Unimportant,0.22707,33,160,0.16195,0.29219
2004,Primary Level,West,Less important,0.43259,87,210,0.36542,0.49976
2004,Primary Level,West,Unimportant,0.47735,123,210,0.40964,0.54507
2004,Lower Secondary Level,West,Very important,0.01792,36,2172,0.01234,0.02351
2004,Lower Secondary Level,West,Important,0.14583,298,2172,0.13099,0.16068
