year,bula_h,pgisced97,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Upper Secondary Level,Less important,0.58235,88,123,0.49483,0.66986
1990,Schleswig-Holstein,Upper Secondary Level,Unimportant,0.23244,35,123,0.15749,0.30740
1990,Hamburg,Upper Secondary Level,Less important,0.60364,44,44,0.45744,0.74984
1990,Lower Saxony,Lower Secondary Level,Less important,0.45800,86,165,0.38174,0.53425
1990,Lower Saxony,Lower Secondary Level,Unimportant,0.40717,79,165,0.33197,0.48236
1990,Lower Saxony,Upper Secondary Level,Important,0.18826,87,449,0.15206,0.22446
1990,Lower Saxony,Upper Secondary Level,Less important,0.56729,264,449,0.52141,0.61317
1990,Lower Saxony,Upper Secondary Level,Unimportant,0.21914,98,449,0.18083,0.25745
1990,Lower Saxony,Second Stage of Tertiary Education,Less important,0.53170,37,37,0.36869,0.69470
1990,North Rhine-Westphalia,Lower Secondary Level,Important,0.18584,68,374,0.14636,0.22531
1990,North Rhine-Westphalia,Lower Secondary Level,Less important,0.40764,157,374,0.35777,0.45751
1990,North Rhine-Westphalia,Lower Secondary Level,Unimportant,0.37983,149,374,0.33058,0.42909
1990,North Rhine-Westphalia,Upper Secondary Level,Very important,0.03210,33,1059,0.02148,0.04272
1990,North Rhine-Westphalia,Upper Secondary Level,Important,0.27453,274,1059,0.24764,0.30142
1990,North Rhine-Westphalia,Upper Secondary Level,Less important,0.47516,517,1059,0.44507,0.50525
1990,North Rhine-Westphalia,Upper Secondary Level,Unimportant,0.21821,235,1059,0.19332,0.24310
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Less important,0.60820,38,38,0.45091,0.76549
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Important,0.26401,34,104,0.17888,0.34914
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Less important,0.52332,70,104,0.42686,0.61977
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Important,0.40325,76,164,0.32794,0.47856
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Less important,0.46411,88,164,0.38754,0.54067
1990,Hesse,Lower Secondary Level,Less important,0.41168,68,131,0.32708,0.49628
1990,Hesse,Lower Secondary Level,Unimportant,0.43465,63,131,0.34943,0.51986
1990,Hesse,Upper Secondary Level,Important,0.24763,87,350,0.20235,0.29292
1990,Hesse,Upper Secondary Level,Less important,0.46937,175,350,0.41701,0.52173
1990,Hesse,Upper Secondary Level,Unimportant,0.26170,88,350,0.21558,0.30782
1990,Hesse,Second Stage of Tertiary Education,Less important,0.44784,32,32,0.27278,0.62289
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Less important,0.38578,71,157,0.30939,0.46217
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Unimportant,0.50848,86,157,0.43003,0.58693
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Important,0.17991,56,283,0.13508,0.22474
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Less important,0.52813,150,283,0.46986,0.58640
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Unimportant,0.27710,77,283,0.22486,0.32934
1990,Baden-Wuerttemberg,Lower Secondary Level,Important,0.14698,41,289,0.10609,0.18788
1990,Baden-Wuerttemberg,Lower Secondary Level,Less important,0.40952,127,289,0.35273,0.46632
