"plh0111","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Hamburg","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Niedersachsen","1","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Bremen","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Nordrhein-Westfalen","1","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Hessen","1","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Bayern","1","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Saarland","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Berlin","1","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Sachsen","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Thüringen","","","",""
"Sehr wichtig","1990","Hauptschule","Schleswig-Holstein","2","","",""
"Sehr wichtig","1990","Hauptschule","Hamburg","1","","",""
"Sehr wichtig","1990","Hauptschule","Niedersachsen","9","","",""
"Sehr wichtig","1990","Hauptschule","Bremen","4","","",""
"Sehr wichtig","1990","Hauptschule","Nordrhein-Westfalen","27","","",""
"Sehr wichtig","1990","Hauptschule","Hessen","6","","",""
"Sehr wichtig","1990","Hauptschule","Rheinland-Pfalz,Saarland","10","","",""
"Sehr wichtig","1990","Hauptschule","Baden-Württemberg","11","","",""
"Sehr wichtig","1990","Hauptschule","Bayern","10","","",""
"Sehr wichtig","1990","Hauptschule","Saarland","","","",""
"Sehr wichtig","1990","Hauptschule","Berlin","2","","",""
"Sehr wichtig","1990","Hauptschule","Brandenburg","","","",""
"Sehr wichtig","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","Hauptschule","Sachsen","","","",""
"Sehr wichtig","1990","Hauptschule","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","Hauptschule","Thüringen","","","",""
"Sehr wichtig","1990","Realschule","Schleswig-Holstein","1","","",""
"Sehr wichtig","1990","Realschule","Hamburg","","","",""
"Sehr wichtig","1990","Realschule","Niedersachsen","4","","",""
"Sehr wichtig","1990","Realschule","Bremen","3","","",""
"Sehr wichtig","1990","Realschule","Nordrhein-Westfalen","7","","",""
"Sehr wichtig","1990","Realschule","Hessen","1","","",""
"Sehr wichtig","1990","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Sehr wichtig","1990","Realschule","Baden-Württemberg","1","","",""
"Sehr wichtig","1990","Realschule","Bayern","9","","",""
"Sehr wichtig","1990","Realschule","Saarland","","","",""
"Sehr wichtig","1990","Realschule","Berlin","1","","",""
"Sehr wichtig","1990","Realschule","Brandenburg","","","",""
"Sehr wichtig","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","Realschule","Sachsen","","","",""
"Sehr wichtig","1990","Realschule","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","Realschule","Thüringen","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Hamburg","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Niedersachsen","2","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Bremen","2","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Nordrhein-Westfalen","14","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Hessen","4","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Baden-Württemberg","3","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Bayern","4","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Saarland","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Berlin","1","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Brandenburg","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Sachsen","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Thüringen","","","",""
"Sehr wichtig","1990","AkademikerIn","Schleswig-Holstein","","","",""
"Sehr wichtig","1990","AkademikerIn","Hamburg","","","",""
"Sehr wichtig","1990","AkademikerIn","Niedersachsen","3","","",""
"Sehr wichtig","1990","AkademikerIn","Bremen","","","",""
"Sehr wichtig","1990","AkademikerIn","Nordrhein-Westfalen","11","","",""
"Sehr wichtig","1990","AkademikerIn","Hessen","6","","",""
"Sehr wichtig","1990","AkademikerIn","Rheinland-Pfalz,Saarland","3","","",""
"Sehr wichtig","1990","AkademikerIn","Baden-Württemberg","4","","",""
"Sehr wichtig","1990","AkademikerIn","Bayern","4","","",""
"Sehr wichtig","1990","AkademikerIn","Saarland","","","",""
"Sehr wichtig","1990","AkademikerIn","Berlin","3","","",""
"Sehr wichtig","1990","AkademikerIn","Brandenburg","","","",""
"Sehr wichtig","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","AkademikerIn","Sachsen","","","",""
"Sehr wichtig","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","AkademikerIn","Thüringen","","","",""
"Wichtig","1990","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Wichtig","1990","(noch) kein Abschluss","Hamburg","","","",""
"Wichtig","1990","(noch) kein Abschluss","Niedersachsen","3","","",""
"Wichtig","1990","(noch) kein Abschluss","Bremen","","","",""
"Wichtig","1990","(noch) kein Abschluss","Nordrhein-Westfalen","14","","",""
"Wichtig","1990","(noch) kein Abschluss","Hessen","3","","",""
"Wichtig","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Wichtig","1990","(noch) kein Abschluss","Baden-Württemberg","4","","",""
"Wichtig","1990","(noch) kein Abschluss","Bayern","11","","",""
"Wichtig","1990","(noch) kein Abschluss","Saarland","","","",""
"Wichtig","1990","(noch) kein Abschluss","Berlin","1","","",""
"Wichtig","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Wichtig","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Wichtig","1990","(noch) kein Abschluss","Sachsen","","","",""
"Wichtig","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Wichtig","1990","(noch) kein Abschluss","Thüringen","","","",""
"Wichtig","1990","Hauptschule","Schleswig-Holstein","23","","",""
"Wichtig","1990","Hauptschule","Hamburg","14","","",""
"Wichtig","1990","Hauptschule","Niedersachsen","71","0.13891939202573","0.107750536061472","0.170088247989987"
"Wichtig","1990","Hauptschule","Bremen","8","","",""
"Wichtig","1990","Hauptschule","Nordrhein-Westfalen","212","0.211939758341993","0.187053813197905","0.23682570348608"
"Wichtig","1990","Hauptschule","Hessen","58","0.171814149058915","0.132518919876865","0.211109378240966"
"Wichtig","1990","Hauptschule","Rheinland-Pfalz,Saarland","49","0.119180945855478","0.0870249064769564","0.151336985233999"
"Wichtig","1990","Hauptschule","Baden-Württemberg","111","0.171414009790587","0.143495577918212","0.199332441662961"
"Wichtig","1990","Hauptschule","Bayern","104","0.142901812631181","0.117838334490941","0.16796529077142"
"Wichtig","1990","Hauptschule","Saarland","","","",""
"Wichtig","1990","Hauptschule","Berlin","23","","",""
"Wichtig","1990","Hauptschule","Brandenburg","","","",""
"Wichtig","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Wichtig","1990","Hauptschule","Sachsen","","","",""
"Wichtig","1990","Hauptschule","Sachsen-Anhalt","","","",""
"Wichtig","1990","Hauptschule","Thüringen","","","",""
"Wichtig","1990","Realschule","Schleswig-Holstein","14","","",""
"Wichtig","1990","Realschule","Hamburg","11","","",""
"Wichtig","1990","Realschule","Niedersachsen","48","0.241759664648412","0.182422272248922","0.301097057047901"
"Wichtig","1990","Realschule","Bremen","6","","",""
"Wichtig","1990","Realschule","Nordrhein-Westfalen","113","0.296802022777688","0.252363735841648","0.341240309713728"
"Wichtig","1990","Realschule","Hessen","43","0.292592079334662","0.220969742999422","0.364214415669902"
"Wichtig","1990","Realschule","Rheinland-Pfalz,Saarland","17","","",""
"Wichtig","1990","Realschule","Baden-Württemberg","60","0.240019962034919","0.185985946409802","0.294053977660037"
"Wichtig","1990","Realschule","Bayern","60","0.224870776249423","0.174604267895064","0.275137284603782"
"Wichtig","1990","Realschule","Saarland","","","",""
"Wichtig","1990","Realschule","Berlin","14","","",""
"Wichtig","1990","Realschule","Brandenburg","","","",""
"Wichtig","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"Wichtig","1990","Realschule","Sachsen","","","",""
"Wichtig","1990","Realschule","Sachsen-Anhalt","","","",""
"Wichtig","1990","Realschule","Thüringen","","","",""
"Wichtig","1990","(Fach-)Abitur","Schleswig-Holstein","7","","",""
"Wichtig","1990","(Fach-)Abitur","Hamburg","4","","",""
"Wichtig","1990","(Fach-)Abitur","Niedersachsen","23","","",""
"Wichtig","1990","(Fach-)Abitur","Bremen","1","","",""
"Wichtig","1990","(Fach-)Abitur","Nordrhein-Westfalen","67","0.3900189457596","0.31992304127589","0.460114850243311"
"Wichtig","1990","(Fach-)Abitur","Hessen","15","","",""
"Wichtig","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","12","","",""
"Wichtig","1990","(Fach-)Abitur","Baden-Württemberg","26","","",""
"Wichtig","1990","(Fach-)Abitur","Bayern","25","","",""
"Wichtig","1990","(Fach-)Abitur","Saarland","","","",""
"Wichtig","1990","(Fach-)Abitur","Berlin","2","","",""
"Wichtig","1990","(Fach-)Abitur","Brandenburg","","","",""
"Wichtig","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Wichtig","1990","(Fach-)Abitur","Sachsen","","","",""
"Wichtig","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Wichtig","1990","(Fach-)Abitur","Thüringen","","","",""
"Wichtig","1990","AkademikerIn","Schleswig-Holstein","4","","",""
"Wichtig","1990","AkademikerIn","Hamburg","9","","",""
"Wichtig","1990","AkademikerIn","Niedersachsen","30","0.393109087967613","0.282566578762299","0.503651597172926"
"Wichtig","1990","AkademikerIn","Bremen","2","","",""
"Wichtig","1990","AkademikerIn","Nordrhein-Westfalen","76","0.403282826450591","0.333530222791058","0.473035430110124"
"Wichtig","1990","AkademikerIn","Hessen","24","","",""
"Wichtig","1990","AkademikerIn","Rheinland-Pfalz,Saarland","11","","",""
"Wichtig","1990","AkademikerIn","Baden-Württemberg","35","0.356459351357339","0.257508431797811","0.455410270916868"
"Wichtig","1990","AkademikerIn","Bayern","49","0.410640964652052","0.322621529601487","0.498660399702618"
"Wichtig","1990","AkademikerIn","Saarland","","","",""
"Wichtig","1990","AkademikerIn","Berlin","17","","",""
"Wichtig","1990","AkademikerIn","Brandenburg","","","",""
"Wichtig","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Wichtig","1990","AkademikerIn","Sachsen","","","",""
"Wichtig","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"Wichtig","1990","AkademikerIn","Thüringen","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Schleswig-Holstein","5","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Hamburg","3","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Niedersachsen","8","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Bremen","1","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Nordrhein-Westfalen","29","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Hessen","7","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Baden-Württemberg","11","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Bayern","13","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Saarland","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Berlin","5","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Sachsen","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Thüringen","","","",""
"Weniger wichtig","1990","Hauptschule","Schleswig-Holstein","76","0.515761969746576","0.435247981775463","0.596275957717689"
"Weniger wichtig","1990","Hauptschule","Hamburg","41","0.658989571612226","0.545479658608312","0.77249948461614"
"Weniger wichtig","1990","Hauptschule","Niedersachsen","248","0.522580019047936","0.47756637043644","0.567593667659433"
"Weniger wichtig","1990","Hauptschule","Bremen","20","","",""
"Weniger wichtig","1990","Hauptschule","Nordrhein-Westfalen","483","0.454196907480835","0.423878366648332","0.484515448313339"
"Weniger wichtig","1990","Hauptschule","Hessen","165","0.440897092339502","0.389176802166806","0.492617382512198"
"Weniger wichtig","1990","Hauptschule","Rheinland-Pfalz,Saarland","178","0.447883018077375","0.398530008860829","0.49723602729392"
"Weniger wichtig","1990","Hauptschule","Baden-Württemberg","333","0.454562229754914","0.417675653334748","0.491448806175079"
"Weniger wichtig","1990","Hauptschule","Bayern","385","0.496460267558434","0.460653402212419","0.532267132904449"
"Weniger wichtig","1990","Hauptschule","Saarland","","","",""
"Weniger wichtig","1990","Hauptschule","Berlin","56","0.470238140349062","0.376539322503168","0.563936958194956"
"Weniger wichtig","1990","Hauptschule","Brandenburg","","","",""
"Weniger wichtig","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Weniger wichtig","1990","Hauptschule","Sachsen","","","",""
"Weniger wichtig","1990","Hauptschule","Sachsen-Anhalt","","","",""
"Weniger wichtig","1990","Hauptschule","Thüringen","","","",""
"Weniger wichtig","1990","Realschule","Schleswig-Holstein","36","0.592875100514396","0.470583202884576","0.715166998144216"
"Weniger wichtig","1990","Realschule","Hamburg","16","","",""
"Weniger wichtig","1990","Realschule","Niedersachsen","107","0.528729421355241","0.459548714390394","0.597910128320088"
"Weniger wichtig","1990","Realschule","Bremen","8","","",""
"Weniger wichtig","1990","Realschule","Nordrhein-Westfalen","203","0.497363009836165","0.448727996582582","0.545998023089749"
"Weniger wichtig","1990","Realschule","Hessen","80","0.487985976055857","0.409294654182794","0.56667729792892"
"Weniger wichtig","1990","Realschule","Rheinland-Pfalz,Saarland","50","0.587920896340671","0.482662150195995","0.693179642485347"
"Weniger wichtig","1990","Realschule","Baden-Württemberg","137","0.568163070196088","0.505496076514448","0.630830063877728"
"Weniger wichtig","1990","Realschule","Bayern","134","0.489887210185897","0.429699709293484","0.550074711078309"
"Weniger wichtig","1990","Realschule","Saarland","","","",""
"Weniger wichtig","1990","Realschule","Berlin","31","0.562241298645401","0.432304296506913","0.692178300783888"
"Weniger wichtig","1990","Realschule","Brandenburg","","","",""
"Weniger wichtig","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"Weniger wichtig","1990","Realschule","Sachsen","","","",""
"Weniger wichtig","1990","Realschule","Sachsen-Anhalt","","","",""
"Weniger wichtig","1990","Realschule","Thüringen","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Schleswig-Holstein","8","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Hamburg","4","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Niedersachsen","33","0.528411047517945","0.40611121570294","0.65071087933295"
"Weniger wichtig","1990","(Fach-)Abitur","Bremen","3","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Nordrhein-Westfalen","91","0.470498081890436","0.39876750620162","0.542228657579251"
"Weniger wichtig","1990","(Fach-)Abitur","Hessen","32","0.540063651400632","0.412891087844958","0.667236214956306"
"Weniger wichtig","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","15","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Baden-Württemberg","44","0.523362102918271","0.41591258641057","0.630811619425971"
"Weniger wichtig","1990","(Fach-)Abitur","Bayern","45","0.498372329394669","0.395073704688748","0.601670954100589"
"Weniger wichtig","1990","(Fach-)Abitur","Saarland","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Berlin","8","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Brandenburg","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Sachsen","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Thüringen","","","",""
"Weniger wichtig","1990","AkademikerIn","Schleswig-Holstein","7","","",""
"Weniger wichtig","1990","AkademikerIn","Hamburg","4","","",""
"Weniger wichtig","1990","AkademikerIn","Niedersachsen","37","0.531851056620404","0.418922313048615","0.644779800192193"
"Weniger wichtig","1990","AkademikerIn","Bremen","2","","",""
"Weniger wichtig","1990","AkademikerIn","Nordrhein-Westfalen","88","0.463997084563654","0.393086267033048","0.534907902094261"
"Weniger wichtig","1990","AkademikerIn","Hessen","32","0.447776380994538","0.335236736423359","0.560316025565718"
"Weniger wichtig","1990","AkademikerIn","Rheinland-Pfalz,Saarland","20","","",""
"Weniger wichtig","1990","AkademikerIn","Baden-Württemberg","41","0.512271278986118","0.409003222086056","0.615539335886181"
"Weniger wichtig","1990","AkademikerIn","Bayern","50","0.396453540410684","0.308933205354493","0.483973875466875"
"Weniger wichtig","1990","AkademikerIn","Saarland","","","",""
"Weniger wichtig","1990","AkademikerIn","Berlin","11","","",""
"Weniger wichtig","1990","AkademikerIn","Brandenburg","","","",""
"Weniger wichtig","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Weniger wichtig","1990","AkademikerIn","Sachsen","","","",""
