year,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Very important,0.02584,183,7087,0.02215,0.02954
1990,Important,0.22071,1556,7087,0.21105,0.23036
1990,Less important,0.48479,3500,7087,0.47315,0.49642
1990,Unimportant,0.26866,1848,7087,0.25834,0.27898
1992,Very important,0.02091,213,10896,0.01823,0.02360
1992,Important,0.14527,1551,10896,0.13865,0.15188
1992,Less important,0.47974,5445,10896,0.47036,0.48912
1992,Unimportant,0.35408,3687,10896,0.34510,0.36306
1995,Very important,0.01655,173,11138,0.01418,0.01892
1995,Important,0.14533,1540,11138,0.13878,0.15187
1995,Less important,0.49752,5726,11138,0.48823,0.50680
1995,Unimportant,0.34061,3699,11138,0.33180,0.34941
2004,Very important,0.02835,632,21426,0.02612,0.03057
2004,Important,0.22937,4949,21426,0.22374,0.23500
2004,Less important,0.50440,11161,21426,0.49770,0.51109
2004,Unimportant,0.23789,4684,21426,0.23219,0.24359
2008,Very important,0.01869,372,19156,0.01677,0.02061
2008,Important,0.17017,3466,19156,0.16485,0.17549
2008,Less important,0.47966,9311,19156,0.47258,0.48673
2008,Unimportant,0.33148,6007,19156,0.32482,0.33815
2012,Very important,0.03535,1089,27508,0.03317,0.03753
2012,Important,0.27286,7957,27508,0.26760,0.27812
2012,Less important,0.49526,13589,27508,0.48935,0.50117
2012,Unimportant,0.19653,4873,27508,0.19183,0.20123
2016,Very important,0.04104,1095,24159,0.03854,0.04354
2016,Important,0.28664,7100,24159,0.28093,0.29234
2016,Less important,0.49240,11737,24159,0.48609,0.49870
2016,Unimportant,0.17993,4227,24159,0.17508,0.18477
2021,Very important,0.05975,1157,17130,0.05620,0.06330
2021,Important,0.33566,6184,17130,0.32859,0.34274
2021,Less important,0.46076,7545,17130,0.45330,0.46823
2021,Unimportant,0.14383,2244,17130,0.13857,0.14908
