year,migback,quintil_oecd,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,1st Quintile,Important,0.16216,170,991,0.13919,0.18512
1990,No migration background,1st Quintile,Less important,0.42544,446,991,0.39464,0.45624
1990,No migration background,1st Quintile,Unimportant,0.39147,375,991,0.36107,0.42188
1990,No migration background,2nd Quintile,Important,0.20783,258,1206,0.18492,0.23074
1990,No migration background,2nd Quintile,Less important,0.46826,596,1206,0.44008,0.49643
1990,No migration background,2nd Quintile,Unimportant,0.30109,352,1206,0.27519,0.32700
1990,No migration background,3rd Quintile,Very important,0.03815,45,1285,0.02767,0.04862
1990,No migration background,3rd Quintile,Important,0.21581,269,1285,0.19331,0.23832
1990,No migration background,3rd Quintile,Less important,0.48481,647,1285,0.45747,0.51215
1990,No migration background,3rd Quintile,Unimportant,0.26123,324,1285,0.23720,0.28526
1990,No migration background,4th Quintile,Very important,0.01927,33,1496,0.01230,0.02624
1990,No migration background,4th Quintile,Important,0.22887,332,1496,0.20757,0.25016
1990,No migration background,4th Quintile,Less important,0.53401,798,1496,0.50872,0.55930
1990,No migration background,4th Quintile,Unimportant,0.21785,333,1496,0.19693,0.23878
1990,No migration background,5th Quintile,Very important,0.02732,44,1564,0.01924,0.03540
1990,No migration background,5th Quintile,Important,0.29176,446,1564,0.26922,0.31429
1990,No migration background,5th Quintile,Less important,0.49955,780,1564,0.47477,0.52434
1990,No migration background,5th Quintile,Unimportant,0.18137,294,1564,0.16226,0.20047
1990,Direct migration background,1st Quintile,Less important,0.40422,35,35,0.23926,0.56917
1990,Direct migration background,2nd Quintile,Less important,0.42107,41,72,0.30623,0.53592
1990,Direct migration background,2nd Quintile,Unimportant,0.35106,31,72,0.24004,0.46209
1990,Direct migration background,3rd Quintile,Less important,0.46432,48,83,0.35637,0.57226
1990,Direct migration background,3rd Quintile,Unimportant,0.35801,35,83,0.25424,0.46177
1990,Direct migration background,4th Quintile,Less important,0.58911,41,41,0.43664,0.74158
1990,Direct migration background,5th Quintile,Less important,0.45962,45,45,0.31237,0.60688
1992,No migration background,1st Quintile,Very important,0.02184,42,2144,0.01566,0.02803
1992,No migration background,1st Quintile,Important,0.11544,245,2144,0.10191,0.12897
1992,No migration background,1st Quintile,Less important,0.38437,933,2144,0.36378,0.40497
1992,No migration background,1st Quintile,Unimportant,0.47834,924,2144,0.45719,0.49949
1992,No migration background,2nd Quintile,Important,0.11941,256,2102,0.10555,0.13328
1992,No migration background,2nd Quintile,Less important,0.47823,1088,2102,0.45687,0.49959
1992,No migration background,2nd Quintile,Unimportant,0.38690,758,2102,0.36608,0.40773
1992,No migration background,3rd Quintile,Important,0.13884,275,1919,0.12336,0.15431
1992,No migration background,3rd Quintile,Less important,0.50267,1045,1919,0.48029,0.52505
1992,No migration background,3rd Quintile,Unimportant,0.34024,599,1919,0.31904,0.36144
1992,No migration background,4th Quintile,Very important,0.01787,42,1955,0.01200,0.02374
1992,No migration background,4th Quintile,Important,0.15239,297,1955,0.13646,0.16833
1992,No migration background,4th Quintile,Less important,0.49362,995,1955,0.47145,0.51579
1992,No migration background,4th Quintile,Unimportant,0.33612,621,1955,0.31518,0.35707
1992,No migration background,5th Quintile,Very important,0.02661,54,2071,0.01968,0.03354
1992,No migration background,5th Quintile,Important,0.19175,388,2071,0.17479,0.20871
1992,No migration background,5th Quintile,Less important,0.53824,1097,2071,0.51676,0.55972
1992,No migration background,5th Quintile,Unimportant,0.24340,532,2071,0.22492,0.26189
1992,Direct migration background,1st Quintile,Less important,0.32052,35,95,0.22617,0.41486
1992,Direct migration background,1st Quintile,Unimportant,0.61419,60,95,0.51578,0.71260
1992,Direct migration background,2nd Quintile,Less important,0.45005,51,96,0.35001,0.55009
1992,Direct migration background,2nd Quintile,Unimportant,0.41431,45,96,0.31525,0.51337
1992,Direct migration background,3rd Quintile,Less important,0.41742,53,99,0.31979,0.51506
1992,Direct migration background,3rd Quintile,Unimportant,0.37483,46,99,0.27899,0.47067
1992,Direct migration background,4th Quintile,Less important,0.48109,57,97,0.38114,0.58104
1992,Direct migration background,4th Quintile,Unimportant,0.32354,40,97,0.22995,0.41712
1992,Direct migration background,5th Quintile,Less important,0.47893,50,89,0.37455,0.58330
1992,Direct migration background,5th Quintile,Unimportant,0.32750,39,89,0.22944,0.42555
1995,No migration background,1st Quintile,Important,0.12517,176,1501,0.10842,0.14192
1995,No migration background,1st Quintile,Less important,0.44179,705,1501,0.41666,0.46692
1995,No migration background,1st Quintile,Unimportant,0.42208,620,1501,0.39709,0.44708
1995,No migration background,2nd Quintile,Important,0.11907,241,1986,0.10482,0.13332
1995,No migration background,2nd Quintile,Less important,0.48665,1021,1986,0.46467,0.50864
1995,No migration background,2nd Quintile,Unimportant,0.38031,724,1986,0.35896,0.40167
1995,No migration background,3rd Quintile,Important,0.13941,274,2043,0.12439,0.15444
1995,No migration background,3rd Quintile,Less important,0.51585,1135,2043,0.49418,0.53753
1995,No migration background,3rd Quintile,Unimportant,0.32818,634,2043,0.30781,0.34854
1995,No migration background,4th Quintile,Very important,0.01234,31,2175,0.00770,0.01698
1995,No migration background,4th Quintile,Important,0.14790,301,2175,0.13298,0.16283
1995,No migration background,4th Quintile,Less important,0.52732,1189,2175,0.50634,0.54831
1995,No migration background,4th Quintile,Unimportant,0.31244,654,2175,0.29295,0.33192
1995,No migration background,5th Quintile,Very important,0.02336,52,2106,0.01691,0.02981
1995,No migration background,5th Quintile,Important,0.19161,394,2106,0.17480,0.20842
1995,No migration background,5th Quintile,Less important,0.53355,1123,2106,0.51224,0.55486
