year,pgisced97,regtyp,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,Urban regions,Less important,0.48262,32,32,0.30671,0.65853
1990,Pre-primary Level,Urban regions,Less important,0.59183,47,47,0.44980,0.73387
1990,Lower Secondary Level,Urban regions,Important,0.15406,177,1158,0.13326,0.17486
1990,Lower Secondary Level,Urban regions,Less important,0.41610,506,1158,0.38770,0.44450
1990,Lower Secondary Level,Urban regions,Unimportant,0.41092,475,1158,0.38257,0.43927
1990,Lower Secondary Level,Rural regions,Important,0.13436,62,430,0.10209,0.16664
1990,Lower Secondary Level,Rural regions,Less important,0.43884,193,430,0.39188,0.48580
1990,Lower Secondary Level,Rural regions,Unimportant,0.42137,175,430,0.37464,0.46810
1990,Upper Secondary Level,Urban regions,Very important,0.02575,74,2927,0.02002,0.03149
1990,Upper Secondary Level,Urban regions,Important,0.22620,645,2927,0.21104,0.24136
1990,Upper Secondary Level,Urban regions,Less important,0.49731,1487,2927,0.47920,0.51543
1990,Upper Secondary Level,Urban regions,Unimportant,0.25073,721,2927,0.23503,0.26644
1990,Upper Secondary Level,Rural regions,Important,0.19506,185,909,0.16929,0.22083
1990,Upper Secondary Level,Rural regions,Less important,0.54601,511,909,0.51363,0.57840
1990,Upper Secondary Level,Rural regions,Unimportant,0.23686,213,909,0.20921,0.26452
1990,Post-secondary Non-tertiary Level,Urban regions,Important,0.26825,46,141,0.19486,0.34164
1990,Post-secondary Non-tertiary Level,Urban regions,Less important,0.54789,95,141,0.46545,0.63034
1990,First Stage of Tertiary Education,Urban regions,Important,0.25881,92,375,0.21442,0.30320
1990,First Stage of Tertiary Education,Urban regions,Less important,0.52259,208,375,0.47197,0.57322
1990,First Stage of Tertiary Education,Urban regions,Unimportant,0.20008,75,375,0.15953,0.24062
1990,First Stage of Tertiary Education,Rural regions,Less important,0.50918,60,60,0.38162,0.63674
1990,Second Stage of Tertiary Education,Urban regions,Very important,0.05213,32,553,0.03359,0.07068
1990,Second Stage of Tertiary Education,Urban regions,Important,0.38670,216,553,0.34608,0.42733
1990,Second Stage of Tertiary Education,Urban regions,Less important,0.45153,244,553,0.41001,0.49304
1990,Second Stage of Tertiary Education,Urban regions,Unimportant,0.10964,61,553,0.08357,0.13570
1990,Second Stage of Tertiary Education,Rural regions,Important,0.42796,41,89,0.32458,0.53134
1990,Second Stage of Tertiary Education,Rural regions,Less important,0.45290,48,89,0.34889,0.55690
1992,No answer / don't know,Urban regions,Less important,0.52322,41,41,0.36844,0.67801
1992,Pre-primary Level,Urban regions,Less important,0.49194,44,44,0.34251,0.64137
1992,Pre-primary Level,Rural regions,Less important,0.69131,37,37,0.54041,0.84222
1992,Primary Level,Urban regions,Unimportant,0.69131,39,39,0.54444,0.83819
1992,Lower Secondary Level,Urban regions,Important,0.09303,120,1168,0.07636,0.10970
1992,Lower Secondary Level,Urban regions,Less important,0.40855,503,1168,0.38035,0.43676
1992,Lower Secondary Level,Urban regions,Unimportant,0.48161,545,1168,0.45295,0.51028
1992,Lower Secondary Level,Rural regions,Important,0.07856,64,716,0.05884,0.09829
1992,Lower Secondary Level,Rural regions,Less important,0.35105,282,716,0.31606,0.38604
1992,Lower Secondary Level,Rural regions,Unimportant,0.55621,370,716,0.51979,0.59263
1992,Upper Secondary Level,No answer / don't know,Less important,0.44280,34,34,0.27332,0.61227
1992,Upper Secondary Level,Urban regions,Very important,0.01876,66,3540,0.01429,0.02323
1992,Upper Secondary Level,Urban regions,Important,0.13848,466,3540,0.12710,0.14986
1992,Upper Secondary Level,Urban regions,Less important,0.49107,1759,3540,0.47460,0.50754
1992,Upper Secondary Level,Urban regions,Unimportant,0.35169,1249,3540,0.33596,0.36742
1992,Upper Secondary Level,Rural regions,Very important,0.01350,31,2383,0.00887,0.01814
1992,Upper Secondary Level,Rural regions,Important,0.11563,264,2383,0.10279,0.12847
1992,Upper Secondary Level,Rural regions,Less important,0.50626,1271,2383,0.48618,0.52634
1992,Upper Secondary Level,Rural regions,Unimportant,0.36460,817,2383,0.34527,0.38393
1992,Post-secondary Non-tertiary Level,Urban regions,Important,0.20271,43,209,0.14808,0.25735
1992,Post-secondary Non-tertiary Level,Urban regions,Less important,0.58181,123,209,0.51477,0.64884
1992,Post-secondary Non-tertiary Level,Urban regions,Unimportant,0.17832,43,209,0.12630,0.23034
1992,Post-secondary Non-tertiary Level,Rural regions,Less important,0.53839,44,44,0.38939,0.68740
1992,First Stage of Tertiary Education,Urban regions,Important,0.19502,85,444,0.15812,0.23192
1992,First Stage of Tertiary Education,Urban regions,Less important,0.50951,237,444,0.46296,0.55607
1992,First Stage of Tertiary Education,Urban regions,Unimportant,0.27306,122,444,0.23157,0.31455
1992,First Stage of Tertiary Education,Rural regions,Important,0.13917,42,279,0.09848,0.17986
1992,First Stage of Tertiary Education,Rural regions,Less important,0.50285,152,279,0.44407,0.56162
1992,First Stage of Tertiary Education,Rural regions,Unimportant,0.32821,85,279,0.27301,0.38340
1992,Second Stage of Tertiary Education,Urban regions,Important,0.28448,247,919,0.25530,0.31367
1992,Second Stage of Tertiary Education,Urban regions,Less important,0.51517,504,919,0.48284,0.54750
1992,Second Stage of Tertiary Education,Urban regions,Unimportant,0.16467,168,919,0.14067,0.18866
1992,Second Stage of Tertiary Education,Rural regions,Important,0.23408,140,600,0.20017,0.26799
1992,Second Stage of Tertiary Education,Rural regions,Less important,0.52449,336,600,0.48449,0.56448
1992,Second Stage of Tertiary Education,Rural regions,Unimportant,0.20434,124,600,0.17205,0.23663
1995,No answer / don't know,Urban regions,Less important,0.53060,46,46,0.38479,0.67642
1995,Pre-primary Level,Urban regions,Less important,0.56620,86,121,0.47753,0.65487
1995,Pre-primary Level,Urban regions,Unimportant,0.22121,35,121,0.14694,0.29547
1995,Pre-primary Level,Rural regions,Less important,0.69330,56,56,0.57143,0.81516
1995,Primary Level,Urban regions,Unimportant,0.56474,40,40,0.40914,0.72034
1995,Lower Secondary Level,Urban regions,Important,0.10371,114,1131,0.08593,0.12148
1995,Lower Secondary Level,Urban regions,Less important,0.41461,494,1131,0.38589,0.44334
1995,Lower Secondary Level,Urban regions,Unimportant,0.47289,523,1131,0.44377,0.50200
1995,Lower Secondary Level,Rural regions,Important,0.08110,55,666,0.06035,0.10185
1995,Lower Secondary Level,Rural regions,Less important,0.38609,276,666,0.34908,0.42309
1995,Lower Secondary Level,Rural regions,Unimportant,0.52652,335,666,0.48857,0.56447
1995,Upper Secondary Level,Urban regions,Very important,0.01559,55,3655,0.01157,0.01961
1995,Upper Secondary Level,Urban regions,Important,0.13968,476,3655,0.12844,0.15092
1995,Upper Secondary Level,Urban regions,Less important,0.50667,1865,3655,0.49046,0.52288
1995,Upper Secondary Level,Urban regions,Unimportant,0.33806,1259,3655,0.32272,0.35340
1995,Upper Secondary Level,Rural regions,Important,0.11979,255,2357,0.10667,0.13290
1995,Upper Secondary Level,Rural regions,Less important,0.52419,1319,2357,0.50402,0.54436
1995,Upper Secondary Level,Rural regions,Unimportant,0.34252,783,2357,0.32336,0.36169
