year,pgisced97,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,Less important,0.48135,39,39,0.32249,0.64022
1990,Pre-primary Level,Less important,0.60197,63,63,0.48012,0.72381
1990,Primary Level,Unimportant,0.46423,34,34,0.29407,0.63439
1990,Lower Secondary Level,Important,0.14875,239,1588,0.13125,0.16626
1990,Lower Secondary Level,Less important,0.42222,699,1588,0.39792,0.44652
1990,Lower Secondary Level,Unimportant,0.41373,650,1588,0.38950,0.43797
1990,Upper Secondary Level,Very important,0.02486,93,3855,0.01994,0.02978
1990,Upper Secondary Level,Important,0.21864,830,3855,0.20559,0.23169
1990,Upper Secondary Level,Less important,0.50913,1998,3855,0.49334,0.52491
1990,Upper Secondary Level,Unimportant,0.24737,934,3855,0.23375,0.26099
1990,Post-secondary Non-tertiary Level,Important,0.26892,56,169,0.20187,0.33597
1990,Post-secondary Non-tertiary Level,Less important,0.54136,113,169,0.46601,0.61671
1990,First Stage of Tertiary Education,Important,0.24902,121,486,0.21053,0.28750
1990,First Stage of Tertiary Education,Less important,0.51961,268,486,0.47514,0.56407
1990,First Stage of Tertiary Education,Unimportant,0.21214,97,486,0.17576,0.24853
1990,Second Stage of Tertiary Education,Very important,0.04728,34,654,0.03101,0.06356
1990,Second Stage of Tertiary Education,Important,0.39310,257,654,0.35564,0.43057
1990,Second Stage of Tertiary Education,Less important,0.45174,292,654,0.41357,0.48991
1990,Second Stage of Tertiary Education,Unimportant,0.10787,71,654,0.08408,0.13167
1992,No answer / don't know,Less important,0.52605,60,91,0.42288,0.62921
1992,No answer / don't know,Unimportant,0.25370,31,91,0.16380,0.34360
1992,Pre-primary Level,Less important,0.55762,81,81,0.44879,0.66646
1992,Primary Level,Unimportant,0.68014,59,59,0.56010,0.80018
1992,Lower Secondary Level,Important,0.08785,185,1899,0.07511,0.10058
1992,Lower Secondary Level,Less important,0.38922,793,1899,0.36729,0.41116
1992,Lower Secondary Level,Unimportant,0.50708,921,1899,0.48459,0.52957
1992,Upper Secondary Level,Very important,0.01735,101,5990,0.01404,0.02065
1992,Upper Secondary Level,Important,0.13019,734,5990,0.12167,0.13871
1992,Upper Secondary Level,Less important,0.49587,3064,5990,0.48321,0.50854
1992,Upper Secondary Level,Unimportant,0.35659,2091,5990,0.34446,0.36872
1992,Post-secondary Non-tertiary Level,Important,0.21236,62,284,0.16471,0.26001
1992,Post-secondary Non-tertiary Level,Less important,0.56986,167,284,0.51218,0.62754
1992,Post-secondary Non-tertiary Level,Unimportant,0.18552,55,284,0.14023,0.23081
1992,First Stage of Tertiary Education,Important,0.17672,128,726,0.14896,0.20449
1992,First Stage of Tertiary Education,Less important,0.50807,391,726,0.47168,0.54446
1992,First Stage of Tertiary Education,Unimportant,0.29043,207,726,0.25739,0.32348
1992,Second Stage of Tertiary Education,Very important,0.03565,53,1602,0.02657,0.04473
1992,Second Stage of Tertiary Education,Important,0.26729,390,1602,0.24561,0.28897
1992,Second Stage of Tertiary Education,Less important,0.52122,863,1602,0.49675,0.54569
1992,Second Stage of Tertiary Education,Unimportant,0.17584,296,1602,0.15719,0.19449
1995,No answer / don't know,Less important,0.49609,62,106,0.40046,0.59173
1995,No answer / don't know,Unimportant,0.31247,44,106,0.22382,0.40113
1995,Pre-primary Level,Important,0.16457,39,231,0.11665,0.21249
1995,Pre-primary Level,Less important,0.60079,142,231,0.53750,0.66409
1995,Pre-primary Level,Unimportant,0.20582,50,231,0.15357,0.25807
1995,Primary Level,Less important,0.35458,32,89,0.25462,0.45453
1995,Primary Level,Unimportant,0.55713,57,89,0.45334,0.66091
1995,Lower Secondary Level,Important,0.09612,169,1797,0.08249,0.10975
1995,Lower Secondary Level,Less important,0.40504,770,1797,0.38233,0.42774
1995,Lower Secondary Level,Unimportant,0.49089,858,1797,0.46777,0.51401
1995,Upper Secondary Level,Very important,0.01489,84,6041,0.01184,0.01795
1995,Upper Secondary Level,Important,0.13302,731,6041,0.12445,0.14158
1995,Upper Secondary Level,Less important,0.51254,3184,6041,0.49993,0.52514
1995,Upper Secondary Level,Unimportant,0.33956,2042,6041,0.32761,0.35150
1995,Post-secondary Non-tertiary Level,Important,0.20560,74,390,0.16544,0.24577
1995,Post-secondary Non-tertiary Level,Less important,0.55084,223,390,0.50141,0.60027
1995,Post-secondary Non-tertiary Level,Unimportant,0.22924,93,390,0.18747,0.27101
1995,First Stage of Tertiary Education,Important,0.17295,131,723,0.14536,0.20054
1995,First Stage of Tertiary Education,Less important,0.55056,417,723,0.51427,0.58684
1995,First Stage of Tertiary Education,Unimportant,0.26430,175,723,0.23214,0.29647
1995,Second Stage of Tertiary Education,Very important,0.03209,50,1698,0.02370,0.04047
