year,plh0111,regtyp,proportion,n,lower_confidence,upper_confidence
1990,Very important,Urban regions,0.8444444444444444,18165,0.8391737641385866,0.8497151247503023
1990,Very important,Rural regions,0.15555555555555556,18165,0.15028487524969772,0.1608262358614134
1990,Important,Urban regions,0.7842755035737492,18165,0.7782938338855411,0.7902571732619573
1990,Important,Rural regions,0.2157244964262508,18165,0.20974282673804268,0.22170616611445892
1990,Less important,Urban regions,0.7512322412293418,18165,0.7449455442706263,0.7575189381880574
1990,Less important,Rural regions,0.24876775877065815,18165,0.24248106181194268,0.25505445572937363
1990,Unimportant,Urban regions,0.760655737704918,18165,0.7544507067354358,0.7668607686744002
1990,Unimportant,Rural regions,0.23934426229508196,18165,0.23313923132559974,0.24554929326456418
1992,Very important,Urban regions,0.6390243902439025,17350,0.6318777161370743,0.6461710643507306
1992,Very important,Rural regions,0.36097560975609755,17350,0.3538289356492695,0.3681222838629256
1992,Important,Urban regions,0.6447368421052632,17350,0.637615322706871,0.6518583615036553
1992,Important,Rural regions,0.35526315789473684,17350,0.3481416384963447,0.36238467729312895
1992,Less important,Urban regions,0.5995470843555388,17350,0.5922559733642259,0.6068381953468518
1992,Less important,Rural regions,0.4004529156444612,17350,0.39316180465314826,0.4077440266357742
1992,Unimportant,Urban regions,0.6021624618796784,17350,0.5948793656121915,0.6094455581471653
1992,Unimportant,Rural regions,0.3978375381203216,17350,0.3905544418528346,0.40512063438780854
1995,Very important,Urban regions,0.6666666666666666,17246,0.6596309940356523,0.673702339297681
1995,Very important,Rural regions,0.3333333333333333,17246,0.32629766070231897,0.34036900596434766
1995,Important,Urban regions,0.6474867724867724,17246,0.640356353667891,0.6546171913056539
1995,Important,Rural regions,0.3525132275132275,17246,0.3453828086943461,0.3596436463321089
1995,Less important,Urban regions,0.6077210460772104,17246,0.6004338320827663,0.6150082600716545
1995,Less important,Rural regions,0.39227895392278955,17246,0.38499173992834546,0.39956616791723365
1995,Unimportant,Urban regions,0.6172366621067031,17246,0.609982238627109,0.6244910855862973
1995,Unimportant,Rural regions,0.38276333789329686,17246,0.3755089144137027,0.390017761372891
2004,Very important,Urban regions,0.7463651050080775,26790,0.7411549591743833,0.7515752508417717
2004,Very important,Rural regions,0.25363489499192243,26790,0.24842474915822824,0.25884504082561666
2004,Important,Urban regions,0.6945014361920394,26790,0.6889856061602488,0.70001726622383
2004,Important,Rural regions,0.3054985638079606,26790,0.29998273377616996,0.3110143938397512
2004,Less important,Urban regions,0.6452053547035789,26790,0.6394759800240387,0.650934729383119
2004,Less important,Rural regions,0.3547946452964211,26790,0.3490652706168809,0.36052401997596123
2004,Unimportant,Urban regions,0.665144596651446,26790,0.659493192010967,0.670796001291925
2004,Unimportant,Rural regions,0.334855403348554,26790,0.32920399870807504,0.340506807989033
2008,Very important,Urban regions,0.7016129032258065,23673,0.69578424989754,0.707441556554073
2008,Very important,Rural regions,0.29838709677419356,23673,0.292558443445927,0.3042157501024601
2008,Important,Urban regions,0.6950375072129256,23673,0.6891726592581967,0.7009023551676544
2008,Important,Rural regions,0.30496249278707444,23673,0.29909764483234563,0.31082734074180324
2008,Less important,Urban regions,0.6421437009988186,23673,0.6360370954397486,0.6482503065578885
2008,Less important,Rural regions,0.3578562990011814,23673,0.3517496934421115,0.36396290456025127
2008,Unimportant,Urban regions,0.652072581987681,23673,0.6460049152536844,0.6581402487216776
2008,Unimportant,Rural regions,0.34792741801231897,23673,0.3418597512783223,0.35399508474631564
2012,Very important,Urban regions,0.6758494031221304,40229,0.6712755224208292,0.6804232838234315
2012,Very important,Rural regions,0.3241505968778696,40229,0.31957671617656846,0.3287244775791708
2012,Important,Urban regions,0.6698089492207139,40229,0.6652133243103654,0.6744045741310624
2012,Important,Rural regions,0.33019105077928607,40229,0.3255954258689376,0.33478667568963455
2012,Less important,Urban regions,0.6178526749576864,40229,0.6131043073857396,0.6226010425296331
2012,Less important,Rural regions,0.38214732504231363,40229,0.3773989574703669,0.3868956926142604
2012,Unimportant,Urban regions,0.6047609275600246,40229,0.5999833444498395,0.6095385106702098
2012,Unimportant,Rural regions,0.39523907243997536,40229,0.39046148932979025,0.40001665555016047
2016,Very important,Urban regions,0.6520547945205479,41132,0.6474515543725632,0.6566580346685327
2016,Very important,Rural regions,0.34794520547945207,41132,0.3433419653314674,0.35254844562743676
2016,Important,Urban regions,0.6840845070422535,41132,0.679591816579676,0.688577197504831
2016,Important,Rural regions,0.31591549295774646,41132,0.31142280249516896,0.32040818342032396
2016,Less important,Urban regions,0.6327000085200648,41132,0.628041192747924,0.6373588242922056
2016,Less important,Rural regions,0.36729999147993525,41132,0.3626411757077945,0.371958807252076
2016,Unimportant,Urban regions,0.6314170806718713,41132,0.6267548696846169,0.6360792916591257
2016,Unimportant,Rural regions,0.3685829193281287,41132,0.36392070834087425,0.37324513031538314
2021,Very important,Urban regions,0.6966292134831461,27598,0.6912053970025822,0.70205302996371
2021,Very important,Rural regions,0.30337078651685395,27598,0.2979469700362901,0.3087946029974178
2021,Important,Urban regions,0.7003557567917206,27598,0.6949509573029055,0.7057605562805357
2021,Important,Rural regions,0.2996442432082794,27598,0.29423944371946426,0.3050490426970946
2021,Less important,Urban regions,0.644220572640509,27598,0.6385721787208072,0.6498689665602109
2021,Less important,Rural regions,0.355779427359491,27598,0.35013103343978913,0.3614278212791928
2021,Unimportant,Urban regions,0.6038324420677362,27598,0.5980619221856649,0.6096029619498076
2021,Unimportant,Rural regions,0.3961675579322638,27598,0.3903970380501925,0.40193807781433516
