year,quintil_oecd,sex,plh0111,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,male,Less important,0.47624076029567053,18165,0.4689777359413337,0.4835037846500074
1990,1st Quintile,male,Unimportant,0.2682154171066526,18165,0.2617726583946844,0.2746581758186208
1990,1st Quintile,male,Important,0.22703273495248152,18165,0.22094068912388426,0.2331247807810788
1990,1st Quintile,male,Very important,0.028511087645195353,18165,0.026090815586654378,0.030931359703736328
1990,1st Quintile,female,Less important,0.4419713831478537,18165,0.4347492800969822,0.44919348619872523
1990,1st Quintile,female,Unimportant,0.38235294117647056,18165,0.3752858486606054,0.38942003369233574
1990,1st Quintile,female,Important,0.15421303656597773,18165,0.14896097984050827,0.1594650932914472
1990,1st Quintile,female,Very important,0.021462639109697933,18165,0.019355133993025152,0.023570144226370715
1990,2nd Quintile,male,Less important,0.5211822660098522,18165,0.513917555737519,0.5284469762821854
1990,2nd Quintile,male,Important,0.22660098522167488,18165,0.22051303525743574,0.23268893518591402
1990,2nd Quintile,male,Unimportant,0.20985221674876847,18165,0.20393047704142167,0.21577395645611527
1990,2nd Quintile,male,Very important,0.042364532019704436,18165,0.039435394995968466,0.045293669043440406
1990,2nd Quintile,female,Less important,0.4851024208566108,18165,0.47783441085632994,0.4923704308568917
1990,2nd Quintile,female,Unimportant,0.30446927374301674,18165,0.2977770836894014,0.31116146379663207
1990,2nd Quintile,female,Important,0.19273743016759776,18165,0.18700117039804354,0.19847368993715198
1990,2nd Quintile,female,Very important,0.017690875232774673,18165,0.015773808992948623,0.019607941472600723
1990,3rd Quintile,male,Less important,0.5334190231362468,18165,0.5261640445629134,0.5406740017095801
1990,3rd Quintile,male,Important,0.2480719794344473,18165,0.2417911737007967,0.25435278516809795
1990,3rd Quintile,male,Unimportant,0.18766066838046272,18165,0.1819826899250515,0.19333864683587393
1990,3rd Quintile,male,Very important,0.030848329048843187,18165,0.028333838155675358,0.03336281994201101
1990,3rd Quintile,female,Less important,0.5305039787798409,18165,0.5232462848198853,0.5377616727397965
1990,3rd Quintile,female,Unimportant,0.26657824933687,18165,0.2601480028803411,0.2730084957933989
1990,3rd Quintile,female,Important,0.19496021220159152,18165,0.18919891820992724,0.2007215061932558
1990,3rd Quintile,female,Very important,0.007957559681697613,18165,0.0066654676490921876,0.009249651714303038
1990,4th Quintile,male,Less important,0.49206349206349204,18165,0.4847931698819239,0.4993338142450602
1990,4th Quintile,male,Important,0.29931972789115646,18165,0.2926598542991556,0.30597960148315734
1990,4th Quintile,male,Unimportant,0.1746031746031746,18165,0.16908245315327025,0.18012389605307894
1990,4th Quintile,male,Very important,0.034013605442176874,18165,0.03137757628391322,0.03664963460044053
1990,4th Quintile,female,Less important,0.5113350125944585,18165,0.5040656430453891,0.5186043821435278
1990,4th Quintile,female,Important,0.25440806045340053,18165,0.24807440541470122,0.26074171549209985
