year,quintil_oecd,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Important,0.16039,181,1075,0.13844,0.18234
1990,1st Quintile,Less important,0.42503,486,1075,0.39547,0.45460
1990,1st Quintile,Unimportant,0.39129,408,1075,0.36210,0.42048
1990,2nd Quintile,Important,0.20407,275,1312,0.18226,0.22589
1990,2nd Quintile,Less important,0.46745,648,1312,0.44044,0.49446
1990,2nd Quintile,Unimportant,0.30455,389,1312,0.27964,0.32946
1990,3rd Quintile,Very important,0.03777,49,1396,0.02776,0.04777
1990,3rd Quintile,Important,0.21123,290,1396,0.18981,0.23265
1990,3rd Quintile,Less important,0.48234,695,1396,0.45611,0.50856
1990,3rd Quintile,Unimportant,0.26866,362,1396,0.24540,0.29192
1990,4th Quintile,Very important,0.01832,33,1581,0.01171,0.02494
1990,4th Quintile,Important,0.22306,343,1581,0.20253,0.24359
1990,4th Quintile,Less important,0.53631,843,1581,0.51172,0.56090
1990,4th Quintile,Unimportant,0.22231,362,1581,0.20180,0.24281
1990,5th Quintile,Very important,0.02637,46,1665,0.01867,0.03407
1990,5th Quintile,Important,0.28635,466,1665,0.26463,0.30807
1990,5th Quintile,Less important,0.49764,828,1665,0.47362,0.52167
1990,5th Quintile,Unimportant,0.18964,325,1665,0.17080,0.20847
1992,1st Quintile,Very important,0.02139,43,2257,0.01542,0.02736
1992,1st Quintile,Important,0.11201,253,2257,0.09899,0.12502
1992,1st Quintile,Less important,0.38140,973,2257,0.36136,0.40145
1992,1st Quintile,Unimportant,0.48520,988,2257,0.46458,0.50583
1992,2nd Quintile,Very important,0.01509,32,2262,0.01007,0.02012
1992,2nd Quintile,Important,0.11924,275,2262,0.10588,0.13260
1992,2nd Quintile,Less important,0.47687,1147,2262,0.45629,0.49746
1992,2nd Quintile,Unimportant,0.38879,808,2262,0.36869,0.40888
1992,3rd Quintile,Very important,0.02195,36,2093,0.01567,0.02823
1992,3rd Quintile,Important,0.13937,296,2093,0.12453,0.15421
1992,3rd Quintile,Less important,0.49619,1109,2093,0.47476,0.51761
1992,3rd Quintile,Unimportant,0.34249,652,2093,0.32216,0.36283
1992,4th Quintile,Very important,0.01657,42,2091,0.01109,0.02204
1992,4th Quintile,Important,0.15558,321,2091,0.14004,0.17112
1992,4th Quintile,Less important,0.49348,1063,2091,0.47205,0.51492
1992,4th Quintile,Unimportant,0.33437,665,2091,0.31414,0.35460
1992,5th Quintile,Very important,0.02821,60,2192,0.02128,0.03515
1992,5th Quintile,Important,0.18841,406,2192,0.17203,0.20478
1992,5th Quintile,Less important,0.53581,1153,2192,0.51493,0.55669
1992,5th Quintile,Unimportant,0.24757,573,2192,0.22949,0.26564
1995,1st Quintile,Important,0.12343,215,1845,0.10842,0.13845
1995,1st Quintile,Less important,0.42851,837,1845,0.40592,0.45110
