year,migback,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Very important,0.02567,171,6594,0.02186,0.02949
1990,No migration background,Important,0.22533,1476,6594,0.21525,0.23542
1990,No migration background,Less important,0.48573,3267,6594,0.47366,0.49779
1990,No migration background,Unimportant,0.26327,1680,6594,0.25264,0.27390
1990,Direct migration background,Important,0.15746,69,429,0.12295,0.19197
1990,Direct migration background,Less important,0.46223,210,429,0.41499,0.50946
1990,Direct migration background,Unimportant,0.35008,150,429,0.30489,0.39527
1992,No migration background,Very important,0.02028,197,10250,0.01755,0.02301
1992,No migration background,Important,0.14598,1461,10250,0.13915,0.15282
1992,No migration background,Less important,0.48226,5158,10250,0.47259,0.49194
1992,No migration background,Unimportant,0.35147,3434,10250,0.34223,0.36072
1992,Direct migration background,Important,0.13452,79,555,0.10611,0.16293
1992,Direct migration background,Less important,0.43413,246,555,0.39286,0.47541
1992,Direct migration background,Unimportant,0.39953,230,555,0.35874,0.44031
1992,Indirect migration background,Less important,0.56789,41,41,0.41437,0.72141
1995,No migration background,Very important,0.01583,152,9883,0.01337,0.01829
1995,No migration background,Important,0.14732,1386,9883,0.14033,0.15430
1995,No migration background,Less important,0.50521,5174,9883,0.49535,0.51507
1995,No migration background,Unimportant,0.33164,3171,9883,0.32236,0.34092
1995,Direct migration background,Important,0.12577,137,1104,0.10620,0.14533
1995,Direct migration background,Less important,0.43173,487,1104,0.40250,0.46096
1995,Direct migration background,Unimportant,0.42326,480,1104,0.39410,0.45242
1995,Indirect migration background,Less important,0.48791,65,113,0.39534,0.58048
1995,Indirect migration background,Unimportant,0.28695,48,113,0.20318,0.37073
2004,No migration background,Very important,0.02963,564,18138,0.02717,0.03210
2004,No migration background,Important,0.23838,4381,18138,0.23218,0.24458
2004,No migration background,Less important,0.51481,9660,18138,0.50754,0.52209
2004,No migration background,Unimportant,0.21717,3533,18138,0.21117,0.22317
2004,Direct migration background,Very important,0.02215,50,2509,0.01639,0.02791
2004,Direct migration background,Important,0.17247,398,2509,0.15768,0.18726
2004,Direct migration background,Less important,0.44378,1123,2509,0.42433,0.46322
2004,Direct migration background,Unimportant,0.36161,938,2509,0.34280,0.38041
2004,Indirect migration background,Important,0.22660,170,761,0.19683,0.25636
2004,Indirect migration background,Less important,0.48126,378,761,0.44573,0.51678
2004,Indirect migration background,Unimportant,0.27177,213,761,0.24014,0.30340
2008,No migration background,Very important,0.01894,331,16513,0.01686,0.02102
2008,No migration background,Important,0.17779,3108,16513,0.17196,0.18362
2008,No migration background,Less important,0.48875,8201,16513,0.48112,0.49637
2008,No migration background,Unimportant,0.31452,4873,16513,0.30744,0.32160
2008,Direct migration background,Important,0.12744,237,1851,0.11225,0.14264
2008,Direct migration background,Less important,0.41107,734,1851,0.38865,0.43349
2008,Direct migration background,Unimportant,0.44553,880,1851,0.42288,0.46818
2008,Indirect migration background,Important,0.15149,121,751,0.12583,0.17715
2008,Indirect migration background,Less important,0.50537,376,751,0.46959,0.54115
2008,Indirect migration background,Unimportant,0.32157,254,751,0.28814,0.35499
2012,No migration background,Very important,0.03656,920,23137,0.03414,0.03898
2012,No migration background,Important,0.28411,6898,23137,0.27830,0.28993
2012,No migration background,Less important,0.49938,11520,23137,0.49293,0.50582
2012,No migration background,Unimportant,0.17995,3799,23137,0.17500,0.18490
2012,Direct migration background,Very important,0.02678,112,3174,0.02117,0.03240
2012,Direct migration background,Important,0.21554,729,3174,0.20124,0.22985
2012,Direct migration background,Less important,0.45866,1468,3174,0.44132,0.47600
2012,Direct migration background,Unimportant,0.29901,865,3174,0.28308,0.31494
2012,Indirect migration background,Very important,0.03997,57,1197,0.02887,0.05107
2012,Indirect migration background,Important,0.24288,330,1197,0.21858,0.26718
2012,Indirect migration background,Less important,0.53534,601,1197,0.50707,0.56361
2012,Indirect migration background,Unimportant,0.18181,209,1197,0.15995,0.20367
2016,No migration background,Very important,0.03978,756,17680,0.03689,0.04266
2016,No migration background,Important,0.29561,5431,17680,0.28888,0.30234
2016,No migration background,Less important,0.49611,8719,17680,0.48874,0.50348
2016,No migration background,Unimportant,0.16850,2774,17680,0.16298,0.17402
2016,Direct migration background,Very important,0.04413,247,5005,0.03844,0.04983
2016,Direct migration background,Important,0.23038,1191,5005,0.21871,0.24204
2016,Direct migration background,Less important,0.47027,2312,5005,0.45644,0.48410
2016,Direct migration background,Unimportant,0.25522,1255,5005,0.24314,0.26730
2016,Indirect migration background,Very important,0.05123,92,1474,0.03997,0.06249
2016,Indirect migration background,Important,0.31001,478,1474,0.28640,0.33363
2016,Indirect migration background,Less important,0.49881,706,1474,0.47328,0.52434
2016,Indirect migration background,Unimportant,0.13995,198,1474,0.12223,0.15766
2021,No migration background,Very important,0.06172,910,13116,0.05761,0.06584
2021,No migration background,Important,0.34941,4985,13116,0.34125,0.35757
2021,No migration background,Less important,0.46167,5739,13116,0.45314,0.47020
2021,No migration background,Unimportant,0.12720,1482,13116,0.12149,0.13290
2021,Direct migration background,Very important,0.04880,170,3092,0.04121,0.05640
2021,Direct migration background,Important,0.25854,853,3092,0.24311,0.27398
2021,Direct migration background,Less important,0.45541,1405,3092,0.43786,0.47297
2021,Direct migration background,Unimportant,0.23724,664,3092,0.22224,0.25224
2021,Indirect migration background,Very important,0.06003,77,922,0.04469,0.07538
2021,Indirect migration background,Important,0.34023,346,922,0.30964,0.37083
2021,Indirect migration background,Less important,0.46171,401,922,0.42952,0.49391
2021,Indirect migration background,Unimportant,0.13802,98,922,0.11574,0.16029
