year,quintil_oecd,regtyp,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Urban regions,Important,0.17171,131,758,0.14484,0.19857
1990,1st Quintile,Urban regions,Less important,0.41134,341,758,0.37629,0.44640
1990,1st Quintile,Urban regions,Unimportant,0.38526,286,758,0.35059,0.41993
1990,1st Quintile,Rural regions,Important,0.13382,50,317,0.09628,0.17135
1990,1st Quintile,Rural regions,Less important,0.45719,145,317,0.40226,0.51212
1990,1st Quintile,Rural regions,Unimportant,0.40545,122,317,0.35132,0.45959
1990,2nd Quintile,Urban regions,Important,0.20910,211,971,0.18350,0.23469
1990,2nd Quintile,Urban regions,Less important,0.45033,462,971,0.41902,0.48164
1990,2nd Quintile,Urban regions,Unimportant,0.31637,298,971,0.28710,0.34564
1990,2nd Quintile,Rural regions,Important,0.18955,64,341,0.14788,0.23121
1990,2nd Quintile,Rural regions,Less important,0.51699,186,341,0.46387,0.57011
1990,2nd Quintile,Rural regions,Unimportant,0.27035,91,341,0.22313,0.31756
1990,3rd Quintile,Urban regions,Very important,0.03823,40,1095,0.02687,0.04960
1990,3rd Quintile,Urban regions,Important,0.22118,234,1095,0.19658,0.24577
1990,3rd Quintile,Urban regions,Less important,0.48094,545,1095,0.45133,0.51054
1990,3rd Quintile,Urban regions,Unimportant,0.25965,276,1095,0.23367,0.28563
1990,3rd Quintile,Rural regions,Important,0.17505,56,292,0.13139,0.21872
1990,3rd Quintile,Rural regions,Less important,0.48743,150,292,0.43000,0.54486
1990,3rd Quintile,Rural regions,Unimportant,0.30144,86,292,0.24871,0.35416
1990,4th Quintile,Urban regions,Important,0.22894,257,1149,0.20463,0.25324
1990,4th Quintile,Urban regions,Less important,0.52588,615,1149,0.49700,0.55477
1990,4th Quintile,Urban regions,Unimportant,0.22382,277,1149,0.19971,0.24794
1990,4th Quintile,Rural regions,Important,0.20533,86,399,0.16564,0.24501
1990,4th Quintile,Rural regions,Less important,0.56778,228,399,0.51911,0.61645
1990,4th Quintile,Rural regions,Unimportant,0.21773,85,399,0.17718,0.25827
1990,5th Quintile,Urban regions,Very important,0.02681,39,1365,0.01824,0.03538
1990,5th Quintile,Urban regions,Important,0.28673,384,1365,0.26273,0.31073
1990,5th Quintile,Urban regions,Less important,0.49499,673,1365,0.46846,0.52152
1990,5th Quintile,Urban regions,Unimportant,0.19147,269,1365,0.17059,0.21235
1990,5th Quintile,Rural regions,Important,0.28463,82,293,0.23287,0.33639
1990,5th Quintile,Rural regions,Less important,0.50964,155,293,0.45230,0.56698
1990,5th Quintile,Rural regions,Unimportant,0.18134,56,293,0.13715,0.22554
1992,1st Quintile,Urban regions,Important,0.12834,119,947,0.10703,0.14966
1992,1st Quintile,Urban regions,Less important,0.39895,417,947,0.36774,0.43015
1992,1st Quintile,Urban regions,Unimportant,0.44675,411,947,0.41507,0.47843
1992,1st Quintile,Rural regions,Important,0.09768,133,1220,0.08101,0.11434
1992,1st Quintile,Rural regions,Less important,0.36242,531,1220,0.33544,0.38941
1992,1st Quintile,Rural regions,Unimportant,0.52317,556,1220,0.49513,0.55121
1992,2nd Quintile,Urban regions,Important,0.12486,137,1107,0.10538,0.14434
1992,2nd Quintile,Urban regions,Less important,0.45721,547,1107,0.42785,0.48657
1992,2nd Quintile,Urban regions,Unimportant,0.40142,423,1107,0.37253,0.43031
1992,2nd Quintile,Rural regions,Important,0.11099,134,1093,0.09236,0.12962
1992,2nd Quintile,Rural regions,Less important,0.50541,582,1093,0.47576,0.53506
1992,2nd Quintile,Rural regions,Unimportant,0.37155,377,1093,0.34289,0.40022
1992,3rd Quintile,Urban regions,Important,0.14795,188,1236,0.12815,0.16775
1992,3rd Quintile,Urban regions,Less important,0.49624,643,1236,0.46836,0.52413
1992,3rd Quintile,Urban regions,Unimportant,0.33527,405,1236,0.30894,0.36160
1992,3rd Quintile,Rural regions,Important,0.12361,107,808,0.10090,0.14631
1992,3rd Quintile,Rural regions,Less important,0.49422,457,808,0.45973,0.52872
