year,regtyp,sampreg,plh0111,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,West,Less important,0.4850243354548858,18165,0.47775635939246647,0.4922923115173052
1990,Urban regions,West,Unimportant,0.2605765630849869,18165,0.2541931543725749,0.2669599717973989
1990,Urban regions,West,Important,0.22594533882441034,18165,0.21986362642779067,0.23202705122103
1990,Urban regions,West,Very important,0.02845376263571696,18165,0.026035853593030456,0.03087167167840346
1990,Rural regions,West,Less important,0.5181159420289855,18165,0.5108494780101592,0.5253824060478117
1990,Rural regions,West,Unimportant,0.2644927536231884,18165,0.2580786091590146,0.27090689808736224
1990,Rural regions,West,Important,0.20048309178743962,18165,0.19466083880244892,0.20630534477243032
1990,Rural regions,West,Very important,0.016908212560386472,18165,0.01503328603288783,0.018783139087885113
1992,Urban regions,West,Less important,0.48783314020857477,17350,0.48039528501884565,0.4952709953983039
1992,Urban regions,West,Unimportant,0.3323677095403631,17350,0.32535825197949275,0.33937716710123345
1992,Urban regions,West,Important,0.15797605252993432,17350,0.15254899803923108,0.16340310702063757
1992,Urban regions,West,Very important,0.021823097721127848,17350,0.019649029177688085,0.02399716626456761
1992,Urban regions,East,Less important,0.5078003120124805,17350,0.5003611591898813,0.5152394648350798
1992,Urban regions,East,Unimportant,0.35179407176287053,17350,0.34468836813631964,0.3588997753894214
1992,Urban regions,East,Important,0.12636505460218408,17350,0.12142098216383738,0.13130912704053077
1992,Urban regions,East,Very important,0.014040561622464899,17350,0.012289795654143707,0.01579132759078609
1992,Rural regions,West,Less important,0.4847942754919499,17350,0.4773576585235168,0.49223089246038304
1992,Rural regions,West,Unimportant,0.3613595706618962,17350,0.3542112452155174,0.36850789610827506
1992,Rural regions,West,Important,0.1347644603458557,17350,0.12968331994988797,0.13984560074182345
1992,Rural regions,West,Very important,0.01908169350029815,17350,0.017045911784392697,0.021117475216203604
1992,Rural regions,East,Less important,0.52485966319166,17350,0.5174288065798832,0.5322905198034368
1992,Rural regions,East,Unimportant,0.3323977546110666,17350,0.325388137970295,0.3394073712518382
1992,Rural regions,East,Important,0.12590216519647154,17350,0.12096584919578098,0.13083848119716213
1992,Rural regions,East,Very important,0.016840417000801924,17350,0.014925743349631046,0.018755090651972804
1995,Urban regions,West,Less important,0.5010748835542816,17246,0.4936124430567724,0.5085373240517909
