year,bula_h,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Blue-collar worker,0.13476,77,322,0.09741,0.17212
1984,Schleswig-Holstein,White-collar worker,0.20414,95,322,0.16004,0.24823
1984,Schleswig-Holstein,Apprentice/ Trainee/ Intern,0.06155,33,322,0.03526,0.08784
1984,Schleswig-Holstein,Not employed: Pensioner,0.17317,61,322,0.13178,0.21457
1984,Schleswig-Holstein,Not employed: no further information,0.10654,56,322,0.07278,0.14029
1984,Hamburg,Blue-collar worker,0.09433,66,253,0.05824,0.13042
1984,Hamburg,White-collar worker,0.26034,82,253,0.20616,0.31452
1984,Hamburg,Not employed: Pensioner,0.28640,63,253,0.23058,0.34222
1984,Hamburg,Not employed: no further information,0.09879,42,253,0.06195,0.13563
1984,Lower Saxony,Self-employed,0.04924,77,1230,0.03714,0.06133
1984,Lower Saxony,Blue-collar worker,0.14479,267,1230,0.12511,0.16446
1984,Lower Saxony,Civil servant,0.03858,56,1230,0.02781,0.04934
1984,Lower Saxony,White-collar worker,0.14381,212,1230,0.12419,0.16343
1984,Lower Saxony,Apprentice/ Trainee/ Intern,0.09752,155,1230,0.08094,0.11411
1984,Lower Saxony,Not employed: Pensioner,0.19800,209,1230,0.17572,0.22028
1984,Lower Saxony,Not employed: registered unemployed,0.02753,48,1230,0.01838,0.03668
1984,Lower Saxony,Not employed: no further information,0.12424,206,1230,0.10580,0.14268
1984,Bremen,Not employed: Pensioner,0.43328,45,45,0.28686,0.57970
1984,North Rhine-Westphalia,Self-employed,0.03659,151,3241,0.03013,0.04306
1984,North Rhine-Westphalia,Blue-collar worker,0.15662,856,3241,0.14411,0.16914
1984,North Rhine-Westphalia,Civil servant,0.03904,136,3241,0.03237,0.04571
1984,North Rhine-Westphalia,White-collar worker,0.16109,567,3241,0.14843,0.17375
1984,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.07985,343,3241,0.07051,0.08918
1984,North Rhine-Westphalia,Not employed: Pensioner,0.16741,408,3241,0.15455,0.18026
1984,North Rhine-Westphalia,Not employed: registered unemployed,0.02827,134,3241,0.02256,0.03398
1984,North Rhine-Westphalia,Not employed: no further information,0.14365,646,3241,0.13158,0.15573
1984,Hesse,Self-employed,0.03934,54,1239,0.02851,0.05016
1984,Hesse,Blue-collar worker,0.16728,365,1239,0.14649,0.18807
1984,Hesse,Civil servant,0.03974,46,1239,0.02886,0.05062
1984,Hesse,White-collar worker,0.18134,233,1239,0.15988,0.20280
1984,Hesse,Apprentice/ Trainee/ Intern,0.07674,113,1239,0.06191,0.09156
1984,Hesse,Not employed: Pensioner,0.19757,174,1239,0.17539,0.21975
1984,Hesse,Not employed: registered unemployed,0.02252,52,1239,0.01425,0.03078
1984,Hesse,Not employed: no further information,0.11893,202,1239,0.10090,0.13697
1984,"Rhineland-Palatinate, Saarland",Self-employed,0.03735,38,819,0.02436,0.05035
1984,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.17166,219,819,0.14581,0.19750
1984,"Rhineland-Palatinate, Saarland",Civil servant,0.03782,35,819,0.02475,0.05089
1984,"Rhineland-Palatinate, Saarland",White-collar worker,0.12738,122,819,0.10454,0.15023
1984,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.07759,81,819,0.05925,0.09592
1984,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.19759,150,819,0.17030,0.22488
1984,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.16562,174,819,0.14014,0.19109
1984,Baden-Wuerttemberg,Self-employed,0.04120,103,2243,0.03297,0.04943
1984,Baden-Wuerttemberg,Blue-collar worker,0.19588,819,2243,0.17946,0.21231
1984,Baden-Wuerttemberg,Civil servant,0.03474,80,2243,0.02716,0.04232
1984,Baden-Wuerttemberg,White-collar worker,0.15895,355,2243,0.14381,0.17408
1984,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.06692,178,2243,0.05658,0.07726
1984,Baden-Wuerttemberg,Not employed: Pensioner,0.17640,287,2243,0.16062,0.19218
1984,Baden-Wuerttemberg,Not employed: registered unemployed,0.01044,47,2243,0.00623,0.01464
1984,Baden-Wuerttemberg,Not employed: no further information,0.11598,374,2243,0.10272,0.12923
1984,Bavaria,Self-employed,0.05196,119,2076,0.04241,0.06151
1984,Bavaria,Blue-collar worker,0.15917,544,2076,0.14343,0.17491
1984,Bavaria,Civil servant,0.04028,94,2076,0.03182,0.04874
1984,Bavaria,White-collar worker,0.17451,421,2076,0.15818,0.19084
1984,Bavaria,Apprentice/ Trainee/ Intern,0.06553,180,2076,0.05488,0.07618
1984,Bavaria,Not employed: Pensioner,0.17293,298,2076,0.15666,0.18920
1984,Bavaria,Not employed: registered unemployed,0.02295,72,2076,0.01651,0.02939
1984,Bavaria,Not employed: no further information,0.13336,348,2076,0.11873,0.14799
1984,Berlin,Blue-collar worker,0.18698,130,331,0.14491,0.22904
1984,Berlin,White-collar worker,0.20746,93,331,0.16371,0.25121
1984,Berlin,Not employed: Pensioner,0.23689,70,331,0.19102,0.28276
1984,Berlin,Not employed: no further information,0.05852,38,331,0.03320,0.08385
1985,Schleswig-Holstein,Blue-collar worker,0.15026,78,268,0.10740,0.19313
1985,Schleswig-Holstein,White-collar worker,0.19178,83,268,0.14456,0.23901
1985,Schleswig-Holstein,Not employed: Pensioner,0.18395,57,268,0.13748,0.23043
1985,Schleswig-Holstein,Not employed: no further information,0.10245,50,268,0.06608,0.13882
1985,Hamburg,Blue-collar worker,0.11122,54,195,0.06698,0.15547
1985,Hamburg,White-collar worker,0.27599,82,195,0.21309,0.33890
1985,Hamburg,Not employed: Pensioner,0.29037,59,195,0.22649,0.35425
1985,Lower Saxony,Self-employed,0.04383,63,1103,0.03174,0.05591
1985,Lower Saxony,Blue-collar worker,0.13376,212,1103,0.11366,0.15385
1985,Lower Saxony,Civil servant,0.04157,55,1103,0.02979,0.05336
1985,Lower Saxony,White-collar worker,0.15975,211,1103,0.13811,0.18138
1985,Lower Saxony,Apprentice/ Trainee/ Intern,0.10400,143,1103,0.08598,0.12202
1985,Lower Saxony,Not employed: Pensioner,0.20607,188,1103,0.18219,0.22995
1985,Lower Saxony,Not employed: registered unemployed,0.04535,65,1103,0.03306,0.05763
1985,Lower Saxony,Not employed: no further information,0.10813,166,1103,0.08979,0.12646
1985,Bremen,Not employed: Pensioner,0.45009,41,41,0.29591,0.60427
1985,North Rhine-Westphalia,Self-employed,0.03687,131,2949,0.03007,0.04368
1985,North Rhine-Westphalia,Blue-collar worker,0.15401,759,2949,0.14098,0.16704
1985,North Rhine-Westphalia,Civil servant,0.04065,130,2949,0.03352,0.04778
1985,North Rhine-Westphalia,White-collar worker,0.16851,546,2949,0.15500,0.18203
1985,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.08733,332,2949,0.07714,0.09752
1985,North Rhine-Westphalia,Not employed: Pensioner,0.17192,376,2949,0.15830,0.18554
1985,North Rhine-Westphalia,Not employed: registered unemployed,0.03511,141,2949,0.02846,0.04175
1985,North Rhine-Westphalia,Not employed: no further information,0.12921,534,2949,0.11710,0.14132
1985,Hesse,Self-employed,0.03790,52,1125,0.02674,0.04907
1985,Hesse,Blue-collar worker,0.16274,319,1125,0.14116,0.18432
1985,Hesse,Civil servant,0.03891,40,1125,0.02761,0.05022
1985,Hesse,White-collar worker,0.18048,214,1125,0.15799,0.20296
1985,Hesse,Apprentice/ Trainee/ Intern,0.08183,108,1125,0.06580,0.09785
1985,Hesse,Not employed: Pensioner,0.21089,166,1125,0.18704,0.23474
1985,Hesse,Not employed: registered unemployed,0.03224,54,1125,0.02192,0.04257
1985,Hesse,Not employed: no further information,0.10792,172,1125,0.08978,0.12606
1985,"Rhineland-Palatinate, Saarland",Self-employed,0.04230,38,739,0.02778,0.05682
1985,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.18091,203,739,0.15314,0.20869
1985,"Rhineland-Palatinate, Saarland",Civil servant,0.04505,37,739,0.03008,0.06001
1985,"Rhineland-Palatinate, Saarland",White-collar worker,0.12987,111,739,0.10561,0.15412
1985,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.06925,70,739,0.05093,0.08757
1985,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.20836,137,739,0.17905,0.23766
1985,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.15085,143,739,0.12503,0.17667
1985,Baden-Wuerttemberg,Self-employed,0.04797,103,2030,0.03867,0.05727
1985,Baden-Wuerttemberg,Blue-collar worker,0.19451,721,2030,0.17728,0.21173
1985,Baden-Wuerttemberg,Civil servant,0.03758,76,2030,0.02931,0.04586
1985,Baden-Wuerttemberg,White-collar worker,0.16659,332,2030,0.15038,0.18280
1985,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.07944,192,2030,0.06767,0.09120
1985,Baden-Wuerttemberg,Not employed: Pensioner,0.17294,241,2030,0.15649,0.18940
1985,Baden-Wuerttemberg,Not employed: registered unemployed,0.01576,65,2030,0.01034,0.02118
1985,Baden-Wuerttemberg,Not employed: no further information,0.09694,300,2030,0.08407,0.10982
1985,Bavaria,Self-employed,0.05983,127,1880,0.04911,0.07055
1985,Bavaria,Blue-collar worker,0.15610,485,1880,0.13969,0.17251
1985,Bavaria,Civil servant,0.03855,84,1880,0.02984,0.04725
1985,Bavaria,White-collar worker,0.17877,402,1880,0.16145,0.19610
1985,Bavaria,Apprentice/ Trainee/ Intern,0.06875,163,1880,0.05731,0.08019
1985,Bavaria,Not employed: Pensioner,0.18714,279,1880,0.16950,0.20477
1985,Bavaria,Not employed: registered unemployed,0.03000,69,1880,0.02228,0.03771
1985,Bavaria,Not employed: no further information,0.11130,271,1880,0.09708,0.12552
1985,Berlin,Blue-collar worker,0.15687,95,283,0.11442,0.19932
1985,Berlin,White-collar worker,0.23266,90,283,0.18334,0.28197
1985,Berlin,Not employed: Pensioner,0.24252,59,283,0.19249,0.29254
1985,Berlin,Not employed: no further information,0.06672,39,283,0.03759,0.09584
1986,Schleswig-Holstein,Blue-collar worker,0.15773,76,246,0.11209,0.20337
1986,Schleswig-Holstein,White-collar worker,0.21690,77,246,0.16529,0.26851
1986,Schleswig-Holstein,Not employed: Pensioner,0.16956,48,246,0.12257,0.21655
1986,Schleswig-Holstein,Not employed: no further information,0.09930,45,246,0.06185,0.13674
1986,Hamburg,Blue-collar worker,0.11187,48,203,0.06840,0.15534
1986,Hamburg,White-collar worker,0.25985,71,203,0.19937,0.32032
1986,Hamburg,Not employed: Pensioner,0.29830,53,203,0.23521,0.36140
1986,Hamburg,Not employed: no further information,0.08194,31,203,0.04412,0.11977
1986,Lower Saxony,Self-employed,0.05180,72,1099,0.03869,0.06490
1986,Lower Saxony,Blue-collar worker,0.14012,224,1099,0.11959,0.16065
1986,Lower Saxony,Civil servant,0.04166,54,1099,0.02984,0.05348
1986,Lower Saxony,White-collar worker,0.15230,204,1099,0.13105,0.17355
1986,Lower Saxony,Apprentice/ Trainee/ Intern,0.10178,147,1099,0.08390,0.11967
1986,Lower Saxony,Not employed: Pensioner,0.20236,180,1099,0.17860,0.22612
1986,Lower Saxony,Not employed: registered unemployed,0.03602,51,1099,0.02500,0.04704
1986,Lower Saxony,Not employed: no further information,0.11426,167,1099,0.09544,0.13308
1986,Bremen,Not employed: Pensioner,0.47940,38,38,0.31842,0.64037
1986,North Rhine-Westphalia,Self-employed,0.03832,135,2837,0.03126,0.04539
1986,North Rhine-Westphalia,Blue-collar worker,0.15127,723,2837,0.13808,0.16445
1986,North Rhine-Westphalia,Civil servant,0.04001,127,2837,0.03280,0.04722
1986,North Rhine-Westphalia,White-collar worker,0.16119,500,2837,0.14765,0.17472
1986,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.08610,334,2837,0.07577,0.09642
1986,North Rhine-Westphalia,Not employed: Pensioner,0.17542,363,2837,0.16142,0.18942
1986,North Rhine-Westphalia,Not employed: registered unemployed,0.03690,146,2837,0.02996,0.04384
1986,North Rhine-Westphalia,Not employed: no further information,0.13011,509,2837,0.11772,0.14249
1986,Hesse,Self-employed,0.03544,46,1042,0.02421,0.04667
1986,Hesse,Blue-collar worker,0.15463,287,1042,0.13267,0.17659
1986,Hesse,Civil servant,0.03490,35,1042,0.02375,0.04605
1986,Hesse,White-collar worker,0.19534,216,1042,0.17125,0.21942
1986,Hesse,Apprentice/ Trainee/ Intern,0.08520,108,1042,0.06824,0.10216
1986,Hesse,Not employed: Pensioner,0.21541,154,1042,0.19044,0.24039
1986,Hesse,Not employed: registered unemployed,0.02569,45,1042,0.01608,0.03530
1986,Hesse,Not employed: no further information,0.09871,151,1042,0.08059,0.11683
1986,"Rhineland-Palatinate, Saarland",Self-employed,0.03932,32,737,0.02528,0.05337
1986,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.18278,203,737,0.15486,0.21071
1986,"Rhineland-Palatinate, Saarland",Civil servant,0.03870,34,737,0.02476,0.05263
1986,"Rhineland-Palatinate, Saarland",White-collar worker,0.13444,121,737,0.10979,0.15908
1986,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.06557,70,737,0.04768,0.08345
1986,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.21768,138,737,0.18787,0.24750
1986,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.14718,139,737,0.12158,0.17278
1986,Baden-Wuerttemberg,Self-employed,0.04238,89,1976,0.03349,0.05126
1986,Baden-Wuerttemberg,Blue-collar worker,0.20321,721,1976,0.18547,0.22096
1986,Baden-Wuerttemberg,Civil servant,0.03657,70,1976,0.02829,0.04484
1986,Baden-Wuerttemberg,White-collar worker,0.17117,330,1976,0.15456,0.18778
1986,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.07220,192,1976,0.06079,0.08362
1986,Baden-Wuerttemberg,Not employed: Pensioner,0.17343,236,1976,0.15673,0.19013
1986,Baden-Wuerttemberg,Not employed: registered unemployed,0.01934,60,1976,0.01326,0.02541
1986,Baden-Wuerttemberg,Not employed: no further information,0.09707,278,1976,0.08401,0.11013
1986,Bavaria,Self-employed,0.05973,116,1761,0.04866,0.07080
1986,Bavaria,Blue-collar worker,0.15321,442,1761,0.13639,0.17004
1986,Bavaria,Civil servant,0.04158,86,1761,0.03225,0.05091
