year,age_gr,regtyp,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Urban regions,Self-employed,0.01933,51,2452,0.01387,0.02478
1985,17-29 y.,Urban regions,Blue-collar worker,0.22120,644,2452,0.20477,0.23763
1985,17-29 y.,Urban regions,Civil servant,0.03608,67,2452,0.02870,0.04346
1985,17-29 y.,Urban regions,White-collar worker,0.21298,432,2452,0.19677,0.22919
1985,17-29 y.,Urban regions,Apprentice/ Trainee/ Intern,0.36462,847,2452,0.34557,0.38368
1985,17-29 y.,Urban regions,Not employed: registered unemployed,0.05410,149,2452,0.04515,0.06306
1985,17-29 y.,Urban regions,Not employed: no further information,0.07612,262,2452,0.06562,0.08662
1985,17-29 y.,Rural regions,Blue-collar worker,0.21440,156,592,0.18131,0.24748
1985,17-29 y.,Rural regions,White-collar worker,0.18079,107,592,0.14976,0.21182
1985,17-29 y.,Rural regions,Apprentice/ Trainee/ Intern,0.37746,224,592,0.33838,0.41654
1985,17-29 y.,Rural regions,Not employed: registered unemployed,0.07065,46,592,0.04999,0.09131
1985,17-29 y.,Rural regions,Not employed: no further information,0.06672,59,592,0.04660,0.08684
1985,30-45 y.,Urban regions,Self-employed,0.06506,164,2700,0.05575,0.07436
1985,30-45 y.,Urban regions,Blue-collar worker,0.26282,962,2700,0.24621,0.27942
1985,30-45 y.,Urban regions,Civil servant,0.07817,165,2700,0.06804,0.08829
1985,30-45 y.,Urban regions,White-collar worker,0.35108,745,2700,0.33307,0.36909
1985,30-45 y.,Urban regions,Not employed: registered unemployed,0.04413,122,2700,0.03638,0.05188
1985,30-45 y.,Urban regions,Not employed: no further information,0.17689,542,2700,0.16249,0.19129
1985,30-45 y.,Rural regions,Self-employed,0.10094,64,717,0.07887,0.12300
1985,30-45 y.,Rural regions,Blue-collar worker,0.21490,207,717,0.18481,0.24498
1985,30-45 y.,Rural regions,Civil servant,0.10196,62,717,0.07980,0.12413
1985,30-45 y.,Rural regions,White-collar worker,0.30479,194,717,0.27107,0.33851
1985,30-45 y.,Rural regions,Not employed: registered unemployed,0.06852,46,717,0.05002,0.08703
1985,30-45 y.,Rural regions,Not employed: no further information,0.19817,144,717,0.16898,0.22737
1985,46-65 y.,Urban regions,Self-employed,0.06709,157,2602,0.05747,0.07670
1985,46-65 y.,Urban regions,Blue-collar worker,0.20968,777,2602,0.19403,0.22532
1985,46-65 y.,Urban regions,Civil servant,0.05033,111,2602,0.04192,0.05873
1985,46-65 y.,Urban regions,White-collar worker,0.22622,504,2602,0.21014,0.24230
1985,46-65 y.,Urban regions,Not employed: Pensioner,0.22395,449,2602,0.20793,0.23998
1985,46-65 y.,Urban regions,Not employed: registered unemployed,0.03582,109,2602,0.02868,0.04297
1985,46-65 y.,Urban regions,Not employed: no further information,0.18595,495,2602,0.17100,0.20090
1985,46-65 y.,Rural regions,Self-employed,0.10436,72,698,0.08167,0.12706
1985,46-65 y.,Rural regions,Blue-collar worker,0.23640,186,698,0.20485,0.26794
1985,46-65 y.,Rural regions,Civil servant,0.05057,34,698,0.03430,0.06684
1985,46-65 y.,Rural regions,White-collar worker,0.14612,98,698,0.11989,0.17234
1985,46-65 y.,Rural regions,Not employed: Pensioner,0.22589,139,698,0.19485,0.25694
1985,46-65 y.,Rural regions,Not employed: registered unemployed,0.04092,31,698,0.02621,0.05563
1985,46-65 y.,Rural regions,Not employed: no further information,0.19422,138,698,0.16485,0.22359
1985,66 and older,Urban regions,Not employed: Pensioner,0.90106,719,778,0.88007,0.92206
1985,66 and older,Urban regions,Not employed: no further information,0.06038,59,778,0.04363,0.07713
1985,66 and older,Rural regions,Not employed: Pensioner,0.92311,266,266,0.89103,0.95519
1986,17-29 y.,Urban regions,Self-employed,0.01989,44,2399,0.01431,0.02548
1986,17-29 y.,Urban regions,Blue-collar worker,0.22755,648,2399,0.21077,0.24433
1986,17-29 y.,Urban regions,Civil servant,0.04073,70,2399,0.03282,0.04864
1986,17-29 y.,Urban regions,White-collar worker,0.21252,411,2399,0.19615,0.22890
1986,17-29 y.,Urban regions,Apprentice/ Trainee/ Intern,0.35850,847,2399,0.33931,0.37770
1986,17-29 y.,Urban regions,Not employed: Military/Community Service,0.01859,33,2399,0.01319,0.02400
1986,17-29 y.,Urban regions,Not employed: registered unemployed,0.04603,130,2399,0.03764,0.05442
1986,17-29 y.,Urban regions,Not employed: no further information,0.07016,216,2399,0.05994,0.08038
1986,17-29 y.,Rural regions,Blue-collar worker,0.22184,154,582,0.18806,0.25563
1986,17-29 y.,Rural regions,White-collar worker,0.21849,126,582,0.18489,0.25209
1986,17-29 y.,Rural regions,Apprentice/ Trainee/ Intern,0.33613,211,582,0.29772,0.37455
1986,17-29 y.,Rural regions,Not employed: registered unemployed,0.06309,40,582,0.04332,0.08286
1986,17-29 y.,Rural regions,Not employed: no further information,0.06003,51,582,0.04071,0.07935
1986,30-45 y.,Urban regions,Self-employed,0.06194,156,2541,0.05257,0.07132
1986,30-45 y.,Urban regions,Blue-collar worker,0.25701,879,2541,0.24001,0.27400
1986,30-45 y.,Urban regions,Civil servant,0.07523,152,2541,0.06497,0.08548
1986,30-45 y.,Urban regions,White-collar worker,0.35035,707,2541,0.33179,0.36890
1986,30-45 y.,Urban regions,Not employed: registered unemployed,0.04402,112,2541,0.03604,0.05200
1986,30-45 y.,Urban regions,Not employed: no further information,0.18689,535,2541,0.17173,0.20205
1986,30-45 y.,Rural regions,Self-employed,0.11019,62,663,0.08634,0.13404
1986,30-45 y.,Rural regions,Blue-collar worker,0.22913,197,663,0.19712,0.26115
1986,30-45 y.,Rural regions,Civil servant,0.11169,66,663,0.08770,0.13569
1986,30-45 y.,Rural regions,White-collar worker,0.27853,165,663,0.24438,0.31267
1986,30-45 y.,Rural regions,Not employed: registered unemployed,0.06131,38,663,0.04303,0.07958
1986,30-45 y.,Rural regions,Not employed: no further information,0.19326,135,663,0.16318,0.22334
