year,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Self-employed,0.04200,602,12142,0.03843,0.04557
1984,Blue-collar worker,0.16208,3369,12142,0.15553,0.16864
1984,Civil servant,0.03794,492,12142,0.03454,0.04133
1984,White-collar worker,0.16539,2193,12142,0.15878,0.17200
1984,Apprentice/ Trainee/ Intern,0.07465,1146,12142,0.06998,0.07933
1984,Not employed: Pensioner,0.18678,1765,12142,0.17985,0.19372
1984,Not employed: Military/Community Service,0.00283,35,12142,0.00188,0.00377
1984,Not employed: registered unemployed,0.02442,434,12142,0.02168,0.02717
1984,Not employed: no further information,0.12908,2106,12142,0.12312,0.13505
1985,Self-employed,0.04358,556,11005,0.03976,0.04739
1985,Blue-collar worker,0.15911,2941,11005,0.15228,0.16594
1985,Civil servant,0.03939,467,11005,0.03576,0.04303
1985,White-collar worker,0.17224,2085,11005,0.16518,0.17929
1985,Apprentice/ Trainee/ Intern,0.08001,1097,11005,0.07494,0.08508
1985,Not employed: Pensioner,0.19398,1603,11005,0.18659,0.20137
1985,Not employed: Military/Community Service,0.00312,39,11005,0.00208,0.00416
1985,Not employed: registered unemployed,0.03291,503,11005,0.02958,0.03624
1985,Not employed: no further information,0.11291,1714,11005,0.10700,0.11883
1986,Self-employed,0.04366,533,10565,0.03976,0.04756
1986,Blue-collar worker,0.16074,2848,10565,0.15374,0.16775
1986,Civil servant,0.03890,447,10565,0.03522,0.04259
1986,White-collar worker,0.17274,1997,10565,0.16553,0.17995
1986,Apprentice/ Trainee/ Intern,0.07748,1094,10565,0.07238,0.08258
1986,Not employed: Pensioner,0.19529,1523,10565,0.18773,0.20285
1986,Not employed: Military/Community Service,0.00434,49,10565,0.00309,0.00560
1986,Not employed: registered unemployed,0.03067,461,10565,0.02738,0.03396
1986,Not employed: no further information,0.11236,1613,10565,0.10634,0.11838
1987,Self-employed,0.04417,532,10430,0.04023,0.04812
1987,Blue-collar worker,0.16664,2830,10430,0.15948,0.17379
1987,Civil servant,0.03929,443,10430,0.03556,0.04302
1987,White-collar worker,0.17551,1991,10430,0.16821,0.18281
1987,Apprentice/ Trainee/ Intern,0.07039,1083,10430,0.06548,0.07530
1987,Not employed: Pensioner,0.19287,1495,10430,0.18530,0.20044
1987,Not employed: Military/Community Service,0.00491,53,10430,0.00357,0.00625
1987,Not employed: registered unemployed,0.03084,471,10430,0.02752,0.03416
1987,Not employed: no further information,0.10889,1532,10430,0.10291,0.11487
1988,Self-employed,0.04352,501,9952,0.03951,0.04753
1988,Blue-collar worker,0.16111,2655,9952,0.15389,0.16833
1988,Civil servant,0.03919,410,9952,0.03537,0.04300
1988,White-collar worker,0.18365,1949,9952,0.17604,0.19126
1988,Apprentice/ Trainee/ Intern,0.06898,993,9952,0.06400,0.07396
1988,Not employed: Pensioner,0.19412,1457,9952,0.18634,0.20189
1988,Not employed: Military/Community Service,0.00501,55,9952,0.00362,0.00640
1988,Not employed: registered unemployed,0.03201,457,9952,0.02855,0.03546
1988,Not employed: no further information,0.10590,1475,9952,0.09985,0.11194
1989,Self-employed,0.04071,459,9642,0.03676,0.04465
1989,Blue-collar worker,0.16078,2593,9642,0.15345,0.16811
1989,Civil servant,0.03810,384,9642,0.03428,0.04193
1989,White-collar worker,0.19457,2020,9642,0.18666,0.20247
1989,Apprentice/ Trainee/ Intern,0.06984,926,9642,0.06475,0.07492
1989,Not employed: Pensioner,0.19643,1442,9642,0.18850,0.20436
1989,Not employed: Military/Community Service,0.00388,47,9642,0.00264,0.00512
1989,Not employed: registered unemployed,0.02418,324,9642,0.02112,0.02725
1989,Not employed: no further information,0.10622,1447,9642,0.10007,0.11237
1990,Self-employed,0.03681,566,13837,0.03367,0.03995
1990,Blue-collar worker,0.18332,4101,13837,0.17688,0.18977
1990,Civil servant,0.03103,377,13837,0.02814,0.03392
1990,White-collar worker,0.20971,3596,13837,0.20292,0.21649
1990,Apprentice/ Trainee/ Intern,0.06214,1135,13837,0.05812,0.06616
1990,Not employed: Pensioner,0.18599,2114,13837,0.17950,0.19247
1990,Not employed: Military/Community Service,0.00452,77,13837,0.00340,0.00564
1990,Not employed: registered unemployed,0.01831,316,13837,0.01608,0.02054
1990,Not employed: no further information,0.08818,1555,13837,0.08346,0.09291
1991,Self-employed,0.03878,606,13557,0.03553,0.04203
1991,Blue-collar worker,0.17665,3800,13557,0.17023,0.18307
1991,Civil servant,0.03169,411,13557,0.02874,0.03464
1991,White-collar worker,0.20491,3333,13557,0.19812,0.21171
1991,Apprentice/ Trainee/ Intern,0.05989,1136,13557,0.05590,0.06389
1991,Not employed: Pensioner,0.19504,2168,13557,0.18836,0.20171
1991,Not employed: Military/Community Service,0.00379,62,13557,0.00276,0.00482
1991,Not employed: registered unemployed,0.02881,612,13557,0.02600,0.03163
1991,Not employed: no further information,0.08243,1429,13557,0.07780,0.08706
1992,Self-employed,0.03941,603,13297,0.03610,0.04272
1992,Blue-collar worker,0.16012,3384,13297,0.15388,0.16635
1992,Civil servant,0.02972,386,13297,0.02683,0.03260
1992,White-collar worker,0.20424,3221,13297,0.19738,0.21109
1992,Apprentice/ Trainee/ Intern,0.06144,1179,13297,0.05736,0.06552
1992,Not employed: Pensioner,0.20272,2270,13297,0.19588,0.20955
1992,Not employed: Military/Community Service,0.00338,52,13297,0.00239,0.00436
1992,Not employed: registered unemployed,0.04093,855,13297,0.03756,0.04430
1992,Not employed: no further information,0.08094,1347,13297,0.07630,0.08557
1993,Self-employed,0.04109,622,13085,0.03769,0.04449
1993,Blue-collar worker,0.15802,3213,13085,0.15177,0.16427
1993,Civil servant,0.03238,411,13085,0.02935,0.03541
1993,White-collar worker,0.19879,3106,13085,0.19195,0.20563
1993,Apprentice/ Trainee/ Intern,0.06094,1155,13085,0.05684,0.06504
1993,Not employed: Pensioner,0.20398,2310,13085,0.19708,0.21089
1993,Not employed: Military/Community Service,0.00348,52,13085,0.00247,0.00449
1993,Not employed: registered unemployed,0.04609,912,13085,0.04249,0.04968
1993,Not employed: no further information,0.07723,1304,13085,0.07266,0.08181
1994,Self-employed,0.04078,619,12863,0.03736,0.04420
1994,Blue-collar worker,0.14760,2941,12863,0.14147,0.15373
1994,Civil servant,0.03413,429,12863,0.03099,0.03727
1994,White-collar worker,0.19955,3109,12863,0.19264,0.20645
1994,Apprentice/ Trainee/ Intern,0.05604,1071,12863,0.05206,0.06001
1994,Not employed: Pensioner,0.20645,2295,12863,0.19946,0.21345
1994,Not employed: Military/Community Service,0.00366,60,12863,0.00262,0.00471
1994,Not employed: registered unemployed,0.05410,1035,12863,0.05019,0.05801
1994,Not employed: no further information,0.07908,1304,12863,0.07442,0.08375
1995,Self-employed,0.03947,617,13269,0.03615,0.04278
1995,Blue-collar worker,0.14618,3082,13269,0.14017,0.15219
1995,Civil servant,0.03289,429,13269,0.02986,0.03593
1995,White-collar worker,0.20134,3255,13269,0.19451,0.20816
1995,Apprentice/ Trainee/ Intern,0.05903,1162,13269,0.05502,0.06304
1995,Not employed: Pensioner,0.20874,2335,13269,0.20182,0.21565
1995,Not employed: Military/Community Service,0.00335,50,13269,0.00236,0.00433
1995,Not employed: registered unemployed,0.05264,995,13269,0.04884,0.05644
1995,Not employed: no further information,0.07683,1344,13269,0.07230,0.08136
1996,Self-employed,0.04248,646,13028,0.03902,0.04595
1996,Blue-collar worker,0.14412,2939,13028,0.13809,0.15015
1996,Civil servant,0.03127,413,13028,0.02828,0.03426
1996,White-collar worker,0.20099,3195,13028,0.19411,0.20787
1996,Apprentice/ Trainee/ Intern,0.05696,1118,13028,0.05298,0.06094
1996,Not employed: Pensioner,0.21186,2347,13028,0.20485,0.21888
1996,Not employed: Military/Community Service,0.00308,49,13028,0.00213,0.00403
1996,Not employed: registered unemployed,0.05328,994,13028,0.04942,0.05713
1996,Not employed: no further information,0.07637,1327,13028,0.07181,0.08093
1997,Self-employed,0.04142,636,12809,0.03797,0.04487
1997,Blue-collar worker,0.13343,2665,12809,0.12754,0.13932
1997,Civil servant,0.03225,430,12809,0.02919,0.03531
1997,White-collar worker,0.20311,3190,12809,0.19614,0.21008
1997,Apprentice/ Trainee/ Intern,0.05874,1135,12809,0.05467,0.06281
1997,Not employed: Pensioner,0.21815,2397,12809,0.21099,0.22530
1997,Not employed: Military/Community Service,0.00334,58,12809,0.00234,0.00434
1997,Not employed: registered unemployed,0.05767,1038,12809,0.05363,0.06170
1997,Not employed: no further information,0.07483,1260,12809,0.07027,0.07938
1998,Self-employed,0.04166,720,14224,0.03838,0.04494
1998,Blue-collar worker,0.13573,2842,14224,0.13010,0.14136
1998,Civil servant,0.03091,481,14224,0.02807,0.03376
1998,White-collar worker,0.20380,3563,14224,0.19718,0.21042
1998,Apprentice/ Trainee/ Intern,0.06215,1262,14224,0.05818,0.06612
1998,Not employed: Pensioner,0.21807,2800,14224,0.21128,0.22485
1998,Not employed: Military/Community Service,0.00243,50,14224,0.00162,0.00324
1998,Not employed: registered unemployed,0.05462,1093,14224,0.05089,0.05836
1998,Not employed: no further information,0.07595,1413,14224,0.07159,0.08030
1999,Self-employed,0.04597,737,13669,0.04246,0.04948
1999,Blue-collar worker,0.14209,2811,13669,0.13623,0.14794
1999,Civil servant,0.02971,453,13669,0.02686,0.03256
1999,White-collar worker,0.20879,3550,13669,0.20198,0.21561
1999,Apprentice/ Trainee/ Intern,0.06089,1188,13669,0.05688,0.06490
1999,Not employed: Pensioner,0.22166,2735,13669,0.21470,0.22863
1999,Not employed: Military/Community Service,0.00273,51,13669,0.00186,0.00361
1999,Not employed: registered unemployed,0.04642,886,13669,0.04289,0.04994
1999,Not employed: no further information,0.06945,1258,13669,0.06518,0.07371
2000,Self-employed,0.04797,1352,24056,0.04527,0.05067
2000,Blue-collar worker,0.14426,4456,24056,0.13982,0.14870
2000,Civil servant,0.02694,843,24056,0.02489,0.02898
2000,White-collar worker,0.21265,6317,24056,0.20747,0.21782
