year,age_gr,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Self-employed,0.01882,71,3421,0.01427,0.02338
1984,17-29 y.,Blue-collar worker,0.21563,863,3421,0.20184,0.22941
1984,17-29 y.,Civil servant,0.03743,106,3421,0.03107,0.04379
1984,17-29 y.,White-collar worker,0.20664,604,3421,0.19307,0.22021
1984,17-29 y.,Apprentice/ Trainee/ Intern,0.34891,1105,3421,0.33293,0.36488
1984,17-29 y.,Not employed: Military/Community Service,0.01374,35,3421,0.00984,0.01764
1984,17-29 y.,Not employed: registered unemployed,0.05762,199,3421,0.04981,0.06543
1984,17-29 y.,Not employed: no further information,0.09642,438,3421,0.08653,0.10631
1984,30-45 y.,Self-employed,0.07583,267,3870,0.06749,0.08417
1984,30-45 y.,Blue-collar worker,0.26367,1397,3870,0.24979,0.27756
1984,30-45 y.,Civil servant,0.08350,246,3870,0.07478,0.09221
1984,30-45 y.,White-collar worker,0.31992,969,3870,0.30522,0.33461
1984,30-45 y.,Apprentice/ Trainee/ Intern,0.00945,33,3870,0.00640,0.01250
1984,30-45 y.,Not employed: registered unemployed,0.03097,127,3870,0.02551,0.03643
1984,30-45 y.,Not employed: no further information,0.20588,831,3870,0.19314,0.21862
1984,46-65 y.,Self-employed,0.07462,237,3546,0.06597,0.08327
1984,46-65 y.,Blue-collar worker,0.22679,1097,3546,0.21301,0.24058
1984,46-65 y.,Civil servant,0.04609,140,3546,0.03918,0.05299
1984,46-65 y.,White-collar worker,0.19973,611,3546,0.18656,0.21289
1984,46-65 y.,Not employed: Pensioner,0.22030,622,3546,0.20666,0.23395
1984,46-65 y.,Not employed: registered unemployed,0.02227,107,3546,0.01741,0.02713
1984,46-65 y.,Not employed: no further information,0.20759,732,3546,0.19424,0.22094
1984,66 and older,Not employed: Pensioner,0.89028,1109,1214,0.87270,0.90787
1984,66 and older,Not employed: no further information,0.07391,105,1214,0.05918,0.08863
1985,17-29 y.,Self-employed,0.02238,71,3130,0.01720,0.02756
1985,17-29 y.,Blue-collar worker,0.21955,800,3130,0.20504,0.23405
1985,17-29 y.,Civil servant,0.03669,94,3130,0.03010,0.04327
1985,17-29 y.,White-collar worker,0.20517,539,3130,0.19102,0.21932
1985,17-29 y.,Apprentice/ Trainee/ Intern,0.36774,1071,3130,0.35084,0.38463
1985,17-29 y.,Not employed: Military/Community Service,0.01467,39,3130,0.01046,0.01889
1985,17-29 y.,Not employed: registered unemployed,0.05812,195,3130,0.04992,0.06631
1985,17-29 y.,Not employed: no further information,0.07384,321,3130,0.06468,0.08300
1985,30-45 y.,Self-employed,0.07354,228,3417,0.06479,0.08230
1985,30-45 y.,Blue-collar worker,0.25148,1169,3417,0.23693,0.26603
1985,30-45 y.,Civil servant,0.08380,227,3417,0.07450,0.09309
1985,30-45 y.,White-collar worker,0.34013,939,3417,0.32424,0.35601
1985,30-45 y.,Not employed: registered unemployed,0.04990,168,3417,0.04260,0.05720
1985,30-45 y.,Not employed: no further information,0.18193,686,3417,0.16899,0.19486
1985,46-65 y.,Self-employed,0.07617,229,3300,0.06712,0.08523
1985,46-65 y.,Blue-collar worker,0.21619,963,3300,0.20214,0.23024
1985,46-65 y.,Civil servant,0.05039,145,3300,0.04292,0.05785
1985,46-65 y.,White-collar worker,0.20670,602,3300,0.19288,0.22051
1985,46-65 y.,Not employed: Pensioner,0.22443,588,3300,0.21019,0.23866
1985,46-65 y.,Not employed: registered unemployed,0.03707,140,3300,0.03062,0.04351
1985,46-65 y.,Not employed: no further information,0.18797,633,3300,0.17463,0.20130
1985,66 and older,Not employed: Pensioner,0.90708,985,1059,0.88959,0.92458
1985,66 and older,Not employed: no further information,0.05708,74,1059,0.04310,0.07106
1986,17-29 y.,Self-employed,0.02338,64,3039,0.01801,0.02875
1986,17-29 y.,Blue-collar worker,0.22613,802,3039,0.21126,0.24101
1986,17-29 y.,Civil servant,0.03966,92,3039,0.03272,0.04660
1986,17-29 y.,White-collar worker,0.21400,537,3039,0.19942,0.22859
1986,17-29 y.,Apprentice/ Trainee/ Intern,0.35296,1058,3039,0.33596,0.36995
1986,17-29 y.,Not employed: Military/Community Service,0.02061,49,3039,0.01556,0.02566
1986,17-29 y.,Not employed: registered unemployed,0.05026,170,3039,0.04249,0.05803
1986,17-29 y.,Not employed: no further information,0.06765,267,3039,0.05872,0.07658
1986,30-45 y.,Self-employed,0.07309,218,3235,0.06412,0.08206
1986,30-45 y.,Blue-collar worker,0.25056,1076,3235,0.23563,0.26550
1986,30-45 y.,Civil servant,0.08365,218,3235,0.07411,0.09320
1986,30-45 y.,White-collar worker,0.33375,872,3235,0.31750,0.35000
1986,30-45 y.,Not employed: Pensioner,0.00971,31,3235,0.00633,0.01309
1986,30-45 y.,Not employed: registered unemployed,0.04801,150,3235,0.04065,0.05538
1986,30-45 y.,Not employed: no further information,0.18836,670,3235,0.17488,0.20184
1986,46-65 y.,Self-employed,0.07849,233,3221,0.06920,0.08777
1986,46-65 y.,Blue-collar worker,0.22014,964,3221,0.20583,0.23446
1986,46-65 y.,Civil servant,0.04733,137,3221,0.04000,0.05467
1986,46-65 y.,White-collar worker,0.20774,584,3221,0.19373,0.22176
1986,46-65 y.,Not employed: Pensioner,0.22087,553,3221,0.20655,0.23520
1986,46-65 y.,Not employed: registered unemployed,0.03674,141,3221,0.03024,0.04323
1986,46-65 y.,Not employed: no further information,0.18667,609,3221,0.17321,0.20013
1986,66 and older,Not employed: Pensioner,0.91777,934,1001,0.90075,0.93480
1986,66 and older,Not employed: no further information,0.05474,67,1001,0.04064,0.06884
1987,17-29 y.,Self-employed,0.01680,50,2996,0.01219,0.02140
1987,17-29 y.,Blue-collar worker,0.24207,794,2996,0.22673,0.25741
1987,17-29 y.,Civil servant,0.03614,83,2996,0.02946,0.04283
1987,17-29 y.,White-collar worker,0.23282,552,2996,0.21769,0.24796
1987,17-29 y.,Apprentice/ Trainee/ Intern,0.32783,1046,2996,0.31102,0.34464
1987,17-29 y.,Not employed: Military/Community Service,0.02403,53,2996,0.01855,0.02952
1987,17-29 y.,Not employed: registered unemployed,0.04890,163,2996,0.04117,0.05662
1987,17-29 y.,Not employed: no further information,0.06781,255,2996,0.05881,0.07681
1987,30-45 y.,Self-employed,0.07863,221,3105,0.06916,0.08810
1987,30-45 y.,Blue-collar worker,0.26263,1073,3105,0.24715,0.27811
1987,30-45 y.,Civil servant,0.08449,213,3105,0.07470,0.09427
1987,30-45 y.,White-collar worker,0.33334,855,3105,0.31675,0.34992
1987,30-45 y.,Not employed: registered unemployed,0.03928,127,3105,0.03244,0.04611
1987,30-45 y.,Not employed: no further information,0.17960,616,3105,0.16610,0.19311
1987,46-65 y.,Self-employed,0.08091,238,3198,0.07146,0.09037
1987,46-65 y.,Blue-collar worker,0.22650,956,3198,0.21199,0.24101
1987,46-65 y.,Civil servant,0.05215,147,3198,0.04444,0.05985
1987,46-65 y.,White-collar worker,0.21006,578,3198,0.19594,0.22418
1987,46-65 y.,Not employed: Pensioner,0.19702,504,3198,0.18323,0.21081
1987,46-65 y.,Not employed: registered unemployed,0.04685,181,3198,0.03952,0.05417
1987,46-65 y.,Not employed: no further information,0.18204,594,3198,0.16867,0.19542
1987,66 and older,Not employed: Pensioner,0.91556,963,1030,0.89857,0.93255
1987,66 and older,Not employed: no further information,0.05440,67,1030,0.04054,0.06826
1988,17-29 y.,Self-employed,0.02286,59,2857,0.01738,0.02834
1988,17-29 y.,Blue-collar worker,0.23254,765,2857,0.21705,0.24803
1988,17-29 y.,Civil servant,0.03596,79,2857,0.02913,0.04279
1988,17-29 y.,White-collar worker,0.22632,497,2857,0.21098,0.24167
1988,17-29 y.,Apprentice/ Trainee/ Intern,0.32374,956,2857,0.30658,0.34090
1988,17-29 y.,Not employed: Military/Community Service,0.02480,54,2857,0.01909,0.03050
1988,17-29 y.,Not employed: registered unemployed,0.04794,156,2857,0.04011,0.05578
1988,17-29 y.,Not employed: no further information,0.08036,291,2857,0.07039,0.09033
1988,30-45 y.,Self-employed,0.07206,198,2894,0.06263,0.08148
1988,30-45 y.,Blue-collar worker,0.25917,989,2894,0.24320,0.27514
1988,30-45 y.,Civil servant,0.08589,192,2894,0.07568,0.09611
1988,30-45 y.,White-collar worker,0.34727,834,2894,0.32992,0.36462
1988,30-45 y.,Not employed: registered unemployed,0.04270,115,2894,0.03533,0.05007
1988,30-45 y.,Not employed: no further information,0.16959,566,2894,0.15591,0.18326
1988,46-65 y.,Self-employed,0.07872,223,3098,0.06924,0.08821
1988,46-65 y.,Blue-collar worker,0.21691,896,3098,0.20240,0.23143
1988,46-65 y.,Civil servant,0.05056,139,3098,0.04284,0.05828
1988,46-65 y.,White-collar worker,0.23248,608,3098,0.21760,0.24736
1988,46-65 y.,Not employed: Pensioner,0.19135,481,3098,0.17750,0.20521
1988,46-65 y.,Not employed: registered unemployed,0.04871,185,3098,0.04113,0.05629
1988,46-65 y.,Not employed: no further information,0.17572,566,3098,0.16231,0.18912
1988,66 and older,Not employed: Pensioner,0.92487,946,998,0.90851,0.94123
1988,66 and older,Not employed: no further information,0.04194,52,998,0.02950,0.05439
1989,17-29 y.,Self-employed,0.01947,48,2814,0.01436,0.02457
1989,17-29 y.,Blue-collar worker,0.23737,784,2814,0.22165,0.25310
1989,17-29 y.,Civil servant,0.03086,71,2814,0.02447,0.03725
1989,17-29 y.,White-collar worker,0.24922,568,2814,0.23323,0.26521
1989,17-29 y.,Apprentice/ Trainee/ Intern,0.32890,893,2814,0.31153,0.34626
1989,17-29 y.,Not employed: Military/Community Service,0.01915,47,2814,0.01409,0.02422
1989,17-29 y.,Not employed: registered unemployed,0.03627,111,2814,0.02936,0.04318
1989,17-29 y.,Not employed: no further information,0.07205,292,2814,0.06249,0.08160
1989,30-45 y.,Self-employed,0.07362,196,2788,0.06392,0.08331
1989,30-45 y.,Blue-collar worker,0.26070,958,2788,0.24440,0.27700
1989,30-45 y.,Civil servant,0.08348,178,2788,0.07321,0.09375
1989,30-45 y.,White-collar worker,0.36126,838,2788,0.34342,0.37909
1989,30-45 y.,Not employed: registered unemployed,0.02556,71,2788,0.01970,0.03142
1989,30-45 y.,Not employed: no further information,0.17611,547,2788,0.16196,0.19025
1989,46-65 y.,Self-employed,0.06980,196,2971,0.06063,0.07896
1989,46-65 y.,Blue-collar worker,0.20771,845,2971,0.19312,0.22230
1989,46-65 y.,Civil servant,0.05155,135,2971,0.04360,0.05950
1989,46-65 y.,White-collar worker,0.24186,605,2971,0.22646,0.25726
1989,46-65 y.,Not employed: Pensioner,0.19749,476,2971,0.18318,0.21181
1989,46-65 y.,Not employed: registered unemployed,0.04247,142,2971,0.03522,0.04973
1989,46-65 y.,Not employed: no further information,0.18465,572,2971,0.17069,0.19860
1989,66 and older,Not employed: Pensioner,0.93924,936,972,0.92421,0.95426
1989,66 and older,Not employed: no further information,0.02841,36,972,0.01796,0.03886
1990,17-29 y.,Self-employed,0.01841,66,3834,0.01416,0.02267
1990,17-29 y.,Blue-collar worker,0.27088,1204,3834,0.25681,0.28495
1990,17-29 y.,Civil servant,0.02613,71,3834,0.02108,0.03118
1990,17-29 y.,White-collar worker,0.24613,836,3834,0.23249,0.25977
1990,17-29 y.,Apprentice/ Trainee/ Intern,0.29855,1087,3834,0.28406,0.31304
1990,17-29 y.,Not employed: Military/Community Service,0.02301,77,3834,0.01826,0.02776
1990,17-29 y.,Not employed: registered unemployed,0.02570,100,3834,0.02069,0.03071
1990,17-29 y.,Not employed: no further information,0.08314,393,3834,0.07440,0.09188
1990,30-45 y.,Self-employed,0.06702,242,4256,0.05951,0.07454
1990,30-45 y.,Blue-collar worker,0.29744,1589,4256,0.28370,0.31117
1990,30-45 y.,Civil servant,0.06630,174,4256,0.05882,0.07377
1990,30-45 y.,White-collar worker,0.39367,1604,4256,0.37899,0.40835
1990,30-45 y.,Apprentice/ Trainee/ Intern,0.01081,36,4256,0.00770,0.01391
1990,30-45 y.,Not employed: registered unemployed,0.02103,74,4256,0.01672,0.02534
1990,30-45 y.,Not employed: no further information,0.13325,537,4256,0.12304,0.14346
1990,46-65 y.,Self-employed,0.06194,235,4240,0.05469,0.06920
1990,46-65 y.,Blue-collar worker,0.24048,1298,4240,0.22761,0.25335
1990,46-65 y.,Civil servant,0.04240,132,4240,0.03634,0.04847
1990,46-65 y.,White-collar worker,0.27690,1142,4240,0.26343,0.29037
1990,46-65 y.,Not employed: Pensioner,0.18962,696,4240,0.17781,0.20142
1990,46-65 y.,Not employed: registered unemployed,0.03246,142,4240,0.02712,0.03779
1990,46-65 y.,Not employed: no further information,0.14990,595,4240,0.13916,0.16065
1990,66 and older,Not employed: Pensioner,0.95503,1382,1382,0.94410,0.96596
1991,17-29 y.,Self-employed,0.01923,67,3676,0.01479,0.02367
1991,17-29 y.,Blue-collar worker,0.26212,1081,3676,0.24790,0.27634
1991,17-29 y.,Civil servant,0.02786,82,3676,0.02254,0.03318
1991,17-29 y.,White-collar worker,0.24485,777,3676,0.23095,0.25875
1991,17-29 y.,Apprentice/ Trainee/ Intern,0.29318,1071,3676,0.27847,0.30790
1991,17-29 y.,Not employed: Military/Community Service,0.02005,62,3676,0.01552,0.02458
1991,17-29 y.,Not employed: registered unemployed,0.04224,173,3676,0.03573,0.04874
1991,17-29 y.,Not employed: no further information,0.08403,363,3676,0.07506,0.09300
1991,30-45 y.,Self-employed,0.06781,268,4282,0.06028,0.07535
1991,30-45 y.,Blue-collar worker,0.28793,1529,4282,0.27437,0.30150
1991,30-45 y.,Civil servant,0.06556,192,4282,0.05814,0.07297
1991,30-45 y.,White-collar worker,0.38996,1543,4282,0.37535,0.40457
1991,30-45 y.,Apprentice/ Trainee/ Intern,0.01732,57,4282,0.01341,0.02122
1991,30-45 y.,Not employed: registered unemployed,0.03898,206,4282,0.03318,0.04478
1991,30-45 y.,Not employed: no further information,0.12398,487,4282,0.11411,0.13385
1991,46-65 y.,Self-employed,0.06680,246,4117,0.05917,0.07443
1991,46-65 y.,Blue-collar worker,0.23249,1184,4117,0.21959,0.24540
1991,46-65 y.,Civil servant,0.04363,136,4117,0.03739,0.04987
1991,46-65 y.,White-collar worker,0.26462,1007,4117,0.25114,0.27810
1991,46-65 y.,Not employed: Pensioner,0.20692,768,4117,0.19454,0.21930
1991,46-65 y.,Not employed: registered unemployed,0.04504,228,4117,0.03870,0.05137
1991,46-65 y.,Not employed: no further information,0.13670,548,4117,0.12620,0.14719
1991,66 and older,Not employed: Pensioner,0.95724,1368,1399,0.94664,0.96785
1991,66 and older,Not employed: no further information,0.01735,31,1399,0.01051,0.02420
1992,17-29 y.,Self-employed,0.01723,69,3562,0.01296,0.02151
1992,17-29 y.,Blue-collar worker,0.23051,929,3562,0.21668,0.24435
1992,17-29 y.,Civil servant,0.02523,75,3562,0.02008,0.03038
1992,17-29 y.,White-collar worker,0.25222,771,3562,0.23795,0.26648
1992,17-29 y.,Apprentice/ Trainee/ Intern,0.31017,1094,3562,0.29498,0.32536
1992,17-29 y.,Not employed: Military/Community Service,0.01828,51,3562,0.01388,0.02268
1992,17-29 y.,Not employed: registered unemployed,0.05673,218,3562,0.04913,0.06433
1992,17-29 y.,Not employed: no further information,0.08612,355,3562,0.07691,0.09534
1992,30-45 y.,Self-employed,0.07152,272,4254,0.06377,0.07926
1992,30-45 y.,Blue-collar worker,0.27232,1400,4254,0.25894,0.28570
1992,30-45 y.,Civil servant,0.06052,183,4254,0.05335,0.06768
1992,30-45 y.,White-collar worker,0.38986,1521,4254,0.37520,0.40452
1992,30-45 y.,Apprentice/ Trainee/ Intern,0.01748,72,4254,0.01354,0.02142
1992,30-45 y.,Not employed: Pensioner,0.00830,33,4254,0.00557,0.01102
1992,30-45 y.,Not employed: registered unemployed,0.05255,294,4254,0.04584,0.05925
1992,30-45 y.,Not employed: no further information,0.12586,479,4254,0.11589,0.13583
1992,46-65 y.,Self-employed,0.06836,242,4016,0.06055,0.07617
1992,46-65 y.,Blue-collar worker,0.20796,1053,4016,0.19540,0.22051
1992,46-65 y.,Civil servant,0.04208,128,4016,0.03587,0.04829
1992,46-65 y.,White-collar worker,0.25645,926,4016,0.24295,0.26996
1992,46-65 y.,Not employed: Pensioner,0.22418,842,4016,0.21128,0.23708
1992,46-65 y.,Not employed: registered unemployed,0.06860,338,4016,0.06078,0.07641
1992,46-65 y.,Not employed: no further information,0.12858,487,4016,0.11823,0.13893
1992,66 and older,Not employed: Pensioner,0.96647,1391,1391,0.95700,0.97593
1993,17-29 y.,Self-employed,0.01974,79,3473,0.01511,0.02436
1993,17-29 y.,Blue-collar worker,0.22257,859,3473,0.20873,0.23641
1993,17-29 y.,Civil servant,0.02939,80,3473,0.02377,0.03501
1993,17-29 y.,White-collar worker,0.24342,747,3473,0.22914,0.25769
1993,17-29 y.,Apprentice/ Trainee/ Intern,0.32011,1076,3473,0.30459,0.33563
1993,17-29 y.,Not employed: Military/Community Service,0.01962,52,3473,0.01501,0.02424
1993,17-29 y.,Not employed: registered unemployed,0.06606,248,3473,0.05780,0.07432
1993,17-29 y.,Not employed: no further information,0.07554,332,3473,0.06675,0.08433
1993,30-45 y.,Self-employed,0.08261,301,4191,0.07427,0.09094
1993,30-45 y.,Blue-collar worker,0.26586,1343,4191,0.25249,0.27924
1993,30-45 y.,Civil servant,0.06220,190,4191,0.05489,0.06951
1993,30-45 y.,White-collar worker,0.38605,1488,4191,0.37131,0.40079
1993,30-45 y.,Apprentice/ Trainee/ Intern,0.01422,68,4191,0.01064,0.01781
1993,30-45 y.,Not employed: Pensioner,0.00639,31,4191,0.00398,0.00881
1993,30-45 y.,Not employed: registered unemployed,0.05689,298,4191,0.04987,0.06390
1993,30-45 y.,Not employed: no further information,0.12285,472,4191,0.11291,0.13279
1993,46-65 y.,Self-employed,0.06294,226,3936,0.05535,0.07052
1993,46-65 y.,Blue-collar worker,0.21016,1004,3936,0.19743,0.22289
1993,46-65 y.,Civil servant,0.04755,141,3936,0.04090,0.05420
1993,46-65 y.,White-collar worker,0.24392,867,3936,0.23050,0.25733
1993,46-65 y.,Not employed: Pensioner,0.22628,859,3936,0.21321,0.23936
1993,46-65 y.,Not employed: registered unemployed,0.07965,364,3936,0.07119,0.08811
1993,46-65 y.,Not employed: no further information,0.12521,475,3936,0.11487,0.13555
1993,66 and older,Not employed: Pensioner,0.96825,1417,1417,0.95912,0.97738
1994,17-29 y.,Self-employed,0.02062,73,3335,0.01580,0.02544
1994,17-29 y.,Blue-collar worker,0.20946,771,3335,0.19565,0.22327
1994,17-29 y.,Civil servant,0.03557,96,3335,0.02928,0.04185
1994,17-29 y.,White-collar worker,0.23757,716,3335,0.22312,0.25201
1994,17-29 y.,Apprentice/ Trainee/ Intern,0.30904,1003,3335,0.29335,0.32472
1994,17-29 y.,Not employed: Military/Community Service,0.02179,60,3335,0.01684,0.02675
1994,17-29 y.,Not employed: registered unemployed,0.08011,279,3335,0.07089,0.08932
1994,17-29 y.,Not employed: no further information,0.08257,337,3335,0.07322,0.09191
1994,30-45 y.,Self-employed,0.08513,322,4146,0.07663,0.09363
1994,30-45 y.,Blue-collar worker,0.25649,1233,4146,0.24320,0.26979
1994,30-45 y.,Civil servant,0.06426,196,4146,0.05680,0.07173
1994,30-45 y.,White-collar worker,0.38182,1484,4146,0.36703,0.39661
1994,30-45 y.,Apprentice/ Trainee/ Intern,0.01383,59,4146,0.01028,0.01739
1994,30-45 y.,Not employed: Pensioner,0.00918,39,4146,0.00628,0.01209
1994,30-45 y.,Not employed: registered unemployed,0.06735,346,4146,0.05972,0.07498
