year,quintil_oecd,regtyp,pli0082,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Urban regions,At least once per week,0.06150436102189265,83,9248,0.06132505562221122,0.06168366642157407
1990,1st Quintile,Urban regions,At least once per month,0.22639427371678097,325,9248,0.22608194145929345,0.2267066059742685
1990,1st Quintile,Urban regions,Seldom,0.4714026274293491,678,9248,0.47103007896046295,0.4717751758982352
1990,1st Quintile,Urban regions,Never,0.2406987378319773,353,9248,0.24037968085149045,0.24101779481246413
1990,1st Quintile,Rural regions,At least once per month,0.20527212605396208,81,9248,0.20477620296260907,0.2057680491453151
1990,1st Quintile,Rural regions,Seldom,0.5751946207445967,234,9248,0.5745876852601456,0.5758015562290478
1990,1st Quintile,Rural regions,Never,0.21953325320144126,90,9248,0.2190250148003298,0.22004149160255274
1990,2nd Quintile,Urban regions,At least once per week,0.08374792886817022,104,9248,0.0835467318325528,0.08394912590378763
1990,2nd Quintile,Urban regions,At least once per month,0.29076979507420786,396,9248,0.2904399611574542,0.29109962899096153
1990,2nd Quintile,Urban regions,Seldom,0.5150465666994049,776,9248,0.5146835719671432,0.5154095614316665
1990,2nd Quintile,Urban regions,Never,0.11043570935821703,201,9248,0.11020805787288822,0.11066336084354585
1990,2nd Quintile,Rural regions,At least once per month,0.3641137539498965,125,9248,0.3634840705457798,0.36474343735401316
1990,2nd Quintile,Rural regions,Seldom,0.5229990167404209,203,9248,0.5223453986516554,0.5236526348291864
1990,2nd Quintile,Rural regions,Never,0.11288722930968276,45,9248,0.11247310968475614,0.11330134893460937
1990,3rd Quintile,Urban regions,At least once per week,0.0900312398021215,125,9248,0.08983296454768501,0.09022951505655798
1990,3rd Quintile,Urban regions,At least once per month,0.30787278865787504,437,9248,0.307553018984172,0.3081925583315781
1990,3rd Quintile,Urban regions,Seldom,0.5043931771562365,783,9248,0.5040468297824497,0.5047395245300234
1990,3rd Quintile,Urban regions,Never,0.09770279438376701,196,9248,0.09749711680189195,0.09790847196564208
1990,3rd Quintile,Rural regions,At least once per month,0.34507998782894606,112,9248,0.34440776264190964,0.34575221301598247
1990,3rd Quintile,Rural regions,Seldom,0.6549200121710539,197,9248,0.6542477869840174,0.6555922373580904
1990,4th Quintile,Urban regions,At least once per week,0.09558374038067033,134,9248,0.09538445967058873,0.09578302109075193
1990,4th Quintile,Urban regions,At least once per month,0.3733377897577734,515,9248,0.373009953638865,0.37366562587668173
1990,4th Quintile,Urban regions,Seldom,0.4629956009350838,690,9248,0.4626576400610274,0.4633335618091402
1990,4th Quintile,Urban regions,Never,0.06808286892647246,133,9248,0.06791214411481115,0.06825359373813376
1990,4th Quintile,Rural regions,At least once per week,0.10252428797433401,43,9248,0.10214800568619395,0.10290057026247407
1990,4th Quintile,Rural regions,At least once per month,0.42918746922133577,175,9248,0.4285734820328418,0.42980145640982975
1990,4th Quintile,Rural regions,Seldom,0.4682882428043302,206,9248,0.4676692525632085,0.46890723304545184
1990,5th Quintile,Urban regions,At least once per week,0.0959283985530025,125,9248,0.0957373142949947,0.0961194828110103
1990,5th Quintile,Urban regions,At least once per month,0.43225425142205653,649,9248,0.4319328139665843,0.4325756888775288
1990,5th Quintile,Urban regions,Seldom,0.4427734763269638,666,9248,0.44245117908565285,0.44309577356827473
1990,5th Quintile,Urban regions,Never,0.029043873697977222,56,9248,0.028934911219737083,0.02915283617621736
