"pli0082","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1990","(noch) kein Abschluss","männlich","2","","",""
"Täglich","1990","(noch) kein Abschluss","weiblich","2","","",""
"Täglich","1990","Hauptschule","männlich","13","","",""
"Täglich","1990","Hauptschule","weiblich","10","","",""
"Täglich","1990","Realschule","männlich","1","","",""
"Täglich","1990","Realschule","weiblich","2","","",""
"Täglich","1990","(Fach-)Abitur","männlich","1","","",""
"Täglich","1990","(Fach-)Abitur","weiblich","","","",""
"Täglich","1990","AkademikerIn","männlich","2","","",""
"Täglich","1990","AkademikerIn","weiblich","1","","",""
"Min 1x pro Woche","1990","(noch) kein Abschluss","männlich","20","","",""
"Min 1x pro Woche","1990","(noch) kein Abschluss","weiblich","20","","",""
"Min 1x pro Woche","1990","Hauptschule","männlich","194","0.0803050154872647","0.0698968644472552","0.0907131665272741"
"Min 1x pro Woche","1990","Hauptschule","weiblich","182","0.0691763009270308","0.0596083750470194","0.0787442268070422"
"Min 1x pro Woche","1990","Realschule","männlich","53","0.0842067280563404","0.062825496902797","0.105587959209884"
"Min 1x pro Woche","1990","Realschule","weiblich","81","0.0947489345687999","0.0763280633690758","0.113169805768524"
"Min 1x pro Woche","1990","(Fach-)Abitur","männlich","42","0.104652147592327","0.0758865478505047","0.133417747334149"
"Min 1x pro Woche","1990","(Fach-)Abitur","weiblich","27","","",""
"Min 1x pro Woche","1990","AkademikerIn","männlich","62","0.149995328186811","0.117679804942749","0.182310851430872"
"Min 1x pro Woche","1990","AkademikerIn","weiblich","22","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","männlich","69","0.241915348564666","0.198744284339196","0.285086412790136"
"Min 1x pro Monat","1990","(noch) kein Abschluss","weiblich","75","0.214559131778734","0.177044609174541","0.252073654382927"
"Min 1x pro Monat","1990","Hauptschule","männlich","802","0.322213685784746","0.304315923692028","0.340111447877465"
"Min 1x pro Monat","1990","Hauptschule","weiblich","744","0.278698584984351","0.261792961487899","0.295604208480802"
"Min 1x pro Monat","1990","Realschule","männlich","246","0.388821659600833","0.351288096853102","0.426355222348564"
"Min 1x pro Monat","1990","Realschule","weiblich","332","0.335007472549335","0.30531993981637","0.3646950052823"
"Min 1x pro Monat","1990","(Fach-)Abitur","männlich","160","0.384908443699251","0.339183617402967","0.430633269995534"
"Min 1x pro Monat","1990","(Fach-)Abitur","weiblich","114","0.398032532426765","0.343543005234692","0.452522059618838"
