year,age_gr,regtyp,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,At least once per week,0.07864,157,2129,0.06721,0.09008
1990,17-29 y.,Urban regions,At least once per month,0.34019,678,2129,0.32006,0.36032
1990,17-29 y.,Urban regions,Seldom,0.51051,1070,2129,0.48927,0.53174
1990,17-29 y.,Urban regions,Never,0.06800,224,2129,0.05731,0.07870
1990,17-29 y.,Rural regions,At least once per week,0.08702,49,562,0.06370,0.11035
1990,17-29 y.,Rural regions,At least once per month,0.31787,164,562,0.27934,0.35640
1990,17-29 y.,Rural regions,Seldom,0.53276,300,562,0.49148,0.57405
1990,17-29 y.,Rural regions,Never,0.06161,49,562,0.04171,0.08150
1990,30-45 y.,Urban regions,At least once per week,0.08043,165,2230,0.06914,0.09172
1990,30-45 y.,Urban regions,At least once per month,0.36550,757,2230,0.34551,0.38550
1990,30-45 y.,Urban regions,Seldom,0.48993,1099,2230,0.46918,0.51068
1990,30-45 y.,Urban regions,Never,0.06273,209,2230,0.05266,0.07280
1990,30-45 y.,Rural regions,At least once per week,0.08385,38,543,0.06051,0.10718
1990,30-45 y.,Rural regions,At least once per month,0.36050,187,543,0.32007,0.40092
1990,30-45 y.,Rural regions,Seldom,0.50535,275,543,0.46326,0.54744
1990,30-45 y.,Rural regions,Never,0.04862,43,543,0.03052,0.06673
1990,46-65 y.,Urban regions,At least once per week,0.09722,185,2298,0.08510,0.10933
1990,46-65 y.,Urban regions,At least once per month,0.33002,668,2298,0.31079,0.34925
1990,46-65 y.,Urban regions,Seldom,0.48177,1112,2298,0.46134,0.50221
1990,46-65 y.,Urban regions,Never,0.08695,333,2298,0.07543,0.09847
1990,46-65 y.,Rural regions,At least once per week,0.08364,44,582,0.06113,0.10615
1990,46-65 y.,Rural regions,At least once per month,0.34192,195,582,0.30335,0.38050
1990,46-65 y.,Rural regions,Seldom,0.51417,301,582,0.47353,0.55481
1990,46-65 y.,Rural regions,Never,0.04887,42,582,0.03134,0.06640
1990,66 and older,Urban regions,At least once per week,0.08396,64,784,0.06454,0.10339
1990,66 and older,Urban regions,At least once per month,0.26993,224,784,0.23884,0.30103
1990,66 and older,Urban regions,Seldom,0.39965,321,784,0.36534,0.43396
1990,66 and older,Urban regions,Never,0.24267,175,784,0.21264,0.27269
1990,66 and older,Rural regions,At least once per month,0.23370,59,239,0.17993,0.28746
1990,66 and older,Rural regions,Seldom,0.46359,115,239,0.40024,0.52695
1990,66 and older,Rural regions,Never,0.26269,65,239,0.20678,0.31861
1995,17-29 y.,Urban regions,At least once per week,0.05448,115,2215,0.04502,0.06393
1995,17-29 y.,Urban regions,At least once per month,0.25655,550,2215,0.23835,0.27474
1995,17-29 y.,Urban regions,Seldom,0.58097,1283,2215,0.56042,0.60153
1995,17-29 y.,Urban regions,Never,0.10767,267,2215,0.09476,0.12058
1995,17-29 y.,Rural regions,At least once per week,0.05523,55,1114,0.04181,0.06865
1995,17-29 y.,Rural regions,At least once per month,0.30356,330,1114,0.27655,0.33058
1995,17-29 y.,Rural regions,Seldom,0.58048,662,1114,0.55148,0.60947
1995,17-29 y.,Rural regions,Never,0.06008,67,1114,0.04612,0.07404
1995,30-45 y.,Urban regions,At least once per week,0.07262,180,2873,0.06312,0.08211
1995,30-45 y.,Urban regions,At least once per month,0.32707,874,2873,0.30991,0.34423
1995,30-45 y.,Urban regions,Seldom,0.53052,1555,2873,0.51227,0.54878
1995,30-45 y.,Urban regions,Never,0.06979,264,2873,0.06047,0.07911
1995,30-45 y.,Rural regions,At least once per week,0.05826,81,1540,0.04655,0.06996
1995,30-45 y.,Rural regions,At least once per month,0.28926,463,1540,0.26661,0.31192
1995,30-45 y.,Rural regions,Seldom,0.57544,869,1540,0.55075,0.60014
1995,30-45 y.,Rural regions,Never,0.07496,127,1540,0.06180,0.08811
1995,46-65 y.,Urban regions,At least once per week,0.06302,140,2580,0.05364,0.07240
1995,46-65 y.,Urban regions,At least once per month,0.26448,628,2580,0.24746,0.28151
1995,46-65 y.,Urban regions,Seldom,0.55873,1434,2580,0.53956,0.57789
1995,46-65 y.,Urban regions,Never,0.11259,378,2580,0.10040,0.12479
1995,46-65 y.,Rural regions,At least once per week,0.05684,65,1360,0.04453,0.06915
1995,46-65 y.,Rural regions,At least once per month,0.29154,398,1360,0.26737,0.31570
1995,46-65 y.,Rural regions,Seldom,0.54916,772,1360,0.52270,0.57561
1995,46-65 y.,Rural regions,Never,0.10178,125,1360,0.08570,0.11785
1995,66 and older,Urban regions,At least once per week,0.05343,60,1000,0.03948,0.06738
1995,66 and older,Urban regions,At least once per month,0.26339,252,1000,0.23607,0.29070
1995,66 and older,Urban regions,Seldom,0.41298,426,1000,0.38244,0.44351
1995,66 and older,Urban regions,Never,0.26327,262,1000,0.23596,0.29058
1995,66 and older,Rural regions,At least once per month,0.22130,103,481,0.18416,0.25844
1995,66 and older,Rural regions,Seldom,0.46038,245,481,0.41579,0.50497
1995,66 and older,Rural regions,Never,0.26917,133,481,0.22949,0.30885
1998,17-29 y.,Urban regions,At least once per week,0.05253,95,2038,0.04284,0.06222
1998,17-29 y.,Urban regions,At least once per month,0.24973,503,2038,0.23094,0.26853
1998,17-29 y.,Urban regions,Seldom,0.61572,1264,2038,0.59460,0.63684
1998,17-29 y.,Urban regions,Never,0.08111,176,2038,0.06926,0.09297
1998,17-29 y.,Rural regions,At least once per week,0.04462,54,1101,0.03242,0.05682
1998,17-29 y.,Rural regions,At least once per month,0.26185,283,1101,0.23587,0.28784
1998,17-29 y.,Rural regions,Seldom,0.63157,692,1101,0.60307,0.66008
1998,17-29 y.,Rural regions,Never,0.06137,72,1101,0.04719,0.07556
1998,30-45 y.,Urban regions,At least once per week,0.04190,132,3155,0.03490,0.04889
1998,30-45 y.,Urban regions,At least once per month,0.28051,829,3155,0.26483,0.29619
1998,30-45 y.,Urban regions,Seldom,0.60992,1953,3155,0.59289,0.62694
1998,30-45 y.,Urban regions,Never,0.06755,241,3155,0.05879,0.07631
1998,30-45 y.,Rural regions,At least once per week,0.04713,72,1641,0.03687,0.05739
1998,30-45 y.,Rural regions,At least once per month,0.23893,396,1641,0.21829,0.25957
1998,30-45 y.,Rural regions,Seldom,0.63678,1046,1641,0.61350,0.66005
1998,30-45 y.,Rural regions,Never,0.07658,127,1641,0.06371,0.08945
1998,46-65 y.,Urban regions,At least once per week,0.05343,144,2786,0.04508,0.06178
1998,46-65 y.,Urban regions,At least once per month,0.26997,691,2786,0.25348,0.28645
1998,46-65 y.,Urban regions,Seldom,0.57211,1622,2786,0.55374,0.59049
1998,46-65 y.,Urban regions,Never,0.10384,329,2786,0.09251,0.11517
1998,46-65 y.,Rural regions,At least once per week,0.04999,73,1571,0.03921,0.06077
1998,46-65 y.,Rural regions,At least once per month,0.24298,364,1571,0.22177,0.26420
1998,46-65 y.,Rural regions,Seldom,0.61549,993,1571,0.59143,0.63956
1998,46-65 y.,Rural regions,Never,0.09090,141,1571,0.07668,0.10512
1998,66 and older,Urban regions,At least once per week,0.05916,71,1222,0.04593,0.07239
1998,66 and older,Urban regions,At least once per month,0.23019,275,1222,0.20658,0.25380
1998,66 and older,Urban regions,Seldom,0.49606,627,1222,0.46801,0.52410
1998,66 and older,Urban regions,Never,0.21201,249,1222,0.18909,0.23494
1998,66 and older,Rural regions,At least once per week,0.06413,33,608,0.04464,0.08362
1998,66 and older,Rural regions,At least once per month,0.21391,127,608,0.18128,0.24653
1998,66 and older,Rural regions,Seldom,0.50773,306,608,0.46796,0.54750
1998,66 and older,Rural regions,Never,0.21424,142,608,0.18160,0.24688
2003,17-29 y.,Urban regions,At least once per week,0.03515,91,2603,0.02807,0.04222
2003,17-29 y.,Urban regions,At least once per month,0.22361,621,2603,0.20760,0.23962
