year,pgisced97,sex,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,male,Seldom,0.50378,37,37,0.34045,0.66711
1990,No answer / don't know,female,Seldom,0.43073,36,36,0.26667,0.59478
1990,Pre-primary Level,male,Seldom,0.58681,54,54,0.45424,0.71938
1990,Pre-primary Level,female,Seldom,0.65267,46,46,0.51356,0.79179
1990,Primary Level,male,At least once per month,0.22838,40,238,0.17493,0.28183
1990,Primary Level,male,Seldom,0.46963,128,238,0.40609,0.53317
1990,Primary Level,male,Never,0.22442,70,238,0.17130,0.27753
1990,Primary Level,female,At least once per month,0.17778,52,352,0.13779,0.21778
1990,Primary Level,female,Seldom,0.44479,175,352,0.39280,0.49678
1990,Primary Level,female,Never,0.33537,125,352,0.28598,0.38476
1990,Lower Secondary Level,male,At least once per week,0.07163,58,850,0.05428,0.08897
1990,Lower Secondary Level,male,At least once per month,0.26587,223,850,0.23615,0.29558
1990,Lower Secondary Level,male,Seldom,0.51915,422,850,0.48554,0.55276
1990,Lower Secondary Level,male,Never,0.13469,147,850,0.11173,0.15766
1990,Lower Secondary Level,female,At least once per week,0.05261,86,1587,0.04162,0.06359
1990,Lower Secondary Level,female,At least once per month,0.25055,394,1587,0.22922,0.27188
1990,Lower Secondary Level,female,Seldom,0.49952,798,1587,0.47492,0.52413
1990,Lower Secondary Level,female,Never,0.19356,309,1587,0.17411,0.21300
1990,Upper Secondary Level,male,At least once per week,0.08504,192,2440,0.07397,0.09611
1990,Upper Secondary Level,male,At least once per month,0.34518,815,2440,0.32631,0.36405
1990,Upper Secondary Level,male,Seldom,0.48957,1207,2440,0.46973,0.50941
1990,Upper Secondary Level,male,Never,0.07840,226,2440,0.06773,0.08907
1990,Upper Secondary Level,female,At least once per week,0.09313,175,2072,0.08061,0.10565
1990,Upper Secondary Level,female,At least once per month,0.31892,665,2072,0.29884,0.33899
1990,Upper Secondary Level,female,Seldom,0.50287,1067,2072,0.48134,0.52440
1990,Upper Secondary Level,female,Never,0.08300,165,2072,0.07111,0.09488
1990,Post-secondary Non-tertiary Level,male,At least once per month,0.40519,62,136,0.32238,0.48801
1990,Post-secondary Non-tertiary Level,male,Seldom,0.45987,74,136,0.37579,0.54394
1990,Post-secondary Non-tertiary Level,female,At least once per month,0.48819,52,103,0.39118,0.58519
1990,Post-secondary Non-tertiary Level,female,Seldom,0.36140,51,103,0.26817,0.45464
1990,First Stage of Tertiary Education,male,At least once per month,0.40865,117,241,0.34646,0.47084
1990,First Stage of Tertiary Education,male,Seldom,0.44148,124,241,0.37866,0.50431
1990,First Stage of Tertiary Education,female,At least once per month,0.37352,89,203,0.30681,0.44023
1990,First Stage of Tertiary Education,female,Seldom,0.46447,114,203,0.39569,0.53325
1990,Second Stage of Tertiary Education,male,At least once per week,0.15005,62,460,0.11738,0.18272
1990,Second Stage of Tertiary Education,male,At least once per month,0.45824,224,460,0.41266,0.50382
1990,Second Stage of Tertiary Education,male,Seldom,0.37425,174,460,0.32998,0.41852
1990,Second Stage of Tertiary Education,female,At least once per month,0.47827,109,195,0.40797,0.54856
1990,Second Stage of Tertiary Education,female,Seldom,0.40288,86,195,0.33386,0.47190
1995,No answer / don't know,male,Seldom,0.49718,58,58,0.36738,0.62699
1995,No answer / don't know,female,Seldom,0.57787,80,80,0.46896,0.68678
1995,Pre-primary Level,male,At least once per month,0.20768,36,121,0.13510,0.28026
1995,Pre-primary Level,male,Seldom,0.63325,85,121,0.54703,0.71948
1995,Pre-primary Level,female,At least once per month,0.24575,31,131,0.17174,0.31976
1995,Pre-primary Level,female,Seldom,0.67895,100,131,0.59869,0.75921
1995,Primary Level,male,Seldom,0.52899,110,181,0.45606,0.60191
1995,Primary Level,male,Never,0.29424,71,181,0.22766,0.36081
1995,Primary Level,female,At least once per month,0.09609,37,310,0.06323,0.12895
1995,Primary Level,female,Seldom,0.52186,176,310,0.46616,0.57755
1995,Primary Level,female,Never,0.34985,97,310,0.29667,0.40303
1995,Lower Secondary Level,male,At least once per week,0.05290,44,860,0.03793,0.06787
1995,Lower Secondary Level,male,At least once per month,0.21830,184,860,0.19067,0.24592
1995,Lower Secondary Level,male,Seldom,0.56395,481,860,0.53078,0.59711
1995,Lower Secondary Level,male,Never,0.16368,151,860,0.13893,0.18842
1995,Lower Secondary Level,female,At least once per week,0.03451,62,1608,0.02559,0.04344
1995,Lower Secondary Level,female,At least once per month,0.19543,298,1608,0.17604,0.21482
1995,Lower Secondary Level,female,Seldom,0.53894,892,1608,0.51457,0.56332
1995,Lower Secondary Level,female,Never,0.23026,356,1608,0.20968,0.25085
1995,Upper Secondary Level,male,At least once per week,0.06303,187,3366,0.05482,0.07124
