year,quintil_oecd,sampreg,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,West,At least once per week,0.06403,112,1883,0.05297,0.07509
1990,1st Quintile,West,At least once per month,0.21546,412,1883,0.19688,0.23403
1990,1st Quintile,West,Seldom,0.48584,918,1883,0.46326,0.50842
1990,1st Quintile,West,Never,0.22935,441,1883,0.21035,0.24834
1990,2nd Quintile,West,At least once per week,0.07700,126,1874,0.06493,0.08908
1990,2nd Quintile,West,At least once per month,0.29585,508,1874,0.27518,0.31652
1990,2nd Quintile,West,Seldom,0.51550,989,1874,0.49287,0.53814
1990,2nd Quintile,West,Never,0.10944,251,1874,0.09530,0.12357
1990,3rd Quintile,West,At least once per week,0.07760,135,1879,0.06550,0.08970
1990,3rd Quintile,West,At least once per month,0.31743,563,1879,0.29638,0.33848
1990,3rd Quintile,West,Seldom,0.51574,964,1879,0.49314,0.53834
1990,3rd Quintile,West,Never,0.08515,217,1879,0.07253,0.09778
1990,4th Quintile,West,At least once per week,0.09656,177,1922,0.08335,0.10977
1990,4th Quintile,West,At least once per month,0.37995,686,1922,0.35825,0.40166
1990,4th Quintile,West,Seldom,0.45600,899,1922,0.43373,0.47827
1990,4th Quintile,West,Never,0.06394,160,1922,0.05300,0.07489
1990,5th Quintile,West,At least once per week,0.09964,163,1817,0.08586,0.11342
1990,5th Quintile,West,At least once per month,0.41681,763,1817,0.39413,0.43948
1990,5th Quintile,West,Seldom,0.45250,822,1817,0.42960,0.47539
1990,5th Quintile,West,Never,0.02964,69,1817,0.02184,0.03744
1995,1st Quintile,West,At least once per week,0.05137,69,1724,0.04094,0.06179
1995,1st Quintile,West,At least once per month,0.19322,310,1724,0.17458,0.21187
1995,1st Quintile,West,Seldom,0.50707,921,1724,0.48347,0.53068
1995,1st Quintile,West,Never,0.24624,424,1724,0.22590,0.26658
1995,1st Quintile,East,At least once per week,0.06386,47,785,0.04675,0.08098
1995,1st Quintile,East,At least once per month,0.21415,189,785,0.18544,0.24287
1995,1st Quintile,East,Seldom,0.50636,402,785,0.47136,0.54136
1995,1st Quintile,East,Never,0.20828,147,785,0.17986,0.23671
1995,2nd Quintile,West,At least once per week,0.04936,86,1826,0.03943,0.05930
1995,2nd Quintile,West,At least once per month,0.21234,351,1826,0.19357,0.23110
1995,2nd Quintile,West,Seldom,0.54864,1045,1826,0.52581,0.57147
1995,2nd Quintile,West,Never,0.18931,344,1826,0.17133,0.20728
1995,2nd Quintile,East,At least once per week,0.04566,50,1037,0.03295,0.05837
1995,2nd Quintile,East,At least once per month,0.29454,326,1037,0.26678,0.32230
1995,2nd Quintile,East,Seldom,0.50494,541,1037,0.47449,0.53538
1995,2nd Quintile,East,Never,0.14756,120,1037,0.12597,0.16916
1995,3rd Quintile,West,At least once per week,0.05715,100,1856,0.04659,0.06771
1995,3rd Quintile,West,At least once per month,0.26044,437,1856,0.24047,0.28042
1995,3rd Quintile,West,Seldom,0.56950,1074,1856,0.54696,0.59203
1995,3rd Quintile,West,Never,0.11110,245,1856,0.09680,0.12540
1995,3rd Quintile,East,At least once per week,0.08564,67,848,0.06679,0.10449
1995,3rd Quintile,East,At least once per month,0.28362,260,848,0.25326,0.31397
1995,3rd Quintile,East,Seldom,0.55328,476,848,0.51980,0.58676
1995,3rd Quintile,East,Never,0.07591,45,848,0.05808,0.09375
1995,4th Quintile,West,At least once per week,0.06981,117,1978,0.05857,0.08104
1995,4th Quintile,West,At least once per month,0.29641,593,1978,0.27628,0.31654
1995,4th Quintile,West,Seldom,0.55581,1112,1978,0.53391,0.57771
1995,4th Quintile,West,Never,0.07677,156,1978,0.06504,0.08851
1995,4th Quintile,East,At least once per month,0.31330,215,614,0.27658,0.35002
1995,4th Quintile,East,Seldom,0.59402,399,614,0.55514,0.63289
1995,5th Quintile,West,At least once per week,0.06773,135,2124,0.05704,0.07842
1995,5th Quintile,West,At least once per month,0.38688,790,2124,0.36617,0.40760
1995,5th Quintile,West,Seldom,0.49410,1097,2124,0.47283,0.51536
1995,5th Quintile,West,Never,0.05042,102,2124,0.04111,0.05973
1995,5th Quintile,East,At least once per month,0.39010,127,305,0.33527,0.44493
1995,5th Quintile,East,Seldom,0.53083,178,305,0.47473,0.58693
1998,1st Quintile,West,At least once per week,0.03271,56,1676,0.02419,0.04123
1998,1st Quintile,West,At least once per month,0.13764,238,1676,0.12114,0.15414
1998,1st Quintile,West,Seldom,0.59588,1017,1676,0.57238,0.61938
1998,1st Quintile,West,Never,0.23337,365,1676,0.21311,0.25362
1998,1st Quintile,East,At least once per week,0.06234,33,635,0.04352,0.08116
1998,1st Quintile,East,At least once per month,0.17496,113,635,0.14538,0.20453
1998,1st Quintile,East,Seldom,0.53909,357,635,0.50028,0.57789
1998,1st Quintile,East,Never,0.22268,132,635,0.19030,0.25507
1998,2nd Quintile,West,At least once per week,0.03924,58,1668,0.02992,0.04856
1998,2nd Quintile,West,At least once per month,0.20889,323,1668,0.18937,0.22840
1998,2nd Quintile,West,Seldom,0.59700,1022,1668,0.57345,0.62054
1998,2nd Quintile,West,Never,0.15487,265,1668,0.13750,0.17224
1998,2nd Quintile,East,At least once per week,0.05616,50,825,0.04044,0.07188
1998,2nd Quintile,East,At least once per month,0.22612,194,825,0.19756,0.25469
1998,2nd Quintile,East,Seldom,0.59912,500,825,0.56565,0.63258
1998,2nd Quintile,East,Never,0.11861,81,825,0.09653,0.14068
1998,3rd Quintile,West,At least once per week,0.03477,46,1626,0.02586,0.04368
1998,3rd Quintile,West,At least once per month,0.25822,400,1626,0.23694,0.27950
1998,3rd Quintile,West,Seldom,0.62676,1055,1626,0.60324,0.65027
1998,3rd Quintile,West,Never,0.07923,125,1626,0.06610,0.09236
1998,3rd Quintile,East,At least once per week,0.03723,32,929,0.02505,0.04941
1998,3rd Quintile,East,At least once per month,0.23783,235,929,0.21043,0.26522
1998,3rd Quintile,East,Seldom,0.63578,604,929,0.60482,0.66674
1998,3rd Quintile,East,Never,0.08771,58,929,0.06951,0.10591
1998,4th Quintile,West,At least once per week,0.05053,93,1878,0.04062,0.06044
1998,4th Quintile,West,At least once per month,0.27020,480,1878,0.25011,0.29029
1998,4th Quintile,West,Seldom,0.59831,1159,1878,0.57613,0.62049
1998,4th Quintile,West,Never,0.08001,146,1878,0.06774,0.09229
1998,4th Quintile,East,At least once per month,0.27024,195,680,0.23684,0.30365
1998,4th Quintile,East,Seldom,0.63229,447,680,0.59602,0.66856
1998,4th Quintile,East,Never,0.06179,38,680,0.04368,0.07990
1998,5th Quintile,West,At least once per week,0.06587,118,1872,0.05463,0.07711
1998,5th Quintile,West,At least once per month,0.33284,586,1872,0.31149,0.35419
1998,5th Quintile,West,Seldom,0.57261,1099,1872,0.55019,0.59502
1998,5th Quintile,West,Never,0.02710,69,1872,0.01974,0.03446
1998,5th Quintile,East,At least once per month,0.31406,120,379,0.26727,0.36085
1998,5th Quintile,East,Seldom,0.62244,259,379,0.57357,0.67131
2003,1st Quintile,West,At least once per week,0.02521,62,2359,0.01888,0.03153
2003,1st Quintile,West,At least once per month,0.14048,333,2359,0.12645,0.15450
2003,1st Quintile,West,Seldom,0.53303,1304,2359,0.51289,0.55317
2003,1st Quintile,West,Never,0.29961,660,2359,0.28112,0.31810
2003,1st Quintile,East,At least once per month,0.16227,166,995,0.13935,0.18519
2003,1st Quintile,East,Seldom,0.56650,577,995,0.53569,0.59730
2003,1st Quintile,East,Never,0.24256,252,995,0.21591,0.26921
2003,2nd Quintile,West,At least once per week,0.04541,106,2536,0.03730,0.05351
2003,2nd Quintile,West,At least once per month,0.21056,492,2536,0.19469,0.22643
2003,2nd Quintile,West,Seldom,0.57299,1494,2536,0.55373,0.59224
2003,2nd Quintile,West,Never,0.16969,444,2536,0.15507,0.18430
2003,2nd Quintile,East,At least once per week,0.04669,59,1306,0.03525,0.05814
2003,2nd Quintile,East,At least once per month,0.18720,249,1306,0.16604,0.20837
2003,2nd Quintile,East,Seldom,0.60825,823,1306,0.58176,0.63473
2003,2nd Quintile,East,Never,0.15786,175,1306,0.13807,0.17764
2003,3rd Quintile,West,At least once per week,0.04194,107,2847,0.03458,0.04931
2003,3rd Quintile,West,At least once per month,0.22235,654,2847,0.20707,0.23763
2003,3rd Quintile,West,Seldom,0.61270,1744,2847,0.59480,0.63059
2003,3rd Quintile,West,Never,0.12263,342,2847,0.11058,0.13468
2003,3rd Quintile,East,At least once per week,0.05152,62,1196,0.03899,0.06405
2003,3rd Quintile,East,At least once per month,0.25066,300,1196,0.22609,0.27523
2003,3rd Quintile,East,Seldom,0.61338,738,1196,0.58577,0.64099
2003,3rd Quintile,East,Never,0.08263,96,1196,0.06702,0.09824
2003,4th Quintile,West,At least once per week,0.04775,159,3444,0.04063,0.05488
2003,4th Quintile,West,At least once per month,0.26598,905,3444,0.25123,0.28074
2003,4th Quintile,West,Seldom,0.59831,2082,3444,0.58193,0.61468
2003,4th Quintile,West,Never,0.08731,298,3444,0.07788,0.09673
2003,4th Quintile,East,At least once per week,0.06117,54,988,0.04622,0.07612
2003,4th Quintile,East,At least once per month,0.30047,291,988,0.27187,0.32907
2003,4th Quintile,East,Seldom,0.55879,581,988,0.52781,0.58977
2003,4th Quintile,East,Never,0.07957,62,988,0.06268,0.09645
2003,5th Quintile,West,At least once per week,0.06147,378,5508,0.05512,0.06781
2003,5th Quintile,West,At least once per month,0.34108,1982,5508,0.32856,0.35360
2003,5th Quintile,West,Seldom,0.53535,2900,5508,0.52217,0.54852
2003,5th Quintile,West,Never,0.06005,248,5508,0.05378,0.06633
2003,5th Quintile,East,At least once per week,0.06138,56,794,0.04468,0.07809
2003,5th Quintile,East,At least once per month,0.31388,261,794,0.28158,0.34618
2003,5th Quintile,East,Seldom,0.60292,477,794,0.56887,0.63698
2008,1st Quintile,West,At least once per week,0.01931,37,2019,0.01331,0.02532
2008,1st Quintile,West,At least once per month,0.10008,218,2019,0.08698,0.11317
2008,1st Quintile,West,Seldom,0.51516,1050,2019,0.49335,0.53696
2008,1st Quintile,West,Never,0.36545,714,2019,0.34444,0.38646
2008,1st Quintile,East,At least once per month,0.12522,115,908,0.10368,0.14676
2008,1st Quintile,East,Seldom,0.48017,466,908,0.44766,0.51269
2008,1st Quintile,East,Never,0.36985,327,908,0.33843,0.40126
2008,2nd Quintile,West,At least once per week,0.02956,48,2276,0.02260,0.03652
2008,2nd Quintile,West,At least once per month,0.14728,342,2276,0.13271,0.16184
2008,2nd Quintile,West,Seldom,0.58147,1365,2276,0.56119,0.60174
2008,2nd Quintile,West,Never,0.24098,521,2276,0.22340,0.25855
2008,2nd Quintile,East,At least once per week,0.03152,35,1088,0.02113,0.04190
2008,2nd Quintile,East,At least once per month,0.16708,189,1088,0.14490,0.18926
2008,2nd Quintile,East,Seldom,0.60300,661,1088,0.57391,0.63209
2008,2nd Quintile,East,Never,0.19840,203,1088,0.17470,0.22211
2008,3rd Quintile,West,At least once per week,0.02203,59,2597,0.01638,0.02767
2008,3rd Quintile,West,At least once per month,0.19518,497,2597,0.17994,0.21043
2008,3rd Quintile,West,Seldom,0.62363,1662,2597,0.60499,0.64226
2008,3rd Quintile,West,Never,0.15695,379,2597,0.14295,0.17094
2008,3rd Quintile,East,At least once per week,0.03304,43,1202,0.02293,0.04315
2008,3rd Quintile,East,At least once per month,0.19619,253,1202,0.17373,0.21865
2008,3rd Quintile,East,Seldom,0.64408,759,1202,0.61700,0.67116
2008,3rd Quintile,East,Never,0.12634,147,1202,0.10755,0.14513
2008,4th Quintile,West,At least once per week,0.02557,81,3054,0.01997,0.03117
2008,4th Quintile,West,At least once per month,0.20767,664,3054,0.19328,0.22206
2008,4th Quintile,West,Seldom,0.65853,1986,3054,0.64171,0.67535
2008,4th Quintile,West,Never,0.10822,323,3054,0.09720,0.11924
2008,4th Quintile,East,At least once per month,0.23603,190,794,0.20647,0.26558
2008,4th Quintile,East,Seldom,0.64706,523,794,0.61380,0.68033
2008,4th Quintile,East,Never,0.10153,81,794,0.08050,0.12255
2008,5th Quintile,West,At least once per week,0.03880,182,4521,0.03317,0.04443
2008,5th Quintile,West,At least once per month,0.31525,1482,4521,0.30171,0.32880
2008,5th Quintile,West,Seldom,0.58733,2626,4521,0.57298,0.60169
2008,5th Quintile,West,Never,0.05642,231,4521,0.04969,0.06315
2008,5th Quintile,East,At least once per month,0.37299,230,669,0.33632,0.40966
2008,5th Quintile,East,Seldom,0.52967,439,669,0.49182,0.56752
2013,1st Quintile,West,At least once per week,0.03306,137,3555,0.02718,0.03894
2013,1st Quintile,West,At least once per month,0.15194,610,3555,0.14014,0.16375
2013,1st Quintile,West,Seldom,0.49717,1865,3555,0.48073,0.51361
2013,1st Quintile,West,Never,0.31269,943,3555,0.29745,0.32793
2013,1st Quintile,East,At least once per week,0.02195,46,1524,0.01459,0.02930
2013,1st Quintile,East,At least once per month,0.14557,232,1524,0.12785,0.16328
2013,1st Quintile,East,Seldom,0.52107,786,1524,0.49598,0.54616
2013,1st Quintile,East,Never,0.30984,460,1524,0.28662,0.33307
2013,2nd Quintile,West,At least once per week,0.02855,145,3710,0.02319,0.03391
2013,2nd Quintile,West,At least once per month,0.19573,831,3710,0.18296,0.20849
2013,2nd Quintile,West,Seldom,0.56106,2086,3710,0.54508,0.57703
2013,2nd Quintile,West,Never,0.21467,648,3710,0.20146,0.22788
2013,2nd Quintile,East,At least once per week,0.04384,65,1481,0.03341,0.05427
2013,2nd Quintile,East,At least once per month,0.22350,358,1481,0.20227,0.24472
2013,2nd Quintile,East,Seldom,0.56592,843,1481,0.54067,0.59117
2013,2nd Quintile,East,Never,0.16591,215,1481,0.14695,0.18486
2013,3rd Quintile,West,At least once per week,0.03389,152,3700,0.02805,0.03972
2013,3rd Quintile,West,At least once per month,0.23884,1004,3700,0.22510,0.25258
2013,3rd Quintile,West,Seldom,0.59123,2170,3700,0.57539,0.60707
2013,3rd Quintile,West,Never,0.13420,374,3700,0.12322,0.14519
2013,3rd Quintile,East,At least once per week,0.04122,57,1148,0.02972,0.05273
2013,3rd Quintile,East,At least once per month,0.26451,329,1148,0.23898,0.29004
2013,3rd Quintile,East,Seldom,0.60055,655,1148,0.57221,0.62890
2013,3rd Quintile,East,Never,0.09143,107,1148,0.07475,0.10811
2013,4th Quintile,West,At least once per week,0.04645,211,3930,0.03987,0.05303
2013,4th Quintile,West,At least once per month,0.30514,1272,3930,0.29074,0.31953
2013,4th Quintile,West,Seldom,0.56594,2175,3930,0.55044,0.58144
2013,4th Quintile,West,Never,0.08123,272,3930,0.07269,0.08977
2013,4th Quintile,East,At least once per week,0.03847,50,888,0.02581,0.05113
2013,4th Quintile,East,At least once per month,0.31572,276,888,0.28513,0.34631
2013,4th Quintile,East,Seldom,0.58139,505,888,0.54892,0.61385
2013,4th Quintile,East,Never,0.06400,57,888,0.04790,0.08011
2013,5th Quintile,West,At least once per week,0.04670,253,4814,0.04074,0.05267
2013,5th Quintile,West,At least once per month,0.38726,1956,4814,0.37350,0.40103
2013,5th Quintile,West,Seldom,0.52315,2421,4814,0.50904,0.53726
2013,5th Quintile,West,Never,0.04226,184,4814,0.03658,0.04794
2013,5th Quintile,East,At least once per week,0.02493,31,630,0.01274,0.03711
2013,5th Quintile,East,At least once per month,0.37595,262,630,0.33810,0.41381
2013,5th Quintile,East,Seldom,0.56325,337,630,0.52449,0.60201
2017,1st Quintile,West,At least once per week,0.08766,118,1264,0.07207,0.10326
2017,1st Quintile,West,At least once per month,0.24088,247,1264,0.21730,0.26447
2017,1st Quintile,West,Seldom,0.32401,462,1264,0.29820,0.34982
2017,1st Quintile,West,Never,0.33573,437,1264,0.30969,0.36178
2017,1st Quintile,East,At least once per month,0.13711,33,210,0.09047,0.18374
2017,1st Quintile,East,Seldom,0.35180,92,210,0.28706,0.41654
2017,1st Quintile,East,Never,0.38752,85,210,0.32147,0.45357
2018,1st Quintile,West,Daily,0.02636,45,2041,0.01941,0.03331
2018,1st Quintile,West,At least once per week,0.15160,323,2041,0.13603,0.16716
2018,1st Quintile,West,At least once per month,0.27442,536,2041,0.25506,0.29379
2018,1st Quintile,West,Seldom,0.33359,738,2041,0.31313,0.35405
2018,1st Quintile,West,Never,0.21404,399,2041,0.19624,0.23183
2018,1st Quintile,East,At least once per week,0.20483,61,370,0.16365,0.24601
2018,1st Quintile,East,At least once per month,0.18326,77,370,0.14379,0.22274
2018,1st Quintile,East,Seldom,0.37238,143,370,0.32305,0.42171
2018,1st Quintile,East,Never,0.22596,89,370,0.18329,0.26864
2018,2nd Quintile,West,At least once per week,0.23434,48,129,0.16096,0.30772
2018,2nd Quintile,West,At least once per month,0.31037,45,129,0.23022,0.39052
2018,2nd Quintile,West,Seldom,0.22437,36,129,0.15210,0.29664
2019,1st Quintile,West,Daily,0.00168,71,5497,0.00060,0.00276
2019,1st Quintile,West,At least once per week,0.04376,484,5497,0.03836,0.04917
2019,1st Quintile,West,At least once per month,0.22206,1455,5497,0.21107,0.23305
2019,1st Quintile,West,Seldom,0.48133,2346,5497,0.46812,0.49454
2019,1st Quintile,West,Never,0.25116,1141,5497,0.23970,0.26263
2019,1st Quintile,East,At least once per week,0.04488,88,1572,0.03464,0.05512
2019,1st Quintile,East,At least once per month,0.16277,300,1572,0.14452,0.18103
2019,1st Quintile,East,Seldom,0.50036,799,1572,0.47563,0.52508
2019,1st Quintile,East,Never,0.28976,385,1572,0.26732,0.31219
2019,2nd Quintile,West,At least once per week,0.04241,200,3594,0.03582,0.04900
2019,2nd Quintile,West,At least once per month,0.24300,924,3594,0.22898,0.25702
2019,2nd Quintile,West,Seldom,0.55365,1952,3594,0.53740,0.56991
2019,2nd Quintile,West,Never,0.15813,518,3594,0.14620,0.17006
2019,2nd Quintile,East,At least once per week,0.04746,65,1306,0.03593,0.05900
2019,2nd Quintile,East,At least once per month,0.29049,418,1306,0.26586,0.31512
2019,2nd Quintile,East,Seldom,0.53965,684,1306,0.51261,0.56670
2019,2nd Quintile,East,Never,0.12022,139,1306,0.10258,0.13787
2019,3rd Quintile,West,At least once per week,0.04357,176,3362,0.03667,0.05048
2019,3rd Quintile,West,At least once per month,0.31244,1098,3362,0.29677,0.32811
2019,3rd Quintile,West,Seldom,0.52804,1818,3362,0.51117,0.54492
2019,3rd Quintile,West,Never,0.11319,270,3362,0.10248,0.12390
2019,3rd Quintile,East,At least once per week,0.05288,53,1067,0.03944,0.06631
2019,3rd Quintile,East,At least once per month,0.30200,362,1067,0.27444,0.32956
2019,3rd Quintile,East,Seldom,0.56660,579,1067,0.53686,0.59635
2019,3rd Quintile,East,Never,0.07733,73,1067,0.06129,0.09336
2019,4th Quintile,West,At least once per week,0.05099,168,3521,0.04372,0.05826
2019,4th Quintile,West,At least once per month,0.35684,1365,3521,0.34102,0.37267
2019,4th Quintile,West,Seldom,0.52913,1806,3521,0.51265,0.54562
2019,4th Quintile,West,Never,0.06224,182,3521,0.05425,0.07022
