year,pli0082,age_gr,proportion,n,lower_confidence,upper_confidence
1990,Daily,46-65 y.,0.4857142857142857,18165,0.4784460159294786,0.4929825554990928
1990,Daily,18-29 y.,0.2571428571428571,18165,0.2507869395960924,0.26349877468962185
1990,Daily,30-45 y.,0.17142857142857143,18165,0.1659477588648742,0.17690938399226866
1990,Daily,66 and older,0.08571428571428572,18165,0.08164324034428254,0.08978533108428889
1990,At least once per week,46-65 y.,0.324822695035461,18165,0.31801232874420315,0.3316330613267189
1990,At least once per week,30-45 y.,0.28794326241134754,18165,0.28135836321865415,0.29452816160404094
1990,At least once per week,18-29 y.,0.28085106382978725,18165,0.27431545835260596,0.28738666930696855
1990,At least once per week,66 and older,0.10638297872340426,18165,0.10189913817907183,0.11086681926773669
1990,At least once per month,30-45 y.,0.32653061224489793,18165,0.3197110067583197,0.33335021773147616
1990,At least once per month,46-65 y.,0.2985126253891387,18165,0.2918579074624516,0.3051673433158258
1990,At least once per month,18-29 y.,0.2770667589069526,18165,0.2705582773326866,0.28357524048121857
1990,At least once per month,66 and older,0.09789000345901072,18165,0.09356847587040226,0.10221153104761918
1990,Seldom,46-65 y.,0.31448920543066994,18165,0.30773695733832707,0.3212414535230128
1990,Seldom,30-45 y.,0.3058090362786557,18165,0.2991086011723914,0.31250947138491997
1990,Seldom,18-29 y.,0.28266191853995104,18165,0.276113537160544,0.2892102999193581
1990,Seldom,66 and older,0.09703983975072335,18165,0.09273509207563066,0.10134458742581604
1990,Never,46-65 y.,0.33482142857142855,18165,0.3279584266919528,0.3416844304509043
1990,Never,18-29 y.,0.22589285714285715,18165,0.21981164495954228,0.231974069326172
1990,Never,30-45 y.,0.225,18165,0.21892731882547758,0.23107268117452243
1990,Never,66 and older,0.21428571428571427,18165,0.2083185594849583,0.22025286908647024
1995,Daily,66 and older,0.45,17246,0.4425749482973697,0.4574250517026303
1995,Daily,46-65 y.,0.25,17246,0.24353732202128126,0.25646267797871874
1995,Daily,18-29 y.,0.2,17246,0.1940300338068814,0.2059699661931186
1995,Daily,30-45 y.,0.1,17246,0.09552252535516105,0.10447747464483896
1995,At least once per week,30-45 y.,0.37285714285714283,17246,0.36563998251142,0.38007430320286567
1995,At least once per week,46-65 y.,0.29285714285714287,17246,0.28606521021124226,0.2996490755030435
1995,At least once per week,18-29 y.,0.22285714285714286,17246,0.21664594177338023,0.2290683439409055
1995,At least once per week,66 and older,0.11142857142857143,17246,0.1067322659973096,0.11612487685983326
1995,At least once per month,30-45 y.,0.37651365812447196,17246,0.3692823690991128,0.38374494714983115
1995,At least once per month,46-65 y.,0.28893269501548857,17246,0.2821677296141627,0.29569766041681445
1995,At least once per month,18-29 y.,0.23458180794142494,17246,0.22825756659642937,0.2409060492864205
1995,At least once per month,66 and older,0.09997183891861447,17246,0.0954949247309255,0.10444875310630344
1995,Seldom,30-45 y.,0.3409762273174849,17246,0.33390125945248283,0.34805119518248695
1995,Seldom,46-65 y.,0.31031087354058234,17246,0.30340629670461405,0.31721545037655063
1995,Seldom,18-29 y.,0.25432550288366856,17246,0.24782597993621405,0.26082502583112305
