year,age_gr,migback,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,At least once per week,0.08209,144,1749,0.06923,0.09496
1990,17-29 y.,No migration background,At least once per month,0.33851,579,1749,0.31632,0.36069
1990,17-29 y.,No migration background,Seldom,0.52426,932,1749,0.50085,0.54768
1990,17-29 y.,No migration background,Never,0.05310,94,1749,0.04259,0.06362
1990,17-29 y.,Direct migration background,At least once per week,0.07283,46,684,0.05334,0.09231
1990,17-29 y.,Direct migration background,At least once per month,0.30926,181,684,0.27460,0.34392
1990,17-29 y.,Direct migration background,Seldom,0.44968,312,684,0.41238,0.48699
1990,17-29 y.,Direct migration background,Never,0.16549,145,684,0.13762,0.19336
1990,17-29 y.,Indirect migration background,At least once per month,0.32057,82,242,0.26165,0.37949
1990,17-29 y.,Indirect migration background,Seldom,0.49571,126,242,0.43259,0.55884
1990,17-29 y.,Indirect migration background,Never,0.11333,34,242,0.07330,0.15335
1990,30-45 y.,No migration background,At least once per week,0.08131,141,1919,0.06908,0.09354
1990,30-45 y.,No migration background,At least once per month,0.37545,726,1919,0.35378,0.39712
1990,30-45 y.,No migration background,Seldom,0.49562,963,1919,0.47324,0.51799
1990,30-45 y.,No migration background,Never,0.04633,89,1919,0.03692,0.05574
1990,30-45 y.,Direct migration background,At least once per week,0.07841,60,834,0.06015,0.09666
1990,30-45 y.,Direct migration background,At least once per month,0.29889,213,834,0.26780,0.32997
1990,30-45 y.,Direct migration background,Seldom,0.47016,398,834,0.43626,0.50405
1990,30-45 y.,Direct migration background,Never,0.14986,163,834,0.12562,0.17410
1990,46-65 y.,No migration background,At least once per week,0.10076,194,1975,0.08748,0.11404
1990,46-65 y.,No migration background,At least once per month,0.34463,687,1975,0.32366,0.36559
1990,46-65 y.,No migration background,Seldom,0.48939,980,1975,0.46733,0.51144
1990,46-65 y.,No migration background,Never,0.05979,114,1975,0.04933,0.07025
1990,46-65 y.,Direct migration background,At least once per week,0.05123,34,895,0.03678,0.06568
1990,46-65 y.,Direct migration background,At least once per month,0.25601,172,895,0.22740,0.28462
1990,46-65 y.,Direct migration background,Seldom,0.49204,428,895,0.45927,0.52481
1990,46-65 y.,Direct migration background,Never,0.19282,261,895,0.16696,0.21868
1990,66 and older,No migration background,At least once per week,0.07212,68,949,0.05565,0.08858
1990,66 and older,No migration background,At least once per month,0.25880,261,949,0.23092,0.28669
1990,66 and older,No migration background,Seldom,0.41562,394,949,0.38425,0.44699
1990,66 and older,No migration background,Never,0.25041,226,949,0.22283,0.27799
1990,66 and older,Direct migration background,Seldom,0.43569,42,42,0.28391,0.58746
1995,17-29 y.,No migration background,At least once per week,0.05786,127,2297,0.04831,0.06741
1995,17-29 y.,No migration background,At least once per month,0.28660,672,2297,0.26810,0.30509
1995,17-29 y.,No migration background,Seldom,0.58181,1346,2297,0.56163,0.60198
1995,17-29 y.,No migration background,Never,0.07358,152,2297,0.06290,0.08426
1995,17-29 y.,Direct migration background,At least once per month,0.21658,120,571,0.18276,0.25040
1995,17-29 y.,Direct migration background,Seldom,0.55388,342,571,0.51307,0.59469
1995,17-29 y.,Direct migration background,Never,0.18197,109,571,0.15029,0.21364
1995,17-29 y.,Indirect migration background,At least once per month,0.20754,88,418,0.16861,0.24646
1995,17-29 y.,Indirect migration background,Seldom,0.61902,257,418,0.57241,0.66563
1995,17-29 y.,Indirect migration background,Never,0.13580,73,418,0.10292,0.16868
1995,30-45 y.,No migration background,At least once per week,0.07153,215,3450,0.06293,0.08013
1995,30-45 y.,No migration background,At least once per month,0.32919,1133,3450,0.31350,0.34487
1995,30-45 y.,No migration background,Seldom,0.54308,1884,3450,0.52645,0.55970
1995,30-45 y.,No migration background,Never,0.05546,218,3450,0.04782,0.06310
1995,30-45 y.,Direct migration background,At least once per week,0.04960,44,916,0.03553,0.06367
1995,30-45 y.,Direct migration background,At least once per month,0.24336,194,916,0.21556,0.27117
1995,30-45 y.,Direct migration background,Seldom,0.54303,511,916,0.51076,0.57531
1995,30-45 y.,Direct migration background,Never,0.16400,167,916,0.14001,0.18800
1995,46-65 y.,No migration background,At least once per week,0.06551,177,2899,0.05650,0.07452
1995,46-65 y.,No migration background,At least once per month,0.28644,855,2899,0.26998,0.30291
1995,46-65 y.,No migration background,Seldom,0.55488,1632,2899,0.53678,0.57297
1995,46-65 y.,No migration background,Never,0.09243,235,2899,0.08189,0.10298
1995,46-65 y.,Direct migration background,At least once per month,0.20167,169,1003,0.17682,0.22651
1995,46-65 y.,Direct migration background,Seldom,0.56044,567,1003,0.52971,0.59118
1995,46-65 y.,Direct migration background,Never,0.19688,267,1003,0.17225,0.22150
1995,66 and older,No migration background,At least once per week,0.05206,69,1286,0.03992,0.06421
1995,66 and older,No migration background,At least once per month,0.25722,316,1286,0.23332,0.28112
1995,66 and older,No migration background,Seldom,0.42261,570,1286,0.39560,0.44962
1995,66 and older,No migration background,Never,0.26333,331,1286,0.23925,0.28741
1995,66 and older,Direct migration background,At least once per month,0.19054,38,201,0.13611,0.24497
1995,66 and older,Direct migration background,Seldom,0.48295,100,201,0.41370,0.55221
1995,66 and older,Direct migration background,Never,0.27534,63,201,0.21343,0.33725
1998,17-29 y.,No migration background,At least once per week,0.04672,105,2232,0.03796,0.05548
1998,17-29 y.,No migration background,At least once per month,0.26572,585,2232,0.24739,0.28405
1998,17-29 y.,No migration background,Seldom,0.62717,1404,2232,0.60711,0.64724
1998,17-29 y.,No migration background,Never,0.05969,138,2232,0.04986,0.06953
1998,17-29 y.,Direct migration background,At least once per month,0.22651,99,412,0.18604,0.26698
1998,17-29 y.,Direct migration background,Seldom,0.57749,259,412,0.52974,0.62525
1998,17-29 y.,Direct migration background,Never,0.13742,54,412,0.10414,0.17071
1998,17-29 y.,Indirect migration background,At least once per month,0.20144,102,451,0.16438,0.23849
1998,17-29 y.,Indirect migration background,Seldom,0.62518,293,451,0.58045,0.66991
1998,17-29 y.,Indirect migration background,Never,0.10803,56,451,0.07935,0.13671
1998,30-45 y.,No migration background,At least once per week,0.04586,181,3933,0.03932,0.05240
1998,30-45 y.,No migration background,At least once per month,0.27561,1054,3933,0.26164,0.28957
1998,30-45 y.,No migration background,Seldom,0.61498,2448,3933,0.59977,0.63019
1998,30-45 y.,No migration background,Never,0.06335,250,3933,0.05573,0.07096
1998,30-45 y.,Direct migration background,At least once per month,0.21941,147,755,0.18987,0.24894
1998,30-45 y.,Direct migration background,Seldom,0.63879,497,755,0.60450,0.67308
1998,30-45 y.,Direct migration background,Never,0.11464,111,755,0.09190,0.13738
1998,30-45 y.,Indirect migration background,Seldom,0.61443,54,54,0.48339,0.74547
1998,46-65 y.,No migration background,At least once per week,0.05796,192,3413,0.05011,0.06580
1998,46-65 y.,No migration background,At least once per month,0.26937,903,3413,0.25448,0.28425
1998,46-65 y.,No migration background,Seldom,0.58935,2059,3413,0.57285,0.60586
1998,46-65 y.,No migration background,Never,0.08256,259,3413,0.07332,0.09179
1998,46-65 y.,Direct migration background,At least once per month,0.22073,148,902,0.19365,0.24782
1998,46-65 y.,Direct migration background,Seldom,0.56785,545,902,0.53550,0.60019
1998,46-65 y.,Direct migration background,Never,0.19017,209,902,0.16455,0.21580
1998,66 and older,No migration background,At least once per week,0.06465,97,1583,0.05254,0.07677
1998,66 and older,No migration background,At least once per month,0.23396,367,1583,0.21310,0.25482
1998,66 and older,No migration background,Seldom,0.49680,802,1583,0.47216,0.52144
1998,66 and older,No migration background,Never,0.20339,317,1583,0.18356,0.22323
1998,66 and older,Direct migration background,At least once per month,0.14889,34,236,0.10338,0.19441
1998,66 and older,Direct migration background,Seldom,0.52006,128,236,0.45619,0.58394
1998,66 and older,Direct migration background,Never,0.29640,74,236,0.23801,0.35478
2003,17-29 y.,No migration background,At least once per week,0.03888,122,3104,0.03208,0.04568
2003,17-29 y.,No migration background,At least once per month,0.23415,752,3104,0.21925,0.24905
2003,17-29 y.,No migration background,Seldom,0.63147,1953,3104,0.61449,0.64844
2003,17-29 y.,No migration background,Never,0.09525,277,3104,0.08492,0.10558
2003,17-29 y.,Direct migration background,At least once per month,0.22872,85,361,0.18533,0.27210
2003,17-29 y.,Direct migration background,Seldom,0.57646,215,361,0.52541,0.62750
2003,17-29 y.,Direct migration background,Never,0.16980,61,361,0.13101,0.20859
2003,17-29 y.,Indirect migration background,At least once per month,0.16070,101,480,0.12781,0.19359
2003,17-29 y.,Indirect migration background,Seldom,0.59636,297,480,0.55242,0.64030
2003,17-29 y.,Indirect migration background,Never,0.19402,82,480,0.15860,0.22943
2003,30-45 y.,No migration background,At least once per week,0.04556,269,5799,0.04019,0.05093
2003,30-45 y.,No migration background,At least once per month,0.26979,1606,5799,0.25837,0.28122
2003,30-45 y.,No migration background,Seldom,0.60553,3500,5799,0.59295,0.61812
2003,30-45 y.,No migration background,Never,0.07879,424,5799,0.07186,0.08573
2003,30-45 y.,Direct migration background,At least once per month,0.23839,209,859,0.20988,0.26690
2003,30-45 y.,Direct migration background,Seldom,0.53138,486,859,0.49799,0.56477
2003,30-45 y.,Direct migration background,Never,0.20007,164,859,0.17331,0.22684
2003,30-45 y.,Indirect migration background,At least once per month,0.21824,48,205,0.16156,0.27493
2003,30-45 y.,Indirect migration background,Seldom,0.54508,121,205,0.47674,0.61341
2003,30-45 y.,Indirect migration background,Never,0.17100,36,205,0.11933,0.22267
2003,46-65 y.,No migration background,At least once per week,0.05150,364,6504,0.04613,0.05687
2003,46-65 y.,No migration background,At least once per month,0.26633,1868,6504,0.25558,0.27707
2003,46-65 y.,No migration background,Seldom,0.57967,3743,6504,0.56767,0.59166
2003,46-65 y.,No migration background,Never,0.10154,529,6504,0.09420,0.10888
2003,46-65 y.,Direct migration background,At least once per week,0.02754,38,982,0.01730,0.03778
2003,46-65 y.,Direct migration background,At least once per month,0.14841,140,982,0.12617,0.17066
2003,46-65 y.,Direct migration background,Seldom,0.59145,586,982,0.56069,0.62221
2003,46-65 y.,Direct migration background,Never,0.23030,218,982,0.20396,0.25665
2003,66 and older,No migration background,At least once per week,0.05517,199,3249,0.04732,0.06302
2003,66 and older,No migration background,At least once per month,0.21772,763,3249,0.20353,0.23192
2003,66 and older,No migration background,Seldom,0.49725,1617,3249,0.48006,0.51445
2003,66 and older,No migration background,Never,0.22690,670,3249,0.21250,0.24131
2003,66 and older,Direct migration background,At least once per month,0.13403,49,346,0.09808,0.16998
2003,66 and older,Direct migration background,Seldom,0.49819,172,346,0.44543,0.55095
2003,66 and older,Direct migration background,Never,0.34437,125,346,0.29423,0.39451
2008,17-29 y.,No migration background,At least once per week,0.01934,53,2483,0.01392,0.02476
2008,17-29 y.,No migration background,At least once per month,0.19871,497,2483,0.18301,0.21441
2008,17-29 y.,No migration background,Seldom,0.60521,1539,2483,0.58598,0.62444
2008,17-29 y.,No migration background,Never,0.17657,394,2483,0.16157,0.19157
2008,17-29 y.,Direct migration background,At least once per month,0.14898,34,191,0.09835,0.19961
2008,17-29 y.,Direct migration background,Seldom,0.71218,157,191,0.64780,0.77655
2008,17-29 y.,Indirect migration background,At least once per month,0.14746,69,426,0.11375,0.18117
2008,17-29 y.,Indirect migration background,Seldom,0.64147,272,426,0.59587,0.68706
2008,17-29 y.,Indirect migration background,Never,0.18758,85,426,0.15047,0.22470
2008,30-45 y.,No migration background,At least once per week,0.02561,109,4286,0.02088,0.03034
2008,30-45 y.,No migration background,At least once per month,0.21999,990,4286,0.20759,0.23239
2008,30-45 y.,No migration background,Seldom,0.64137,2730,4286,0.62701,0.65573
2008,30-45 y.,No migration background,Never,0.11259,457,4286,0.10313,0.12206
2008,30-45 y.,Direct migration background,At least once per month,0.14709,94,586,0.11839,0.17580
2008,30-45 y.,Direct migration background,Seldom,0.61853,381,586,0.57917,0.65790
2008,30-45 y.,Direct migration background,Never,0.20977,111,586,0.17678,0.24277
2008,30-45 y.,Indirect migration background,At least once per month,0.19390,55,263,0.14603,0.24177
2008,30-45 y.,Indirect migration background,Seldom,0.59827,161,263,0.53890,0.65763
2008,30-45 y.,Indirect migration background,Never,0.19250,47,263,0.14476,0.24024
2008,46-65 y.,No migration background,At least once per week,0.03144,181,5909,0.02699,0.03589
2008,46-65 y.,No migration background,At least once per month,0.22100,1406,5909,0.21042,0.23158
2008,46-65 y.,No migration background,Seldom,0.60303,3629,5909,0.59055,0.61551
2008,46-65 y.,No migration background,Never,0.14313,693,5909,0.13420,0.15206
2008,46-65 y.,Direct migration background,At least once per month,0.13309,100,691,0.10774,0.15843
2008,46-65 y.,Direct migration background,Seldom,0.57185,420,691,0.53493,0.60877
2008,46-65 y.,Direct migration background,Never,0.27149,171,691,0.23830,0.30467
2008,66 and older,No migration background,At least once per week,0.03736,158,3888,0.03140,0.04332
2008,66 and older,No migration background,At least once per month,0.20083,871,3888,0.18823,0.21342
2008,66 and older,No migration background,Seldom,0.51931,2037,3888,0.50361,0.53502
2008,66 and older,No migration background,Never,0.24159,822,3888,0.22813,0.25504
2008,66 and older,Direct migration background,At least once per month,0.11210,49,361,0.07951,0.14469
2008,66 and older,Direct migration background,Seldom,0.47429,180,361,0.42271,0.52587
2008,66 and older,Direct migration background,Never,0.39220,132,361,0.34177,0.44264
2013,17-29 y.,No migration background,At least once per week,0.03699,112,2790,0.02998,0.04399
2013,17-29 y.,No migration background,At least once per month,0.27267,779,2790,0.25614,0.28920
2013,17-29 y.,No migration background,Seldom,0.58745,1599,2790,0.56918,0.60572
2013,17-29 y.,No migration background,Never,0.10126,300,2790,0.09007,0.11246
2013,17-29 y.,Direct migration background,At least once per month,0.36318,74,272,0.30592,0.42044
2013,17-29 y.,Direct migration background,Seldom,0.45396,149,272,0.39468,0.51324
2013,17-29 y.,Direct migration background,Never,0.14084,49,272,0.09942,0.18226
2013,17-29 y.,Indirect migration background,At least once per month,0.24451,123,453,0.20489,0.28413
2013,17-29 y.,Indirect migration background,Seldom,0.63719,280,453,0.59287,0.68152
2013,17-29 y.,Indirect migration background,Never,0.07905,50,453,0.05417,0.10392
2013,30-45 y.,No migration background,At least once per week,0.04174,332,6239,0.03677,0.04670
2013,30-45 y.,No migration background,At least once per month,0.30818,1988,6239,0.29672,0.31964
2013,30-45 y.,No migration background,Seldom,0.56949,3373,6239,0.55720,0.58178
2013,30-45 y.,No migration background,Never,0.07897,546,6239,0.07228,0.08566
2013,30-45 y.,Direct migration background,At least once per week,0.04722,83,1252,0.03546,0.05897
2013,30-45 y.,Direct migration background,At least once per month,0.24969,298,1252,0.22570,0.27367
2013,30-45 y.,Direct migration background,Seldom,0.53779,676,1252,0.51016,0.56542
2013,30-45 y.,Direct migration background,Never,0.16507,195,1252,0.14450,0.18565
2013,30-45 y.,Indirect migration background,At least once per month,0.25671,133,463,0.21688,0.29654
2013,30-45 y.,Indirect migration background,Seldom,0.53230,265,463,0.48680,0.57780
2013,30-45 y.,Indirect migration background,Never,0.15691,65,463,0.12374,0.19007
2013,46-65 y.,No migration background,At least once per week,0.03327,287,7928,0.02932,0.03721
2013,46-65 y.,No migration background,At least once per month,0.27389,2259,7928,0.26407,0.28371
2013,46-65 y.,No migration background,Seldom,0.57176,4514,7928,0.56086,0.58265
2013,46-65 y.,No migration background,Never,0.12045,868,7928,0.11328,0.12761
2013,46-65 y.,Direct migration background,At least once per week,0.04003,34,890,0.02715,0.05292
2013,46-65 y.,Direct migration background,At least once per month,0.16644,160,890,0.14196,0.19093
2013,46-65 y.,Direct migration background,Seldom,0.59293,515,890,0.56064,0.62523
2013,46-65 y.,Direct migration background,Never,0.19942,181,890,0.17316,0.22569
2013,46-65 y.,Indirect migration background,At least once per month,0.19221,34,121,0.12170,0.26271
2013,46-65 y.,Indirect migration background,Seldom,0.71964,87,121,0.63927,0.80001
2013,66 and older,No migration background,At least once per week,0.04105,221,4530,0.03527,0.04682
2013,66 and older,No migration background,At least once per month,0.24167,1226,4530,0.22921,0.25414
2013,66 and older,No migration background,Seldom,0.49468,2214,4530,0.48012,0.50924
2013,66 and older,No migration background,Never,0.22029,869,4530,0.20822,0.23236
2013,66 and older,Direct migration background,At least once per month,0.13277,54,368,0.09805,0.16749
2013,66 and older,Direct migration background,Seldom,0.44853,173,368,0.39765,0.49941
2013,66 and older,Direct migration background,Never,0.38089,141,368,0.33121,0.43057
2017,17-29 y.,Direct migration background,At least once per week,0.10730,150,1431,0.09126,0.12335
2017,17-29 y.,Direct migration background,At least once per month,0.19811,256,1431,0.17746,0.21877
2017,17-29 y.,Direct migration background,Seldom,0.30670,486,1431,0.28280,0.33060
2017,17-29 y.,Direct migration background,Never,0.36856,539,1431,0.34355,0.39356
2017,30-45 y.,Direct migration background,At least once per week,0.07197,146,1847,0.06018,0.08376
2017,30-45 y.,Direct migration background,At least once per month,0.15989,304,1847,0.14317,0.17661
2017,30-45 y.,Direct migration background,Seldom,0.36970,685,1847,0.34768,0.39172
2017,30-45 y.,Direct migration background,Never,0.38558,712,1847,0.36338,0.40778
2017,46-65 y.,Direct migration background,At least once per week,0.05690,39,598,0.03832,0.07549
2017,46-65 y.,Direct migration background,At least once per month,0.16641,101,598,0.13653,0.19629
2017,46-65 y.,Direct migration background,Seldom,0.27826,207,598,0.24231,0.31420
2017,46-65 y.,Direct migration background,Never,0.49459,251,598,0.45448,0.53469
2018,17-29 y.,Direct migration background,At least once per week,0.19999,181,1013,0.17535,0.22464
2018,17-29 y.,Direct migration background,At least once per month,0.27744,289,1013,0.24985,0.30502
2018,17-29 y.,Direct migration background,Seldom,0.30615,371,1013,0.27775,0.33454
2018,17-29 y.,Direct migration background,Never,0.18429,172,1013,0.16040,0.20818
2018,30-45 y.,Direct migration background,At least once per week,0.14909,270,1546,0.13133,0.16685
2018,30-45 y.,Direct migration background,At least once per month,0.24228,390,1546,0.22092,0.26365
2018,30-45 y.,Direct migration background,Seldom,0.36033,569,1546,0.33639,0.38427
2018,30-45 y.,Direct migration background,Never,0.23722,317,1546,0.21601,0.25843
2018,46-65 y.,Direct migration background,At least once per week,0.12272,80,527,0.09468,0.15076
2018,46-65 y.,Direct migration background,At least once per month,0.19618,125,527,0.16224,0.23011
2018,46-65 y.,Direct migration background,Seldom,0.39696,198,527,0.35515,0.43878
2018,46-65 y.,Direct migration background,Never,0.26094,124,527,0.22341,0.29846
2019,17-29 y.,No migration background,At least once per week,0.04423,120,2684,0.03645,0.05201
2019,17-29 y.,No migration background,At least once per month,0.36492,964,2684,0.34670,0.38313
2019,17-29 y.,No migration background,Seldom,0.51737,1402,2684,0.49846,0.53628
2019,17-29 y.,No migration background,Never,0.07270,198,2684,0.06288,0.08252
2019,17-29 y.,Direct migration background,At least once per week,0.07447,173,1312,0.06026,0.08868
2019,17-29 y.,Direct migration background,At least once per month,0.32559,453,1312,0.30022,0.35095
