,Unnamed: 0,year,age_gr,quintil_oecd,pli0082,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1990,17-29 y.,1st Quintile,At least once per week,0.06979,37,9087,0.05304,0.08557
1,1,1990,17-29 y.,1st Quintile,At least once per month,0.31476,162,9087,0.2675,0.35207
2,2,1990,17-29 y.,1st Quintile,Seldom,0.49009,278,9087,0.43556,0.54941
3,3,1990,17-29 y.,1st Quintile,Never,0.12535,97,9087,0.10169,0.15385
4,4,1990,17-29 y.,2nd Quintile,At least once per week,0.07675,39,9087,0.05777,0.09717
5,5,1990,17-29 y.,2nd Quintile,At least once per month,0.31567,161,9087,0.27821,0.35703
6,6,1990,17-29 y.,2nd Quintile,Seldom,0.51691,294,9087,0.47473,0.5685
7,7,1990,17-29 y.,2nd Quintile,Never,0.09067,67,9087,0.06883,0.12359
8,8,1990,17-29 y.,3rd Quintile,At least once per week,0.07301,40,9087,0.05722,0.08944
9,9,1990,17-29 y.,3rd Quintile,At least once per month,0.3122,163,9087,0.27613,0.34767
10,10,1990,17-29 y.,3rd Quintile,Seldom,0.56364,292,9087,0.52205,0.61119
11,11,1990,17-29 y.,3rd Quintile,Never,0.05116,53,9087,0.03839,0.06568
12,12,1990,17-29 y.,4th Quintile,At least once per week,0.08089,48,9087,0.06621,0.09711
13,13,1990,17-29 y.,4th Quintile,At least once per month,0.36056,211,9087,0.33018,0.38955
14,14,1990,17-29 y.,4th Quintile,Seldom,0.5126,301,9087,0.47845,0.55442
15,15,1990,17-29 y.,4th Quintile,Never,0.04595,41,9087,0.03364,0.06182
16,16,1990,17-29 y.,5th Quintile,At least once per week,0.10817,42,9087,0.09139,0.12583
17,17,1990,17-29 y.,5th Quintile,At least once per month,0.38189,145,9087,0.34401,0.41574
18,18,1990,17-29 y.,5th Quintile,Seldom,0.50993,204,9087,0.46816,0.54085
19,19,1990,30-45 y.,1st Quintile,At least once per month,0.2672,118,9087,0.23873,0.30912
20,20,1990,30-45 y.,1st Quintile,Seldom,0.57271,269,9087,0.52022,0.62758
21,21,1990,30-45 y.,1st Quintile,Never,0.16008,97,9087,0.12993,0.18537
22,22,1990,30-45 y.,2nd Quintile,At least once per week,0.06707,40,9087,0.05122,0.08317
23,23,1990,30-45 y.,2nd Quintile,At least once per month,0.31421,179,9087,0.28822,0.34063
24,24,1990,30-45 y.,2nd Quintile,Seldom,0.56544,345,9087,0.53231,0.60187
25,25,1990,30-45 y.,2nd Quintile,Never,0.05328,51,9087,0.03989,0.06756
26,26,1990,30-45 y.,3rd Quintile,At least once per week,0.08507,45,9087,0.06852,0.10242
27,27,1990,30-45 y.,3rd Quintile,At least once per month,0.35658,192,9087,0.32923,0.38425
28,28,1990,30-45 y.,3rd Quintile,Seldom,0.48576,281,9087,0.4518,0.51963
29,29,1990,30-45 y.,3rd Quintile,Never,0.07259,59,9087,0.05798,0.09065
30,30,1990,30-45 y.,4th Quintile,At least once per week,0.10403,48,9087,0.08689,0.12222
31,31,1990,30-45 y.,4th Quintile,At least once per month,0.39198,167,9087,0.36324,0.42089
32,32,1990,30-45 y.,4th Quintile,Seldom,0.50399,238,9087,0.47195,0.54385
33,33,1990,30-45 y.,5th Quintile,At least once per week,0.08873,41,9087,0.0753,0.10629
34,34,1990,30-45 y.,5th Quintile,At least once per month,0.48184,288,9087,0.45385,0.51316
35,35,1990,30-45 y.,5th Quintile,Seldom,0.42943,241,9087,0.4003,0.46075
36,36,1990,46-65 y.,1st Quintile,At least once per month,0.18808,81,9087,0.16141,0.21223
37,37,1990,46-65 y.,1st Quintile,Seldom,0.58249,247,9087,0.53034,0.63034
38,38,1990,46-65 y.,1st Quintile,Never,0.22943,142,9087,0.19373,0.2745
39,39,1990,46-65 y.,2nd Quintile,At least once per month,0.33864,125,9087,0.31125,0.36909
40,40,1990,46-65 y.,2nd Quintile,Seldom,0.5596,243,9087,0.51491,0.59735
41,41,1990,46-65 y.,2nd Quintile,Never,0.10176,75,9087,0.08114,0.12438
42,42,1990,46-65 y.,3rd Quintile,At least once per week,0.09175,44,9087,0.08104,0.10288
43,43,1990,46-65 y.,3rd Quintile,At least once per month,0.29094,146,9087,0.26775,0.31635
44,44,1990,46-65 y.,3rd Quintile,Seldom,0.5422,307,9087,0.50447,0.57804
45,45,1990,46-65 y.,3rd Quintile,Never,0.0751,77,9087,0.05746,0.09456
46,46,1990,46-65 y.,4th Quintile,At least once per week,0.11392,68,9087,0.10233,0.12511
47,47,1990,46-65 y.,4th Quintile,At least once per month,0.40606,248,9087,0.37987,0.43202
48,48,1990,46-65 y.,4th Quintile,Seldom,0.4296,292,9087,0.40173,0.45607
49,49,1990,46-65 y.,4th Quintile,Never,0.05041,58,9087,0.04,0.06259
50,50,1990,46-65 y.,5th Quintile,At least once per week,0.09762,58,9087,0.0888,0.10717
51,51,1990,46-65 y.,5th Quintile,At least once per month,0.41989,263,9087,0.39764,0.43952
52,52,1990,46-65 y.,5th Quintile,Seldom,0.48249,324,9087,0.45464,0.50718
53,53,1990,66 and older,1st Quintile,At least once per month,0.15767,45,9087,0.14212,0.17372
54,54,1990,66 and older,1st Quintile,Seldom,0.42805,118,9087,0.40218,0.45556
55,55,1990,66 and older,1st Quintile,Never,0.41427,107,9087,0.38692,0.43773
56,56,1990,66 and older,2nd Quintile,At least once per month,0.29065,56,9087,0.2696,0.31273
57,57,1990,66 and older,2nd Quintile,Seldom,0.45485,97,9087,0.42118,0.48929
58,58,1990,66 and older,2nd Quintile,Never,0.2545,53,9087,0.2305,0.28206
59,59,1990,66 and older,3rd Quintile,At least once per month,0.27508,48,9087,0.24924,0.29913
60,60,1990,66 and older,3rd Quintile,Seldom,0.52327,100,9087,0.48638,0.56822
61,61,1990,66 and older,3rd Quintile,Never,0.20165,36,9087,0.16985,0.23144
62,62,1990,66 and older,4th Quintile,At least once per month,0.49533,64,9087,0.45049,0.53607
63,63,1990,66 and older,4th Quintile,Seldom,0.50467,65,9087,0.45022,0.56457
64,64,1990,66 and older,5th Quintile,At least once per month,0.50321,70,9087,0.45927,0.54971
65,65,1990,66 and older,5th Quintile,Seldom,0.49679,56,9087,0.45612,0.53543
66,66,1995,17-29 y.,1st Quintile,At least once per week,0.06639,42,12992,0.05265,0.08873
67,67,1995,17-29 y.,1st Quintile,At least once per month,0.19972,149,12992,0.17191,0.22711
68,68,1995,17-29 y.,1st Quintile,Seldom,0.57443,435,12992,0.53003,0.61147
69,69,1995,17-29 y.,1st Quintile,Never,0.15946,128,12992,0.13615,0.18237
70,70,1995,17-29 y.,2nd Quintile,At least once per week,0.05341,34,12992,0.03886,0.06902
71,71,1995,17-29 y.,2nd Quintile,At least once per month,0.23352,162,12992,0.20672,0.25649
72,72,1995,17-29 y.,2nd Quintile,Seldom,0.59701,425,12992,0.54514,0.64922
73,73,1995,17-29 y.,2nd Quintile,Never,0.11606,93,12992,0.09618,0.14281
74,74,1995,17-29 y.,3rd Quintile,At least once per week,0.05365,33,12992,0.04201,0.06447
75,75,1995,17-29 y.,3rd Quintile,At least once per month,0.27831,178,12992,0.25102,0.30986
76,76,1995,17-29 y.,3rd Quintile,Seldom,0.59296,422,12992,0.5509,0.6399
77,77,1995,17-29 y.,3rd Quintile,Never,0.07508,59,12992,0.06411,0.08931
78,78,1995,17-29 y.,4th Quintile,At least once per month,0.31939,217,12992,0.28618,0.35197
79,79,1995,17-29 y.,4th Quintile,Seldom,0.61911,394,12992,0.56984,0.66678
80,80,1995,17-29 y.,4th Quintile,Never,0.0615,40,12992,0.04541,0.08089
81,81,1995,17-29 y.,5th Quintile,At least once per week,0.06081,31,12992,0.04742,0.07338
82,82,1995,17-29 y.,5th Quintile,At least once per month,0.37506,174,12992,0.34236,0.4143
83,83,1995,17-29 y.,5th Quintile,Seldom,0.56413,269,12992,0.526,0.60499
84,84,1995,30-45 y.,1st Quintile,At least once per week,0.07328,47,12992,0.05325,0.09443
85,85,1995,30-45 y.,1st Quintile,At least once per month,0.24889,194,12992,0.22647,0.27732
86,86,1995,30-45 y.,1st Quintile,Seldom,0.5251,435,12992,0.48552,0.57108
87,87,1995,30-45 y.,1st Quintile,Never,0.15274,153,12992,0.13077,0.17577
88,88,1995,30-45 y.,2nd Quintile,At least once per week,0.06048,57,12992,0.0489,0.0718
89,89,1995,30-45 y.,2nd Quintile,At least once per month,0.28784,283,12992,0.26716,0.31282
90,90,1995,30-45 y.,2nd Quintile,Seldom,0.55857,567,12992,0.51927,0.59933
91,91,1995,30-45 y.,2nd Quintile,Never,0.0931,106,12992,0.07738,0.11283
92,92,1995,30-45 y.,3rd Quintile,At least once per week,0.06633,66,12992,0.05259,0.0826
93,93,1995,30-45 y.,3rd Quintile,At least once per month,0.28957,266,12992,0.26233,0.32088
94,94,1995,30-45 y.,3rd Quintile,Seldom,0.57606,537,12992,0.54088,0.6128
95,95,1995,30-45 y.,3rd Quintile,Never,0.06804,79,12992,0.05748,0.08071
96,96,1995,30-45 y.,4th Quintile,At least once per week,0.07518,46,12992,0.06061,0.09304
97,97,1995,30-45 y.,4th Quintile,At least once per month,0.31638,275,12992,0.2903,0.34615
98,98,1995,30-45 y.,4th Quintile,Seldom,0.56991,476,12992,0.53313,0.61354
99,99,1995,30-45 y.,4th Quintile,Never,0.03853,33,12992,0.02901,0.0481
100,100,1995,30-45 y.,5th Quintile,At least once per week,0.06851,45,12992,0.05488,0.08567
101,101,1995,30-45 y.,5th Quintile,At least once per month,0.42334,319,12992,0.39151,0.45693
102,102,1995,30-45 y.,5th Quintile,Seldom,0.50815,409,12992,0.47521,0.54404
103,103,1995,46-65 y.,1st Quintile,At least once per month,0.187,109,12992,0.16379,0.21467
104,104,1995,46-65 y.,1st Quintile,Seldom,0.53912,329,12992,0.49748,0.58612
105,105,1995,46-65 y.,1st Quintile,Never,0.27388,177,12992,0.23618,0.31045
106,106,1995,46-65 y.,2nd Quintile,At least once per month,0.2429,161,12992,0.21766,0.26617
107,107,1995,46-65 y.,2nd Quintile,Seldom,0.57205,399,12992,0.53355,0.61291
108,108,1995,46-65 y.,2nd Quintile,Never,0.18505,132,12992,0.16135,0.21065
109,109,1995,46-65 y.,3rd Quintile,At least once per week,0.07798,49,12992,0.06607,0.09317
110,110,1995,46-65 y.,3rd Quintile,At least once per month,0.24215,172,12992,0.21713,0.27445
111,111,1995,46-65 y.,3rd Quintile,Seldom,0.57765,424,12992,0.53778,0.61679
112,112,1995,46-65 y.,3rd Quintile,Never,0.10221,90,12992,0.08646,0.11851
113,113,1995,46-65 y.,4th Quintile,At least once per week,0.0621,51,12992,0.05303,0.07117
114,114,1995,46-65 y.,4th Quintile,At least once per month,0.28435,245,12992,0.26268,0.31419
115,115,1995,46-65 y.,4th Quintile,Seldom,0.59415,526,12992,0.5513,0.62952
