year,sex,pli0082,proportion,n,lower_confidence,upper_confidence
1990,female,4.0,0.25209816211622227,13886,0.24487587697188254,0.259320447260562
1990,male,4.0,0.23584404546903218,13886,0.22878296843413734,0.242905122503927
1990,male,3.0,0.16222245830234783,13886,0.15609066739483649,0.16835424920985917
1990,female,3.0,0.14926165940720282,13886,0.1433345952731805,0.15518872354122515
1990,female,5.0,0.06799107617125252,13886,0.06380407112916034,0.07217808121334471
1990,male,5.0,0.053118028258791035,13886,0.049387791584119996,0.056848264933462074
1990,male,2.0,0.039944757250610856,13886,0.03668754922793556,0.04320196527328615
1990,female,2.0,0.035801551046425156,13886,0.032711244042032364,0.03889185805081795
1990,male,1.0,0.0021247211303516414,13886,0.001358848426647236,0.0028905938340560468
1990,female,1.0,0.001593540847763731,13886,0.0009300991219932235,0.0022569825735342386
1995,female,4.0,0.28679645481402927,13284,0.2791054112055447,0.2944874984225138
1995,male,4.0,0.262101355957882,13284,0.25462268151991285,0.2695800303958511
1995,male,3.0,0.1378683433073252,13284,0.1320054672592757,0.1437312193553747
1995,female,3.0,0.13468676615407923,13284,0.1288812508593854,0.14049228144877307
1995,female,5.0,0.06908567532762669,13284,0.06477306222428694,0.07339828843096644
1995,male,5.0,0.05385955609423528,13284,0.05002070889054171,0.05769840329792886
1995,male,2.0,0.02833118703128551,13284,0.025509666886759916,0.031152707175811103
1995,female,2.0,0.025755624573895918,13284,0.02306184761130686,0.028449401536484977
1995,female,1.0,0.0007575183698204682,13284,0.0002896500202071663,0.0012253867194337701
1995,male,1.0,0.0007575183698204682,13284,0.0002896500202071663,0.0012253867194337701
1998,female,4.0,0.3119207640608419,14238,0.3043109692575231,0.3195305588641607
1998,male,4.0,0.28963565617262116,14238,0.2821849374742746,0.29708637487096773
1998,male,3.0,0.1230986911920764,14238,0.11770192436999702,0.1284954580141558
1998,female,3.0,0.12224973470109657,14238,0.11686900687777838,0.12763046252441476
1998,female,5.0,0.05857799787760877,14238,0.054720630430702986,0.062435365324514554
1998,male,5.0,0.045914396887159536,14238,0.0424764458256974,0.04935234794862167
1998,male,2.0,0.024831977361160242,14238,0.022275882573755654,0.02738807214856483
1998,female,2.0,0.022851078882207287,14238,0.020396566031355985,0.02530559173305859
1998,male,1.0,0.000636717368234878,14238,0.0002223680582908907,0.0010510666781788653
