year,age_gr,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,West,,,,,,,,,,,,
1984,17-29 y.,West,,,,,,,,,,,,
1984,30-45 y.,West,,,,,,,,,,,,
1984,46-65 y.,West,,,,,,,,,,,,
1984,66 and older,West,,,,,,,,,,,,
1985,0-16 y.,West,,,,,,,,,,,,
1985,17-29 y.,West,,,,,,,,,,,,
1985,30-45 y.,West,,,,,,,,,,,,
1985,46-65 y.,West,,,,,,,,,,,,
1985,66 and older,West,,,,,,,,,,,,
1986,0-16 y.,West,,,,,,,,,,,,
1986,17-29 y.,West,,,,,,,,,,,,
1986,30-45 y.,West,,,,,,,,,,,,
1986,46-65 y.,West,,,,,,,,,,,,
1986,66 and older,West,,,,,,,,,,,,
1987,0-16 y.,West,,,,,,,,,,,,
1987,17-29 y.,West,,,,,,,,,,,,
1987,30-45 y.,West,,,,,,,,,,,,
1987,46-65 y.,West,,,,,,,,,,,,
1987,66 and older,West,,,,,,,,,,,,
1988,0-16 y.,West,,,,,,,,,,,,
1988,17-29 y.,West,,,,,,,,,,,,
1988,30-45 y.,West,,,,,,,,,,,,
1988,46-65 y.,West,,,,,,,,,,,,
1988,66 and older,West,,,,,,,,,,,,
1989,0-16 y.,West,,,,,,,,,,,,
1989,17-29 y.,West,,,,,,,,,,,,
1989,30-45 y.,West,,,,,,,,,,,,
1989,46-65 y.,West,,,,,,,,,,,,
1989,66 and older,West,,,,,,,,,,,,
1990,0-16 y.,West,,,,,,,,,,,,
1990,0-16 y.,East,,,,,,,,,,,,
1990,17-29 y.,West,,,,,,,,,,,,
1990,17-29 y.,East,,,,,,,,,,,,
1990,30-45 y.,West,,,,,,,,,,,,
1990,30-45 y.,East,,,,,,,,,,,,
1990,46-65 y.,West,,,,,,,,,,,,
1990,46-65 y.,East,,,,,,,,,,,,
1990,66 and older,West,,,,,,,,,,,,
1990,66 and older,East,,,,,,,,,,,,
1991,0-16 y.,West,,,,,,,,,,,,
1991,0-16 y.,East,,,,,,,,,,,,
1991,17-29 y.,West,,,,,,,,,,,,
1991,17-29 y.,East,,,,,,,,,,,,
1991,30-45 y.,West,,,,,,,,,,,,
1991,30-45 y.,East,,,,,,,,,,,,
1991,46-65 y.,West,,,,,,,,,,,,
1991,46-65 y.,East,,,,,,,,,,,,
1991,66 and older,West,,,,,,,,,,,,
1991,66 and older,East,,,,,,,,,,,,
1992,0-16 y.,West,,,,,,,,,,,,
1992,0-16 y.,East,,,,,,,,,,,,
1992,17-29 y.,West,,,,,,,,,,,,
1992,17-29 y.,East,,,,,,,,,,,,
1992,30-45 y.,West,,,,,,,,,,,,
1992,30-45 y.,East,,,,,,,,,,,,
1992,46-65 y.,West,,,,,,,,,,,,
1992,46-65 y.,East,,,,,,,,,,,,
1992,66 and older,West,,,,,,,,,,,,
1992,66 and older,East,,,,,,,,,,,,
1993,0-16 y.,West,,,,,,,,,,,,
1993,0-16 y.,East,,,,,,,,,,,,
1993,17-29 y.,West,,,,,,,,,,,,
1993,17-29 y.,East,,,,,,,,,,,,
1993,30-45 y.,West,,,,,,,,,,,,
1993,30-45 y.,East,,,,,,,,,,,,
1993,46-65 y.,West,,,,,,,,,,,,
1993,46-65 y.,East,,,,,,,,,,,,
1993,66 and older,West,,,,,,,,,,,,
1993,66 and older,East,,,,,,,,,,,,
1994,0-16 y.,West,,,,,,,,,,,,
1994,0-16 y.,East,,,,,,,,,,,,
1994,17-29 y.,West,,,,,,,,,,,,
1994,17-29 y.,East,,,,,,,,,,,,
1994,30-45 y.,West,,,,,,,,,,,,
1994,30-45 y.,East,,,,,,,,,,,,
1994,46-65 y.,West,,,,,,,,,,,,
1994,46-65 y.,East,,,,,,,,,,,,
1994,66 and older,West,,,,,,,,,,,,
1994,66 and older,East,,,,,,,,,,,,
1995,0-16 y.,West,,,,,,,,,,,,
1995,0-16 y.,East,,,,,,,,,,,,
1995,17-29 y.,West,,,,,,,,,,,,
1995,17-29 y.,East,,,,,,,,,,,,
1995,30-45 y.,West,,,,,,,,,,,,
1995,30-45 y.,East,,,,,,,,,,,,
1995,46-65 y.,West,,,,,,,,,,,,
1995,46-65 y.,East,,,,,,,,,,,,
1995,66 and older,West,,,,,,,,,,,,
1995,66 and older,East,,,,,,,,,,,,
1996,0-16 y.,West,,,,,,,,,,,,
1996,0-16 y.,East,,,,,,,,,,,,
1996,17-29 y.,West,,,,,,,,,,,,
1996,17-29 y.,East,,,,,,,,,,,,
1996,30-45 y.,West,,,,,,,,,,,,
1996,30-45 y.,East,,,,,,,,,,,,
1996,46-65 y.,West,,,,,,,,,,,,
1996,46-65 y.,East,,,,,,,,,,,,
1996,66 and older,West,,,,,,,,,,,,
1996,66 and older,East,,,,,,,,,,,,
1997,0-16 y.,West,,,,,,,,,,,,
1997,0-16 y.,East,,,,,,,,,,,,
1997,17-29 y.,West,,,,,,,,,,,,
1997,17-29 y.,East,,,,,,,,,,,,
1997,30-45 y.,West,,,,,,,,,,,,
1997,30-45 y.,East,,,,,,,,,,,,
1997,46-65 y.,West,,,,,,,,,,,,
1997,46-65 y.,East,,,,,,,,,,,,
1997,66 and older,West,,,,,,,,,,,,
1997,66 and older,East,,,,,,,,,,,,
1998,0-16 y.,West,,,,,,,,,,,,
1998,0-16 y.,East,,,,,,,,,,,,
1998,17-29 y.,West,,,,,,,,,,,,
1998,17-29 y.,East,,,,,,,,,,,,
1998,30-45 y.,West,,,,,,,,,,,,
1998,30-45 y.,East,,,,,,,,,,,,
1998,46-65 y.,West,,,,,,,,,,,,
1998,46-65 y.,East,,,,,,,,,,,,
1998,66 and older,West,,,,,,,,,,,,
1998,66 and older,East,,,,,,,,,,,,
1999,0-16 y.,West,,,,,,,,,,,,
1999,0-16 y.,East,,,,,,,,,,,,
1999,17-29 y.,West,102,23.82011733595707,21.395947282238858,26.244287389675286,10.0,15.0,31.46361965516909,1.0,63.65904913792273,15.0,3.9749999999999943,18.0
1999,17-29 y.,East,31,18.86521195330638,13.601114847188498,24.12930905942426,5.788048104115754,9.0,17.884083953870398,1.0,36.028137728502365,9.0,7.0,10.0
1999,30-45 y.,West,273,36.80496469721441,34.68464379294947,38.925285601479345,15.0,26.0,43.0,1.0,85.0,26.0,19.0,26.0
1999,30-45 y.,East,48,25.575004297739635,17.362651266118593,33.787357329360674,10.0,13.0,17.536225225994656,1.0,28.84056306498664,13.0,11.0,15.0
1999,46-65 y.,West,192,68.40724434390569,63.38553011057702,73.42895857723435,31.0,56.0,77.0,1.0,146.0,56.0,51.0,61.0
1999,46-65 y.,East,41,48.06260172569071,40.55785717703802,55.56734627434341,13.0,23.081874059977306,65.23486613875626,1.0,143.58716534689063,22.0,-22.0,29.0
1999,66 and older,West,87,79.8042255912949,74.50569469961108,85.1027564829787,51.0,77.0,96.27186398628277,8.0,164.17965996570692,77.0,68.0,84.0
1999,66 and older,East,,,,,,,,,,,,
2000,0-16 y.,West,,,,,,,,,,,,
2000,0-16 y.,East,,,,,,,,,,,,
2000,17-29 y.,West,164,25.946483903973725,23.75901246975902,28.13395533818843,10.0,15.0,36.0,1.0,75.0,15.0,10.0,16.025
2000,17-29 y.,East,37,27.20506171177162,20.986738317508706,33.42338510603453,5.0,10.048356760684797,24.8522417817545,1.0,54.63060445438625,10.0,5.0,14.024999999999999
2000,30-45 y.,West,500,39.47417127880844,37.38384325150276,41.56449930611412,13.0,28.0,43.39788969482435,1.0,88.99472423706086,28.0,25.0,30.0
2000,30-45 y.,East,59,18.986337070800236,16.44959542857349,21.52307871302698,7.0,13.0,20.93317582948195,1.0,41.83293957370488,13.0,11.0,16.0
2000,46-65 y.,West,508,65.60196024776005,63.312117779322634,67.89180271619746,31.0,56.0,78.13384627699985,3.0,148.8346156924996,56.0,51.0,61.0
2000,46-65 y.,East,60,23.13920701751354,20.345950626768243,25.93246340825884,10.0,15.0,30.0,1.0,60.0,15.0,9.849999999999966,20.0
2000,66 and older,West,181,89.25569077327204,84.40284098584026,94.10854056070382,51.0,80.0,102.0,1.0,178.5,80.0,68.0,83.0
2000,66 and older,East,,,,,,,,,,,,
2001,0-16 y.,West,,,,,,,,,,,,
2001,0-16 y.,East,,,,,,,,,,,,
2001,17-29 y.,West,136,26.597030259721855,24.70742325842235,28.48663726102136,10.0,18.0,35.0,1.0,72.5,18.0,10.0,21.0
2001,17-29 y.,East,52,13.786861675760617,11.269623926536102,16.304099424985132,5.571801997594158,10.0,15.0,1.0,29.142297003608764,10.0,6.974999999999994,13.0
2001,30-45 y.,West,512,34.092329923098966,32.58977325660243,35.594886589595504,15.0,26.0,43.0,1.0,85.0,26.0,23.0,26.0
2001,30-45 y.,East,60,20.93941536516666,16.810525850422277,25.068304879911043,6.0,13.235018851151814,26.0,1.0,56.0,13.0,11.0,16.0
2001,46-65 y.,West,416,57.781577380769036,55.66857525993504,59.89457950160303,21.0,51.0,75.0,1.0,156.0,51.0,45.0,51.0
2001,46-65 y.,East,53,16.491634098607996,14.481033993378029,18.502234203837965,6.708074638713474,13.0,19.372558880701607,1.0,38.369285243683805,13.0,11.0,16.0
2001,66 and older,West,180,90.14437740829189,85.67995216545452,94.60880265112925,56.0,82.0,102.0,2.0,171.0,82.0,72.0,87.0
2001,66 and older,East,,,,,,,,,,,,
2002,0-16 y.,West,,,,,,,,,,,,
2002,0-16 y.,East,,,,,,,,,,,,
2002,17-29 y.,West,157,24.291900551383794,22.55928980466127,26.02451129810632,10.0,15.0,30.0,1.0,60.0,15.0,10.0,17.0
