"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1999","(Fach-)Abitur","maennlich","66.41","39.5","30","5","26","92","137","281","43.82","89","1","281","20","56"
"1999","(Fach-)Abitur","weiblich","37.1","29.5","47","14","23","51","57","203","27.97","46.23","7","203","23","37"
"1999","(noch) kein Abschluss","maennlich","13.41","4","6","3","5","16","46","46","-3.74","30.56","3","46","",""
"1999","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1999","AkademikerIn","maennlich","51.36","30","84","5","12","77","128","205","39.83","62.89","1","205","20","40"
"1999","AkademikerIn","weiblich","44.84","35","64","11","21","52","77","215","35.76","53.92","1","215","26","41"
"1999","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1999","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1999","Realschule","maennlich","52.01","25.5","98","6","11","77","102","501","35.48","68.54","1","511","15","31"
"1999","Realschule","weiblich","","","","","","","","","","","","","",""
"2000","(Fach-)Abitur","maennlich","54.87","39.5","76","5","16","77","108","256","41.03","68.71","1","358","23","53"
"2000","(Fach-)Abitur","weiblich","46.44","34.5","94","9","15","56","97","205","38.12","54.76","1","205","23","38"
"2000","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2000","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2000","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2000","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2000","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2000","Realschule","maennlich","","","","","","","","","","","","","",""
"2000","Realschule","weiblich","48.47","40.5","323","9","15","69","97","205","43.62","53.32","1","383","31","41"
"2001","(Fach-)Abitur","maennlich","49.15","41.5","69","8","16","65","102","153","40.63","57.67","1","166","20","43"
"2001","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","maennlich","139.39","10.5","4","5","16","343","343","343","-121.63","400.41","5","343","",""
"2001","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2001","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2001","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2001","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2001","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2001","Realschule","maennlich","","","","","","","","","","","","","",""
"2001","Realschule","weiblich","48.97","37.5","304","7","14","66","102","348","44.1","53.84","1","348","27","38"
"2002","(Fach-)Abitur","maennlich","52.29","42","83","7","20","70","120","200","40.85","63.73","1","250","25","50"
"2002","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","weiblich","49.46","17","9","7","15","85","150","150","11.43","87.49","7","150","7","85"
"2002","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2002","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2002","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2002","Hauptschule","weiblich","","","","","","","","","","","","","",""
