"year","bildungsniveau","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1999","(Fach-)Abitur","Laendlicher Raum","","","","",""
"1999","(Fach-)Abitur","Staedtischer Raum","48.68","31.5","55","36.44","60.92"
"1999","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"1999","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"1999","AkademikerIn","Laendlicher Raum","40.5","15.5","37","23.68","57.32"
"1999","AkademikerIn","Staedtischer Raum","50.88","35","111","42.36","59.4"
"1999","Hauptschule","Laendlicher Raum","60.81","40.5","75","48.91","72.71"
"1999","Hauptschule","Staedtischer Raum","54.91","40.5","190","46.51","63.31"
"1999","Realschule","Laendlicher Raum","41.41","28.5","82","27.33","55.49"
"1999","Realschule","Staedtischer Raum","52.83","41.5","165","44.14","61.52"
"2000","(Fach-)Abitur","Laendlicher Raum","51.15","34.5","36","32.99","69.31"
"2000","(Fach-)Abitur","Staedtischer Raum","50.54","37","134","41.98","59.1"
"2000","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2000","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2000","AkademikerIn","Laendlicher Raum","49.04","25","61","30.55","67.53"
"2000","AkademikerIn","Staedtischer Raum","59.48","40.5","289","52.46","66.5"
"2000","Hauptschule","Laendlicher Raum","49.47","32.5","123","39.63","59.31"
"2000","Hauptschule","Staedtischer Raum","57.28","40.5","352","51.74","62.82"
"2000","Realschule","Laendlicher Raum","42.28","27.5","134","34.48","50.08"
"2000","Realschule","Staedtischer Raum","53.47","39","358","48.08","58.86"
"2001","(Fach-)Abitur","Laendlicher Raum","43.44","29.5","43","20.6","66.28"
"2001","(Fach-)Abitur","Staedtischer Raum","45.79","32.5","136","40.05","51.53"
"2001","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2001","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2001","AkademikerIn","Laendlicher Raum","42.66","24.5","61","25.77","59.55"
"2001","AkademikerIn","Staedtischer Raum","51.85","35.5","260","45.56","58.14"
"2001","Hauptschule","Laendlicher Raum","42.11","30","132","33.01","51.21"
"2001","Hauptschule","Staedtischer Raum","49.93","42.5","304","45.29","54.57"
"2001","Realschule","Laendlicher Raum","33.42","17.5","133","27.57","39.27"
"2001","Realschule","Staedtischer Raum","54.86","40.5","329","49.64","60.08"
"2002","(Fach-)Abitur","Laendlicher Raum","35.94","20.5","52","26.57","45.31"
"2002","(Fach-)Abitur","Staedtischer Raum","48.21","34","175","40.54","55.88"
"2002","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2002","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2002","AkademikerIn","Laendlicher Raum","45.79","27.5","94","34.71","56.87"
"2002","AkademikerIn","Staedtischer Raum","60.95","49.5","372","54.08","67.82"
"2002","Hauptschule","Laendlicher Raum","44.82","32.5","135","37.8","51.84"
"2002","Hauptschule","Staedtischer Raum","51.68","35.5","357","45.09","58.27"
"2002","Realschule","Laendlicher Raum","33.28","19.5","162","26.63","39.93"
"2002","Realschule","Staedtischer Raum","55.53","48.5","405","49.94","61.12"
"2003","(Fach-)Abitur","Laendlicher Raum","26.81","12.5","50","18.56","35.06"
"2003","(Fach-)Abitur","Staedtischer Raum","55.23","39","169","47.66","62.8"
"2003","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2003","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2003","AkademikerIn","Laendlicher Raum","42.69","24","85","31.46","53.92"
"2003","AkademikerIn","Staedtischer Raum","56.56","39.5","349","49.36","63.76"
"2003","Hauptschule","Laendlicher Raum","41.75","29","148","34.84","48.66"
"2003","Hauptschule","Staedtischer Raum","57.33","39","328","50.57","64.09"
"2003","Realschule","Laendlicher Raum","36.65","19.5","149","29.7","43.6"
"2003","Realschule","Staedtischer Raum","55.02","41","411","49.82","60.22"
"2004","(Fach-)Abitur","Laendlicher Raum","32.18","19","49","11.82","52.54"
"2004","(Fach-)Abitur","Staedtischer Raum","44.54","25.5","194","38.11","50.97"
"2004","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2004","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2004","AkademikerIn","Laendlicher Raum","40.95","29","99","31.62","50.28"
"2004","AkademikerIn","Staedtischer Raum","58.24","43.5","364","49.5","66.98"
"2004","Hauptschule","Laendlicher Raum","44.25","29","147","38.21","50.29"
"2004","Hauptschule","Staedtischer Raum","47.13","28.5","362","41.47","52.79"
"2004","Realschule","Laendlicher Raum","37.69","23.5","161","30.08","45.3"
"2004","Realschule","Staedtischer Raum","58.09","47","393","52.51","63.67"
"2005","(Fach-)Abitur","Laendlicher Raum","28.8","19.5","57","21.91","35.69"
"2005","(Fach-)Abitur","Staedtischer Raum","48.2","29","205","40.31","56.09"
"2005","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2005","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2005","AkademikerIn","Laendlicher Raum","38.06","16.5","127","23.86","52.26"
"2005","AkademikerIn","Staedtischer Raum","56.13","39.5","341","48.62","63.64"
"2005","Hauptschule","Laendlicher Raum","41.01","23.5","152","30.86","51.16"
"2005","Hauptschule","Staedtischer Raum","49.32","28.5","380","43.55","55.09"
"2005","Realschule","Laendlicher Raum","33.11","19.5","188","26.91","39.31"
"2005","Realschule","Staedtischer Raum","52.92","35.5","438","48.11","57.73"
"2006","(Fach-)Abitur","Laendlicher Raum","31.64","19","72","22.05","41.23"
"2006","(Fach-)Abitur","Staedtischer Raum","41.2","29.5","261","34.17","48.23"
"2006","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2006","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2006","AkademikerIn","Laendlicher Raum","36.27","16.5","146","27.72","44.82"
"2006","AkademikerIn","Staedtischer Raum","51.14","34.5","466","44.53","57.75"
"2006","Hauptschule","Laendlicher Raum","35.61","19.5","200","30.06","41.16"
"2006","Hauptschule","Staedtischer Raum","43.07","24","460","38.78","47.36"
"2006","Realschule","Laendlicher Raum","32.46","19.5","259","27.42","37.5"
"2006","Realschule","Staedtischer Raum","48.88","31.5","515","44.06","53.7"
"2007","(Fach-)Abitur","Laendlicher Raum","30.22","19","70","21.62","38.82"
"2007","(Fach-)Abitur","Staedtischer Raum","40.53","24.5","263","33.7","47.36"
"2007","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2007","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2007","AkademikerIn","Laendlicher Raum","29.71","19.5","155","24.23","35.19"
"2007","AkademikerIn","Staedtischer Raum","51.91","34.5","470","45.75","58.07"
"2007","Hauptschule","Laendlicher Raum","41.75","23","213","33.98","49.52"
"2007","Hauptschule","Staedtischer Raum","36.81","21.5","450","33.1","40.52"
"2007","Realschule","Laendlicher Raum","37.17","17.5","245","22.61","51.73"
"2007","Realschule","Staedtischer Raum","42.26","27.5","551","38.3","46.22"
"2008","(Fach-)Abitur","Laendlicher Raum","24.98","14.5","72","19.36","30.6"
"2008","(Fach-)Abitur","Staedtischer Raum","35.57","21.5","262","29.32","41.82"
"2008","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2008","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2008","AkademikerIn","Laendlicher Raum","28.31","18","159","22.95","33.67"
"2008","AkademikerIn","Staedtischer Raum","47.2","29.5","539","42.64","51.76"
"2008","Hauptschule","Laendlicher Raum","28.22","17.5","245","24.37","32.07"
"2008","Hauptschule","Staedtischer Raum","37.76","19.5","505","34.01","41.51"
"2008","Realschule","Laendlicher Raum","29.26","14.5","266","24.71","33.81"
"2008","Realschule","Staedtischer Raum","40.74","25.5","591","37.61","43.87"
"2009","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2009","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2009","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2009","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2009","AkademikerIn","Laendlicher Raum","","","","",""
"2009","AkademikerIn","Staedtischer Raum","","","","",""
"2009","Hauptschule","Laendlicher Raum","","","","",""
"2009","Hauptschule","Staedtischer Raum","","","","",""
"2009","Realschule","Laendlicher Raum","","","","",""
"2009","Realschule","Staedtischer Raum","","","","",""
"2010","(Fach-)Abitur","Laendlicher Raum","25.5","16","79","21.17","29.83"
"2010","(Fach-)Abitur","Staedtischer Raum","29.9","19.5","284","25.06","34.74"
"2010","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2010","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2010","AkademikerIn","Laendlicher Raum","25.66","15.5","172","19.57","31.75"
"2010","AkademikerIn","Staedtischer Raum","43.25","27.5","535","37.94","48.56"
"2010","Hauptschule","Laendlicher Raum","43.63","19.5","196","26.95","60.31"
"2010","Hauptschule","Staedtischer Raum","37.71","19.5","461","33.25","42.17"
"2010","Realschule","Laendlicher Raum","32.15","19.5","258","28.16","36.14"
"2010","Realschule","Staedtischer Raum","38.03","24.5","572","35.03","41.03"
"2011","(Fach-)Abitur","Laendlicher Raum","30.14","17.5","111","24.02","36.26"
"2011","(Fach-)Abitur","Staedtischer Raum","32.93","21.5","352","28.12","37.74"
"2011","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2011","(noch) kein Abschluss","Staedtischer Raum","22.33","16","30","14.84","29.82"
"2011","AkademikerIn","Laendlicher Raum","32.02","19","232","26.99","37.05"
"2011","AkademikerIn","Staedtischer Raum","44.78","29.5","641","40.54","49.02"
"2011","Hauptschule","Laendlicher Raum","25.65","19.5","279","22.42","28.88"
"2011","Hauptschule","Staedtischer Raum","35.43","19.5","611","31.61","39.25"
"2011","Realschule","Laendlicher Raum","27.63","19.5","387","24.68","30.58"
"2011","Realschule","Staedtischer Raum","41.05","24.5","728","38.14","43.96"
"2012","(Fach-)Abitur","Laendlicher Raum","25.32","17.5","111","19.86","30.78"
"2012","(Fach-)Abitur","Staedtischer Raum","35.46","24.5","377","30.79","40.13"
"2012","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2012","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2012","AkademikerIn","Laendlicher Raum","34.65","19.5","239","23.54","45.76"
"2012","AkademikerIn","Staedtischer Raum","38.74","28.5","676","35.49","41.99"
"2012","Hauptschule","Laendlicher Raum","27.77","17.5","335","24.54","31"
"2012","Hauptschule","Staedtischer Raum","33.47","23.5","661","30.74","36.2"
"2012","Realschule","Laendlicher Raum","28.95","18.5","419","25.9","32"
"2012","Realschule","Staedtischer Raum","38.59","24.5","746","35.96","41.22"
"2013","(Fach-)Abitur","Laendlicher Raum","32.92","24.5","109","27.65","38.19"
"2013","(Fach-)Abitur","Staedtischer Raum","35.42","24.5","365","30.62","40.22"
"2013","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2013","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2013","AkademikerIn","Laendlicher Raum","31.8","20.5","257","27.36","36.24"
"2013","AkademikerIn","Staedtischer Raum","42.99","29.5","647","39.53","46.45"
"2013","Hauptschule","Laendlicher Raum","30.53","20.5","322","27.77","33.29"
"2013","Hauptschule","Staedtischer Raum","37.51","23.5","632","34.54","40.48"
"2013","Realschule","Laendlicher Raum","28.66","19.5","393","25.69","31.63"
"2013","Realschule","Staedtischer Raum","37.38","24.5","749","34.64","40.12"
"2014","(Fach-)Abitur","Laendlicher Raum","25.89","19","186","21.66","30.12"
