year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,,,,,,,,,,,,
1984,17-29 y.,,,,,,,,,,,,
1984,30-45 y.,,,,,,,,,,,,
1984,46-65 y.,,,,,,,,,,,,
1984,66 and older,,,,,,,,,,,,
1985,0-16 y.,,,,,,,,,,,,
1985,17-29 y.,,,,,,,,,,,,
1985,30-45 y.,,,,,,,,,,,,
1985,46-65 y.,,,,,,,,,,,,
1985,66 and older,,,,,,,,,,,,
1986,0-16 y.,,,,,,,,,,,,
1986,17-29 y.,,,,,,,,,,,,
1986,30-45 y.,,,,,,,,,,,,
1986,46-65 y.,,,,,,,,,,,,
1986,66 and older,,,,,,,,,,,,
1987,0-16 y.,,,,,,,,,,,,
1987,17-29 y.,,,,,,,,,,,,
1987,30-45 y.,,,,,,,,,,,,
1987,46-65 y.,,,,,,,,,,,,
1987,66 and older,,,,,,,,,,,,
1988,0-16 y.,,,,,,,,,,,,
1988,17-29 y.,,,,,,,,,,,,
1988,30-45 y.,,,,,,,,,,,,
1988,46-65 y.,,,,,,,,,,,,
1988,66 and older,,,,,,,,,,,,
1989,0-16 y.,,,,,,,,,,,,
1989,17-29 y.,,,,,,,,,,,,
1989,30-45 y.,,,,,,,,,,,,
1989,46-65 y.,,,,,,,,,,,,
1989,66 and older,,,,,,,,,,,,
1990,0-16 y.,,,,,,,,,,,,
1990,17-29 y.,,,,,,,,,,,,
1990,30-45 y.,,,,,,,,,,,,
1990,46-65 y.,,,,,,,,,,,,
1990,66 and older,,,,,,,,,,,,
1991,0-16 y.,,,,,,,,,,,,
1991,17-29 y.,,,,,,,,,,,,
1991,30-45 y.,,,,,,,,,,,,
1991,46-65 y.,,,,,,,,,,,,
1991,66 and older,,,,,,,,,,,,
1992,0-16 y.,,,,,,,,,,,,
1992,17-29 y.,,,,,,,,,,,,
1992,30-45 y.,,,,,,,,,,,,
1992,46-65 y.,,,,,,,,,,,,
1992,66 and older,,,,,,,,,,,,
1993,0-16 y.,,,,,,,,,,,,
1993,17-29 y.,,,,,,,,,,,,
1993,30-45 y.,,,,,,,,,,,,
1993,46-65 y.,,,,,,,,,,,,
1993,66 and older,,,,,,,,,,,,
1994,0-16 y.,,,,,,,,,,,,
1994,17-29 y.,,,,,,,,,,,,
1994,30-45 y.,,,,,,,,,,,,
1994,46-65 y.,,,,,,,,,,,,
1994,66 and older,,,,,,,,,,,,
1995,0-16 y.,,,,,,,,,,,,
1995,17-29 y.,,,,,,,,,,,,
1995,30-45 y.,,,,,,,,,,,,
1995,46-65 y.,,,,,,,,,,,,
1995,66 and older,,,,,,,,,,,,
1996,0-16 y.,,,,,,,,,,,,
1996,17-29 y.,,,,,,,,,,,,
1996,30-45 y.,,,,,,,,,,,,
1996,46-65 y.,,,,,,,,,,,,
1996,66 and older,,,,,,,,,,,,
1997,0-16 y.,,,,,,,,,,,,
1997,17-29 y.,,,,,,,,,,,,
1997,30-45 y.,,,,,,,,,,,,
1997,46-65 y.,,,,,,,,,,,,
1997,66 and older,,,,,,,,,,,,
1998,0-16 y.,,,,,,,,,,,,
1998,17-29 y.,,,,,,,,,,,,
1998,30-45 y.,,,,,,,,,,,,
1998,46-65 y.,,,,,,,,,,,,
1998,66 and older,,,,,,,,,,,,
1999,0-16 y.,,,,,,,,,,,,
1999,17-29 y.,133,23.14987,17.99582,27.16566,8.72873,13.40200,31.00000,1.00000,64.40690,13.00000,3.00000,15.00000
1999,30-45 y.,321,35.61068,30.81626,40.67576,13.00000,26.00000,41.00000,1.00000,83.00000,26.00000,21.00000,32.00000
1999,46-65 y.,233,66.29827,55.09378,74.54583,25.33498,56.00000,77.00000,1.00000,154.49754,56.00000,54.97500,61.00000
1999,66 and older,94,78.17752,66.55756,87.52880,51.00000,76.16570,95.52555,1.00000,162.31388,76.00000,68.00000,82.00000
2000,0-16 y.,,,,,,,,,,,,
2000,17-29 y.,201,26.11415,20.08263,31.78616,8.45731,15.00000,36.00000,1.00000,77.31403,15.00000,10.00000,17.00000
2000,30-45 y.,559,37.63925,33.59151,42.14271,13.00000,26.00000,41.00000,1.00000,83.00000,26.00000,22.00000,26.00000
2000,46-65 y.,568,61.91286,56.60816,67.05583,25.00000,51.00000,77.00000,1.00000,155.00000,51.00000,44.00000,52.00000
2000,66 and older,185,88.57797,78.09276,99.17739,51.00000,80.00000,102.00000,1.00000,178.50000,80.00000,68.00000,83.00000
2001,0-16 y.,,,,,,,,,,,,
2001,17-29 y.,188,24.14435,20.02011,27.67444,10.00000,15.00000,31.00000,1.00000,62.50000,15.00000,11.00000,16.00000
2001,30-45 y.,572,33.02451,29.44015,36.34866,13.00000,26.00000,41.63739,1.00000,84.59347,26.00000,26.00000,29.00000
2001,46-65 y.,469,55.03472,51.46443,58.77544,18.00000,51.00000,72.00000,1.00000,153.00000,51.00000,49.00000,53.00000
2001,66 and older,187,88.19542,76.83456,98.19255,51.00000,79.52393,102.00000,2.00000,178.50000,79.00000,66.00000,86.00000
2002,0-16 y.,,,,,,,,,,,,
2002,17-29 y.,207,22.60590,18.80716,26.52734,10.00000,15.00000,28.84140,1.00000,57.10350,15.00000,13.00000,18.00000
2002,30-45 y.,627,32.90397,28.81371,35.61467,13.00000,25.00000,40.00000,1.00000,80.50000,25.00000,24.00000,30.00000
2002,46-65 y.,681,56.35444,50.39765,60.21509,20.00000,50.00000,70.00000,1.00000,145.00000,50.00000,47.00000,56.02500
2002,66 and older,259,88.01674,76.66060,95.96064,50.00000,80.00000,103.13722,2.00000,182.84306,80.00000,70.00000,85.00000
2003,0-16 y.,,,,,,,,,,,,
2003,17-29 y.,224,21.65705,16.94111,25.61142,8.00000,14.00000,26.00000,1.00000,53.00000,14.00000,11.97500,16.00000
2003,30-45 y.,593,30.04802,27.54744,32.38741,12.00000,25.00000,40.00000,1.00000,82.00000,25.00000,25.00000,30.00000
2003,46-65 y.,647,56.77723,52.49739,61.10787,20.00000,50.00000,75.00000,1.00000,157.50000,50.00000,48.97500,57.00000
2003,66 and older,261,97.42435,72.82154,112.87848,50.00000,80.00000,108.00000,1.00000,195.00000,80.00000,70.00000,87.00000
