year,migback,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,male,,,,,,,,,,,,
1984,No migration background,female,,,,,,,,,,,,
1984,Direct migration background,male,,,,,,,,,,,,
1984,Direct migration background,female,,,,,,,,,,,,
1984,Indirect migration background,male,,,,,,,,,,,,
1984,Indirect migration background,female,,,,,,,,,,,,
1985,No migration background,male,,,,,,,,,,,,
1985,No migration background,female,,,,,,,,,,,,
1985,Direct migration background,male,,,,,,,,,,,,
1985,Direct migration background,female,,,,,,,,,,,,
1985,Indirect migration background,male,,,,,,,,,,,,
1985,Indirect migration background,female,,,,,,,,,,,,
1986,No migration background,male,,,,,,,,,,,,
1986,No migration background,female,,,,,,,,,,,,
1986,Direct migration background,male,,,,,,,,,,,,
1986,Direct migration background,female,,,,,,,,,,,,
1986,Indirect migration background,male,,,,,,,,,,,,
1986,Indirect migration background,female,,,,,,,,,,,,
1987,No migration background,male,,,,,,,,,,,,
1987,No migration background,female,,,,,,,,,,,,
1987,Direct migration background,male,,,,,,,,,,,,
1987,Direct migration background,female,,,,,,,,,,,,
1987,Indirect migration background,male,,,,,,,,,,,,
1987,Indirect migration background,female,,,,,,,,,,,,
1988,No migration background,male,,,,,,,,,,,,
1988,No migration background,female,,,,,,,,,,,,
1988,Direct migration background,male,,,,,,,,,,,,
1988,Direct migration background,female,,,,,,,,,,,,
1988,Indirect migration background,male,,,,,,,,,,,,
1988,Indirect migration background,female,,,,,,,,,,,,
1989,No migration background,male,,,,,,,,,,,,
1989,No migration background,female,,,,,,,,,,,,
1989,Direct migration background,male,,,,,,,,,,,,
1989,Direct migration background,female,,,,,,,,,,,,
1989,Indirect migration background,male,,,,,,,,,,,,
1989,Indirect migration background,female,,,,,,,,,,,,
1990,No migration background,male,,,,,,,,,,,,
1990,No migration background,female,,,,,,,,,,,,
1990,Direct migration background,male,,,,,,,,,,,,
1990,Direct migration background,female,,,,,,,,,,,,
1990,Indirect migration background,male,,,,,,,,,,,,
1990,Indirect migration background,female,,,,,,,,,,,,
1991,No migration background,male,,,,,,,,,,,,
1991,No migration background,female,,,,,,,,,,,,
1991,Direct migration background,male,,,,,,,,,,,,
1991,Direct migration background,female,,,,,,,,,,,,
1991,Indirect migration background,male,,,,,,,,,,,,
1991,Indirect migration background,female,,,,,,,,,,,,
1992,No migration background,male,,,,,,,,,,,,
1992,No migration background,female,,,,,,,,,,,,
1992,Direct migration background,male,,,,,,,,,,,,
1992,Direct migration background,female,,,,,,,,,,,,
1992,Indirect migration background,male,,,,,,,,,,,,
1992,Indirect migration background,female,,,,,,,,,,,,
1993,No migration background,male,,,,,,,,,,,,
1993,No migration background,female,,,,,,,,,,,,
1993,Direct migration background,male,,,,,,,,,,,,
1993,Direct migration background,female,,,,,,,,,,,,
1993,Indirect migration background,male,,,,,,,,,,,,
1993,Indirect migration background,female,,,,,,,,,,,,
1994,No migration background,male,,,,,,,,,,,,
1994,No migration background,female,,,,,,,,,,,,
1994,Direct migration background,male,,,,,,,,,,,,
1994,Direct migration background,female,,,,,,,,,,,,
1994,Indirect migration background,male,,,,,,,,,,,,
1994,Indirect migration background,female,,,,,,,,,,,,
1995,No migration background,male,,,,,,,,,,,,
1995,No migration background,female,,,,,,,,,,,,
1995,Direct migration background,male,,,,,,,,,,,,
1995,Direct migration background,female,,,,,,,,,,,,
1995,Indirect migration background,male,,,,,,,,,,,,
1995,Indirect migration background,female,,,,,,,,,,,,
1996,No migration background,male,,,,,,,,,,,,
1996,No migration background,female,,,,,,,,,,,,
1996,Direct migration background,male,,,,,,,,,,,,
1996,Direct migration background,female,,,,,,,,,,,,
1996,Indirect migration background,male,,,,,,,,,,,,
1996,Indirect migration background,female,,,,,,,,,,,,
1997,No migration background,male,,,,,,,,,,,,
1997,No migration background,female,,,,,,,,,,,,
1997,Direct migration background,male,,,,,,,,,,,,
1997,Direct migration background,female,,,,,,,,,,,,
1997,Indirect migration background,male,,,,,,,,,,,,
1997,Indirect migration background,female,,,,,,,,,,,,
1998,No migration background,male,,,,,,,,,,,,
1998,No migration background,female,,,,,,,,,,,,
1998,Direct migration background,male,,,,,,,,,,,,
1998,Direct migration background,female,,,,,,,,,,,,
1998,Indirect migration background,male,,,,,,,,,,,,
1998,Indirect migration background,female,,,,,,,,,,,,
1999,No migration background,male,329,58.62780,50.40319,66.85240,13.00000,33.00000,77.00000,1.00000,173.00000,33.00000,26.00000,43.00000
1999,No migration background,female,395,47.16302,43.30495,51.02109,18.00000,40.00000,63.42847,1.00000,131.57119,40.00000,35.00000,42.02500
1999,Direct migration background,male,,,,,,,,,,,,
1999,Direct migration background,female,,,,,,,,,,,,
1999,Indirect migration background,male,,,,,,,,,,,,
1999,Indirect migration background,female,,,,,,,,,,,,
2000,No migration background,male,627,58.00865,52.82726,63.19004,14.00000,35.26138,77.00000,1.00000,171.50000,35.00000,30.97500,41.00000
2000,No migration background,female,766,50.79267,47.71290,53.87245,17.00000,41.00000,70.00000,1.00000,149.50000,41.00000,37.97500,46.00000
2000,Direct migration background,male,41,76.95892,46.83040,107.08743,21.93855,39.89478,101.90063,1.00000,221.84375,40.00000,31.00000,77.37500
2000,Direct migration background,female,51,46.43513,36.39494,56.47532,20.00000,36.00000,65.05578,1.00000,132.63946,36.00000,26.00000,61.00000
2000,Indirect migration background,male,,,,,,,,,,,,
2000,Indirect migration background,female,,,,,,,,,,,,
2001,No migration background,male,585,51.51134,47.13979,55.88288,15.00000,35.85016,66.00000,1.00000,142.50000,36.00000,26.00000,42.00000
2001,No migration background,female,724,47.95957,44.65462,51.26452,15.00000,38.00000,65.00000,1.00000,140.00000,38.00000,35.00000,43.00000
2001,Direct migration background,male,,,,,,,,,,,,
2001,Direct migration background,female,43,46.32351,36.60148,56.04553,20.00000,36.00000,66.00000,1.00000,128.00000,36.00000,21.00000,54.00000
2001,Indirect migration background,male,,,,,,,,,,,,
2001,Indirect migration background,female,,,,,,,,,,,,
2002,No migration background,male,742,56.61221,52.19493,61.02948,16.00000,36.00000,75.00000,1.00000,163.50000,36.00000,30.00000,43.00000
2002,No migration background,female,906,48.74549,45.80591,51.68507,15.00000,40.00000,70.00000,1.00000,152.50000,40.00000,35.00000,45.00000
2002,Direct migration background,male,32,44.36396,29.12677,59.60114,13.28579,35.10412,60.00000,1.00000,130.07132,35.00000,14.97500,60.00000
2002,Direct migration background,female,53,47.64192,35.92427,59.35957,16.45364,36.02300,66.03321,1.00000,140.40257,38.00000,25.00000,56.10000
2002,Indirect migration background,male,,,,,,,,,,,,
2002,Indirect migration background,female,,,,,,,,,,,,
2003,No migration background,male,706,53.60898,49.32264,57.89532,14.00000,32.50576,73.00000,1.00000,161.50000,33.00000,29.97500,40.00000
2003,No migration background,female,901,52.86501,48.52114,57.20887,16.00000,40.00000,70.00000,1.00000,151.00000,40.00000,34.95000,43.00000
2003,Direct migration background,male,,,,,,,,,,,,
2003,Direct migration background,female,42,40.49258,31.54834,49.43682,15.77027,25.21928,66.86312,3.00000,100.00000,25.00000,21.95000,56.00000
2003,Indirect migration background,male,,,,,,,,,,,,
2003,Indirect migration background,female,31,29.34068,14.06951,44.61185,11.05953,15.00000,28.02651,2.00000,53.47699,15.00000,11.00000,27.00000
2004,No migration background,male,751,52.63909,48.10424,57.17393,13.00000,30.00000,70.00000,1.00000,155.50000,30.00000,28.00000,35.00000
2004,No migration background,female,925,49.62753,46.43167,52.82339,15.00000,39.00000,70.00000,1.00000,152.50000,39.00000,33.97500,42.00000
2004,Direct migration background,male,30,29.76737,20.70347,38.83126,6.22645,23.75960,40.00000,1.00000,90.66032,24.00000,5.00000,40.00000
2004,Direct migration background,female,56,39.57454,32.57967,46.56942,15.00000,37.62862,60.00000,4.00000,100.00000,38.00000,18.00000,56.00000
2004,Indirect migration background,male,,,,,,,,,,,,
2004,Indirect migration background,female,,,,,,,,,,,,
2005,No migration background,male,769,49.19310,44.42246,53.96373,12.00000,25.00000,60.00000,1.00000,132.00000,25.00000,21.00000,30.00000
2005,No migration background,female,1013,47.42981,44.15625,50.70336,15.00000,30.00000,60.00000,1.00000,127.50000,30.00000,27.00000,35.00000
2005,Direct migration background,male,33,37.44261,28.35501,46.53021,11.88598,33.03015,50.00000,2.00000,100.00000,31.00000,17.00000,46.10000
2005,Direct migration background,female,65,43.29872,32.90586,53.69157,15.00000,26.04794,60.00000,5.00000,127.50000,26.00000,18.95000,39.00000
2005,Indirect migration background,male,,,,,,,,,,,,
2005,Indirect migration background,female,32,22.59214,16.58968,28.59459,14.41023,16.77902,24.47862,5.00000,39.58121,16.00000,14.00000,20.00000
2006,No migration background,male,954,47.20942,43.21304,51.20581,12.00000,26.00000,58.34990,1.00000,127.87475,26.00000,24.00000,30.00000
2006,No migration background,female,1286,41.45487,39.15268,43.75706,13.00000,28.00000,60.00000,1.00000,130.50000,28.00000,25.00000,30.00000
2006,Direct migration background,male,44,33.76052,25.95543,41.56561,15.00000,25.00000,45.76167,2.00000,91.90416,25.00000,15.00000,40.00000
2006,Direct migration background,female,78,41.75749,31.13115,52.38383,15.00000,20.51747,60.00000,1.00000,127.50000,20.00000,17.00000,39.00000
2006,Indirect migration background,male,30,34.92298,24.53145,45.31451,14.47883,23.00746,50.00000,1.00000,103.28175,23.00000,15.00000,50.00000
