year,migback,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,West,,,,,,,,,,,,
1984,Direct migration background,West,,,,,,,,,,,,
1984,Indirect migration background,West,,,,,,,,,,,,
1985,No migration background,West,,,,,,,,,,,,
1985,Direct migration background,West,,,,,,,,,,,,
1985,Indirect migration background,West,,,,,,,,,,,,
1986,No migration background,West,,,,,,,,,,,,
1986,Direct migration background,West,,,,,,,,,,,,
1986,Indirect migration background,West,,,,,,,,,,,,
1987,No migration background,West,,,,,,,,,,,,
1987,Direct migration background,West,,,,,,,,,,,,
1987,Indirect migration background,West,,,,,,,,,,,,
1988,No migration background,West,,,,,,,,,,,,
1988,Direct migration background,West,,,,,,,,,,,,
1988,Indirect migration background,West,,,,,,,,,,,,
1989,No migration background,West,,,,,,,,,,,,
1989,Direct migration background,West,,,,,,,,,,,,
1989,Indirect migration background,West,,,,,,,,,,,,
1990,No migration background,West,,,,,,,,,,,,
1990,No migration background,East,,,,,,,,,,,,
1990,Direct migration background,West,,,,,,,,,,,,
1990,Direct migration background,East,,,,,,,,,,,,
1990,Indirect migration background,West,,,,,,,,,,,,
1990,Indirect migration background,East,,,,,,,,,,,,
1991,No migration background,West,,,,,,,,,,,,
1991,No migration background,East,,,,,,,,,,,,
1991,Direct migration background,West,,,,,,,,,,,,
1991,Direct migration background,East,,,,,,,,,,,,
1991,Indirect migration background,West,,,,,,,,,,,,
1991,Indirect migration background,East,,,,,,,,,,,,
1992,No migration background,West,,,,,,,,,,,,
1992,No migration background,East,,,,,,,,,,,,
1992,Direct migration background,West,,,,,,,,,,,,
1992,Direct migration background,East,,,,,,,,,,,,
1992,Indirect migration background,West,,,,,,,,,,,,
1992,Indirect migration background,East,,,,,,,,,,,,
1993,No migration background,West,,,,,,,,,,,,
1993,No migration background,East,,,,,,,,,,,,
1993,Direct migration background,West,,,,,,,,,,,,
1993,Direct migration background,East,,,,,,,,,,,,
1993,Indirect migration background,West,,,,,,,,,,,,
1993,Indirect migration background,East,,,,,,,,,,,,
1994,No migration background,West,,,,,,,,,,,,
1994,No migration background,East,,,,,,,,,,,,
1994,Direct migration background,West,,,,,,,,,,,,
1994,Direct migration background,East,,,,,,,,,,,,
1994,Indirect migration background,West,,,,,,,,,,,,
1994,Indirect migration background,East,,,,,,,,,,,,
1995,No migration background,West,,,,,,,,,,,,
1995,No migration background,East,,,,,,,,,,,,
1995,Direct migration background,West,,,,,,,,,,,,
1995,Direct migration background,East,,,,,,,,,,,,
1995,Indirect migration background,West,,,,,,,,,,,,
1995,Indirect migration background,East,,,,,,,,,,,,
1996,No migration background,West,,,,,,,,,,,,
1996,No migration background,East,,,,,,,,,,,,
1996,Direct migration background,West,,,,,,,,,,,,
1996,Direct migration background,East,,,,,,,,,,,,
1996,Indirect migration background,West,,,,,,,,,,,,
1996,Indirect migration background,East,,,,,,,,,,,,
1997,No migration background,West,,,,,,,,,,,,
1997,No migration background,East,,,,,,,,,,,,
1997,Direct migration background,West,,,,,,,,,,,,
1997,Direct migration background,East,,,,,,,,,,,,
1997,Indirect migration background,West,,,,,,,,,,,,
1997,Indirect migration background,East,,,,,,,,,,,,
1998,No migration background,West,,,,,,,,,,,,
1998,No migration background,East,,,,,,,,,,,,
1998,Direct migration background,West,,,,,,,,,,,,
1998,Direct migration background,East,,,,,,,,,,,,
1998,Indirect migration background,West,,,,,,,,,,,,
1998,Indirect migration background,East,,,,,,,,,,,,
1999,No migration background,West,599,54.62321403557323,52.32257932929571,56.92384874185074,18.227478252808787,41.0,74.0,1.0,157.65878262078684,41.0,38.974999999999994,46.0
1999,No migration background,East,125,32.788632419860804,28.372298007672285,37.20496683204932,9.0,15.0,36.0,1.0,76.5,15.0,10.0,18.0
1999,Direct migration background,West,42,52.3894089427421,47.12288483935855,57.655933046125654,25.625359754332234,51.0,75.29332514795853,6.0,149.79527323839795,51.0,44.0,76.0
1999,Direct migration background,East,,,,,,,,,,,,
1999,Indirect migration background,West,,,,,,,,,,,,
1999,Indirect migration background,East,,,,,,,,,,,,
2000,No migration background,West,1234,56.99982630984114,55.488587398102794,58.511065221579486,18.0,41.0,77.0,1.0,165.5,41.0,36.0,41.0
2000,No migration background,East,159,23.625972028465828,21.482052778198806,25.76989127873285,7.337876374418075,13.0,26.0,1.0,53.99318543837289,13.0,11.0,15.0
2000,Direct migration background,West,91,62.20709276007549,54.82641513398521,69.58777038616577,20.0,37.640116604760486,77.0,1.0,162.5,40.0,19.0,49.0
2000,Direct migration background,East,,,,,,,,,,,,
2000,Indirect migration background,West,,,,,,,,,,,,
2000,Indirect migration background,East,,,,,,,,,,,,
2001,No migration background,West,1140,52.64301388115272,51.23388710269238,54.05214065961306,17.0,41.0,69.0,1.0,147.0,41.0,36.0,44.0
2001,No migration background,East,169,17.284212661943272,15.467611557306425,19.10081376658012,6.0,13.0,20.0,1.0,41.0,13.0,11.0,16.0
2001,Direct migration background,West,65,49.22481238388104,44.819760553225365,53.62986421453671,20.37127708698434,36.0,66.0,1.0,134.4430843695235,36.0,21.0,41.0
2001,Direct migration background,East,,,,,,,,,,,,
2001,Indirect migration background,West,39,21.076919218179434,18.21199675142293,23.941841684935937,5.590974643077912,15.0,29.48272447137858,1.0,65.32034921382959,15.0,4.0,23.0
2001,Indirect migration background,East,,,,,,,,,,,,
2002,No migration background,West,1452,55.44079011761314,54.096215088027066,56.785365147199215,18.0,42.166482683536756,75.0,1.0,160.5,42.0,36.0,45.025
2002,No migration background,East,196,19.79337240673443,18.112094074457644,21.474650739011217,7.0,12.283455324803812,24.63540244209634,1.0,51.08850610524085,12.0,9.0,14.0
2002,Direct migration background,West,84,46.643344163201775,42.240078908017296,51.046609418386254,15.0,35.0,63.62693652665394,1.0,136.56734131663487,35.0,20.0,45.0
2002,Direct migration background,East,,,,,,,,,,,,
2002,Indirect migration background,West,39,20.286157455108967,17.92539215892602,22.646922751291914,10.0,15.0,35.0,2.0,70.0,15.0,6.0,20.0
2002,Indirect migration background,East,,,,,,,,,,,,
2003,No migration background,West,1408,56.68498975200466,55.05548404272792,58.3144954612814,17.0,40.0,75.0,1.0,162.0,40.0,33.0,40.0
