year,pgisced97,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,male,,,,,,,,,,,,
1984,Pre-primary Level,female,,,,,,,,,,,,
1984,Primary Level,male,,,,,,,,,,,,
1984,Primary Level,female,,,,,,,,,,,,
1984,Lower Secondary Level,male,,,,,,,,,,,,
1984,Lower Secondary Level,female,,,,,,,,,,,,
1984,Upper Secondary Level,male,,,,,,,,,,,,
1984,Upper Secondary Level,female,,,,,,,,,,,,
1984,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1984,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1984,First Stage of Tertiary Education,male,,,,,,,,,,,,
1984,First Stage of Tertiary Education,female,,,,,,,,,,,,
1984,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1984,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1985,Pre-primary Level,male,,,,,,,,,,,,
1985,Pre-primary Level,female,,,,,,,,,,,,
1985,Primary Level,male,,,,,,,,,,,,
1985,Primary Level,female,,,,,,,,,,,,
1985,Lower Secondary Level,male,,,,,,,,,,,,
1985,Lower Secondary Level,female,,,,,,,,,,,,
1985,Upper Secondary Level,male,,,,,,,,,,,,
1985,Upper Secondary Level,female,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1985,First Stage of Tertiary Education,male,,,,,,,,,,,,
1985,First Stage of Tertiary Education,female,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1986,Pre-primary Level,male,,,,,,,,,,,,
1986,Pre-primary Level,female,,,,,,,,,,,,
1986,Primary Level,male,,,,,,,,,,,,
1986,Primary Level,female,,,,,,,,,,,,
1986,Lower Secondary Level,male,,,,,,,,,,,,
1986,Lower Secondary Level,female,,,,,,,,,,,,
1986,Upper Secondary Level,male,,,,,,,,,,,,
1986,Upper Secondary Level,female,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1986,First Stage of Tertiary Education,male,,,,,,,,,,,,
1986,First Stage of Tertiary Education,female,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1987,Pre-primary Level,male,,,,,,,,,,,,
1987,Pre-primary Level,female,,,,,,,,,,,,
1987,Primary Level,male,,,,,,,,,,,,
1987,Primary Level,female,,,,,,,,,,,,
1987,Lower Secondary Level,male,,,,,,,,,,,,
1987,Lower Secondary Level,female,,,,,,,,,,,,
1987,Upper Secondary Level,male,,,,,,,,,,,,
1987,Upper Secondary Level,female,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1987,First Stage of Tertiary Education,male,,,,,,,,,,,,
1987,First Stage of Tertiary Education,female,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1988,Pre-primary Level,male,,,,,,,,,,,,
1988,Pre-primary Level,female,,,,,,,,,,,,
1988,Primary Level,male,,,,,,,,,,,,
1988,Primary Level,female,,,,,,,,,,,,
1988,Lower Secondary Level,male,,,,,,,,,,,,
1988,Lower Secondary Level,female,,,,,,,,,,,,
1988,Upper Secondary Level,male,,,,,,,,,,,,
1988,Upper Secondary Level,female,,,,,,,,,,,,
1988,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1988,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1988,First Stage of Tertiary Education,male,,,,,,,,,,,,
1988,First Stage of Tertiary Education,female,,,,,,,,,,,,
1988,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1988,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1989,Pre-primary Level,male,,,,,,,,,,,,
1989,Pre-primary Level,female,,,,,,,,,,,,
1989,Primary Level,male,,,,,,,,,,,,
1989,Primary Level,female,,,,,,,,,,,,
1989,Lower Secondary Level,male,,,,,,,,,,,,
1989,Lower Secondary Level,female,,,,,,,,,,,,
1989,Upper Secondary Level,male,,,,,,,,,,,,
1989,Upper Secondary Level,female,,,,,,,,,,,,
1989,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1989,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1989,First Stage of Tertiary Education,male,,,,,,,,,,,,
1989,First Stage of Tertiary Education,female,,,,,,,,,,,,
1989,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1989,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1990,Pre-primary Level,male,,,,,,,,,,,,
1990,Pre-primary Level,female,,,,,,,,,,,,
1990,Primary Level,male,,,,,,,,,,,,
1990,Primary Level,female,,,,,,,,,,,,
1990,Lower Secondary Level,male,,,,,,,,,,,,
1990,Lower Secondary Level,female,,,,,,,,,,,,
1990,Upper Secondary Level,male,,,,,,,,,,,,
1990,Upper Secondary Level,female,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1990,First Stage of Tertiary Education,male,,,,,,,,,,,,
1990,First Stage of Tertiary Education,female,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1991,Pre-primary Level,male,,,,,,,,,,,,
1991,Pre-primary Level,female,,,,,,,,,,,,
1991,Primary Level,male,,,,,,,,,,,,
1991,Primary Level,female,,,,,,,,,,,,
1991,Lower Secondary Level,male,,,,,,,,,,,,
1991,Lower Secondary Level,female,,,,,,,,,,,,
1991,Upper Secondary Level,male,,,,,,,,,,,,
1991,Upper Secondary Level,female,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1991,First Stage of Tertiary Education,male,,,,,,,,,,,,
1991,First Stage of Tertiary Education,female,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1992,Pre-primary Level,male,,,,,,,,,,,,
1992,Pre-primary Level,female,,,,,,,,,,,,
1992,Primary Level,male,,,,,,,,,,,,
1992,Primary Level,female,,,,,,,,,,,,
1992,Lower Secondary Level,male,,,,,,,,,,,,
1992,Lower Secondary Level,female,,,,,,,,,,,,
1992,Upper Secondary Level,male,,,,,,,,,,,,
1992,Upper Secondary Level,female,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1992,First Stage of Tertiary Education,male,,,,,,,,,,,,
1992,First Stage of Tertiary Education,female,,,,,,,,,,,,
1992,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1992,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1993,Pre-primary Level,male,,,,,,,,,,,,
1993,Pre-primary Level,female,,,,,,,,,,,,
1993,Primary Level,male,,,,,,,,,,,,
1993,Primary Level,female,,,,,,,,,,,,
1993,Lower Secondary Level,male,,,,,,,,,,,,
1993,Lower Secondary Level,female,,,,,,,,,,,,
1993,Upper Secondary Level,male,,,,,,,,,,,,
1993,Upper Secondary Level,female,,,,,,,,,,,,
1993,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1993,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1993,First Stage of Tertiary Education,male,,,,,,,,,,,,
1993,First Stage of Tertiary Education,female,,,,,,,,,,,,
1993,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1993,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1994,Pre-primary Level,male,,,,,,,,,,,,
1994,Pre-primary Level,female,,,,,,,,,,,,
1994,Primary Level,male,,,,,,,,,,,,
1994,Primary Level,female,,,,,,,,,,,,
1994,Lower Secondary Level,male,,,,,,,,,,,,
1994,Lower Secondary Level,female,,,,,,,,,,,,
1994,Upper Secondary Level,male,,,,,,,,,,,,
1994,Upper Secondary Level,female,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1994,First Stage of Tertiary Education,male,,,,,,,,,,,,
1994,First Stage of Tertiary Education,female,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1995,Pre-primary Level,male,,,,,,,,,,,,
1995,Pre-primary Level,female,,,,,,,,,,,,
1995,Primary Level,male,,,,,,,,,,,,
1995,Primary Level,female,,,,,,,,,,,,
1995,Lower Secondary Level,male,,,,,,,,,,,,
1995,Lower Secondary Level,female,,,,,,,,,,,,
1995,Upper Secondary Level,male,,,,,,,,,,,,
1995,Upper Secondary Level,female,,,,,,,,,,,,
1995,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1995,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1995,First Stage of Tertiary Education,male,,,,,,,,,,,,
1995,First Stage of Tertiary Education,female,,,,,,,,,,,,
1995,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1995,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1996,Pre-primary Level,male,,,,,,,,,,,,
1996,Pre-primary Level,female,,,,,,,,,,,,
1996,Primary Level,male,,,,,,,,,,,,
1996,Primary Level,female,,,,,,,,,,,,
1996,Lower Secondary Level,male,,,,,,,,,,,,
1996,Lower Secondary Level,female,,,,,,,,,,,,
1996,Upper Secondary Level,male,,,,,,,,,,,,
1996,Upper Secondary Level,female,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1996,First Stage of Tertiary Education,male,,,,,,,,,,,,
1996,First Stage of Tertiary Education,female,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1997,Pre-primary Level,male,,,,,,,,,,,,
1997,Pre-primary Level,female,,,,,,,,,,,,
1997,Primary Level,male,,,,,,,,,,,,
1997,Primary Level,female,,,,,,,,,,,,
1997,Lower Secondary Level,male,,,,,,,,,,,,
1997,Lower Secondary Level,female,,,,,,,,,,,,
1997,Upper Secondary Level,male,,,,,,,,,,,,
1997,Upper Secondary Level,female,,,,,,,,,,,,
1997,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1997,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1997,First Stage of Tertiary Education,male,,,,,,,,,,,,
1997,First Stage of Tertiary Education,female,,,,,,,,,,,,
1997,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1997,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1998,Pre-primary Level,male,,,,,,,,,,,,
1998,Pre-primary Level,female,,,,,,,,,,,,
1998,Primary Level,male,,,,,,,,,,,,
1998,Primary Level,female,,,,,,,,,,,,
1998,Lower Secondary Level,male,,,,,,,,,,,,
1998,Lower Secondary Level,female,,,,,,,,,,,,
1998,Upper Secondary Level,male,,,,,,,,,,,,
1998,Upper Secondary Level,female,,,,,,,,,,,,
1998,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1998,Post-secondary Non-tertiary Level,female,,,,,,,,,,,,
1998,First Stage of Tertiary Education,male,,,,,,,,,,,,
1998,First Stage of Tertiary Education,female,,,,,,,,,,,,
1998,Second Stage of Tertiary Education,male,,,,,,,,,,,,
1998,Second Stage of Tertiary Education,female,,,,,,,,,,,,
1999,Pre-primary Level,male,,,,,,,,,,,,
1999,Pre-primary Level,female,,,,,,,,,,,,
1999,Primary Level,male,,,,,,,,,,,,
1999,Primary Level,female,,,,,,,,,,,,
1999,Lower Secondary Level,male,,,,,,,,,,,,
1999,Lower Secondary Level,female,50,47.26701,37.37247,57.16156,18.00000,39.12545,66.08645,3.00000,138.21612,42.00000,24.87500,58.00000
1999,Upper Secondary Level,male,180,62.79676,50.31793,75.27560,16.89769,40.46794,77.00000,1.00000,167.15347,40.00000,26.00000,56.00000
1999,Upper Secondary Level,female,230,49.88781,44.40680,55.36882,18.00000,41.00000,70.00000,1.00000,148.00000,41.00000,34.97500,51.00000
1999,Post-secondary Non-tertiary Level,male,,,,,,,,,,,,
1999,Post-secondary Non-tertiary Level,female,31,33.61503,27.96507,39.26498,21.38537,27.33611,51.00000,7.00000,61.00000,27.00000,25.85000,51.00000
1999,First Stage of Tertiary Education,male,,,,,,,,,,,,
1999,First Stage of Tertiary Education,female,31,44.55274,35.18465,53.92083,22.11837,44.31604,58.48812,2.00000,102.00000,45.00000,31.00000,51.00000
1999,Second Stage of Tertiary Education,male,84,51.35914,40.01373,62.70455,11.99072,31.00837,77.00000,1.00000,174.51392,31.00000,19.00000,56.00000
1999,Second Stage of Tertiary Education,female,64,44.84040,36.49346,53.18735,20.88645,36.00000,51.77928,1.00000,98.11853,36.00000,33.00000,46.00000
2000,Pre-primary Level,male,,,,,,,,,,,,
2000,Pre-primary Level,female,,,,,,,,,,,,
2000,Primary Level,male,,,,,,,,,,,,
2000,Primary Level,female,,,,,,,,,,,,
2000,Lower Secondary Level,male,,,,,,,,,,,,
2000,Lower Secondary Level,female,63,48.98862,38.10034,59.87691,13.00000,33.67760,77.00000,1.00000,173.00000,34.00000,15.00000,61.00000
2000,Upper Secondary Level,male,321,48.64253,42.43046,54.85461,12.12530,26.00000,66.00000,1.00000,146.81205,26.00000,21.97500,31.00000
2000,Upper Secondary Level,female,488,53.15127,49.25248,57.05005,17.83545,44.00000,76.89897,1.00000,165.49425,44.00000,41.00000,51.00000
2000,Post-secondary Non-tertiary Level,male,44,65.48246,47.70611,83.25882,26.68269,53.12981,99.92859,1.00000,209.79745,53.00000,34.00000,75.00000
2000,Post-secondary Non-tertiary Level,female,59,44.83469,33.84111,55.82827,13.56963,36.00000,52.40797,1.00000,110.66549,36.00000,28.00000,50.00000
2000,First Stage of Tertiary Education,male,81,79.40168,57.80527,100.99809,15.07593,57.94798,94.21650,1.00000,212.92736,59.00000,31.00000,66.00000
2000,First Stage of Tertiary Education,female,60,46.02370,36.31504,55.73235,20.00000,41.00000,56.00000,1.00000,110.00000,41.00000,30.00000,50.00000
2000,Second Stage of Tertiary Education,male,201,66.91658,56.93847,76.89470,20.43911,44.23132,92.00000,1.00000,199.34134,44.00000,35.00000,51.00000
2000,Second Stage of Tertiary Education,female,149,45.23299,38.49964,51.96635,18.63146,36.00000,58.75274,1.00000,118.93465,36.00000,30.95000,43.02500
2001,Pre-primary Level,male,,,,,,,,,,,,
2001,Pre-primary Level,female,,,,,,,,,,,,
2001,Primary Level,male,,,,,,,,,,,,
2001,Primary Level,female,,,,,,,,,,,,
2001,Lower Secondary Level,male,,,,,,,,,,,,
2001,Lower Secondary Level,female,46,56.45097,40.13148,72.77046,14.00000,51.00000,77.00000,1.00000,171.50000,51.00000,18.00000,65.00000
2001,Upper Secondary Level,male,294,46.08035,40.72112,51.43957,13.00000,26.00000,63.90701,1.00000,140.26754,26.00000,25.00000,37.00000
2001,Upper Secondary Level,female,471,49.34564,45.11046,53.58083,15.00000,40.82735,67.58084,1.00000,146.45210,41.00000,36.00000,46.00000
2001,Post-secondary Non-tertiary Level,male,38,57.30043,43.86052,70.74034,23.53727,47.92641,93.29185,1.00000,153.00000,45.00000,40.72500,65.00000
2001,Post-secondary Non-tertiary Level,female,71,44.18835,32.35664,56.02007,15.00000,31.00000,61.00000,1.00000,130.00000,31.00000,26.00000,44.00000
2001,First Stage of Tertiary Education,male,76,59.71492,43.90219,75.52765,15.32583,45.42688,66.34716,1.00000,142.87916,46.00000,26.00000,61.00000
2001,First Stage of Tertiary Education,female,61,41.39237,35.63995,47.14480,24.26429,41.00000,51.00000,1.00000,91.10357,41.00000,32.95000,49.00000
2001,Second Stage of Tertiary Education,male,188,57.65044,49.19314,66.10773,19.35756,40.66857,77.00000,1.00000,163.46366,41.00000,31.00000,51.00000
2001,Second Stage of Tertiary Education,female,133,38.92824,33.25613,44.60035,13.00000,31.00000,53.00000,1.00000,113.00000,31.00000,26.00000,36.00000
2002,Pre-primary Level,male,,,,,,,,,,,,
2002,Pre-primary Level,female,,,,,,,,,,,,
2002,Primary Level,male,,,,,,,,,,,,
2002,Primary Level,female,,,,,,,,,,,,
2002,Lower Secondary Level,male,,,,,,,,,,,,
2002,Lower Secondary Level,female,60,63.83296,49.88522,77.78070,15.06421,59.02316,100.00000,2.00000,227.40369,60.00000,23.95000,67.00000
2002,Upper Secondary Level,male,352,44.92047,39.53936,50.30157,15.00000,25.00000,60.00000,1.00000,127.50000,25.00000,20.00000,30.00000
2002,Upper Secondary Level,female,563,48.55212,44.67738,52.42685,14.00000,36.00000,70.00000,1.00000,154.00000,36.00000,30.00000,45.00000
2002,Post-secondary Non-tertiary Level,male,43,68.63571,52.29166,84.97976,35.21906,50.00000,90.83945,1.00000,174.27005,50.00000,39.90000,75.00000
2002,Post-secondary Non-tertiary Level,female,88,45.15631,37.18024,53.13239,15.00000,35.00000,58.15922,1.00000,122.89805,35.00000,26.00000,47.00000
2002,First Stage of Tertiary Education,male,85,66.31750,50.88625,81.74875,24.23871,50.00000,73.20911,2.00000,146.66471,50.00000,29.87500,60.00000
2002,First Stage of Tertiary Education,female,78,40.36075,33.27304,47.44847,15.00000,32.91848,55.99695,1.00000,117.49238,34.00000,24.00000,50.00000
2002,Second Stage of Tertiary Education,male,277,68.06096,60.07530,76.04662,20.00000,50.00000,87.73332,1.00000,189.33330,50.00000,39.90000,60.05000
2002,Second Stage of Tertiary Education,female,189,42.92245,37.57189,48.27301,15.77998,36.81471,60.00000,1.00000,126.33004,37.00000,30.00000,50.00000
2003,Pre-primary Level,male,,,,,,,,,,,,
2003,Pre-primary Level,female,,,,,,,,,,,,
2003,Primary Level,male,,,,,,,,,,,,
2003,Primary Level,female,,,,,,,,,,,,
2003,Lower Secondary Level,male,,,,,,,,,,,,
2003,Lower Secondary Level,female,52,54.11988,38.90775,69.33200,8.36917,40.00000,78.26645,2.00000,183.11237,40.00000,12.00000,61.00000
2003,Upper Secondary Level,male,340,44.07366,38.61390,49.53343,11.00000,25.00000,60.00000,1.00000,133.50000,25.00000,20.00000,30.00000
2003,Upper Secondary Level,female,566,55.11242,49.00068,61.22417,18.00000,40.00000,70.26295,1.00000,148.65737,40.00000,30.00000,48.02500
2003,Post-secondary Non-tertiary Level,male,42,51.85418,34.11464,69.59372,18.36309,36.00225,52.97724,2.00000,104.89847,40.00000,20.00000,47.00000
2003,Post-secondary Non-tertiary Level,female,90,50.95944,40.91461,61.00426,14.19807,40.00000,72.82442,1.00000,160.76396,40.00000,22.00000,50.00000
2003,First Stage of Tertiary Education,male,78,72.65468,57.75163,87.55773,24.96649,56.89809,100.00000,1.00000,212.55026,55.00000,35.00000,80.25000
2003,First Stage of Tertiary Education,female,73,42.77567,35.00045,50.55088,17.33313,37.63133,60.00000,2.00000,124.00030,38.00000,25.00000,50.00000
2003,Second Stage of Tertiary Education,male,253,61.40240,53.91284,68.89196,20.00000,40.00000,82.55737,1.00000,176.39342,40.00000,30.00000,60.00000
2003,Second Stage of Tertiary Education,female,181,42.16184,35.75548,48.56819,15.00000,35.00000,60.00000,1.00000,127.50000,35.00000,25.00000,43.00000
2004,Pre-primary Level,male,,,,,,,,,,,,
2004,Pre-primary Level,female,,,,,,,,,,,,
2004,Primary Level,male,,,,,,,,,,,,
2004,Primary Level,female,,,,,,,,,,,,
2004,Lower Secondary Level,male,31,27.89548,15.99714,39.79381,6.53742,15.71254,37.27862,1.00000,83.39043,16.00000,8.00000,35.00000
2004,Lower Secondary Level,female,58,48.23474,38.25362,58.21586,18.00000,39.91901,70.25313,1.00000,148.63282,40.00000,23.97500,61.07500
2004,Upper Secondary Level,male,355,43.26089,37.88360,48.63817,12.00000,25.00000,53.00000,1.00000,114.50000,25.00000,20.00000,30.00000
2004,Upper Secondary Level,female,563,51.81698,47.55225,56.08172,15.00000,40.00000,74.00000,1.00000,162.50000,40.00000,30.00000,46.00000
2004,Post-secondary Non-tertiary Level,male,46,48.68930,29.61859,67.76002,10.92979,31.28412,49.54857,2.00000,107.47675,30.00000,13.97500,48.00000
2004,Post-secondary Non-tertiary Level,female,95,45.09445,35.58789,54.60101,13.65068,33.56645,63.40778,1.00000,138.04341,34.00000,22.97500,45.00000
2004,First Stage of Tertiary Education,male,82,72.37421,56.70213,88.04628,20.00000,53.72987,107.13981,1.00000,237.84953,54.00000,25.00000,79.02500
2004,First Stage of Tertiary Education,female,84,37.27054,31.52710,43.01399,16.60533,30.00000,52.00000,1.00000,105.09200,30.00000,20.00000,43.00000
2004,Second Stage of Tertiary Education,male,272,60.52325,52.02689,69.01960,19.71399,43.00000,80.00000,1.00000,170.42902,43.00000,34.00000,56.00000
2004,Second Stage of Tertiary Education,female,191,46.05161,39.08594,53.01728,17.00000,35.00000,60.11144,1.00000,124.77859,35.00000,27.00000,45.00000
2005,Pre-primary Level,male,,,,,,,,,,,,
