"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2004","(Fach-)Abitur","5.52","5.5","2294","2","3","8","9","10","5.41","5.63","0","10","6","6"
"2004","(noch) kein Abschluss","4.46","4.5","748","0","2","7","8","10","4.25","4.67","0","10","5","5"
"2004","AkademikerIn","6.33","6.5","4222","3","5","8","9","10","6.26","6.4","0","10","7","7"
"2004","Hauptschule","5.42","4.5","7797","2","4","7","8","10","5.36","5.48","0","10","5","6"
"2004","Realschule","5.45","5.5","5451","2","4","7","8","10","5.38","5.52","0","10","6","6"
"2005","(Fach-)Abitur","5.45","5.5","2193","2","4","7","9","10","5.34","5.56","0","10","6","6"
"2005","(noch) kein Abschluss","4.44","4.5","734","0","2","7","8","10","4.22","4.66","0","10","4","5"
"2005","AkademikerIn","6.38","6.5","4096","3","5","8","9","10","6.31","6.45","0","10","7","7"
"2005","Hauptschule","5.4","4.5","7335","2","4","7","8","10","5.34","5.46","0","10","5","6"
"2005","Realschule","5.5","5.5","5239","2","4","8","9","10","5.43","5.57","0","10","6","6"
"2006","(Fach-)Abitur","5.48","5.5","2353","2","4","8","9","10","5.37","5.59","0","10","6","6"
"2006","(noch) kein Abschluss","4.54","4.5","558","0","3","7","8","10","4.29","4.79","0","10","5","5"
"2006","AkademikerIn","6.3","6.5","4512","2","5","8","9","10","6.23","6.37","0","10","7","7"
"2006","Hauptschule","5.39","4.5","7867","2","4","7","8","10","5.33","5.45","0","10","5","6"
"2006","Realschule","5.49","5.5","5592","2","4","8","9","10","5.42","5.56","0","10","6","6"
"2007","(Fach-)Abitur","5.48","5.5","2272","2","4","8","9","10","5.37","5.59","0","10","6","6"
"2007","(noch) kein Abschluss","4.4","4.5","463","0","2","7","8","10","4.12","4.68","0","10","4","5"
"2007","AkademikerIn","6.41","6.5","4332","3","5","8","9","10","6.34","6.48","0","10","7","7"
"2007","Hauptschule","5.26","4.5","7150","2","3","7","8","10","5.2","5.32","0","10","5","6"
"2007","Realschule","5.48","5.5","5275","2","4","8","8","10","5.41","5.55","0","10","6","6"
"2008","(Fach-)Abitur","5.57","5.5","2105","2","4","8","9","10","5.46","5.68","0","10","6","6"
"2008","(noch) kein Abschluss","4.69","4.5","438","1","3","7","8","10","4.42","4.96","0","10","5","5"
"2008","AkademikerIn","6.46","6.5","4137","3","5","8","9","10","6.39","6.53","0","10","7","7"
"2008","Hauptschule","5.36","5.5","6649","2","4","7","8","10","5.3","5.42","0","10","5","6"
"2008","Realschule","5.51","5.5","4999","2","4","8","8","10","5.44","5.58","0","10","6","6"
"2009","(Fach-)Abitur","5.62","5.5","1945","2","4","8","9","10","5.5","5.74","0","10","6","6"
"2009","(noch) kein Abschluss","4.35","4.5","416","0","2","7","8","10","4.05","4.65","0","10","4","5"
"2009","AkademikerIn","6.47","6.5","3992","3","5","8","9","10","6.4","6.54","0","10","7","7"
"2009","Hauptschule","5.41","5.5","6100","2","4","7","8","10","5.35","5.47","0","10","6","6"
"2009","Realschule","5.59","5.5","4715","2","4","8","8","10","5.52","5.66","0","10","6","6"
"2010","(Fach-)Abitur","5.77","5.5","2976","2","4","8","9","10","5.67","5.87","0","10","6","6"
"2010","(noch) kein Abschluss","4.88","4.5","683","0","2","7","9","10","4.64","5.12","0","10","4","5"
"2010","AkademikerIn","6.52","6.5","5315","3","5","8","9","10","6.45","6.59","0","10","7","7"
"2010","Hauptschule","5.47","5.5","7336","2","4","8","8","10","5.41","5.53","0","10","5","6"
"2010","Realschule","5.77","5.5","6657","2","4","8","9","10","5.71","5.83","0","10","6","6"
"2011","(Fach-)Abitur","5.97","5.5","3128","2","4","8","9","10","5.88","6.06","0","10","6","7"
"2011","(noch) kein Abschluss","5.13","4.5","680","1","3","8","9","10","4.91","5.35","0","10","5","5"
"2011","AkademikerIn","6.79","6.5","5661","3","5","8","9","10","6.73","6.85","0","10","7","7"
"2011","Hauptschule","5.63","5.5","7680","2","4","8","9","10","5.57","5.69","0","10","6","6"
"2011","Realschule","5.86","5.5","7027","2","4","8","9","10","5.8","5.92","0","10","6","6"
"2012","(Fach-)Abitur","6.06","5.5","3217","2","5","8","9","10","5.97","6.15","0","10","6","7"
"2012","(noch) kein Abschluss","5.27","5.5","685","1","3","8","9","10","5.04","5.5","0","10","5","6"
"2012","AkademikerIn","6.81","6.5","5803","3","6","8","9","10","6.75","6.87","0","10","7","8"
"2012","Hauptschule","5.77","5.5","7985","2","4","8","9","10","5.71","5.83","0","10","6","6"
"2012","Realschule","5.97","5.5","7271","2","5","8","9","10","5.91","6.03","0","10","6","6"
"2013","(Fach-)Abitur","6.15","6.5","3121","2","5","8","9","10","6.06","6.24","0","10","7","7"
"2013","(noch) kein Abschluss","5.32","4.5","665","1","3","8","9","10","5.09","5.55","0","10","5","6"
"2013","AkademikerIn","6.96","7.5","5752","4","6","9","10","10","6.9","7.02","0","10","7","8"
"2013","Hauptschule","5.87","5.5","7553","2","4","8","9","10","5.81","5.93","0","10","6","6"
"2013","Realschule","6.09","6.5","7013","2","5","8","9","10","6.03","6.15","0","10","6","7"
"2014","(Fach-)Abitur","6.1","6.5","3772","2","5","8","9","10","6.02","6.18","0","10","6","7"
"2014","(noch) kein Abschluss","4.76","4.5","801","0","2","7","9","10","4.55","4.97","0","10","5","5"
"2014","AkademikerIn","6.96","6.5","6116","4","6","9","10","10","6.9","7.02","0","10","7","8"
"2014","Hauptschule","5.88","5.5","7964","2","4","8","9","10","5.82","5.94","0","10","6","6"
"2014","Realschule","6.08","6.5","6703","2","5","8","9","10","6.02","6.14","0","10","6","7"
"2015","(Fach-)Abitur","6.34","6.5","3969","3","5","8","9","10","6.26","6.42","0","10","7","7"
"2015","(noch) kein Abschluss","4.9","4.5","797","1","3","7","8","10","4.69","5.11","0","10","5","5"
"2015","AkademikerIn","6.98","7.5","6314","4","6","9","10","10","6.92","7.04","0","10","7","8"
"2015","Hauptschule","6.04","6.5","7588","2","5","8","9","10","5.98","6.1","0","10","6","6"
"2015","Realschule","6.24","6.5","6386","3","5","8","9","10","6.18","6.3","0","10","7","7"
"2016","(Fach-)Abitur","6.4","6.5","3637","3","5","8","9","10","6.32","6.48","0","10","7","7"
"2016","(noch) kein Abschluss","5.26","4.5","764","1","3","7","9","10","5.05","5.47","0","10","5","6"
"2016","AkademikerIn","6.99","7.5","5893","3","6","9","10","10","6.93","7.05","0","10","8","8"
"2016","Hauptschule","6.17","6.5","6898","3","5","8","9","10","6.11","6.23","0","10","6","7"
"2016","Realschule","6.36","6.5","5891","3","5","8","9","10","6.3","6.42","0","10","7","7"
"2017","(Fach-)Abitur","6.3","6.5","4358","3","5","8","9","10","6.23","6.37","0","10","7","7"
"2017","(noch) kein Abschluss","5.38","4.5","1511","1","3","8","9","10","5.23","5.53","0","10","6","6"
"2017","AkademikerIn","7.14","7.5","6877","4","6","9","10","10","7.09","7.19","0","10","8","8"
"2017","Hauptschule","6.15","6.5","7473","3","5","8","9","10","6.09","6.21","0","10","6","7"
"2017","Realschule","6.38","6.5","6790","3","5","8","9","10","6.32","6.44","0","10","7","7"
"2018","(Fach-)Abitur","6.37","6.5","4413","3","5","8","9","10","6.3","6.44","0","10","7","7"
"2018","(noch) kein Abschluss","5.19","4.5","1921","1","3","7","9","10","5.06","5.32","0","10","5","6"
"2018","AkademikerIn","7.06","7.5","6858","4","6","9","10","10","7.01","7.11","0","10","7","7"
"2018","Hauptschule","6.14","6.5","7347","3","5","8","9","10","6.08","6.2","0","10","6","6"
"2018","Realschule","6.32","6.5","6550","3","5","8","9","10","6.26","6.38","0","10","7","7"
"2019","(Fach-)Abitur","6.51","6.5","4526","3","5","8","9","10","6.44","6.58","0","10","7","7"
"2019","(noch) kein Abschluss","5.38","4.5","1824","1","3","8","9","10","5.26","5.5","0","10","6","6"
"2019","AkademikerIn","7.31","7.5","7509","4","6","9","10","10","7.26","7.36","0","10","8","8"
"2019","Hauptschule","6.33","6.5","6762","3","5","8","9","10","6.27","6.39","0","10","7","7"
"2019","Realschule","6.56","6.5","6669","3","5","8","9","10","6.5","6.62","0","10","7","7"
"2020","(Fach-)Abitur","6.45","6.5","4820","3","5","8","9","10","6.38","6.52","0","10","7","7"
"2020","(noch) kein Abschluss","5.47","5.5","1885","2","4","8","9","10","5.36","5.58","0","10","6","6"
"2020","AkademikerIn","7.27","7.5","7661","4","6","9","10","10","7.22","7.32","0","10","8","8"
"2020","Hauptschule","6.26","6.5","6499","3","5","8","9","10","6.2","6.32","0","10","7","7"
"2020","Realschule","6.53","6.5","6152","3","5","8","9","10","6.47","6.59","0","10","7","7"
