year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,,,,,,,,,,,,
1984,Direct migration background,,,,,,,,,,,,
1984,Indirect migration background,,,,,,,,,,,,
1985,No migration background,,,,,,,,,,,,
1985,Direct migration background,,,,,,,,,,,,
1985,Indirect migration background,,,,,,,,,,,,
1986,No migration background,,,,,,,,,,,,
1986,Direct migration background,,,,,,,,,,,,
1986,Indirect migration background,,,,,,,,,,,,
1987,No migration background,,,,,,,,,,,,
1987,Direct migration background,,,,,,,,,,,,
1987,Indirect migration background,,,,,,,,,,,,
1988,No migration background,,,,,,,,,,,,
1988,Direct migration background,,,,,,,,,,,,
1988,Indirect migration background,,,,,,,,,,,,
1989,No migration background,,,,,,,,,,,,
1989,Direct migration background,,,,,,,,,,,,
1989,Indirect migration background,,,,,,,,,,,,
1990,No migration background,,,,,,,,,,,,
1990,Direct migration background,,,,,,,,,,,,
1990,Indirect migration background,,,,,,,,,,,,
1991,No migration background,,,,,,,,,,,,
1991,Direct migration background,,,,,,,,,,,,
1991,Indirect migration background,,,,,,,,,,,,
1992,No migration background,,,,,,,,,,,,
1992,Direct migration background,,,,,,,,,,,,
1992,Indirect migration background,,,,,,,,,,,,
1993,No migration background,,,,,,,,,,,,
1993,Direct migration background,,,,,,,,,,,,
1993,Indirect migration background,,,,,,,,,,,,
1994,No migration background,,,,,,,,,,,,
1994,Direct migration background,,,,,,,,,,,,
1994,Indirect migration background,,,,,,,,,,,,
1995,No migration background,,,,,,,,,,,,
1995,Direct migration background,,,,,,,,,,,,
1995,Indirect migration background,,,,,,,,,,,,
1996,No migration background,,,,,,,,,,,,
1996,Direct migration background,,,,,,,,,,,,
1996,Indirect migration background,,,,,,,,,,,,
1997,No migration background,,,,,,,,,,,,
1997,Direct migration background,,,,,,,,,,,,
1997,Indirect migration background,,,,,,,,,,,,
1998,No migration background,,,,,,,,,,,,
1998,Direct migration background,,,,,,,,,,,,
1998,Indirect migration background,,,,,,,,,,,,
1999,No migration background,,,,,,,,,,,,
1999,Direct migration background,,,,,,,,,,,,
1999,Indirect migration background,,,,,,,,,,,,
2000,No migration background,,,,,,,,,,,,
2000,Direct migration background,,,,,,,,,,,,
2000,Indirect migration background,,,,,,,,,,,,
2001,No migration background,,,,,,,,,,,,
2001,Direct migration background,,,,,,,,,,,,
2001,Indirect migration background,,,,,,,,,,,,
2002,No migration background,,,,,,,,,,,,
2002,Direct migration background,,,,,,,,,,,,
2002,Indirect migration background,,,,,,,,,,,,
2003,No migration background,,,,,,,,,,,,
2003,Direct migration background,,,,,,,,,,,,
2003,Indirect migration background,,,,,,,,,,,,
2004,No migration background,17665,5.67122,5.63330,5.70914,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
2004,Direct migration background,2400,4.90378,4.79705,5.01051,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2004,Indirect migration background,743,4.80078,4.61515,4.98641,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2005,No migration background,16943,5.68440,5.64491,5.72388,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
2005,Direct migration background,2245,4.75794,4.64418,4.87170,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2005,Indirect migration background,759,4.88414,4.68934,5.07894,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2006,No migration background,18275,5.67288,5.63524,5.71052,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
2006,Direct migration background,2259,4.79134,4.68051,4.90217,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2006,Indirect migration background,760,5.02542,4.83154,5.21930,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,6.00000
2007,No migration background,17164,5.65463,5.61606,5.69320,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
2007,Direct migration background,2025,4.71942,4.60423,4.83460,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2007,Indirect migration background,726,5.02907,4.82855,5.22959,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,6.00000
2008,No migration background,16223,5.71651,5.67757,5.75545,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
2008,Direct migration background,1826,4.87027,4.75154,4.98899,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2008,Indirect migration background,724,5.20483,5.01156,5.39809,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,6.00000
2009,No migration background,15322,5.78342,5.74282,5.82402,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
2009,Direct migration background,1614,4.83984,4.70989,4.96980,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2009,Indirect migration background,681,5.12172,4.92483,5.31860,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,6.00000
2010,No migration background,19480,5.91312,5.87734,5.94889,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,7.00000
2010,Direct migration background,2877,5.02281,4.92262,5.12300,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2010,Indirect migration background,1050,5.09400,4.92449,5.26351,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,6.00000
2011,No migration background,21029,6.04387,6.00981,6.07793,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2011,Direct migration background,2755,5.39307,5.29307,5.49306,4.00000,5.00000,8.00000,0.00000,10.00000,5.00000,5.00000,6.00000
2011,Indirect migration background,1095,5.53344,5.37143,5.69545,3.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,6.00000
2012,No migration background,21624,6.12104,6.08766,6.15441,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2012,Direct migration background,2817,5.64114,5.54465,5.73762,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
2012,Indirect migration background,1084,5.75878,5.59905,5.91852,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,7.00000
2013,No migration background,21031,6.21761,6.18366,6.25156,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2013,Direct migration background,2627,5.75938,5.66059,5.85817,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
2013,Indirect migration background,1063,5.86118,5.70676,6.01560,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2014,No migration background,19606,6.26510,6.23045,6.29974,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2014,Direct migration background,4939,5.64533,5.57111,5.71955,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
2014,Indirect migration background,1568,5.75172,5.61900,5.88443,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,7.00000
2015,No migration background,18624,6.40355,6.36856,6.43855,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2015,Direct migration background,5725,5.83754,5.76945,5.90562,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
2015,Indirect migration background,1484,5.97543,5.83866,6.11220,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2016,No migration background,17362,6.50771,6.47237,6.54306,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2016,Direct migration background,5085,5.91031,5.83864,5.98197,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,7.00000
2016,Indirect migration background,1400,6.13301,5.98882,6.27720,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2017,No migration background,19630,6.54577,6.51269,6.57885,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2017,Direct migration background,6757,5.88080,5.81890,5.94269,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,7.00000
2017,Indirect migration background,1542,6.19453,6.06178,6.32728,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2018,No migration background,18998,6.52979,6.49642,6.56316,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2018,Direct migration background,7590,5.80525,5.74961,5.86089,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,6.00000
2018,Indirect migration background,1529,6.32715,6.20417,6.45012,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2019,No migration background,19760,6.74162,6.70959,6.77366,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2019,Direct migration background,6953,6.05519,5.99574,6.11464,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
2019,Indirect migration background,1497,6.50178,6.37507,6.62848,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2020,No migration background,18192,6.72759,6.69438,6.76080,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
2020,Direct migration background,8469,5.92834,5.87426,5.98243,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,7.00000
2020,Indirect migration background,1453,6.20582,6.08127,6.33038,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
2021,No migration background,12987,6.99745,6.95840,7.03649,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
2021,Direct migration background,5092,6.12631,6.05803,6.19458,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
2021,Indirect migration background,901,6.68011,6.52726,6.83297,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
