"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2004","(Fach-)Abitur","Ostdeutschland","4.85","4.5","381","1","3","7","8","10","4.58","5.12","0","10","5","5"
"2004","(Fach-)Abitur","Westdeutschland","5.61","5.5","1913","2","4","8","9","10","5.49","5.73","0","10","6","6"
"2004","(noch) kein Abschluss","Ostdeutschland","4.35","4.5","141","0","2","7","8","10","3.84","4.86","0","10","4","5"
"2004","(noch) kein Abschluss","Westdeutschland","4.47","4.5","607","0","2","7","8","10","4.24","4.7","0","10","5","5"
"2004","AkademikerIn","Ostdeutschland","5.68","5.5","1268","2","4","7","8","10","5.55","5.81","0","10","6","7"
"2004","AkademikerIn","Westdeutschland","6.55","6.5","2954","3","5","8","9","10","6.47","6.63","0","10","7","8"
"2004","Hauptschule","Ostdeutschland","4.93","4.5","1359","1","3","7","8","10","4.8","5.06","0","10","5","5"
"2004","Hauptschule","Westdeutschland","5.5","5.5","6438","2","4","7","8","10","5.44","5.56","0","10","6","6"
"2004","Realschule","Ostdeutschland","4.57","4.5","1910","1","3","7","8","10","4.46","4.68","0","10","5","5"
"2004","Realschule","Westdeutschland","5.81","5.5","3541","2","4","8","9","10","5.73","5.89","0","10","6","6"
"2005","(Fach-)Abitur","Ostdeutschland","4.79","4.5","389","1","3","7","8","9","4.53","5.05","0","10","5","5"
"2005","(Fach-)Abitur","Westdeutschland","5.55","5.5","1804","2","4","7","9","10","5.43","5.67","0","10","6","6"
"2005","(noch) kein Abschluss","Ostdeutschland","5.47","5.5","114","1","3","7","10","10","4.89","6.05","0","10","5","7"
"2005","(noch) kein Abschluss","Westdeutschland","4.3","4.5","620","0","2","6","8","10","4.06","4.54","0","10","4","5"
"2005","AkademikerIn","Ostdeutschland","5.84","5.5","1246","2","5","8","8","10","5.71","5.97","0","10","6","7"
"2005","AkademikerIn","Westdeutschland","6.56","6.5","2850","3","5","8","9","10","6.47","6.65","0","10","7","8"
"2005","Hauptschule","Ostdeutschland","5.09","4.5","1273","1","3","7","8","10","4.95","5.23","0","10","5","5"
"2005","Hauptschule","Westdeutschland","5.44","5.5","6062","2","4","8","9","10","5.37","5.51","0","10","6","6"
"2005","Realschule","Ostdeutschland","4.71","4.5","1830","1","3","7","8","10","4.59","4.83","0","10","5","5"
"2005","Realschule","Westdeutschland","5.82","5.5","3409","2","4","8","9","10","5.74","5.9","0","10","6","7"
"2006","(Fach-)Abitur","Ostdeutschland","4.89","4.5","399","1","3","7","8","10","4.64","5.14","0","10","5","5"
"2006","(Fach-)Abitur","Westdeutschland","5.57","5.5","1954","2","4","8","9","10","5.45","5.69","0","10","6","6"
