"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2004","(Fach-)Abitur","1 Einkommensschwächstes Quintil","4.1","3.5","420","1","2","6","8","9","3.85","4.35","0","10","3","4"
"2004","(Fach-)Abitur","2","5.26","4.5","443","2","3","7","8","10","5.02","5.5","0","10","5","6"
"2004","(Fach-)Abitur","3","5.47","5.5","413","2","3","8","9","10","5.22","5.72","0","10","5","6"
"2004","(Fach-)Abitur","4","6.4","6.5","513","3","5","8","9","10","6.19","6.61","0","10","6","7"
"2004","(Fach-)Abitur","5 Einkommensstärkstes Quintil","6.61","6.5","505","3","5","8","10","10","6.4","6.82","0","10","7","8"
"2004","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","3.65","3.5","252","0","1","5","7","9","3.3","4","0","10","3","4"
"2004","(noch) kein Abschluss","2","4.59","4.5","182","1","3","7","8","9","4.18","5","0","10","4","5"
"2004","(noch) kein Abschluss","3","5.35","4.5","116","1","3","7","9","10","4.83","5.87","0","10","5","7"
"2004","(noch) kein Abschluss","4","5.61","5.5","109","3","4","8","9","10","5.1","6.12","0","10","5","6"
"2004","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5.31","5.5","89","1","3","7","9","10","4.66","5.96","0","10","5","7"
"2004","AkademikerIn","1 Einkommensschwächstes Quintil","3.99","3.5","290","0","2","6","7","10","3.68","4.3","0","10","3","5"
"2004","AkademikerIn","2","5.07","4.5","444","1","3","7","8","9","4.84","5.3","0","10","5","6"
"2004","AkademikerIn","3","5.83","5.5","623","2","4","8","9","10","5.64","6.02","0","10","6","7"
"2004","AkademikerIn","4","6.68","6.5","1026","4","5","8","9","10","6.55","6.81","0","10","7","7"
"2004","AkademikerIn","5 Einkommensstärkstes Quintil","7.49","7.5","1839","5","7","9","10","10","7.4","7.58","0","10","8","8"
"2004","Hauptschule","1 Einkommensschwächstes Quintil","4.25","3.5","1926","0","2","6","8","10","4.14","4.36","0","10","4","4"
